ENSCHAP00000006304	ENSCHAG00000003974	Clupea_harengus
ENSDCDP00000019780	ENSDCDG00000015833	Denticeps_clupeoides
ENSAMXP00005040018	ENSAMXG00005018836	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000049564	ENSAMXG00000029807	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000008386	ENSPNAG00000014006	Pygocentrus_nattereri
ENSEEEP00000004954	ENSEEEG00000002580	Electrophorus_electricus
ENSIPUP00000030572	ENSIPUG00000020651	Ictalurus_punctatus
ENSDARP00000001399	ENSDARG00000000760	Danio_rerio
ENSTNIP00000019638	ENSTNIG00000016538	Tetraodon_nigroviridis
ENSTRUP00000035639	ENSTRUG00000013935	Takifugu_rubripes
ENSXMAP00000029476	ENSXMAG00000025488	Xiphophorus_maculatus
ENSXCOP00000015924	ENSXCOG00000012027	Xiphophorus_couchianus
ENSGAFP00000012694	ENSGAFG00000008584	Gambusia_affinis
ENSPFOP00000007246	ENSPFOG00000007294	Poecilia_formosa
ENSPMEP00000003930	ENSPMEG00000005117	Poecilia_mexicana
ENSPLAP00000015564	ENSPLAG00000019518	Poecilia_latipinna
ENSPREP00000032009	ENSPREG00000021692	Poecilia_reticulata
ENSCVAP00000021724	ENSCVAG00000003969	Cyprinodon_variegatus
ENSFHEP00000004268	ENSFHEG00000005253	Fundulus_heteroclitus
ENSKMAP00000024762	ENSKMAG00000018352	Kryptolebias_marmoratus
ENSGWIP00000039669	ENSGWIG00000020126	Gouania_willdenowi
ENSCSEP00000013093	ENSCSEG00000008464	Cynoglossus_semilaevis
ENSBSLP00000053747	ENSBSLG00000025242	Betta_splendens
ENSATEP00000032222	ENSATEG00000022191	Anabas_testudineus
ENSMAMP00000006814	ENSMAMG00000004650	Mastacembelus_armatus
ENSAOCP00000019846	ENSAOCG00000003492	Amphiprion_ocellaris
ENSAPOP00000002379	ENSAPOG00000003762	Acanthochromis_polyacanthus
ENSSPAP00000009355	ENSSPAG00000007133	Stegastes_partitus
ENSCGOP00000053980	ENSCGOG00000023658	Cottoperca_gobio
ENSLBEP00000018155	ENSLBEG00000013996	Labrus_bergylta
ENSSDUP00000032143	ENSSDUG00000023095	Seriola_dumerili
ENSSLDP00000020723	ENSSLDG00000016184	Seriola_lalandi_dorsalis
ENSLCAP00010028060	ENSLCAG00010013203	Lates_calcarifer
ENSSMAP00000007870	ENSSMAG00000004851	Scophthalmus_maximus
ENSLCRP00005049113	ENSLCRG00005018547	Larimichthys_crocea
ENSMMOP00000014409	ENSMMOG00000011029	Mola_mola
ENSMZEP00005005182	ENSMZEG00005004026	Maylandia_zebra
ENSACLP00000009326	ENSACLG00000006376	Astatotilapia_calliptera
ENSPNYP00000013793	ENSPNYG00000010453	Pundamilia_nyererei
ENSHBUP00000034711	ENSHBUG00000022463	Haplochromis_burtoni
ENSNBRP00000014431	ENSNBRG00000011163	Neolamprologus_brichardi
ENSONIP00000012066	ENSONIG00000009602	Oreochromis_niloticus
ENSACIP00000016124	ENSACIG00000012529	Amphilophus_citrinellus
ENSORLP00015024889	ENSORLG00015005670	Oryzias_latipes_ASM223469v1
ENSORLP00020001040	ENSORLG00020000016	Oryzias_latipes_ASM223471v1
ENSORLP00000011539	ENSORLG00000009201	Oryzias_latipes_ASM223467v1
ENSOMEP00000022616	ENSOMEG00000002249	Oryzias_melastigma
ENSPRNP00000053353	ENSPRNG00000025144	Parambassis_ranga
ENSMALP00000022567	ENSMALG00000015761	Monopterus_albus
ENSPMGP00000028544	ENSPMGG00000022977	Periophthalmus_magnuspinnatus
ENSHCOP00000013372	ENSHCOG00000016500	Hippocampus_comes
ENSHHUP00000008586	ENSHHUG00000005243	Hucho_hucho
ENSELUP00000009037	ENSELUG00000009616	Esox_lucius
ENSPKIP00000040291	ENSPKIG00000017314	Paramormyrops_kingsleyae
ENSSFOP00015026782	ENSSFOG00015017217	Scleropages_formosus
ENSLOCP00000005191	ENSLOCG00000004344	Lepisosteus_oculatus
ENSECRP00000032742	ENSECRG00000022183	Erpetoichthys_calabaricus
ENSLACP00000014439	ENSLACG00000012706	Latimeria_chalumnae
ENSCMIP00000020817	ENSCMIG00000009564	Callorhinchus_milii
ENSZALP00000009226	ENSZALG00000007957	Zonotrichia_albicollis
ENSNPEP00000013766	ENSNPEG00000010289	Nothoprocta_perdicaria
ENSSPUP00000001401	ENSSPUG00000001097	Sphenodon_punctatus
ENSCJPP00005015693	ENSCJPG00005012962	Coturnix_japonica
ENSGALP00000005577	ENSGALG00000003533	Gallus_gallus
ENSNMEP00000002609	ENSNMEG00000003263	Numida_meleagris
ENSABRP00000023796	ENSABRG00000019995	Anser_brachyrhynchus
ENSTGUP00000004964	ENSTGUG00000004833	Taeniopygia_guttata
ENSMVIP00005009057	ENSMVIG00005006720	Manacus_vitellinus
ENSCPGP00000009134	ENSCPGG00000006482	Calidris_pygmaea
ENSAPLP00000014012	ENSAPLG00000014183	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000024692	ENSAHAG00000017217	Apteryx_haastii
ENSCCEP00000002642	ENSCCEG00000002935	Cyanistes_caeruleus
ENSPMJP00000020674	ENSPMJG00000015371	Parus_major
ENSFALP00000013579	ENSFALG00000013004	Ficedula_albicollis
ENSSCAP00000005140	ENSSCAG00000004132	Serinus_canaria
ENSJHYP00000018569	ENSJHYG00000014128	Junco_hyemalis
ENSARWP00000008258	ENSARWG00000005785	Apteryx_rowi
ENSAOWP00000011087	ENSAOWG00000007631	Apteryx_owenii
ENSCABP00000019684	ENSCABG00000014536	Chelonoidis_abingdonii
ENSGAGP00000033607	ENSGAGG00000023930	Gopherus_agassizii
ENSCPBP00000015756	ENSCPBG00000011633	Chrysemys_picta_bellii
ENSPSIP00000007009	ENSPSIG00000006484	Pelodiscus_sinensis
ENSVURP00010014359	ENSVURG00010011043	Vombatus_ursinus
ENSPCIP00000036295	ENSPCIG00000026791	Phascolarctos_cinereus
ENSMEUP00000008995	ENSMEUG00000009857	Notamacropus_eugenii
ENSEASP00005022083	ENSEASG00005015083	Equus_asinus_asinus
ENSECAP00000016108	ENSECAG00000018610	Equus_caballus
ENSMLUP00000004884	ENSMLUG00000005353	Myotis_lucifugus
ENSPVAP00000001682	ENSPVAG00000001781	Pteropus_vampyrus
ENSCAFP00020026020	ENSCAFG00020020442	Canis_lupus_dingo
ENSCAFP00000034604	ENSCAFG00000013430	Canis_lupus_familiaris
ENSVVUP00000000784	ENSVVUG00000000714	Vulpes_vulpes
ENSMPUP00000009642	ENSMPUG00000009718	Mustela_putorius_furo
ENSUAMP00000027204	ENSUAMG00000021080	Ursus_americanus
ENSUMAP00000013898	ENSUMAG00000010230	Ursus_maritimus
ENSAMEP00000003449	ENSAMEG00000003280	Ailuropoda_melanoleuca
ENSFCAP00000002140	ENSFCAG00000002318	Felis_catus
ENSPTIP00000003776	ENSPTIG00000006428	Panthera_tigris_altaica
ENSPPRP00000010096	ENSPPRG00000004352	Panthera_pardus
ENSSSCP00000067968	ENSSSCG00000010774	Sus_scrofa_strain_reference
ENSTTRP00000011256	ENSTTRG00000011867	Tursiops_truncatus
ENSBIXP00000006273	ENSBIXG00000006623	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005022165	ENSBIXG00005025085	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000016475	ENSBTAG00000012416	Bos_taurus
ENSOARP00000000998	ENSOARG00000000965	Ovis_aries
ENSBMUP00000026737	ENSBMUG00000020054	Bos_mutus
ENSBBBP00000025932	ENSBBBG00000005715	Bison_bison_bison
ENSCHIP00000012369	ENSCHIG00000014162	Capra_hircus
ENSSARP00000009279	ENSSARG00000010254	Sorex_araneus
ENSOPRP00000011256	ENSOPRG00000012342	Ochotona_princeps
ENSMFAP00000026608	ENSMFAG00000044733	Macaca_fascicularis
ENSMMUP00000030333	ENSMMUG00000064787	Macaca_mulatta
ENSCSAP00000002945	ENSCSAG00000006656	Chlorocebus_sabaeus
ENSRBIP00000037585	ENSRBIG00000042363	Rhinopithecus_bieti
ENSRROP00000025663	ENSRROG00000036573	Rhinopithecus_roxellana
ENSPTEP00000024622	ENSPTEG00000025061	Piliocolobus_tephrosceles
ENSCANP00000008998	ENSCANG00000027907	Colobus_angolensis_palliatus
ENSCATP00000022186	ENSCATG00000034729	Cercocebus_atys
ENSMNEP00000028699	ENSMNEG00000037810	Macaca_nemestrina
ENSTGEP00000036578	ENSTGEG00000029111	Theropithecus_gelada
ENSPANP00000045766	ENSPANG00000034743	Papio_anubis
ENSMLEP00000006067	ENSMLEG00000025845	Mandrillus_leucophaeus
ENSPTRP00000071732	ENSPTRG00000049864	Pan_troglodytes
ENSPPAP00000005144	ENSPPAG00000021412	Pan_paniscus
ENSP00000355251	ENSG00000198546	Homo_sapiens
ENSGGOP00000050155	ENSGGOG00000014582	Gorilla_gorilla
ENSPPYP00000003258	ENSPPYG00000002790	Pongo_abelii
ENSNLEP00000026472	ENSNLEG00000002121	Nomascus_leucogenys
ENSCCAP00000022967	ENSCCAG00000029291	Cebus_capucinus_imitator
ENSSBOP00000039858	ENSSBOG00000035942	Saimiri_boliviensis_boliviensis
ENSANAP00000031838	ENSANAG00000033658	Aotus_nancymaae
ENSANAP00000019670	ENSANAG00000027619	Aotus_nancymaae
ENSCJAP00000009459	ENSCJAG00000042396	Callithrix_jacchus
ENSTSYP00000000527	ENSTSYG00000000569	Carlito_syrichta
ENSPSMP00000023726	ENSPSMG00000016764	Prolemur_simus
ENSMICP00000000140	ENSMICG00000000156	Microcebus_murinus
ENSPCOP00000017771	ENSPCOG00000020724	Propithecus_coquereli
ENSTBEP00000006810	ENSTBEG00000007879	Tupaia_belangeri
ENSCGRP00001024983	ENSCGRG00001022735	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000018834	ENSCGRG00000013714	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015037015	ENSCGRG00015027767	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000002698	ENSMAUG00000002417	Mesocricetus_auratus
ENSPEMP00000001419	ENSPEMG00000001151	Peromyscus_maniculatus_bairdii
ENSMOCP00000009934	ENSMOCG00000010127	Microtus_ochrogaster
MGP_SPRETEiJ_P0086419	MGP_SPRETEiJ_G0031737	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000129154	ENSMUSG00000025470	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000031544	ENSMSIG00000026401	Mus_spicilegus
MGP_CAROLIEiJ_P0083002	MGP_CAROLIEiJ_G0030626	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0019783	MGP_PahariEiJ_G0013831	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000045081	ENSRNOG00000018272	Rattus_norvegicus
ENSMUGP00000011185	ENSMUGG00000009800	Meriones_unguiculatus
ENSNGAP00000024104	ENSNGAG00000022461	Nannospalax_galili
ENSJJAP00000002172	ENSJJAG00000003552	Jaculus_jaculus
ENSCLAP00000004801	ENSCLAG00000003411	Chinchilla_lanigera
ENSODEP00000023601	ENSODEG00000017284	Octodon_degus
ENSCPOP00000007451	ENSCPOG00000008288	Cavia_porcellus
ENSHGLP00100009212	ENSHGLG00100006829	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000025995	ENSHGLG00000018509	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000020309	ENSFDAG00000008533	Fukomys_damarensis
ENSSDAP00000001457	ENSSDAG00000001446	Spermophilus_dauricus
ENSMMMP00000004551	ENSMMMG00000004124	Marmota_marmota_marmota
ENSSTOP00000000003	ENSSTOG00000000003	Ictidomys_tridecemlineatus
ENSUPAP00010023184	ENSUPAG00010018369	Urocitellus_parryii
ENSCCNP00000001384	ENSCCNG00000001486	Castor_canadensis
ENSETEP00000013156	ENSETEG00000016231	Echinops_telfairi
ENSPCIP00000041490	ENSPCIG00000030324	Phascolarctos_cinereus
ENSVURP00010016699	ENSVURG00010012792	Vombatus_ursinus
ENSMEUP00000009706	ENSMEUG00000010643	Notamacropus_eugenii
ENSSHAP00000006102	ENSSHAG00000005310	Sarcophilus_harrisii
ENSMODP00000008828	ENSMODG00000007115	Monodelphis_domestica
ENSOANP00000012286	ENSOANG00000007714	Ornithorhynchus_anatinus
ENSOANP00000002434	ENSOANG00000001528	Ornithorhynchus_anatinus
ENSCPUP00000002929	ENSCPUG00000002238	Calidris_pugnax
ENSXETP00000025931	ENSXETG00000003416	Xenopus_tropicalis
ENSPVIP00000006595	ENSPVIG00000005452	Pogona_vitticeps
ENSACAP00000018393	ENSACAG00000023439	Anolis_carolinensis
ENSNSUP00000021176	ENSNSUG00000015381	Notechis_scutatus
ENSSMRP00000009400	ENSSMRG00000007500	Salvator_merianae
ENSEBUP00000004339	ENSEBUG00000003075	Eptatretus_burgeri
FBpp0087589	FBgn0016970	Drosophila_melanogaster
