ENSMNEP00000017131	ENSMNEG00000032587	Macaca_nemestrina	ENSMNET00000041356
ENSMFAP00000001602	ENSMFAG00000038986	Macaca_fascicularis	ENSMFAT00000000129
ENSCATP00000001352	ENSCATG00000006222	Cercocebus_atys	ENSCATT00000007049
ENSMMUP00000075289	ENSMMUG00000012899	Macaca_mulatta	ENSMMUT00000098480
ENSCSAP00000010885	ENSCSAG00000014776	Chlorocebus_sabaeus	ENSCSAT00000012863
ENSTGEP00000021678	ENSTGEG00000017499	Theropithecus_gelada	ENSTGET00000025862
ENSPANP00000003522	ENSPANG00000010972	Papio_anubis	ENSPANT00000001811
ENSMLEP00000024765	ENSMLEG00000036563	Mandrillus_leucophaeus	ENSMLET00000048290
ENSPTEP00000004501	ENSPTEG00000005262	Piliocolobus_tephrosceles	ENSPTET00000006993
ENSCANP00000032355	ENSCANG00000039841	Colobus_angolensis_palliatus
ENSRROP00000009429	ENSRROG00000029153	Rhinopithecus_roxellana
ENSRBIP00000007598	ENSRBIG00000027716	Rhinopithecus_bieti
ENSPTRP00000047484	ENSPTRG00000021706	Pan_troglodytes
ENSPPAP00000016141	ENSPPAG00000031177	Pan_paniscus
ENSP00000369380	ENSG00000047634	Homo_sapiens
ENSGGOP00000003800	ENSGGOG00000003874	Gorilla_gorilla
ENSPPYP00000022554	ENSPPYG00000020162	Pongo_abelii
ENSNLEP00000011721	ENSNLEG00000009621	Nomascus_leucogenys
ENSCCAP00000000587	ENSCCAG00000003357	Cebus_capucinus_imitator
ENSSBOP00000017240	ENSSBOG00000025279	Saimiri_boliviensis_boliviensis
ENSCJAP00000069598	ENSCJAG00000068977	Callithrix_jacchus
ENSCJAP00000074415	ENSCJAG00000063086	Callithrix_jacchus
ENSANAP00000007674	ENSANAG00000021893	Aotus_nancymaae
ENSPCOP00000027813	ENSPCOG00000026466	Propithecus_coquereli
