ENSGAGP00000023324	ENSGAGG00000017098	Gopherus_agassizii
ENSCABP00000008735	ENSCABG00000006592	Chelonoidis_abingdonii
ENSCPBP00000030421	ENSCPBG00000021412	Chrysemys_picta_bellii
ENSPSIP00000004210	ENSPSIG00000003969	Pelodiscus_sinensis
ENSCPRP00005018412	ENSCPRG00005012860	Crocodylus_porosus
ENSSPUP00000021223	ENSSPUG00000016248	Sphenodon_punctatus
ENSVURP00010030956	ENSVURG00010023674	Vombatus_ursinus
ENSPCIP00000039448	ENSPCIG00000028951	Phascolarctos_cinereus
ENSMEUP00000011926	ENSMEUG00000013072	Notamacropus_eugenii
ENSSHAP00000013195	ENSSHAG00000011280	Sarcophilus_harrisii
ENSMODP00000038369	ENSMODG00000025573	Monodelphis_domestica
ENSPCAP00000010214	ENSPCAG00000010900	Procavia_capensis
ENSLAFP00000015168	ENSLAFG00000018099	Loxodonta_africana
ENSETEP00000007772	ENSETEG00000009567	Echinops_telfairi
ENSDNOP00000032946	ENSDNOG00000003311	Dasypus_novemcinctus
ENSPCOP00000012919	ENSPCOG00000018059	Propithecus_coquereli
ENSPSMP00000021144	ENSPSMG00000014955	Prolemur_simus
ENSMICP00000014969	ENSMICG00000016425	Microcebus_murinus
ENSOGAP00000001309	ENSOGAG00000001470	Otolemur_garnettii
ENSPTRP00000082209	ENSPTRG00000000048	Pan_troglodytes
ENSPPAP00000035185	ENSPPAG00000040405	Pan_paniscus
ENSGGOP00000010234	ENSGGOG00000010486	Gorilla_gorilla
ENSP00000367792	ENSG00000116151	Homo_sapiens
ENSPPYP00000002296	ENSPPYG00000001981	Pongo_abelii
ENSNLEP00000000226	ENSNLEG00000000195	Nomascus_leucogenys
ENSRROP00000018236	ENSRROG00000033184	Rhinopithecus_roxellana
ENSRBIP00000029593	ENSRBIG00000038683	Rhinopithecus_bieti
ENSCANP00000010394	ENSCANG00000028599	Colobus_angolensis_palliatus
ENSPTEP00000017473	ENSPTEG00000018985	Piliocolobus_tephrosceles
ENSMFAP00000034303	ENSMFAG00000003640	Macaca_fascicularis
ENSMMUP00000016207	ENSMMUG00000012345	Macaca_mulatta
ENSMNEP00000046112	ENSMNEG00000045514	Macaca_nemestrina
ENSMLEP00000013149	ENSMLEG00000030743	Mandrillus_leucophaeus
ENSCSAP00000017297	ENSCSAG00000000710	Chlorocebus_sabaeus
ENSCATP00000035409	ENSCATG00000040568	Cercocebus_atys
ENSTGEP00000015331	ENSTGEG00000012419	Theropithecus_gelada
ENSPANP00000005828	ENSPANG00000009527	Papio_anubis
ENSSBOP00000021414	ENSSBOG00000027258	Saimiri_boliviensis_boliviensis
ENSCCAP00000029284	ENSCCAG00000032696	Cebus_capucinus_imitator
ENSCJAP00000004471	ENSCJAG00000002429	Callithrix_jacchus
ENSANAP00000032567	ENSANAG00000033976	Aotus_nancymaae
ENSTBEP00000009909	ENSTBEG00000011460	Tupaia_belangeri
ENSMMMP00000021652	ENSMMMG00000019043	Marmota_marmota_marmota
ENSUPAP00010005397	ENSUPAG00010004348	Urocitellus_parryii
ENSSDAP00000025672	ENSSDAG00000023313	Spermophilus_dauricus
ENSCLAP00000008402	ENSCLAG00000005881	Chinchilla_lanigera
ENSODEP00000012615	ENSODEG00000009345	Octodon_degus
ENSCAPP00000010410	ENSCAPG00000011678	Cavia_aperea
ENSCPOP00000000307	ENSCPOG00000000350	Cavia_porcellus
ENSHGLP00100009267	ENSHGLG00100006870	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000026282	ENSHGLG00000018704	Heterocephalus_glaber_HetGla_female_1.0
MGP_SPRETEiJ_P0068829	MGP_SPRETEiJ_G0027877	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000019739	ENSMSIG00000016759	Mus_spicilegus
ENSMUSP00000030915	ENSMUSG00000029049	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0066243	MGP_CAROLIEiJ_G0026884	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0081351	MGP_PahariEiJ_G0029232	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000019930	ENSRNOG00000014642	Rattus_norvegicus
ENSMUGP00000002476	ENSMUGG00000002312	Meriones_unguiculatus
ENSPEMP00000019351	ENSPEMG00000017670	Peromyscus_maniculatus_bairdii
ENSMOCP00000015533	ENSMOCG00000014695	Microtus_ochrogaster
ENSCGRP00000018417	ENSCGRG00000013405	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015018383	ENSCGRG00015014123	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001003044	ENSCGRG00001003559	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000021467	ENSMAUG00000019189	Mesocricetus_auratus
