ENSCPGP00000015188	ENSCPGG00000010712	Calidris_pygmaea
ENSCPUP00000010595	ENSCPUG00000007525	Calidris_pugnax
ENSMUNP00000006995	ENSMUNG00000005625	Melopsittacus_undulatus
ENSLCOP00000017678	ENSLCOG00000012490	Lepidothrix_coronata
ENSMVIP00005026250	ENSMVIG00005018300	Manacus_vitellinus
ENSCCEP00000020952	ENSCCEG00000019008	Cyanistes_caeruleus
ENSPMJP00000019417	ENSPMJG00000014536	Parus_major
ENSTGUP00000001555	ENSTGUG00000001510	Taeniopygia_guttata
ENSJHYP00000010607	ENSJHYG00000008328	Junco_hyemalis
ENSLSDP00000022848	ENSLSDG00000016116	Lonchura_striata_domestica
ENSSCAP00000014008	ENSSCAG00000010306	Serinus_canaria
ENSZALP00000009642	ENSZALG00000008261	Zonotrichia_albicollis
ENSFALP00000010099	ENSFALG00000009687	Ficedula_albicollis
ENSABRP00000023564	ENSABRG00000019828	Anser_brachyrhynchus
ENSAPLP00000000154	ENSAPLG00000000592	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000001953	ENSMGAG00000002371	Meleagris_gallopavo
ENSGALP00000070803	ENSGALG00000001895	Gallus_gallus
ENSCJPP00005009887	ENSCJPG00005008662	Coturnix_japonica
ENSNMEP00000018019	ENSNMEG00000015686	Numida_meleagris
ENSAHAP00000023362	ENSAHAG00000016329	Apteryx_haastii	ENSAHAT00000025739
ENSAOWP00000007161	ENSAOWG00000004929	Apteryx_owenii	ENSAOWT00000008103
ENSARWP00000006871	ENSARWG00000004812	Apteryx_rowi	ENSARWT00000007852
ENSDNVP00000019959	ENSDNVG00000013968	Dromaius_novaehollandiae	ENSDNVT00000024061
ENSNPEP00000003390	ENSNPEG00000002361	Nothoprocta_perdicaria
ENSCPRP00005007344	ENSCPRG00005005195	Crocodylus_porosus
ENSGAGP00000022674	ENSGAGG00000016621	Gopherus_agassizii
ENSCABP00000016334	ENSCABG00000012133	Chelonoidis_abingdonii
ENSCPBP00000014667	ENSCPBG00000010902	Chrysemys_picta_bellii
ENSPSIP00000018748	ENSPSIG00000016667	Pelodiscus_sinensis
ENSACAP00000011354	ENSACAG00000011546	Anolis_carolinensis
ENSPVIP00000023354	ENSPVIG00000017643	Pogona_vitticeps
ENSNSUP00000020341	ENSNSUG00000014796	Notechis_scutatus
ENSSMRP00000000249	ENSSMRG00000000255	Salvator_merianae
ENSSPUP00000011579	ENSSPUG00000008893	Sphenodon_punctatus
ENSMMMP00000012214	ENSMMMG00000010921	Marmota_marmota_marmota
ENSMMMP00000002225	ENSMMMG00000002040	Marmota_marmota_marmota
ENSSTOP00000014560	ENSSTOG00000016261	Ictidomys_tridecemlineatus
ENSSDAP00000019106	ENSSDAG00000017417	Spermophilus_dauricus
ENSUPAP00010021291	ENSUPAG00010016920	Urocitellus_parryii
ENSCAPP00000017510	ENSCAPG00000017151	Cavia_aperea
ENSSDAP00000020852	ENSSDAG00000018981	Spermophilus_dauricus
ENSMOCP00000007158	ENSMOCG00000006926	Microtus_ochrogaster
ENSPEMP00000003755	ENSPEMG00000024678	Peromyscus_maniculatus_bairdii
ENSCGRP00001027820	ENSCGRG00001024715	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000023341	ENSCGRG00000016906	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015028895	ENSCGRG00015021867	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000015817	ENSMAUG00000015169	Mesocricetus_auratus
MGP_SPRETEiJ_P0027507	MGP_SPRETEiJ_G0017047	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000018990	ENSMUSG00000018846	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000008435	ENSMSIG00000007498	Mus_spicilegus
MGP_CAROLIEiJ_P0026157	MGP_CAROLIEiJ_G0016206	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0032928	MGP_PahariEiJ_G0017342	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000056531	ENSRNOG00000007419	Rattus_norvegicus
ENSMUGP00000018666	ENSMUGG00000015830	Meriones_unguiculatus
ENSNGAP00000007077	ENSNGAG00000010408	Nannospalax_galili
ENSOPRP00000000380	ENSOPRG00000000421	Ochotona_princeps
ENSTBEP00000013980	ENSTBEG00000016102	Tupaia_belangeri
ENSPTRP00000029910	ENSPTRG00000017509	Pan_troglodytes
ENSPPAP00000030309	ENSPPAG00000038115	Pan_paniscus
ENSP00000239231	ENSG00000120137	Homo_sapiens
ENSGGOP00000004847	ENSGGOG00000004947	Gorilla_gorilla
ENSPPYP00000017936	ENSPPYG00000016024	Pongo_abelii
ENSNLEP00000005939	ENSNLEG00000004896	Nomascus_leucogenys
ENSRROP00000036020	ENSRROG00000041474	Rhinopithecus_roxellana
ENSRBIP00000025251	ENSRBIG00000036502	Rhinopithecus_bieti
ENSPTEP00000035712	ENSPTEG00000033667	Piliocolobus_tephrosceles
ENSCANP00000000151	ENSCANG00000000236	Colobus_angolensis_palliatus
ENSMMUP00000016440	ENSMMUG00000012521	Macaca_mulatta
ENSMFAP00000015944	ENSMFAG00000031110	Macaca_fascicularis
ENSMNEP00000033840	ENSMNEG00000040137	Macaca_nemestrina
ENSCSAP00000006386	ENSCSAG00000010147	Chlorocebus_sabaeus
ENSCATP00000030982	ENSCATG00000038632	Cercocebus_atys
ENSPANP00000009747	ENSPANG00000007635	Papio_anubis
ENSTGEP00000013207	ENSTGEG00000010743	Theropithecus_gelada
ENSMLEP00000030225	ENSMLEG00000039287	Mandrillus_leucophaeus
