ENSBIXP00000019885	ENSBIXG00000004618	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPVIP00000017130	ENSPVIG00000013210	Pogona_vitticeps	ENSPVIT00000021394
ENSMNEP00000023413	ENSMNEG00000035299	Macaca_nemestrina
ENSOANP00000012549	ENSOANG00000007882	Ornithorhynchus_anatinus
ENSCSAP00000012282	ENSCSAG00000016216	Chlorocebus_sabaeus
MGP_CAROLIEiJ_P0036784	MGP_CAROLIEiJ_G0019293	Mus_caroli_strain_CAROLI_EIJ
ENSRROP00000004537	ENSRROG00000018570	Rhinopithecus_roxellana
ENSCPOP00000003169	ENSCPOG00000003506	Cavia_porcellus
ENSCGRP00000018122	ENSCGRG00000013180	Cricetulus_griseus_CriGri_1.0
ENSTGEP00000026405	ENSTGEG00000021261	Theropithecus_gelada
ENSGAGP00000020046	ENSGAGG00000014773	Gopherus_agassizii	ENSGAGT00000022834
ENSBMUP00000033125	ENSBMUG00000024741	Bos_mutus
ENSEEUP00000004683	ENSEEUG00000005109	Erinaceus_europaeus
ENSLAFP00000017987	ENSLAFG00000015796	Loxodonta_africana
ENSMEUP00000006958	ENSMEUG00000007617	Notamacropus_eugenii
ENSPTRP00000010504	ENSPTRG00000006189	Pan_troglodytes
ENSHGLP00100025971	ENSHGLG00100019050	Heterocephalus_glaber_HetGla_1.0
ENSTTRP00000008166	ENSTTRG00000008615	Tursiops_truncatus
MGP_SPRETEiJ_P0038505	MGP_SPRETEiJ_G0020182	Mus_spretus_strain_SPRET/EiJ
ENSCABP00000012314	ENSCABG00000009231	Chelonoidis_abingdonii
ENSCABP00000012312	ENSCABG00000009228	Chelonoidis_abingdonii	ENSCABT00000013506
ENSSPUP00000023607	ENSSPUG00000018101	Sphenodon_punctatus	ENSSPUT00000025183
ENSUAMP00000031306	ENSUAMG00000023970	Ursus_americanus
ENSTBEP00000013392	ENSTBEG00000015424	Tupaia_belangeri
ENSPSIP00000004545	ENSPSIG00000004252	Pelodiscus_sinensis
ENSP00000440077	ENSG00000100884	Homo_sapiens
ENSPTEP00000017576	ENSPTEG00000019106	Piliocolobus_tephrosceles
