ENSGAGP00000032199	ENSGAGG00000023048	Gopherus_agassizii
ENSCABP00000014785	ENSCABG00000011047	Chelonoidis_abingdonii
ENSCPBP00000017325	ENSCPBG00000012695	Chrysemys_picta_bellii
ENSAHAP00000026182	ENSAHAG00000018261	Apteryx_haastii
ENSAOWP00000028748	ENSAOWG00000019370	Apteryx_owenii
ENSARWP00000012124	ENSARWG00000008377	Apteryx_rowi
ENSACAP00000000028	ENSACAG00000000030	Anolis_carolinensis
ENSNSUP00000009492	ENSNSUG00000007262	Notechis_scutatus
ENSSMRP00000006412	ENSSMRG00000005182	Salvator_merianae
ENSSPUP00000013037	ENSSPUG00000010045	Sphenodon_punctatus
ENSGALP00000072442	ENSGALG00000049484	Gallus_gallus	ENSGALT00000094485
ENSCJPP00005001900	ENSCJPG00005001984	Coturnix_japonica	ENSCJPT00005003311
ENSPVIP00000019441	ENSPVIG00000014840	Pogona_vitticeps
ENSLAFP00000023850	ENSLAFG00000032150	Loxodonta_africana
ENSPCAP00000006207	ENSPCAG00000006689	Procavia_capensis
ENSDNOP00000034103	ENSDNOG00000032317	Dasypus_novemcinctus
ENSODEP00000001856	ENSODEG00000001454	Octodon_degus
ENSCLAP00000001897	ENSCLAG00000001400	Chinchilla_lanigera
ENSCPOP00000023889	ENSCPOG00000040220	Cavia_porcellus
ENSHGLP00000008304	ENSHGLG00000006009	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100001072	ENSHGLG00100000859	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000005163	ENSFDAG00000014250	Fukomys_damarensis
ENSUPAP00010003098	ENSUPAG00010002566	Urocitellus_parryii
ENSSTOP00000026111	ENSSTOG00000023637	Ictidomys_tridecemlineatus
ENSSDAP00000002025	ENSSDAG00000001968	Spermophilus_dauricus
ENSMMMP00000016013	ENSMMMG00000014253	Marmota_marmota_marmota
ENSCCNP00000005869	ENSCCNG00000006218	Castor_canadensis
ENSDORP00000017360	ENSDORG00000030154	Dipodomys_ordii
ENSMUSP00000056401	ENSMUSG00000049532	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000025224	ENSMSIG00000021304	Mus_spicilegus
MGP_SPRETEiJ_P0038346	MGP_SPRETEiJ_G0020133	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0036624	MGP_CAROLIEiJ_G0019241	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0084741	MGP_PahariEiJ_G0030262	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000017730	ENSRNOG00000013287	Rattus_norvegicus
ENSMUGP00000020651	ENSMUGG00000017415	Meriones_unguiculatus
ENSPEMP00000026070	ENSPEMG00000022293	Peromyscus_maniculatus_bairdii
ENSMOCP00000004212	ENSMOCG00000003410	Microtus_ochrogaster
ENSCGRP00001000150	ENSCGRG00001000154	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000011147	ENSCGRG00000008130	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015006073	ENSCGRG00015004737	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000014094	ENSMAUG00000013964	Mesocricetus_auratus
ENSNGAP00000012388	ENSNGAG00000014258	Nannospalax_galili
ENSJJAP00000000055	ENSJJAG00000000077	Jaculus_jaculus
ENSOCUP00000019069	ENSOCUG00000027464	Oryctolagus_cuniculus
ENSPPAP00000030539	ENSPPAG00000038242	Pan_paniscus
ENSPTRP00000010397	ENSPTRG00000006128	Pan_troglodytes
ENSP00000483562	ENSG00000165821	Homo_sapiens
ENSGGOP00000023368	ENSGGOG00000009133	Gorilla_gorilla
ENSNLEP00000017757	ENSNLEG00000014602	Nomascus_leucogenys
ENSMLEP00000024562	ENSMLEG00000036462	Mandrillus_leucophaeus
ENSCATP00000045833	ENSCATG00000045263	Cercocebus_atys
ENSPANP00000014629	ENSPANG00000020006	Papio_anubis
ENSMFAP00000006081	ENSMFAG00000002687	Macaca_fascicularis
ENSRBIP00000001820	ENSRBIG00000009332	Rhinopithecus_bieti
ENSRROP00000022974	ENSRROG00000035352	Rhinopithecus_roxellana
ENSCANP00000026907	ENSCANG00000036872	Colobus_angolensis_palliatus
ENSMMUP00000055628	ENSMMUG00000014997	Macaca_mulatta
ENSCSAP00000012524	ENSCSAG00000016461	Chlorocebus_sabaeus
ENSTGEP00000020627	ENSTGEG00000016595	Theropithecus_gelada
ENSPTEP00000021801	ENSPTEG00000022803	Piliocolobus_tephrosceles
ENSPPYP00000006370	ENSPPYG00000005600	Pongo_abelii
ENSMNEP00000012210	ENSMNEG00000030415	Macaca_nemestrina
ENSCCAP00000030485	ENSCCAG00000033278	Cebus_capucinus_imitator
ENSSBOP00000024112	ENSSBOG00000028539	Saimiri_boliviensis_boliviensis
ENSCJAP00000016265	ENSCJAG00000008855	Callithrix_jacchus
