ENSACAP00000000588	ENSACAG00000000702	Anolis_carolinensis	ENSACAT00000000607
ENSPVIP00000027094	ENSPVIG00000020163	Pogona_vitticeps	ENSPVIT00000033324
ENSSMRP00000024771	ENSSMRG00000019150	Salvator_merianae
ENSSPUP00000010772	ENSSPUG00000008302	Sphenodon_punctatus
ENSCABP00000018877	ENSCABG00000013945	Chelonoidis_abingdonii
ENSGAGP00000036008	ENSGAGG00000025528	Gopherus_agassizii
ENSCPBP00000003484	ENSCPBG00000002837	Chrysemys_picta_bellii
ENSPSIP00000000768	ENSPSIG00000000765	Pelodiscus_sinensis
ENSAHAP00000013087	ENSAHAG00000009417	Apteryx_haastii
ENSAOWP00000005480	ENSAOWG00000003776	Apteryx_owenii
ENSARWP00000024923	ENSARWG00000016980	Apteryx_rowi
ENSDNVP00000004521	ENSDNVG00000003214	Dromaius_novaehollandiae
ENSNPEP00000009534	ENSNPEG00000007163	Nothoprocta_perdicaria
ENSLSDP00000008709	ENSLSDG00000006500	Lonchura_striata_domestica
ENSTGUP00000005351	ENSTGUG00000005209	Taeniopygia_guttata
ENSSCAP00000023721	ENSSCAG00000016977	Serinus_canaria
ENSJHYP00000002802	ENSJHYG00000002338	Junco_hyemalis
ENSZALP00000005107	ENSZALG00000004759	Zonotrichia_albicollis
ENSPMJP00000002441	ENSPMJG00000002038	Parus_major
ENSCCEP00000000381	ENSCCEG00000000532	Cyanistes_caeruleus
ENSFALP00000014871	ENSFALG00000014255	Ficedula_albicollis
ENSLCOP00000010303	ENSLCOG00000007480	Lepidothrix_coronata
ENSMVIP00005027355	ENSMVIG00005019074	Manacus_vitellinus
ENSCPUP00000011424	ENSCPUG00000008101	Calidris_pugnax
ENSGALP00000067569	ENSGALG00000003492	Gallus_gallus
ENSMGAP00000003187	ENSMGAG00000003478	Meleagris_gallopavo
ENSCJPP00005018717	ENSCJPG00005015224	Coturnix_japonica
ENSNMEP00000023222	ENSNMEG00000019822	Numida_meleagris
ENSABRP00000002090	ENSABRG00000002089	Anser_brachyrhynchus
ENSMUNP00000001923	ENSMUNG00000001687	Melopsittacus_undulatus
