ENSSFOP00015012030	ENSSFOG00015007752	Scleropages_formosus
ENSPKIP00000012835	ENSPKIG00000000488	Paramormyrops_kingsleyae
ENSLOCP00000017845	ENSLOCG00000014497	Lepisosteus_oculatus
ENSDCDP00000048081	ENSDCDG00000029828	Denticeps_clupeoides	ENSDCDT00000059635
ENSCHAP00000038867	ENSCHAG00000018016	Clupea_harengus	ENSCHAT00000042084
ENSAMXP00000007840	ENSAMXG00000007619	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000007840
ENSAMXP00005001984	ENSAMXG00005001088	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000017980	ENSPNAG00000024335	Pygocentrus_nattereri
ENSEEEP00000050387	ENSEEEG00000023691	Electrophorus_electricus
ENSIPUP00000027107	ENSIPUG00000018343	Ictalurus_punctatus
ENSDARP00000138454	ENSDARG00000099779	Danio_rerio
ENSHHUP00000081417	ENSHHUG00000047353	Hucho_hucho
ENSHHUP00000032671	ENSHHUG00000020687	Hucho_hucho
ENSELUP00000020136	ENSELUG00000019422	Esox_lucius
ENSORLP00000043610	ENSORLG00000025972	Oryzias_latipes_ASM223467v1
ENSORLP00015022021	ENSORLG00015000010	Oryzias_latipes_ASM223469v1
ENSORLP00020033558	ENSORLG00020019634	Oryzias_latipes_ASM223471v1
ENSOMEP00000016959	ENSOMEG00000018659	Oryzias_melastigma
ENSGMOP00000015701	ENSGMOG00000014672	Gadus_morhua
ENSAOCP00000010854	ENSAOCG00000015102	Amphiprion_ocellaris
ENSAPEP00000034401	ENSAPEG00000024434	Amphiprion_percula
ENSAPOP00000005161	ENSAPOG00000006845	Acanthochromis_polyacanthus
ENSSPAP00000018254	ENSSPAG00000013757	Stegastes_partitus
ENSPRNP00000049803	ENSPRNG00000023735	Parambassis_ranga
ENSACLP00000016794	ENSACLG00000011437	Astatotilapia_calliptera
ENSMZEP00005007061	ENSMZEG00005005422	Maylandia_zebra
ENSHBUP00000021560	ENSHBUG00000001342	Haplochromis_burtoni
ENSPNYP00000003770	ENSPNYG00000002854	Pundamilia_nyererei
ENSNBRP00000001958	ENSNBRG00000001596	Neolamprologus_brichardi
ENSONIP00000020974	ENSONIG00000016650	Oreochromis_niloticus
ENSACIP00000002317	ENSACIG00000001870	Amphilophus_citrinellus
ENSGWIP00000009371	ENSGWIG00000005567	Gouania_willdenowi
ENSSDUP00000016453	ENSSDUG00000012002	Seriola_dumerili
ENSSLDP00000000403	ENSSLDG00000000366	Seriola_lalandi_dorsalis
ENSSMAP00000000491	ENSSMAG00000000311	Scophthalmus_maximus
ENSLCAP00010027729	ENSLCAG00010013041	Lates_calcarifer
ENSMAMP00000019341	ENSMAMG00000012995	Mastacembelus_armatus
ENSMALP00000028854	ENSMALG00000019955	Monopterus_albus
ENSATEP00000031996	ENSATEG00000022033	Anabas_testudineus
ENSBSLP00000016580	ENSBSLG00000008546	Betta_splendens
ENSCGOP00000022371	ENSCGOG00000010741	Cottoperca_gobio
ENSGACP00000007763	ENSGACG00000005876	Gasterosteus_aculeatus
ENSLCRP00005022928	ENSLCRG00005009237	Larimichthys_crocea
ENSLBEP00000015196	ENSLBEG00000011828	Labrus_bergylta
ENSTNIP00000017356	ENSTNIG00000014339	Tetraodon_nigroviridis
ENSTNIP00000017357	ENSTNIG00000014340	Tetraodon_nigroviridis
ENSTRUP00000004967	ENSTRUG00000002163	Takifugu_rubripes
ENSMMOP00000009239	ENSMMOG00000007151	Mola_mola
ENSHCOP00000025026	ENSHCOG00000014885	Hippocampus_comes
ENSGAFP00000019973	ENSGAFG00000013499	Gambusia_affinis
ENSXMAP00000002707	ENSXMAG00000002697	Xiphophorus_maculatus
ENSPFOP00000009432	ENSPFOG00000009274	Poecilia_formosa
ENSPMEP00000008906	ENSPMEG00000010738	Poecilia_mexicana
ENSPLAP00000008236	ENSPLAG00000010743	Poecilia_latipinna
ENSPREP00000011748	ENSPREG00000007983	Poecilia_reticulata
ENSCVAP00000004868	ENSCVAG00000006197	Cyprinodon_variegatus
ENSFHEP00000015531	ENSFHEG00000017185	Fundulus_heteroclitus
ENSKMAP00000027610	ENSKMAG00000020476	Kryptolebias_marmoratus
ENSPMGP00000010608	ENSPMGG00000008786	Periophthalmus_magnuspinnatus
ENSLACP00000021367	ENSLACG00000018774	Latimeria_chalumnae	ENSLACT00000021508
ENSOANP00000032899	ENSOANG00000032060	Ornithorhynchus_anatinus
ENSECRP00000000101	ENSECRG00000000069	Erpetoichthys_calabaricus	ENSECRT00000000106
ENSXETP00000035698	ENSXETG00000013989	Xenopus_tropicalis	ENSXETT00000025977
ENSCMIP00000001022	ENSCMIG00000000689	Callorhinchus_milii
