ENSDCDP00000036250	ENSDCDG00000024123	Denticeps_clupeoides
ENSCHAP00000043988	ENSCHAG00000020411	Clupea_harengus
ENSAMXP00005027754	ENSAMXG00005013899	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000052147	ENSAMXG00000035091	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000006247	ENSPNAG00000012289	Pygocentrus_nattereri
ENSIPUP00000010254	ENSIPUG00000007019	Ictalurus_punctatus
ENSEEEP00000045421	ENSEEEG00000021443	Electrophorus_electricus
ENSDARP00000139862	ENSDARG00000061644	Danio_rerio
ENSCHAP00000010427	ENSCHAG00000006010	Clupea_harengus
ENSCGOP00000005734	ENSCGOG00000003043	Cottoperca_gobio
ENSGACP00000017857	ENSGACG00000013507	Gasterosteus_aculeatus
ENSLCRP00005005293	ENSLCRG00005002721	Larimichthys_crocea
ENSSLDP00000016701	ENSSLDG00000013229	Seriola_lalandi_dorsalis
ENSSDUP00000002495	ENSSDUG00000001945	Seriola_dumerili
ENSSMAP00000027445	ENSSMAG00000016785	Scophthalmus_maximus
ENSMAMP00000018280	ENSMAMG00000012344	Mastacembelus_armatus
ENSMALP00000011326	ENSMALG00000008048	Monopterus_albus
ENSATEP00000000401	ENSATEG00000000332	Anabas_testudineus
ENSBSLP00000015275	ENSBSLG00000008038	Betta_splendens
ENSAOCP00000014784	ENSAOCG00000019492	Amphiprion_ocellaris
ENSAPEP00000002532	ENSAPEG00000001851	Amphiprion_percula
ENSAPOP00000006186	ENSAPOG00000007980	Acanthochromis_polyacanthus
ENSPRNP00000025448	ENSPRNG00000012901	Parambassis_ranga
ENSGWIP00000042344	ENSGWIG00000021249	Gouania_willdenowi
ENSMZEP00005014019	ENSMZEG00005010566	Maylandia_zebra
ENSACLP00000006584	ENSACLG00000004436	Astatotilapia_calliptera
ENSPNYP00000016574	ENSPNYG00000012553	Pundamilia_nyererei
ENSHBUP00000013225	ENSHBUG00000014968	Haplochromis_burtoni
ENSNBRP00000018087	ENSNBRG00000013955	Neolamprologus_brichardi
ENSONIP00000008412	ENSONIG00000006660	Oreochromis_niloticus
ENSACIP00000005916	ENSACIG00000004671	Amphilophus_citrinellus
ENSFHEP00000026315	ENSFHEG00000009072	Fundulus_heteroclitus
ENSCVAP00000030458	ENSCVAG00000019003	Cyprinodon_variegatus
ENSPFOP00000008002	ENSPFOG00000008077	Poecilia_formosa
ENSPMEP00000006206	ENSPMEG00000007667	Poecilia_mexicana
ENSPLAP00000010542	ENSPLAG00000013475	Poecilia_latipinna
ENSPREP00000028977	ENSPREG00000019614	Poecilia_reticulata
ENSXMAP00000031548	ENSXMAG00000008997	Xiphophorus_maculatus
ENSGAFP00000016329	ENSGAFG00000011024	Gambusia_affinis
ENSKMAP00000024035	ENSKMAG00000017830	Kryptolebias_marmoratus
ENSORLP00020014560	ENSORLG00020015564	Oryzias_latipes_ASM223471v1
ENSORLP00000032875	ENSORLG00000028623	Oryzias_latipes_ASM223467v1
ENSORLP00015020923	ENSORLG00015022103	Oryzias_latipes_ASM223469v1
ENSOMEP00000016460	ENSOMEG00000018107	Oryzias_melastigma
ENSLCAP00010009587	ENSLCAG00010004613	Lates_calcarifer
ENSCSEP00000014917	ENSCSEG00000009592	Cynoglossus_semilaevis
ENSLBEP00000035845	ENSLBEG00000026876	Labrus_bergylta
ENSMMOP00000003655	ENSMMOG00000002916	Mola_mola
ENSMALP00000019376	ENSMALG00000013528	Monopterus_albus
ENSSPAP00000009552	ENSSPAG00000007250	Stegastes_partitus
ENSTNIP00000008920	ENSTNIG00000006172	Tetraodon_nigroviridis
ENSTRUP00000049736	ENSTRUG00000000745	Takifugu_rubripes
ENSHCOP00000010488	ENSHCOG00000013110	Hippocampus_comes
ENSPMGP00000015748	ENSPMGG00000012902	Periophthalmus_magnuspinnatus
ENSGMOP00000005424	ENSGMOG00000005131	Gadus_morhua
ENSHHUP00000027507	ENSHHUG00000017444	Hucho_hucho
ENSHHUP00000073130	ENSHHUG00000042903	Hucho_hucho
ENSELUP00000010668	ENSELUG00000011131	Esox_lucius
ENSEEEP00000017687	ENSEEEG00000008734	Electrophorus_electricus
ENSDARP00000125983	ENSDARG00000036944	Danio_rerio
ENSPKIP00000013224	ENSPKIG00000000739	Paramormyrops_kingsleyae
ENSSFOP00015005172	ENSSFOG00015003387	Scleropages_formosus
ENSPKIP00000029699	ENSPKIG00000010848	Paramormyrops_kingsleyae
ENSSFOP00015018426	ENSSFOG00015011850	Scleropages_formosus
ENSLOCP00000009545	ENSLOCG00000007864	Lepisosteus_oculatus
ENSLACP00000022692	ENSLACG00000011085	Latimeria_chalumnae
ENSECRP00000000904	ENSECRG00000000613	Erpetoichthys_calabaricus
ENSCMIP00000005955	ENSCMIG00000003428	Callorhinchus_milii
ENSSPUP00000003557	ENSSPUG00000002726	Sphenodon_punctatus
ENSACAP00000019695	ENSACAG00000023267	Anolis_carolinensis
ENSPVIP00000027795	ENSPVIG00000020636	Pogona_vitticeps
ENSNSUP00000019135	ENSNSUG00000013972	Notechis_scutatus
ENSSMRP00000027548	ENSSMRG00000021245	Salvator_merianae
ENSGAGP00000000778	ENSGAGG00000000656	Gopherus_agassizii
ENSCABP00000009213	ENSCABG00000006924	Chelonoidis_abingdonii
ENSCPBP00000011272	ENSCPBG00000008598	Chrysemys_picta_bellii
ENSPSIP00000009984	ENSPSIG00000009069	Pelodiscus_sinensis
ENSMGAP00000000112	ENSMGAG00000000738	Meleagris_gallopavo
ENSCJPP00005018528	ENSCJPG00005015088	Coturnix_japonica
ENSGALP00000052927	ENSGALG00000037480	Gallus_gallus
ENSNMEP00000006812	ENSNMEG00000006955	Numida_meleagris
ENSABRP00000006801	ENSABRG00000006255	Anser_brachyrhynchus
ENSZALP00000010947	ENSZALG00000009241	Zonotrichia_albicollis
ENSLSDP00000022455	ENSLSDG00000015874	Lonchura_striata_domestica
ENSPMJP00000017668	ENSPMJG00000013268	Parus_major
ENSCCEP00000007580	ENSCCEG00000007961	Cyanistes_caeruleus
ENSFALP00000002839	ENSFALG00000002726	Ficedula_albicollis
ENSCPGP00000014475	ENSCPGG00000010238	Calidris_pygmaea
ENSAPLP00000009747	ENSAPLG00000010036	Anas_platyrhynchos_platyrhynchos
ENSSCAP00000002605	ENSSCAG00000002268	Serinus_canaria
ENSMUNP00000007569	ENSMUNG00000006057	Melopsittacus_undulatus
ENSCPUP00000025155	ENSCPUG00000017020	Calidris_pugnax
ENSDNVP00000013321	ENSDNVG00000009415	Dromaius_novaehollandiae	ENSDNVT00000016037
ENSNPEP00000002987	ENSNPEG00000002296	Nothoprocta_perdicaria
ENSAOWP00000003769	ENSAOWG00000002674	Apteryx_owenii
ENSAHAP00000000779	ENSAHAG00000000652	Apteryx_haastii
ENSARWP00000018681	ENSARWG00000012839	Apteryx_rowi	ENSARWT00000021231
ENSNGAP00000007576	ENSNGAG00000010801	Nannospalax_galili
ENSMOCP00000026957	ENSMOCG00000022602	Microtus_ochrogaster
ENSPTEP00000015873	ENSPTEG00000017493	Piliocolobus_tephrosceles
ENSMMUP00000045878	ENSMMUG00000012814	Macaca_mulatta
ENSPTEP00000039727	ENSPTEG00000036717	Piliocolobus_tephrosceles
ENSTGEP00000007998	ENSTGEG00000006552	Theropithecus_gelada
ENSFCAP00000055340	ENSFCAG00000042297	Felis_catus
ENSPPRP00000026586	ENSPPRG00000017430	Panthera_pardus
ENSLAFP00000009414	ENSLAFG00000011261	Loxodonta_africana
ENSETEP00000001017	ENSETEG00000001261	Echinops_telfairi
ENSPCAP00000006215	ENSPCAG00000006698	Procavia_capensis
ENSCHOP00000001861	ENSCHOG00000002107	Choloepus_hoffmanni
ENSDNOP00000024086	ENSDNOG00000041590	Dasypus_novemcinctus
ENSMMMP00000021985	ENSMMMG00000019337	Marmota_marmota_marmota
ENSMMMP00000025029	ENSMMMG00000021932	Marmota_marmota_marmota
ENSSDAP00000024704	ENSSDAG00000022480	Spermophilus_dauricus
ENSUPAP00010002904	ENSUPAG00010002412	Urocitellus_parryii
ENSSTOP00000002446	ENSSTOG00000002742	Ictidomys_tridecemlineatus
ENSCCNP00000011873	ENSCCNG00000012331	Castor_canadensis
ENSHGLP00100010244	ENSHGLG00100007616	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000021623	ENSHGLG00000015451	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000013357	ENSFDAG00000006985	Fukomys_damarensis
ENSODEP00000015133	ENSODEG00000011170	Octodon_degus
ENSODEP00000010907	ENSODEG00000008133	Octodon_degus
ENSCLAP00000019567	ENSCLAG00000013424	Chinchilla_lanigera
ENSCPOP00000023669	ENSCPOG00000033807	Cavia_porcellus
ENSOCUP00000043129	ENSOCUG00000013576	Oryctolagus_cuniculus
ENSOCUP00000030215	ENSOCUG00000034963	Oryctolagus_cuniculus
ENSOCUP00000048617	ENSOCUG00000003267	Oryctolagus_cuniculus
ENSTBEP00000007748	ENSTBEG00000008943	Tupaia_belangeri
ENSDORP00000010738	ENSDORG00000011425	Dipodomys_ordii
ENSPSMP00000015837	ENSPSMG00000011261	Prolemur_simus
ENSUAMP00000018536	ENSUAMG00000014693	Ursus_americanus
ENSUMAP00000004280	ENSUMAG00000003476	Ursus_maritimus
ENSAMEP00000001458	ENSAMEG00000001375	Ailuropoda_melanoleuca
ENSUAMP00000001886	ENSUAMG00000001761	Ursus_americanus
ENSUMAP00000012750	ENSUMAG00000009459	Ursus_maritimus
ENSEEUP00000011999	ENSEEUG00000013165	Erinaceus_europaeus
ENSCSAP00000014075	ENSCSAG00000018058	Chlorocebus_sabaeus
ENSTGEP00000017218	ENSTGEG00000013917	Theropithecus_gelada
ENSPTEP00000032038	ENSPTEG00000030851	Piliocolobus_tephrosceles
ENSPPYP00000001044	ENSPPYG00000000893	Pongo_abelii
ENSP00000341743	ENSG00000143420	Homo_sapiens
ENSPANP00000007175	ENSPANG00000021851	Papio_anubis
ENSMLEP00000008535	ENSMLEG00000028446	Mandrillus_leucophaeus
ENSCANP00000024139	ENSCANG00000035429	Colobus_angolensis_palliatus
ENSPTRP00000002140	ENSPTRG00000001261	Pan_troglodytes
ENSPPAP00000000485	ENSPPAG00000001282	Pan_paniscus
ENSGGOP00000048879	ENSGGOG00000023948	Gorilla_gorilla
ENSNLEP00000031834	ENSNLEG00000009928	Nomascus_leucogenys
ENSCCAP00000022887	ENSCCAG00000029199	Cebus_capucinus_imitator
ENSCCAP00000001600	ENSCCAG00000010217	Cebus_capucinus_imitator
ENSSBOP00000027553	ENSSBOG00000030145	Saimiri_boliviensis_boliviensis
ENSCJAP00000012303	ENSCJAG00000046173	Callithrix_jacchus
ENSPTRP00000080134	ENSPTRG00000052802	Pan_troglodytes
ENSPPAP00000029777	ENSPPAG00000037892	Pan_paniscus
ENSMLEP00000003849	ENSMLEG00000017006	Mandrillus_leucophaeus
ENSCJAP00000077629	ENSCJAG00000055287	Callithrix_jacchus
ENSCCAP00000017942	ENSCCAG00000026800	Cebus_capucinus_imitator
ENSANAP00000021042	ENSANAG00000028315	Aotus_nancymaae
ENSMFAP00000003644	ENSMFAG00000001523	Macaca_fascicularis
ENSMNEP00000014691	ENSMNEG00000031456	Macaca_nemestrina
ENSRBIP00000035558	ENSRBIG00000041431	Rhinopithecus_bieti
ENSRROP00000028444	ENSRROG00000038006	Rhinopithecus_roxellana
ENSCANP00000012893	ENSCANG00000029852	Colobus_angolensis_palliatus
ENSCATP00000003539	ENSCATG00000013431	Cercocebus_atys
ENSMLEP00000010307	ENSMLEG00000029346	Mandrillus_leucophaeus
ENSPANP00000021067	ENSPANG00000036020	Papio_anubis
ENSMFAP00000026462	ENSMFAG00000044680	Macaca_fascicularis
ENSANAP00000024501	ENSANAG00000029931	Aotus_nancymaae
ENSSBOP00000019405	ENSSBOG00000026302	Saimiri_boliviensis_boliviensis
ENSRROP00000021671	ENSRROG00000034733	Rhinopithecus_roxellana
