ENSDCDP00000053237	ENSDCDG00000031971	Denticeps_clupeoides
ENSCHAP00000004194	ENSCHAG00000002733	Clupea_harengus
ENSAMXP00000055049	ENSAMXG00000013078	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005007068	ENSAMXG00005004207	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000017368	ENSPNAG00000023612	Pygocentrus_nattereri
ENSIPUP00000012956	ENSIPUG00000008834	Ictalurus_punctatus
ENSEEEP00000039679	ENSEEEG00000018799	Electrophorus_electricus
ENSDARP00000114725	ENSDARG00000009899	Danio_rerio
ENSCGOP00000018875	ENSCGOG00000009053	Cottoperca_gobio
ENSGACP00000011836	ENSGACG00000008964	Gasterosteus_aculeatus
ENSMALP00000022255	ENSMALG00000015531	Monopterus_albus
ENSAOCP00000016292	ENSAOCG00000021210	Amphiprion_ocellaris
ENSAPEP00000002897	ENSAPEG00000002080	Amphiprion_percula
ENSAPOP00000023063	ENSAPOG00000004652	Acanthochromis_polyacanthus
ENSACLP00000007652	ENSACLG00000005163	Astatotilapia_calliptera
ENSMZEP00005036472	ENSMZEG00005027220	Maylandia_zebra
ENSHBUP00000023307	ENSHBUG00000004041	Haplochromis_burtoni
ENSPNYP00000026735	ENSPNYG00000020147	Pundamilia_nyererei
ENSNBRP00000021262	ENSNBRG00000016305	Neolamprologus_brichardi
ENSONIP00000015240	ENSONIG00000012107	Oreochromis_niloticus
ENSACIP00000029533	ENSACIG00000022862	Amphilophus_citrinellus
ENSSPAP00000009114	ENSSPAG00000006930	Stegastes_partitus
ENSPRNP00000012719	ENSPRNG00000007029	Parambassis_ranga
ENSMAMP00000009256	ENSMAMG00000006256	Mastacembelus_armatus
ENSMMOP00000008765	ENSMMOG00000006777	Mola_mola
ENSTRUP00000033475	ENSTRUG00000013160	Takifugu_rubripes
ENSTNIP00000018132	ENSTNIG00000015078	Tetraodon_nigroviridis
ENSBSLP00000037059	ENSBSLG00000018060	Betta_splendens
ENSBSLP00000037103	ENSBSLG00000018085	Betta_splendens
ENSGWIP00000036115	ENSGWIG00000018650	Gouania_willdenowi
ENSLCRP00005004292	ENSLCRG00005002232	Larimichthys_crocea
ENSLBEP00000010022	ENSLBEG00000007732	Labrus_bergylta
ENSSMAP00000003912	ENSSMAG00000002432	Scophthalmus_maximus
ENSCSEP00000010783	ENSCSEG00000006909	Cynoglossus_semilaevis
ENSSLDP00000007971	ENSSLDG00000006334	Seriola_lalandi_dorsalis
ENSSDUP00000016849	ENSSDUG00000012278	Seriola_dumerili
ENSLCAP00010047416	ENSLCAG00010022008	Lates_calcarifer
ENSXMAP00000022724	ENSXMAG00000028272	Xiphophorus_maculatus
ENSXCOP00000001765	ENSXCOG00000001430	Xiphophorus_couchianus
ENSGAFP00000015225	ENSGAFG00000010277	Gambusia_affinis
ENSPFOP00000008718	ENSPFOG00000008692	Poecilia_formosa
ENSPLAP00000016117	ENSPLAG00000020210	Poecilia_latipinna
ENSPMEP00000026528	ENSPMEG00000010287	Poecilia_mexicana
ENSPREP00000031556	ENSPREG00000021375	Poecilia_reticulata
ENSFHEP00000021187	ENSFHEG00000023419	Fundulus_heteroclitus
ENSCVAP00000032234	ENSCVAG00000000567	Cyprinodon_variegatus
ENSKMAP00000006179	ENSKMAG00000004707	Kryptolebias_marmoratus
ENSORLP00015000488	ENSORLG00015001095	Oryzias_latipes_ASM223469v1
ENSORLP00000028839	ENSORLG00000007485	Oryzias_latipes_ASM223467v1
ENSORLP00020007248	ENSORLG00020008132	Oryzias_latipes_ASM223471v1
ENSOMEP00000016149	ENSOMEG00000017817	Oryzias_melastigma
ENSATEP00000031885	ENSATEG00000021954	Anabas_testudineus
ENSPMGP00000000593	ENSPMGG00000000542	Periophthalmus_magnuspinnatus
ENSHCOP00000018786	ENSHCOG00000003599	Hippocampus_comes
ENSGMOP00000003590	ENSGMOG00000003386	Gadus_morhua
ENSELUP00000031564	ENSELUG00000009176	Esox_lucius
ENSSFOP00015006439	ENSSFOG00015004236	Scleropages_formosus
ENSPKIP00000027629	ENSPKIG00000009611	Paramormyrops_kingsleyae
ENSSFOP00015022619	ENSSFOG00015014548	Scleropages_formosus
ENSPKIP00000025616	ENSPKIG00000008396	Paramormyrops_kingsleyae
ENSLOCP00000008721	ENSLOCG00000007204	Lepisosteus_oculatus
ENSTRUP00000056877	ENSTRUG00000013619	Takifugu_rubripes
ENSTNIP00000017607	ENSTNIG00000014580	Tetraodon_nigroviridis
ENSBSLP00000036100	ENSBSLG00000017609	Betta_splendens
ENSSDUP00000009498	ENSSDUG00000006973	Seriola_dumerili
ENSSLDP00000000697	ENSSLDG00000000605	Seriola_lalandi_dorsalis
ENSLCAP00010038279	ENSLCAG00010017936	Lates_calcarifer
ENSSMAP00000003860	ENSSMAG00000002386	Scophthalmus_maximus
ENSCVAP00000020143	ENSCVAG00000001330	Cyprinodon_variegatus
ENSFHEP00000028954	ENSFHEG00000013396	Fundulus_heteroclitus
ENSXMAP00000024783	ENSXMAG00000026210	Xiphophorus_maculatus
ENSXCOP00000026321	ENSXCOG00000019652	Xiphophorus_couchianus
ENSPMEP00000021955	ENSPMEG00000002522	Poecilia_mexicana
ENSPFOP00000010960	ENSPFOG00000010923	Poecilia_formosa
ENSPLAP00000005996	ENSPLAG00000008059	Poecilia_latipinna
ENSPREP00000024933	ENSPREG00000016834	Poecilia_reticulata
ENSGAFP00000032303	ENSGAFG00000021760	Gambusia_affinis
ENSKMAP00000025616	ENSKMAG00000018980	Kryptolebias_marmoratus
ENSORLP00000041158	ENSORLG00000028647	Oryzias_latipes_ASM223467v1
ENSORLP00020004014	ENSORLG00020004802	Oryzias_latipes_ASM223471v1
ENSORLP00015035874	ENSORLG00015022739	Oryzias_latipes_ASM223469v1
ENSOMEP00000007879	ENSOMEG00000009018	Oryzias_melastigma
ENSGWIP00000024453	ENSGWIG00000012987	Gouania_willdenowi
ENSMZEP00005010961	ENSMZEG00005008223	Maylandia_zebra
ENSHBUP00000030075	ENSHBUG00000014839	Haplochromis_burtoni
ENSACLP00000000146	ENSACLG00000000111	Astatotilapia_calliptera
ENSPNYP00000001722	ENSPNYG00000001377	Pundamilia_nyererei
ENSNBRP00000021464	ENSNBRG00000016449	Neolamprologus_brichardi
ENSONIP00000024040	ENSONIG00000019097	Oreochromis_niloticus
ENSACIP00000001503	ENSACIG00000001246	Amphilophus_citrinellus
