ENSACAP00000003683	ENSACAG00000003767	Anolis_carolinensis
ENSPVIP00000017893	ENSPVIG00000013706	Pogona_vitticeps	ENSPVIT00000022265
ENSNSUP00000010075	ENSNSUG00000007670	Notechis_scutatus
ENSSMRP00000028229	ENSSMRG00000021708	Salvator_merianae
ENSSPUP00000017413	ENSSPUG00000013395	Sphenodon_punctatus
ENSGAGP00000007298	ENSGAGG00000005857	Gopherus_agassizii
ENSCABP00000011775	ENSCABG00000008790	Chelonoidis_abingdonii
ENSCPBP00000016641	ENSCPBG00000012256	Chrysemys_picta_bellii
ENSPSIP00000010921	ENSPSIG00000009899	Pelodiscus_sinensis
ENSARWP00000009769	ENSARWG00000006813	Apteryx_rowi
ENSAHAP00000019087	ENSAHAG00000013474	Apteryx_haastii
ENSAOWP00000026803	ENSAOWG00000018044	Apteryx_owenii
ENSDNVP00000026502	ENSDNVG00000018425	Dromaius_novaehollandiae
ENSNPEP00000011687	ENSNPEG00000008587	Nothoprocta_perdicaria
ENSFALP00000008548	ENSFALG00000008197	Ficedula_albicollis
ENSCCEP00000006901	ENSCCEG00000007087	Cyanistes_caeruleus
ENSTGUP00000014762	ENSTGUG00000014372	Taeniopygia_guttata
ENSLSDP00000007546	ENSLSDG00000005665	Lonchura_striata_domestica
ENSTGUP00000009667	ENSTGUG00000009368	Taeniopygia_guttata
ENSSCAP00000023328	ENSSCAG00000016735	Serinus_canaria
ENSJHYP00000024640	ENSJHYG00000018483	Junco_hyemalis
ENSPMJP00000004522	ENSPMJG00000003900	Parus_major
ENSMVIP00005026357	ENSMVIG00005018381	Manacus_vitellinus
ENSLCOP00000023560	ENSLCOG00000016527	Lepidothrix_coronata
ENSMUNP00000009731	ENSMUNG00000007681	Melopsittacus_undulatus
ENSCPGP00000025462	ENSCPGG00000017540	Calidris_pygmaea
ENSCPUP00000013326	ENSCPUG00000009457	Calidris_pugnax
ENSMGAP00000009804	ENSMGAG00000009501	Meleagris_gallopavo
ENSCJPP00005024811	ENSCJPG00005019524	Coturnix_japonica
ENSGALP00000012057	ENSGALG00000007465	Gallus_gallus
ENSNMEP00000015662	ENSNMEG00000013826	Numida_meleagris
ENSABRP00000002735	ENSABRG00000002294	Anser_brachyrhynchus
ENSPSMP00000014533	ENSPSMG00000010383	Prolemur_simus
ENSMICP00000050356	ENSMICG00000010505	Microcebus_murinus
ENSPCOP00000005503	ENSPCOG00000013672	Propithecus_coquereli
ENSOGAP00000001406	ENSOGAG00000001582	Otolemur_garnettii
ENSCJAP00000031456	ENSCJAG00000017107	Callithrix_jacchus
ENSSBOP00000006779	ENSSBOG00000020356	Saimiri_boliviensis_boliviensis
ENSCCAP00000002288	ENSCCAG00000013919	Cebus_capucinus_imitator
ENSANAP00000037523	ENSANAG00000036238	Aotus_nancymaae
ENSMLEP00000013361	ENSMLEG00000030859	Mandrillus_leucophaeus
ENSTGEP00000021788	ENSTGEG00000017598	Theropithecus_gelada
ENSMFAP00000025540	ENSMFAG00000044256	Macaca_fascicularis
ENSMMUP00000031300	ENSMMUG00000023762	Macaca_mulatta
ENSMNEP00000036041	ENSMNEG00000041146	Macaca_nemestrina
ENSCATP00000041910	ENSCATG00000043600	Cercocebus_atys
ENSPANP00000020832	ENSPANG00000021260	Papio_anubis
ENSCSAP00000002022	ENSCSAG00000005712	Chlorocebus_sabaeus
ENSPTEP00000029356	ENSPTEG00000028777	Piliocolobus_tephrosceles
ENSCANP00000013342	ENSCANG00000030096	Colobus_angolensis_palliatus
ENSRBIP00000029371	ENSRBIG00000038567	Rhinopithecus_bieti
ENSRROP00000024345	ENSRROG00000035980	Rhinopithecus_roxellana
ENSPTRP00000040337	ENSPTRG00000002835	Pan_troglodytes
ENSPPAP00000000562	ENSPPAG00000002116	Pan_paniscus
ENSP00000016171	ENSG00000014919	Homo_sapiens
ENSGGOP00000010313	ENSGGOG00000010577	Gorilla_gorilla
ENSPPYP00000002968	ENSPPYG00000002556	Pongo_abelii
ENSNLEP00000036356	ENSNLEG00000034626	Nomascus_leucogenys
ENSCCNP00000010409	ENSCCNG00000010908	Castor_canadensis
ENSDORP00000005074	ENSDORG00000005427	Dipodomys_ordii
MGP_SPRETEiJ_P0050875	MGP_SPRETEiJ_G0023905	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000016941	ENSMSIG00000014488	Mus_spicilegus
ENSMUSP00000041820	ENSMUSG00000040018	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0048869	MGP_CAROLIEiJ_G0022984	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0021834	MGP_PahariEiJ_G0014474	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000023215	ENSRNOG00000017230	Rattus_norvegicus
ENSMUGP00000026984	ENSMUGG00000022472	Meriones_unguiculatus
ENSCGRP00000013574	ENSCGRG00000009846	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001013478	ENSCGRG00001014605	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015031793	ENSCGRG00015023980	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000021972	ENSMAUG00000019550	Mesocricetus_auratus
ENSMOCP00000002271	ENSMOCG00000001780	Microtus_ochrogaster
ENSPEMP00000014451	ENSPEMG00000014240	Peromyscus_maniculatus_bairdii
ENSNGAP00000025784	ENSNGAG00000023623	Nannospalax_galili
ENSJJAP00000007275	ENSJJAG00000011715	Jaculus_jaculus
ENSHGLP00100001091	ENSHGLG00100000872	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000026253	ENSHGLG00000018682	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000013992	ENSFDAG00000000961	Fukomys_damarensis
ENSODEP00000022080	ENSODEG00000016221	Octodon_degus
ENSODEP00000009884	ENSODEG00000007394	Octodon_degus
ENSCLAP00000005739	ENSCLAG00000004070	Chinchilla_lanigera
ENSCPOP00000008783	ENSCPOG00000009783	Cavia_porcellus
ENSCAPP00000003131	ENSCAPG00000005981	Cavia_aperea
ENSUPAP00010023090	ENSUPAG00010018308	Urocitellus_parryii
ENSSDAP00000025031	ENSSDAG00000022765	Spermophilus_dauricus
ENSSTOP00000009385	ENSSTOG00000010459	Ictidomys_tridecemlineatus
ENSMMMP00000026062	ENSMMMG00000022826	Marmota_marmota_marmota
ENSOPRP00000002780	ENSOPRG00000003026	Ochotona_princeps
ENSTBEP00000003751	ENSTBEG00000004342	Tupaia_belangeri
ENSVPAP00000004637	ENSVPAG00000005001	Vicugna_pacos
ENSPVAP00000016880	ENSPVAG00000017893	Pteropus_vampyrus
ENSOARP00000013591	ENSOARG00000012685	Ovis_aries
ENSCHIP00000023166	ENSCHIG00000020850	Capra_hircus
ENSBIXP00000030591	ENSBIXG00000005991	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000073696	ENSBTAG00000045703	Bos_taurus
ENSBIXP00005030535	ENSBIXG00005010651	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000024241	ENSBMUG00000018209	Bos_mutus
ENSBBBP00000012795	ENSBBBG00000020431	Bison_bison_bison
ENSTTRP00000011220	ENSTTRG00000011835	Tursiops_truncatus
ENSSSCP00000011231	ENSSSCG00000010541	Sus_scrofa_strain_reference
ENSMLUP00000011826	ENSMLUG00000012997	Myotis_lucifugus
ENSUAMP00000031578	ENSUAMG00000024200	Ursus_americanus
ENSUMAP00000031379	ENSUMAG00000022676	Ursus_maritimus
ENSAMEP00000007600	ENSAMEG00000007219	Ailuropoda_melanoleuca
ENSCAFP00000013995	ENSCAFG00000009515	Canis_lupus_familiaris
ENSCAFP00020009227	ENSCAFG00020007471	Canis_lupus_dingo
ENSVVUP00000032253	ENSVVUG00000023414	Vulpes_vulpes
ENSMPUP00000016882	ENSMPUG00000016987	Mustela_putorius_furo
ENSNVIP00000025116	ENSNVIG00000019404	Neovison_vison
ENSPTIP00000025924	ENSPTIG00000021530	Panthera_tigris_altaica
ENSPPRP00000027313	ENSPPRG00000018767	Panthera_pardus
ENSFCAP00000013339	ENSFCAG00000014378	Felis_catus
ENSEASP00005014379	ENSEASG00005010011	Equus_asinus_asinus
ENSECAP00000011858	ENSECAG00000014039	Equus_caballus
ENSOCUP00000026681	ENSOCUG00000003143	Oryctolagus_cuniculus
ENSP00000497114	ENSG00000285932	Homo_sapiens
ENSEEUP00000014417	ENSEEUG00000015787	Erinaceus_europaeus
ENSSARP00000007574	ENSSARG00000008370	Sorex_araneus
ENSLAFP00000004977	ENSLAFG00000005937	Loxodonta_africana
ENSPCAP00000015149	ENSPCAG00000016199	Procavia_capensis
ENSDNOP00000000651	ENSDNOG00000000855	Dasypus_novemcinctus
ENSCHOP00000008252	ENSCHOG00000009332	Choloepus_hoffmanni
ENSTSYP00000029778	ENSTSYG00000007639	Carlito_syrichta
ENSETEP00000011355	ENSETEG00000013990	Echinops_telfairi
ENSVURP00010021597	ENSVURG00010016544	Vombatus_ursinus
ENSPCIP00000038430	ENSPCIG00000028278	Phascolarctos_cinereus
ENSMEUP00000002569	ENSMEUG00000002813	Notamacropus_eugenii
ENSSHAP00000014508	ENSSHAG00000012385	Sarcophilus_harrisii
ENSMODP00000004261	ENSMODG00000003487	Monodelphis_domestica
ENSOANP00000016053	ENSOANG00000010125	Ornithorhynchus_anatinus
ENSXETP00000026475	ENSXETG00000009552	Xenopus_tropicalis
ENSCHAP00000041078	ENSCHAG00000018940	Clupea_harengus
ENSDCDP00000060344	ENSDCDG00000034659	Denticeps_clupeoides
ENSAMXP00000047151	ENSAMXG00000031333	Astyanax_mexicanus_Astyanax_mexicanus-2.0
