ENSLAFP00000020734	ENSLAFG00000030591	Loxodonta_africana
ENSDNOP00000024953	ENSDNOG00000031063	Dasypus_novemcinctus
ENSCGRP00000011027	ENSCGRG00000008037	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001017201	ENSCGRG00001017307	Cricetulus_griseus_CHOK1GS_HDv1
ENSMOCP00000014551	ENSMOCG00000014023	Microtus_ochrogaster
ENSMSIP00000036844	ENSMSIG00000030661	Mus_spicilegus	ENSMSIT00000046427
ENSMUGP00000025941	ENSMUGG00000021643	Meriones_unguiculatus	ENSMUGT00000029754
ENSHGLP00100025924	ENSHGLG00100019012	Heterocephalus_glaber_HetGla_1.0
ENSOGAP00000019801	ENSOGAG00000028456	Otolemur_garnettii
ENSUAMP00000000670	ENSUAMG00000000662	Ursus_americanus
ENSUMAP00000009423	ENSUMAG00000007112	Ursus_maritimus
ENSAMEP00000020977	ENSAMEG00000019924	Ailuropoda_melanoleuca
ENSMPUP00000008638	ENSMPUG00000008708	Mustela_putorius_furo
ENSVVUP00000005742	ENSVVUG00000004495	Vulpes_vulpes
ENSCAFP00020000723	ENSCAFG00020000729	Canis_lupus_dingo
ENSCHIP00000013156	ENSCHIG00000014689	Capra_hircus
ENSOARP00000018794	ENSOARG00000017510	Ovis_aries
ENSBMUP00000024417	ENSBMUG00000018348	Bos_mutus
ENSBTAP00000058403	ENSBTAG00000054532	Bos_taurus
ENSEASP00005029744	ENSEASG00005020218	Equus_asinus_asinus
ENSMLUP00000017204	ENSMLUG00000030022	Myotis_lucifugus
ENSPCIP00000024563	ENSPCIG00000018511	Phascolarctos_cinereus
ENSSHAP00000019335	ENSSHAG00000016422	Sarcophilus_harrisii
ENSOANP00000006908	ENSOANG00000004358	Ornithorhynchus_anatinus
ENSAHAP00000015616	ENSAHAG00000011180	Apteryx_haastii
ENSAOWP00000006721	ENSAOWG00000004619	Apteryx_owenii
ENSARWP00000018481	ENSARWG00000012715	Apteryx_rowi
ENSSCAP00000012331	ENSSCAG00000009221	Serinus_canaria
ENSCCEP00000020330	ENSCCEG00000018424	Cyanistes_caeruleus
ENSCPRP00005007819	ENSCPRG00005005569	Crocodylus_porosus
ENSGAGP00000028816	ENSGAGG00000020882	Gopherus_agassizii
ENSCABP00000031241	ENSCABG00000022829	Chelonoidis_abingdonii
ENSCPBP00000038018	ENSCPBG00000026337	Chrysemys_picta_bellii
