ENSAOWP00000001335	ENSAOWG00000000980	Apteryx_owenii
ENSARWP00000006519	ENSARWG00000004603	Apteryx_rowi
ENSAHAP00000008462	ENSAHAG00000006228	Apteryx_haastii
ENSDNVP00000021405	ENSDNVG00000014975	Dromaius_novaehollandiae
ENSTGUP00000005180	ENSTGUG00000005033	Taeniopygia_guttata
ENSLSDP00000019052	ENSLSDG00000013590	Lonchura_striata_domestica
ENSFALP00000011031	ENSFALG00000010572	Ficedula_albicollis
ENSPMJP00000021849	ENSPMJG00000016213	Parus_major
ENSCCEP00000017345	ENSCCEG00000016078	Cyanistes_caeruleus
ENSZALP00000016140	ENSZALG00000013131	Zonotrichia_albicollis
ENSLCOP00000004948	ENSLCOG00000003715	Lepidothrix_coronata
ENSMVIP00005014214	ENSMVIG00005010266	Manacus_vitellinus
ENSCPUP00000027455	ENSCPUG00000018489	Calidris_pugnax
ENSCPGP00000012892	ENSCPGG00000009143	Calidris_pygmaea
ENSMGAP00000005220	ENSMGAG00000005334	Meleagris_gallopavo
ENSCABP00000005867	ENSCABG00000004333	Chelonoidis_abingdonii
ENSGAGP00000023021	ENSGAGG00000016890	Gopherus_agassizii
ENSCPBP00000036710	ENSCPBG00000025486	Chrysemys_picta_bellii
ENSPSIP00000016973	ENSPSIG00000015064	Pelodiscus_sinensis
ENSSPUP00000021186	ENSSPUG00000016298	Sphenodon_punctatus
ENSCCNP00000022094	ENSCCNG00000021787	Castor_canadensis
ENSDORP00000000869	ENSDORG00000000929	Dipodomys_ordii
ENSSDAP00000018004	ENSSDAG00000016431	Spermophilus_dauricus
ENSUPAP00010017054	ENSUPAG00010013594	Urocitellus_parryii
ENSSTOP00000014163	ENSSTOG00000015822	Ictidomys_tridecemlineatus
ENSMMMP00000002301	ENSMMMG00000002100	Marmota_marmota_marmota
ENSCGRP00001027229	ENSCGRG00001024294	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000023611	ENSCGRG00000017095	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015029476	ENSCGRG00015022256	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000006981	ENSMAUG00000008788	Mesocricetus_auratus
ENSMOCP00000018431	ENSMOCG00000016738	Microtus_ochrogaster
ENSPEMP00000026259	ENSPEMG00000022427	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0050506	MGP_SPRETEiJ_G0023776	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000030207	ENSMSIG00000025326	Mus_spicilegus
ENSMUSP00000016640	ENSMUSG00000016496	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0048516	MGP_CAROLIEiJ_G0022858	Mus_caroli_strain_CAROLI_EIJ
