ENSCHAP00000042710	ENSCHAG00000019857	Clupea_harengus
ENSDCDP00000063562	ENSDCDG00000035794	Denticeps_clupeoides
ENSEEEP00000029001	ENSEEEG00000013910	Electrophorus_electricus
ENSIPUP00000036719	ENSIPUG00000024593	Ictalurus_punctatus
ENSAMXP00000001396	ENSAMXG00000001366	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005036539	ENSAMXG00005017447	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSDARP00000065238	ENSDARG00000044420	Danio_rerio
ENSHHUP00000056631	ENSHHUG00000033755	Hucho_hucho
ENSELUP00000034335	ENSELUG00000012861	Esox_lucius
ENSLBEP00000019396	ENSLBEG00000014900	Labrus_bergylta
ENSLCRP00005037730	ENSLCRG00005014678	Larimichthys_crocea
ENSMMOP00000001849	ENSMMOG00000001551	Mola_mola
ENSCGOP00000004474	ENSCGOG00000002325	Cottoperca_gobio
ENSGACP00000008063	ENSGACG00000006076	Gasterosteus_aculeatus
ENSLCAP00010005197	ENSLCAG00010002626	Lates_calcarifer
ENSSMAP00000031501	ENSSMAG00000019301	Scophthalmus_maximus
ENSSDUP00000022724	ENSSDUG00000016541	Seriola_dumerili
ENSSLDP00000023586	ENSSLDG00000018409	Seriola_lalandi_dorsalis
ENSMALP00000028947	ENSMALG00000020029	Monopterus_albus
ENSATEP00000000058	ENSATEG00000000021	Anabas_testudineus
ENSMAMP00000018803	ENSMAMG00000012673	Mastacembelus_armatus
ENSTNIP00000006391	ENSTNIG00000003791	Tetraodon_nigroviridis
ENSTRUP00000010352	ENSTRUG00000004352	Takifugu_rubripes
ENSMZEP00005020866	ENSMZEG00005015660	Maylandia_zebra
ENSPNYP00000018672	ENSPNYG00000014103	Pundamilia_nyererei
ENSACLP00000038307	ENSACLG00000025865	Astatotilapia_calliptera
ENSNBRP00000027601	ENSNBRG00000021053	Neolamprologus_brichardi
ENSONIP00000004700	ENSONIG00000003738	Oreochromis_niloticus
ENSACIP00000030170	ENSACIG00000023350	Amphilophus_citrinellus
ENSXMAP00000000660	ENSXMAG00000000660	Xiphophorus_maculatus
ENSXCOP00000010813	ENSXCOG00000008163	Xiphophorus_couchianus
ENSGAFP00000016098	ENSGAFG00000010886	Gambusia_affinis
ENSPLAP00000018519	ENSPLAG00000023178	Poecilia_latipinna
ENSPFOP00000014826	ENSPFOG00000014794	Poecilia_formosa
ENSPMEP00000016295	ENSPMEG00000018966	Poecilia_mexicana
ENSPREP00000033542	ENSPREG00000022727	Poecilia_reticulata
ENSFHEP00000002860	ENSFHEG00000003702	Fundulus_heteroclitus
ENSCVAP00000020979	ENSCVAG00000002724	Cyprinodon_variegatus
ENSKMAP00000006249	ENSKMAG00000004753	Kryptolebias_marmoratus
ENSORLP00020024070	ENSORLG00020005264	Oryzias_latipes_ASM223471v1
ENSORLP00015023286	ENSORLG00015003203	Oryzias_latipes_ASM223469v1
ENSORLP00000034229	ENSORLG00000026035	Oryzias_latipes_ASM223467v1
ENSOMEP00000010382	ENSOMEG00000011655	Oryzias_melastigma
ENSPRNP00000042677	ENSPRNG00000020859	Parambassis_ranga
ENSGWIP00000009184	ENSGWIG00000005435	Gouania_willdenowi
ENSAOCP00000017068	ENSAOCG00000022106	Amphiprion_ocellaris
ENSAPOP00000030414	ENSAPOG00000016978	Acanthochromis_polyacanthus
ENSSPAP00000013900	ENSSPAG00000010504	Stegastes_partitus
ENSAPEP00000020945	ENSAPEG00000014945	Amphiprion_percula
ENSHBUP00000003530	ENSHBUG00000004787	Haplochromis_burtoni
ENSHCOP00000008164	ENSHCOG00000010350	Hippocampus_comes
ENSBSLP00000009824	ENSBSLG00000004844	Betta_splendens
ENSCSEP00000002430	ENSCSEG00000001630	Cynoglossus_semilaevis
ENSPMGP00000017186	ENSPMGG00000014072	Periophthalmus_magnuspinnatus
ENSGMOP00000000465	ENSGMOG00000000473	Gadus_morhua
ENSPKIP00000035055	ENSPKIG00000014152	Paramormyrops_kingsleyae
ENSSFOP00015021065	ENSSFOG00015013549	Scleropages_formosus
ENSLOCP00000000690	ENSLOCG00000000624	Lepisosteus_oculatus	ENSLOCT00000000693
ENSECRP00000018585	ENSECRG00000012439	Erpetoichthys_calabaricus	ENSECRT00000018959
ENSCABP00000026745	ENSCABG00000019628	Chelonoidis_abingdonii
ENSGAGP00000035590	ENSGAGG00000025289	Gopherus_agassizii
ENSCPBP00000000303	ENSCPBG00000000285	Chrysemys_picta_bellii
ENSPSIP00000008121	ENSPSIG00000007461	Pelodiscus_sinensis
ENSAOWP00000024463	ENSAOWG00000016527	Apteryx_owenii
ENSAHAP00000013394	ENSAHAG00000009616	Apteryx_haastii
ENSARWP00000023869	ENSARWG00000016259	Apteryx_rowi
ENSNPEP00000003744	ENSNPEG00000002853	Nothoprocta_perdicaria
ENSDNVP00000024544	ENSDNVG00000017049	Dromaius_novaehollandiae
ENSGALP00000014367	ENSGALG00000008852	Gallus_gallus
ENSCJPP00005017449	ENSCJPG00005014236	Coturnix_japonica
ENSNMEP00000022587	ENSNMEG00000019314	Numida_meleagris
ENSAPLP00000009669	ENSAPLG00000009956	Anas_platyrhynchos_platyrhynchos
ENSCPGP00000019861	ENSCPGG00000013916	Calidris_pygmaea
ENSCPUP00000020442	ENSCPUG00000013978	Calidris_pugnax
ENSCPGP00000019167	ENSCPGG00000013412	Calidris_pygmaea
ENSLCOP00000020224	ENSLCOG00000014335	Lepidothrix_coronata
ENSMVIP00005000810	ENSMVIG00005000659	Manacus_vitellinus
ENSTGUP00000010886	ENSTGUG00000010557	Taeniopygia_guttata
ENSLSDP00000025995	ENSLSDG00000018132	Lonchura_striata_domestica
ENSSCAP00000017373	ENSSCAG00000012624	Serinus_canaria
ENSFALP00000008648	ENSFALG00000008296	Ficedula_albicollis
ENSJHYP00000009795	ENSJHYG00000007707	Junco_hyemalis
ENSZALP00000006607	ENSZALG00000005988	Zonotrichia_albicollis
ENSCCEP00000007263	ENSCCEG00000007659	Cyanistes_caeruleus
ENSMUNP00000010240	ENSMUNG00000008095	Melopsittacus_undulatus
ENSABRP00000005046	ENSABRG00000004667	Anser_brachyrhynchus
ENSPMJP00000002586	ENSPMJG00000002207	Parus_major
ENSCPRP00005014701	ENSCPRG00005010343	Crocodylus_porosus
