ENSLSDP00000006364	ENSLSDG00000004851	Lonchura_striata_domestica
ENSMUGP00000019222	ENSMUGG00000016265	Meriones_unguiculatus
ENSCSEP00000006336	ENSCSEG00000004100	Cynoglossus_semilaevis
ENSSLDP00000006137	ENSSLDG00000004879	Seriola_lalandi_dorsalis
ENSMEUP00000004170	ENSMEUG00000004565	Notamacropus_eugenii
ENSMUNP00000014437	ENSMUNG00000011232	Melopsittacus_undulatus
ENSGWIP00000048854	ENSGWIG00000023845	Gouania_willdenowi
ENSGGOP00000045871	ENSGGOG00000006713	Gorilla_gorilla
ENSLACP00000016365	ENSLACG00000014420	Latimeria_chalumnae
ENSPPYP00000012488	ENSPPYG00000011178	Pongo_abelii
ENSCPUP00000012068	ENSCPUG00000008532	Calidris_pugnax
ENSNVIP00000028316	ENSNVIG00000021864	Neovison_vison
ENSRNOP00000066539	ENSRNOG00000047874	Rattus_norvegicus
ENSMMOP00000000423	ENSMMOG00000000342	Mola_mola
ENSAMXP00000006913	ENSAMXG00000006740	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000006913
ENSMNEP00000017567	ENSMNEG00000032684	Macaca_nemestrina
ENSODEP00000000279	ENSODEG00000000250	Octodon_degus
ENSARWP00000013882	ENSARWG00000009598	Apteryx_rowi
ENSLCAP00010055693	ENSLCAG00010025977	Lates_calcarifer
ENSFDAP00000007302	ENSFDAG00000015851	Fukomys_damarensis
ENSCAFP00000053064	ENSCAFG00000012163	Canis_lupus_familiaris
ENSGAFP00000005263	ENSGAFG00000003577	Gambusia_affinis
ENSTTRP00000000708	ENSTTRG00000000752	Tursiops_truncatus
ENSMZEP00005030695	ENSMZEG00005022855	Maylandia_zebra
ENSPMEP00000001396	ENSPMEG00000002305	Poecilia_mexicana
FBpp0074080	FBgn0010416	Drosophila_melanogaster
ENSCANP00000025114	ENSCANG00000035841	Colobus_angolensis_palliatus
ENSDNVP00000003507	ENSDNVG00000002334	Dromaius_novaehollandiae
ENSCPBP00000039203	ENSCPBG00000027003	Chrysemys_picta_bellii
ENSPCOP00000012198	ENSPCOG00000017651	Propithecus_coquereli
ENSCABP00000017718	ENSCABG00000012962	Chelonoidis_abingdonii
ENSMICP00000033269	ENSMICG00000014872	Microcebus_murinus
ENSVVUP00000022906	ENSVVUG00000016260	Vulpes_vulpes
ENSPTEP00000021400	ENSPTEG00000022457	Piliocolobus_tephrosceles
ENSNGAP00000025579	ENSNGAG00000023479	Nannospalax_galili
ENSCANP00000019905	ENSCANG00000033386	Colobus_angolensis_palliatus
ENSPEMP00000015746	ENSPEMG00000015186	Peromyscus_maniculatus_bairdii
ENSBIXP00000016316	ENSBIXG00000020541	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMPUP00000006859	ENSMPUG00000006914	Mustela_putorius_furo
