ENSAHAP00000011144	ENSAHAG00000008089	Apteryx_haastii	ENSAHAT00000012340
ENSARWP00000019100	ENSARWG00000012760	Apteryx_rowi	ENSARWT00000021695
ENSAOWP00000024372	ENSAOWG00000016450	Apteryx_owenii	ENSAOWT00000027590
ENSDNVP00000000395	ENSDNVG00000000305	Dromaius_novaehollandiae	ENSDNVT00000000497
ENSNPEP00000008566	ENSNPEG00000006422	Nothoprocta_perdicaria
ENSTGUP00000006758	ENSTGUG00000006547	Taeniopygia_guttata
ENSLSDP00000001151	ENSLSDG00000000916	Lonchura_striata_domestica
ENSSCAP00000006663	ENSSCAG00000005187	Serinus_canaria
ENSJHYP00000020462	ENSJHYG00000015523	Junco_hyemalis
ENSZALP00000014295	ENSZALG00000011490	Zonotrichia_albicollis
ENSFALP00000007859	ENSFALG00000007518	Ficedula_albicollis
ENSPMJP00000001125	ENSPMJG00000000938	Parus_major
ENSCCEP00000015881	ENSCCEG00000014953	Cyanistes_caeruleus
ENSLCOP00000021600	ENSLCOG00000015280	Lepidothrix_coronata
ENSMVIP00005013311	ENSMVIG00005009632	Manacus_vitellinus
ENSMUNP00000019526	ENSMUNG00000014921	Melopsittacus_undulatus
ENSCPGP00000005468	ENSCPGG00000003847	Calidris_pygmaea
ENSCPUP00000016527	ENSCPUG00000011437	Calidris_pugnax
ENSABRP00000003995	ENSABRG00000003760	Anser_brachyrhynchus
ENSAPLP00000021916	ENSAPLG00000012564	Anas_platyrhynchos_platyrhynchos
ENSGALP00000057299	ENSGALG00000042415	Gallus_gallus
ENSMGAP00000000400	ENSMGAG00000000999	Meleagris_gallopavo
ENSCJPP00005002776	ENSCJPG00005002316	Coturnix_japonica
ENSNMEP00000019396	ENSNMEG00000016734	Numida_meleagris
ENSCPRP00005003410	ENSCPRG00005002501	Crocodylus_porosus
ENSCABP00000012791	ENSCABG00000009569	Chelonoidis_abingdonii
ENSGAGP00000023706	ENSGAGG00000017361	Gopherus_agassizii
ENSCPBP00000016225	ENSCPBG00000011968	Chrysemys_picta_bellii
ENSPSIP00000013053	ENSPSIG00000011625	Pelodiscus_sinensis
ENSPVIP00000025687	ENSPVIG00000019210	Pogona_vitticeps
ENSACAP00000007337	ENSACAG00000007409	Anolis_carolinensis
ENSNSUP00000024927	ENSNSUG00000017982	Notechis_scutatus
ENSSMRP00000001151	ENSSMRG00000001009	Salvator_merianae
ENSSPUP00000005140	ENSSPUG00000003957	Sphenodon_punctatus
ENSMEUP00000015144	ENSMEUG00000016568	Notamacropus_eugenii
ENSPCIP00000049605	ENSPCIG00000027208	Phascolarctos_cinereus
ENSVURP00010023304	ENSVURG00010017855	Vombatus_ursinus
ENSSHAP00000011607	ENSSHAG00000009973	Sarcophilus_harrisii
ENSMODP00000016740	ENSMODG00000013389	Monodelphis_domestica
ENSCGRP00001026845	ENSCGRG00001024032	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015037391	ENSCGRG00015028013	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000021679	ENSCGRG00000015727	Cricetulus_griseus_CriGri_1.0
ENSMOCP00000026076	ENSMOCG00000021993	Microtus_ochrogaster
ENSPEMP00000000676	ENSPEMG00000000463	Peromyscus_maniculatus_bairdii
ENSMUSP00000034206	ENSMUSG00000031755	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000002844	ENSMSIG00000002588	Mus_spicilegus
MGP_SPRETEiJ_P0089075	MGP_SPRETEiJ_G0032509	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0085571	MGP_CAROLIEiJ_G0031390	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0053822	MGP_PahariEiJ_G0022989	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000026076	ENSRNOG00000019020	Rattus_norvegicus
ENSMUGP00000023112	ENSMUGG00000019342	Meriones_unguiculatus
ENSNGAP00000010734	ENSNGAG00000013075	Nannospalax_galili
ENSJJAP00000020163	ENSJJAG00000020903	Jaculus_jaculus
ENSDORP00000004802	ENSDORG00000005133	Dipodomys_ordii
ENSCLAP00000010546	ENSCLAG00000007280	Chinchilla_lanigera
ENSODEP00000023725	ENSODEG00000017368	Octodon_degus
ENSCPOP00000003348	ENSCPOG00000003708	Cavia_porcellus
ENSCAPP00000018596	ENSCAPG00000017955	Cavia_aperea
ENSHGLP00000025994	ENSHGLG00000018508	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100024599	ENSHGLG00100018064	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000018970	ENSFDAG00000009460	Fukomys_damarensis
ENSSTOP00000028671	ENSSTOG00000005878	Ictidomys_tridecemlineatus
ENSSDAP00000021855	ENSSDAG00000019879	Spermophilus_dauricus
ENSUPAP00010016594	ENSUPAG00010013236	Urocitellus_parryii
ENSMMMP00000012325	ENSMMMG00000011004	Marmota_marmota_marmota
ENSETEP00000004852	ENSETEG00000005975	Echinops_telfairi
ENSPPAP00000018847	ENSPPAG00000032542	Pan_paniscus
ENSPTRP00000013880	ENSPTRG00000008133	Pan_troglodytes
ENSP00000245157	ENSG00000125124	Homo_sapiens
ENSGGOP00000015661	ENSGGOG00000016051	Gorilla_gorilla
ENSPPYP00000008322	ENSPPYG00000007368	Pongo_abelii
ENSNLEP00000002656	ENSNLEG00000002099	Nomascus_leucogenys
ENSMNEP00000001860	ENSMNEG00000008390	Macaca_nemestrina
ENSMMUP00000017452	ENSMMUG00000013268	Macaca_mulatta
ENSMFAP00000019992	ENSMFAG00000032963	Macaca_fascicularis
ENSPANP00000012779	ENSPANG00000024569	Papio_anubis
ENSCATP00000031396	ENSCATG00000038814	Cercocebus_atys
ENSTGEP00000030416	ENSTGEG00000024407	Theropithecus_gelada
ENSMLEP00000028581	ENSMLEG00000038488	Mandrillus_leucophaeus
ENSCSAP00000001445	ENSCSAG00000005126	Chlorocebus_sabaeus
ENSPTEP00000021668	ENSPTEG00000022675	Piliocolobus_tephrosceles
ENSCANP00000034364	ENSCANG00000040831	Colobus_angolensis_palliatus
ENSRROP00000032576	ENSRROG00000039942	Rhinopithecus_roxellana
ENSRBIP00000032208	ENSRBIG00000039891	Rhinopithecus_bieti
ENSCCAP00000030645	ENSCCAG00000033357	Cebus_capucinus_imitator
ENSSBOP00000015281	ENSSBOG00000024366	Saimiri_boliviensis_boliviensis
ENSCJAP00000076245	ENSCJAG00000012681	Callithrix_jacchus
ENSANAP00000020788	ENSANAG00000028155	Aotus_nancymaae
ENSTSYP00000033928	ENSTSYG00000014606	Carlito_syrichta
ENSPSMP00000022701	ENSPSMG00000016019	Prolemur_simus
ENSPCOP00000019477	ENSPCOG00000021685	Propithecus_coquereli
ENSMICP00000023224	ENSMICG00000003876	Microcebus_murinus
ENSOGAP00000013346	ENSOGAG00000014898	Otolemur_garnettii
ENSTBEP00000007173	ENSTBEG00000008281	Tupaia_belangeri
ENSPCAP00000002101	ENSPCAG00000002166	Procavia_capensis
ENSEEUP00000003223	ENSEEUG00000003526	Erinaceus_europaeus
ENSSARP00000005962	ENSSARG00000006541	Sorex_araneus
ENSECAP00000008651	ENSECAG00000010270	Equus_caballus
ENSEASP00005006621	ENSEASG00005004890	Equus_asinus_asinus
ENSPVAP00000013750	ENSPVAG00000014586	Pteropus_vampyrus
ENSMLUP00000004553	ENSMLUG00000004994	Myotis_lucifugus
ENSUMAP00000001348	ENSUMAG00000001283	Ursus_maritimus
ENSUAMP00000021587	ENSUAMG00000016949	Ursus_americanus
ENSAMEP00000017634	ENSAMEG00000016666	Ailuropoda_melanoleuca
ENSMPUP00000003477	ENSMPUG00000003507	Mustela_putorius_furo
ENSNVIP00000021104	ENSNVIG00000016497	Neovison_vison
ENSCAFP00020007181	ENSCAFG00020005292	Canis_lupus_dingo
ENSCAFP00000013435	ENSCAFG00000009127	Canis_lupus_familiaris
ENSVVUP00000029811	ENSVVUG00000021794	Vulpes_vulpes
ENSPTIP00000026254	ENSPTIG00000021732	Panthera_tigris_altaica
ENSPPRP00000003552	ENSPPRG00000022674	Panthera_pardus
ENSFCAP00000008037	ENSFCAG00000008671	Felis_catus
ENSBIXP00000032365	ENSBIXG00000014921	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005034600	ENSBIXG00005015601	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000032322	ENSBTAG00000014923	Bos_taurus
ENSBMUP00000029352	ENSBMUG00000021970	Bos_mutus
ENSBBBP00000017099	ENSBBBG00000009325	Bison_bison_bison
ENSOARP00000019740	ENSOARG00000018388	Ovis_aries
ENSCHIP00000022891	ENSCHIG00000020676	Capra_hircus
ENSTTRP00000012855	ENSTTRG00000013547	Tursiops_truncatus
ENSSSCP00000027274	ENSSSCG00000025417	Sus_scrofa_strain_reference
ENSVPAP00000003435	ENSVPAG00000003704	Vicugna_pacos
ENSCCNP00000028925	ENSCCNG00000027790	Castor_canadensis
ENSDNOP00000005754	ENSDNOG00000007422	Dasypus_novemcinctus
ENSCHOP00000010781	ENSCHOG00000012185	Choloepus_hoffmanni
ENSLAFP00000014529	ENSLAFG00000017318	Loxodonta_africana
ENSOCUP00000014832	ENSOCUG00000017254	Oryctolagus_cuniculus
ENSOPRP00000006147	ENSOPRG00000006711	Ochotona_princeps
ENSOANP00000003323	ENSOANG00000002092	Ornithorhynchus_anatinus
ENSOANP00000032781	ENSOANG00000028289	Ornithorhynchus_anatinus
ENSXETP00000051481	ENSXETG00000020412	Xenopus_tropicalis
ENSLACP00000017026	ENSLACG00000014995	Latimeria_chalumnae
ENSHHUP00000056411	ENSHHUG00000033681	Hucho_hucho
ENSHHUP00000081427	ENSHHUG00000047330	Hucho_hucho
ENSELUP00000016170	ENSELUG00000016025	Esox_lucius
ENSFHEP00000016300	ENSFHEG00000018024	Fundulus_heteroclitus
ENSCVAP00000030434	ENSCVAG00000019015	Cyprinodon_variegatus
ENSXMAP00000006035	ENSXMAG00000006003	Xiphophorus_maculatus
ENSXCOP00000017934	ENSXCOG00000012824	Xiphophorus_couchianus
ENSGAFP00000022198	ENSGAFG00000014984	Gambusia_affinis
ENSPFOP00000004120	ENSPFOG00000004108	Poecilia_formosa
ENSPLAP00000010840	ENSPLAG00000013885	Poecilia_latipinna
ENSPMEP00000004419	ENSPMEG00000005710	Poecilia_mexicana
ENSPREP00000027632	ENSPREG00000018681	Poecilia_reticulata
ENSKMAP00000017831	ENSKMAG00000013251	Kryptolebias_marmoratus
ENSORLP00020013040	ENSORLG00020013997	Oryzias_latipes_ASM223471v1
ENSORLP00000042817	ENSORLG00000014949	Oryzias_latipes_ASM223467v1
ENSORLP00015003398	ENSORLG00015004172	Oryzias_latipes_ASM223469v1
ENSOMEP00000016517	ENSOMEG00000018176	Oryzias_melastigma
ENSGWIP00000039946	ENSGWIG00000020063	Gouania_willdenowi
ENSSMAP00000022556	ENSSMAG00000013760	Scophthalmus_maximus
ENSCSEP00000033065	ENSCSEG00000021224	Cynoglossus_semilaevis
ENSCGOP00000017523	ENSCGOG00000007707	Cottoperca_gobio
ENSGACP00000018425	ENSGACG00000013939	Gasterosteus_aculeatus
ENSLBEP00000006487	ENSLBEG00000004966	Labrus_bergylta
ENSLCRP00005063262	ENSLCRG00005023202	Larimichthys_crocea
ENSMMOP00000025947	ENSMMOG00000019673	Mola_mola
ENSMALP00000012506	ENSMALG00000008853	Monopterus_albus
ENSMAMP00000024472	ENSMAMG00000016450	Mastacembelus_armatus
ENSATEP00000018417	ENSATEG00000012766	Anabas_testudineus
ENSBSLP00000027254	ENSBSLG00000013472	Betta_splendens
ENSSDUP00000029891	ENSSDUG00000021555	Seriola_dumerili
ENSSLDP00000018687	ENSSLDG00000014672	Seriola_lalandi_dorsalis
ENSLCAP00010023442	ENSLCAG00010010991	Lates_calcarifer
ENSAOCP00000000042	ENSAOCG00000002852	Amphiprion_ocellaris
ENSAPEP00000031422	ENSAPEG00000022300	Amphiprion_percula
ENSAPOP00000019197	ENSAPOG00000001118	Acanthochromis_polyacanthus
ENSSPAP00000029192	ENSSPAG00000021943	Stegastes_partitus
ENSPRNP00000011041	ENSPRNG00000006241	Parambassis_ranga
ENSMZEP00005021640	ENSMZEG00005016240	Maylandia_zebra
ENSACLP00000020668	ENSACLG00000014001	Astatotilapia_calliptera
ENSHBUP00000021836	ENSHBUG00000001788	Haplochromis_burtoni
ENSPNYP00000016924	ENSPNYG00000012811	Pundamilia_nyererei
ENSNBRP00000025239	ENSNBRG00000019254	Neolamprologus_brichardi
ENSONIP00000012809	ENSONIG00000010187	Oreochromis_niloticus
ENSACIP00000020478	ENSACIG00000015892	Amphilophus_citrinellus
ENSTRUP00000055984	ENSTRUG00000022891	Takifugu_rubripes
ENSPMGP00000002449	ENSPMGG00000002158	Periophthalmus_magnuspinnatus
ENSHCOP00000025438	ENSHCOG00000015598	Hippocampus_comes
ENSTNIP00000021886	ENSTNIG00000018707	Tetraodon_nigroviridis
ENSGMOP00000001463	ENSGMOG00000001381	Gadus_morhua
ENSCHAP00000009368	ENSCHAG00000005518	Clupea_harengus
ENSDCDP00000056646	ENSDCDG00000033257	Denticeps_clupeoides
ENSAMXP00000036375	ENSAMXG00000003683	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005040072	ENSAMXG00005018830	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000010958	ENSPNAG00000005140	Pygocentrus_nattereri
ENSIPUP00000028426	ENSIPUG00000019225	Ictalurus_punctatus
ENSEEEP00000047799	ENSEEEG00000022495	Electrophorus_electricus
ENSDARP00000060999	ENSDARG00000041621	Danio_rerio
ENSSFOP00015021267	ENSSFOG00015013669	Scleropages_formosus
ENSPKIP00000015369	ENSPKIG00000002095	Paramormyrops_kingsleyae
ENSLOCP00000009574	ENSLOCG00000007883	Lepisosteus_oculatus
ENSECRP00000010032	ENSECRG00000006700	Erpetoichthys_calabaricus
ENSCMIP00000011835	ENSCMIG00000006105	Callorhinchus_milii
ENSPMAP00000005970	ENSPMAG00000005369	Petromyzon_marinus
ENSEBUP00000001813	ENSEBUG00000001492	Eptatretus_burgeri
ENSCINP00000025380	ENSCING00000006438	Ciona_intestinalis
ENSCSAVP00000010251	ENSCSAVG00000006041	Ciona_savignyi
F20D12.3.1	WBGene00000242	Caenorhabditis_elegans_strain_N2
