ENSSFOP00015007147	ENSSFOG00015004727	Scleropages_formosus
ENSPKIP00000035852	ENSPKIG00000014637	Paramormyrops_kingsleyae
ENSCHAP00000030126	ENSCHAG00000014477	Clupea_harengus	ENSCHAT00000032725
ENSDCDP00000000853	ENSDCDG00000000507	Denticeps_clupeoides	ENSDCDT00000000936
ENSAMXP00000030104	ENSAMXG00000041346	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000035368
ENSAMXP00005009488	ENSAMXG00005005386	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000015420	ENSPNAG00000021460	Pygocentrus_nattereri
ENSIPUP00000013900	ENSIPUG00000009493	Ictalurus_punctatus
ENSDARP00000088895	ENSDARG00000068021	Danio_rerio
ENSELUP00000010594	ENSELUG00000011076	Esox_lucius
ENSHHUP00000060046	ENSHHUG00000035649	Hucho_hucho
ENSCSEP00000024454	ENSCSEG00000015622	Cynoglossus_semilaevis
ENSGWIP00000030903	ENSGWIG00000016028	Gouania_willdenowi
ENSBSLP00000041128	ENSBSLG00000019906	Betta_splendens
ENSMALP00000022727	ENSMALG00000015868	Monopterus_albus
ENSMAMP00000016429	ENSMAMG00000011119	Mastacembelus_armatus
ENSATEP00000019807	ENSATEG00000013814	Anabas_testudineus
ENSSDUP00000024278	ENSSDUG00000017649	Seriola_dumerili
ENSSLDP00000018850	ENSSLDG00000014826	Seriola_lalandi_dorsalis
ENSLCAP00010033615	ENSLCAG00010015797	Lates_calcarifer
ENSSMAP00000002133	ENSSMAG00000001322	Scophthalmus_maximus
ENSMMOP00000015317	ENSMMOG00000011686	Mola_mola
ENSLCRP00005010821	ENSLCRG00005004942	Larimichthys_crocea
ENSLBEP00000031094	ENSLBEG00000023489	Labrus_bergylta
ENSCGOP00000020733	ENSCGOG00000010045	Cottoperca_gobio
ENSGACP00000019869	ENSGACG00000015065	Gasterosteus_aculeatus
ENSAPEP00000013837	ENSAPEG00000009863	Amphiprion_percula
ENSAOCP00000030642	ENSAOCG00000021763	Amphiprion_ocellaris
ENSAPOP00000020471	ENSAPOG00000024047	Acanthochromis_polyacanthus
