ENSLACP00000019646	ENSLACG00000017275	Latimeria_chalumnae
ENSECRP00000008737	ENSECRG00000005857	Erpetoichthys_calabaricus
ENSSFOP00015024218	ENSSFOG00015015557	Scleropages_formosus
ENSPKIP00000015722	ENSPKIG00000002322	Paramormyrops_kingsleyae	ENSPKIT00000040195
ENSDCDP00000054160	ENSDCDG00000032327	Denticeps_clupeoides	ENSDCDT00000066048
ENSHHUP00000053978	ENSHHUG00000032405	Hucho_hucho
ENSHHUP00000069033	ENSHHUG00000040612	Hucho_hucho
ENSCHAP00000050540	ENSCHAG00000023181	Clupea_harengus
ENSELUP00000011186	ENSELUG00000011587	Esox_lucius
ENSHHUP00000090471	ENSHHUG00000052233	Hucho_hucho
ENSXETP00000003214	ENSXETG00000005041	Xenopus_tropicalis
ENSAMXP00000033892	ENSAMXG00000011528	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005003113	ENSAMXG00005001899	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000028843	ENSPNAG00000003222	Pygocentrus_nattereri
ENSIPUP00000002796	ENSIPUG00000001982	Ictalurus_punctatus
ENSEEEP00000046446	ENSEEEG00000021869	Electrophorus_electricus
ENSDARP00000085029	ENSDARG00000113525	Danio_rerio
ENSXMAP00000014798	ENSXMAG00000014755	Xiphophorus_maculatus
ENSXCOP00000017380	ENSXCOG00000013102	Xiphophorus_couchianus
ENSGAFP00000027552	ENSGAFG00000018616	Gambusia_affinis
ENSPMEP00000002809	ENSPMEG00000003871	Poecilia_mexicana
ENSPMEP00000002788	ENSPMEG00000003858	Poecilia_mexicana
ENSPFOP00000009296	ENSPFOG00000009297	Poecilia_formosa
ENSPLAP00000022725	ENSPLAG00000007504	Poecilia_latipinna
ENSFHEP00000033758	ENSFHEG00000021106	Fundulus_heteroclitus
ENSKMAP00000000959	ENSKMAG00000000751	Kryptolebias_marmoratus
ENSORLP00000029886	ENSORLG00000030546	Oryzias_latipes_ASM223467v1
ENSLCRP00005004689	ENSLCRG00005002359	Larimichthys_crocea
ENSPMGP00000022301	ENSPMGG00000018043	Periophthalmus_magnuspinnatus
ENSOMEP00000033148	ENSOMEG00000000760	Oryzias_melastigma
ENSORLP00015010560	ENSORLG00015011383	Oryzias_latipes_ASM223469v1
ENSCVAP00000029636	ENSCVAG00000017575	Cyprinodon_variegatus
ENSPREP00000011089	ENSPREG00000007557	Poecilia_reticulata
ENSMZEP00005033126	ENSMZEG00005024711	Maylandia_zebra
ENSHBUP00000031870	ENSHBUG00000017818	Haplochromis_burtoni
ENSPNYP00000010822	ENSPNYG00000008214	Pundamilia_nyererei
ENSACLP00000017755	ENSACLG00000012062	Astatotilapia_calliptera
ENSBSLP00000020584	ENSBSLG00000010519	Betta_splendens
ENSAOCP00000010341	ENSAOCG00000014582	Amphiprion_ocellaris
ENSAPEP00000028199	ENSAPEG00000020010	Amphiprion_percula
ENSAPOP00000024409	ENSAPOG00000006831	Acanthochromis_polyacanthus
ENSPRNP00000015256	ENSPRNG00000008216	Parambassis_ranga
ENSHCOP00000027420	ENSHCOG00000019239	Hippocampus_comes
ENSTNIP00000014162	ENSTNIG00000011226	Tetraodon_nigroviridis
ENSCSEP00000025413	ENSCSEG00000016206	Cynoglossus_semilaevis
ENSLBEP00000007749	ENSLBEG00000005989	Labrus_bergylta
