ENSCABP00000017551	ENSCABG00000013036	Chelonoidis_abingdonii
ENSGAGP00000008373	ENSGAGG00000006658	Gopherus_agassizii
ENSCPRP00005026436	ENSCPRG00005018330	Crocodylus_porosus
ENSNSUP00000012740	ENSNSUG00000009544	Notechis_scutatus
ENSPVIP00000010756	ENSPVIG00000008495	Pogona_vitticeps
ENSSMRP00000004756	ENSSMRG00000003914	Salvator_merianae
ENSSPUP00000017751	ENSSPUG00000013713	Sphenodon_punctatus
ENSMODP00000039423	ENSMODG00000029228	Monodelphis_domestica
ENSVURP00010012125	ENSVURG00010009376	Vombatus_ursinus
ENSUMAP00000021029	ENSUMAG00000015376	Ursus_maritimus
ENSUAMP00000025311	ENSUAMG00000019732	Ursus_americanus
ENSNVIP00000020047	ENSNVIG00000015706	Neovison_vison
ENSCAFP00020010778	ENSCAFG00020008717	Canis_lupus_dingo
ENSVVUP00000025341	ENSVVUG00000018578	Vulpes_vulpes
ENSPTIP00000010517	ENSPTIG00000011257	Panthera_tigris_altaica
ENSPPRP00000008523	ENSPPRG00000003294	Panthera_pardus
ENSFCAP00000031247	ENSFCAG00000036823	Felis_catus
ENSSSCP00000044858	ENSSSCG00000039849	Sus_scrofa_strain_reference
ENSECAP00000048221	ENSECAG00000043309	Equus_caballus
ENSMICP00000019453	ENSMICG00000027447	Microcebus_murinus
ENSPCOP00000015421	ENSPCOG00000019448	Propithecus_coquereli
ENSTSYP00000025099	ENSTSYG00000035353	Carlito_syrichta
ENSPTRP00000077854	ENSPTRG00000051969	Pan_troglodytes
ENSPPAP00000012206	ENSPPAG00000029292	Pan_paniscus
ENSGGOP00000041917	ENSGGOG00000042224	Gorilla_gorilla
ENSP00000490956	ENSG00000225180	Homo_sapiens
ENSNLEP00000035436	ENSNLEG00000029635	Nomascus_leucogenys
ENSCCAP00000035415	ENSCCAG00000035632	Cebus_capucinus_imitator
ENSSBOP00000036430	ENSSBOG00000034351	Saimiri_boliviensis_boliviensis
ENSANAP00000028208	ENSANAG00000031955	Aotus_nancymaae
ENSRBIP00000037427	ENSRBIG00000042298	Rhinopithecus_bieti
ENSRROP00000028465	ENSRROG00000038021	Rhinopithecus_roxellana
ENSCANP00000034104	ENSCANG00000040726	Colobus_angolensis_palliatus
ENSPTEP00000033663	ENSPTEG00000032099	Piliocolobus_tephrosceles
ENSMMUP00000048395	ENSMMUG00000040377	Macaca_mulatta
ENSMNEP00000024276	ENSMNEG00000035686	Macaca_nemestrina
ENSCATP00000007169	ENSCATG00000021631	Cercocebus_atys
ENSMLEP00000018231	ENSMLEG00000033317	Mandrillus_leucophaeus
ENSPANP00000043640	ENSPANG00000035727	Papio_anubis
ENSTGEP00000010401	ENSTGEG00000008526	Theropithecus_gelada
ENSMFAP00000014572	ENSMFAG00000030454	Macaca_fascicularis
ENSCJAP00000070334	ENSCJAG00000045869	Callithrix_jacchus
ENSUPAP00010024253	ENSUPAG00010019247	Urocitellus_parryii
ENSSDAP00000015988	ENSSDAG00000014470	Spermophilus_dauricus
ENSMMMP00000007422	ENSMMMG00000006668	Marmota_marmota_marmota
