ENSPVIP00000015196	ENSPVIG00000011720	Pogona_vitticeps	ENSPVIT00000019011
ENSACAP00000008266	ENSACAG00000008414	Anolis_carolinensis	ENSACAT00000008443
ENSNSUP00000014204	ENSNSUG00000010511	Notechis_scutatus
ENSSMRP00000004898	ENSSMRG00000004024	Salvator_merianae
ENSSPUP00000019910	ENSSPUG00000015310	Sphenodon_punctatus
ENSSCAP00000006316	ENSSCAG00000004916	Serinus_canaria
ENSTGUP00000006383	ENSTGUG00000006217	Taeniopygia_guttata
ENSZALP00000021111	ENSZALG00000016556	Zonotrichia_albicollis
ENSCCEP00000017841	ENSCCEG00000016451	Cyanistes_caeruleus
ENSFALP00000010484	ENSFALG00000010047	Ficedula_albicollis
ENSLCOP00000000915	ENSLCOG00000000761	Lepidothrix_coronata
ENSMVIP00005020343	ENSMVIG00005014385	Manacus_vitellinus
ENSMUNP00000021996	ENSMUNG00000016564	Melopsittacus_undulatus
ENSCPGP00000023744	ENSCPGG00000016411	Calidris_pygmaea
ENSCPUP00000019709	ENSCPUG00000013519	Calidris_pugnax
ENSABRP00000002334	ENSABRG00000002279	Anser_brachyrhynchus
ENSAPLP00000021253	ENSAPLG00000004990	Anas_platyrhynchos_platyrhynchos
ENSGALP00000024079	ENSGALG00000014958	Gallus_gallus
ENSMGAP00000004748	ENSMGAG00000004901	Meleagris_gallopavo
ENSCJPP00005001757	ENSCJPG00005001790	Coturnix_japonica
ENSNMEP00000008696	ENSNMEG00000008468	Numida_meleagris
ENSAHAP00000021562	ENSAHAG00000015148	Apteryx_haastii
ENSAOWP00000009712	ENSAOWG00000006668	Apteryx_owenii
ENSARWP00000020572	ENSARWG00000014076	Apteryx_rowi
ENSDNVP00000019113	ENSDNVG00000013375	Dromaius_novaehollandiae
ENSNPEP00000021570	ENSNPEG00000015996	Nothoprocta_perdicaria
ENSCPRP00005000555	ENSCPRG00005000445	Crocodylus_porosus
ENSGAGP00000003184	ENSGAGG00000002565	Gopherus_agassizii
ENSCPBP00000001367	ENSCPBG00000001071	Chrysemys_picta_bellii
