ENSPCIP00000031406	ENSPCIG00000023269	Phascolarctos_cinereus
ENSVURP00010000614	ENSVURG00010000505	Vombatus_ursinus
ENSMEUP00000002975	ENSMEUG00000003263	Notamacropus_eugenii
ENSSHAP00000011016	ENSSHAG00000009492	Sarcophilus_harrisii
ENSMODP00000020350	ENSMODG00000016276	Monodelphis_domestica
ENSDNOP00000011577	ENSDNOG00000014933	Dasypus_novemcinctus
ENSCHOP00000001338	ENSCHOG00000001511	Choloepus_hoffmanni
ENSLAFP00000002693	ENSLAFG00000003238	Loxodonta_africana
ENSPCAP00000002321	ENSPCAG00000002459	Procavia_capensis
ENSETEP00000014812	ENSETEG00000018235	Echinops_telfairi
ENSUAMP00000033418	ENSUAMG00000025449	Ursus_americanus
ENSUMAP00000033958	ENSUMAG00000024475	Ursus_maritimus
ENSAMEP00000014441	ENSAMEG00000013681	Ailuropoda_melanoleuca
ENSMPUP00000017468	ENSMPUG00000017581	Mustela_putorius_furo
ENSNVIP00000010413	ENSNVIG00000008091	Neovison_vison
ENSCAFP00000040022	ENSCAFG00000011347	Canis_lupus_familiaris
ENSCAFP00020021661	ENSCAFG00020017123	Canis_lupus_dingo
ENSVVUP00000030595	ENSVVUG00000022325	Vulpes_vulpes
ENSPTIP00000011499	ENSPTIG00000011768	Panthera_tigris_altaica
ENSPPRP00000008606	ENSPPRG00000003436	Panthera_pardus
ENSFCAP00000019511	ENSFCAG00000001447	Felis_catus
ENSEASP00005034140	ENSEASG00005023343	Equus_asinus_asinus
ENSECAP00000033890	ENSECAG00000012894	Equus_caballus
ENSMLUP00000007683	ENSMLUG00000008407	Myotis_lucifugus
ENSPVAP00000014157	ENSPVAG00000015019	Pteropus_vampyrus
ENSBIXP00005015434	ENSBIXG00005019320	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000014807	ENSBIXG00000019425	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000000301	ENSBTAG00000000241	Bos_taurus
ENSBMUP00000007053	ENSBMUG00000005575	Bos_mutus
ENSBBBP00000001933	ENSBBBG00000011072	Bison_bison_bison
ENSOARP00000013083	ENSOARG00000012204	Ovis_aries
ENSCHIP00000001101	ENSCHIG00000001799	Capra_hircus
ENSTTRP00000004031	ENSTTRG00000004285	Tursiops_truncatus
ENSSSCP00000033939	ENSSSCG00000027444	Sus_scrofa_strain_reference
ENSCHIP00000020468	ENSCHIG00000019113	Capra_hircus
ENSVPAP00000001212	ENSVPAG00000001313	Vicugna_pacos
ENSEEUP00000013100	ENSEEUG00000014344	Erinaceus_europaeus
ENSOGAP00000021525	ENSOGAG00000028222	Otolemur_garnettii
MGP_SPRETEiJ_P0058451	MGP_SPRETEiJ_G0025619	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000037612	ENSMSIG00000031320	Mus_spicilegus
ENSMUSP00000104861	ENSMUSG00000039536	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0056280	MGP_CAROLIEiJ_G0024699	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0067262	MGP_PahariEiJ_G0026141	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000010633	ENSRNOG00000007781	Rattus_norvegicus
ENSMUGP00000005881	ENSMUGG00000005406	Meriones_unguiculatus
ENSCGRP00015025442	ENSCGRG00015019291	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000009854	ENSCGRG00000007216	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001011936	ENSCGRG00001013453	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000013959	ENSMAUG00000013846	Mesocricetus_auratus
ENSPEMP00000025699	ENSPEMG00000022045	Peromyscus_maniculatus_bairdii
ENSMOCP00000021363	ENSMOCG00000018743	Microtus_ochrogaster
ENSNGAP00000005119	ENSNGAG00000007108	Nannospalax_galili
ENSJJAP00000018926	ENSJJAG00000020032	Jaculus_jaculus
ENSUPAP00010027857	ENSUPAG00010022006	Urocitellus_parryii
ENSSTOP00000003253	ENSSTOG00000003634	Ictidomys_tridecemlineatus
ENSSDAP00000007899	ENSSDAG00000007200	Spermophilus_dauricus
ENSMMMP00000008139	ENSMMMG00000007273	Marmota_marmota_marmota
ENSCCNP00000012600	ENSCCNG00000013061	Castor_canadensis
