ENSCPBP00000012496	ENSCPBG00000009422	Chrysemys_picta_bellii
ENSSSCP00000020050	ENSSSCG00000021718	Sus_scrofa_strain_reference
ENSNBRP00000020687	ENSNBRG00000015857	Neolamprologus_brichardi
ENSLACP00000006756	ENSLACG00000005995	Latimeria_chalumnae
ENSACIP00000016403	ENSACIG00000012754	Amphilophus_citrinellus
ENSNVIP00000003163	ENSNVIG00000002495	Neovison_vison
ENSCSEP00000033242	ENSCSEG00000021339	Cynoglossus_semilaevis
ENSCGRP00015003870	ENSCGRG00015003071	Cricetulus_griseus_CriGri-PICR
ENSCAFP00020018023	ENSCAFG00020014416	Canis_lupus_dingo
ENSETEP00000015648	ENSETEG00000019263	Echinops_telfairi
ENSCANP00000028144	ENSCANG00000037475	Colobus_angolensis_palliatus
ENSPNYP00000004290	ENSPNYG00000003273	Pundamilia_nyererei
ENSORLP00000003750	ENSORLG00000003002	Oryzias_latipes_ASM223467v1
ENSMODP00000008488	ENSMODG00000006851	Monodelphis_domestica
ENSXETP00000043415	ENSXETG00000017395	Xenopus_tropicalis
MGP_SPRETEiJ_P0038229	MGP_SPRETEiJ_G0020117	Mus_spretus_strain_SPRET/EiJ
ENSMALP00000020261	ENSMALG00000014127	Monopterus_albus
ENSSHAP00000006648	ENSSHAG00000005786	Sarcophilus_harrisii
ENSTRUP00000050809	ENSTRUG00000024326	Takifugu_rubripes
ENSGGOP00000019598	ENSGGOG00000013391	Gorilla_gorilla
ENSPVIP00000002115	ENSPVIG00000001827	Pogona_vitticeps
ENSCGRP00001008488	ENSCGRG00001010750	Cricetulus_griseus_CHOK1GS_HDv1
ENSBBBP00000018184	ENSBBBG00000010948	Bison_bison_bison
ENSUPAP00010002423	ENSUPAG00010002020	Urocitellus_parryii
ENSCVAP00000004082	ENSCVAG00000005357	Cyprinodon_variegatus
ENSCLAP00000001073	ENSCLAG00000000827	Chinchilla_lanigera
ENSSARP00000009052	ENSSARG00000010009	Sorex_araneus
ENSSTOP00000003425	ENSSTOG00000003819	Ictidomys_tridecemlineatus
ENSSLDP00000009778	ENSSLDG00000007792	Seriola_lalandi_dorsalis
ENSDNOP00000015487	ENSDNOG00000019964	Dasypus_novemcinctus
ENSBIXP00005037933	ENSBIXG00005019964	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPCAP00000012947	ENSPCAG00000013867	Procavia_capensis
ENSSPAP00000016447	ENSSPAG00000012400	Stegastes_partitus
ENSSDAP00000003424	ENSSDAG00000003225	Spermophilus_dauricus
ENSPNAP00000026421	ENSPNAG00000011683	Pygocentrus_nattereri
ENSAMXP00000052097	ENSAMXG00000039184	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSECAP00000011396	ENSECAG00000013518	Equus_caballus
ENSTTRP00000003986	ENSTTRG00000004213	Tursiops_truncatus
ENSDARP00000134250	ENSDARG00000103889	Danio_rerio
ENSUAMP00000014028	ENSUAMG00000011141	Ursus_americanus
ENSMAUP00000006954	ENSMAUG00000008709	Mesocricetus_auratus
FBpp0310309	FBgn0032168	Drosophila_melanogaster
ENSMZEP00005032536	ENSMZEG00005024236	Maylandia_zebra
ENSPPRP00000019301	ENSPPRG00000010711	Panthera_pardus
ENSMAMP00000012242	ENSMAMG00000008290	Mastacembelus_armatus
ENSGAGP00000027139	ENSGAGG00000019738	Gopherus_agassizii	ENSGAGT00000030834
ENSOGAP00000020286	ENSOGAG00000026219	Otolemur_garnettii
ENSNMEP00000003812	ENSNMEG00000004329	Numida_meleagris
ENSOGAP00000012771	ENSOGAG00000014254	Otolemur_garnettii
ENSBTAP00000008681	ENSBTAG00000006613	Bos_taurus
ENSMNEP00000034007	ENSMNEG00000040221	Macaca_nemestrina
ENSANAP00000037105	ENSANAG00000036041	Aotus_nancymaae
ENSGAFP00000031143	ENSGAFG00000021000	Gambusia_affinis
ENSMICP00000012472	ENSMICG00000013660	Microcebus_murinus
ENSSBOP00000007482	ENSSBOG00000020679	Saimiri_boliviensis_boliviensis
ENSJJAP00000001485	ENSJJAG00000001662	Jaculus_jaculus
ENSPMAP00000009095	ENSPMAG00000008258	Petromyzon_marinus
ENSKMAP00000024155	ENSKMAG00000017924	Kryptolebias_marmoratus
ENSMLEP00000033128	ENSMLEG00000040753	Mandrillus_leucophaeus
ENSMLUP00000013276	ENSMLUG00000014583	Myotis_lucifugus
ENSXMAP00000005424	ENSXMAG00000005415	Xiphophorus_maculatus
ENSPTRP00000010363	ENSPTRG00000006108	Pan_troglodytes
ENSCAFP00000053592	ENSCAFG00000005435	Canis_lupus_familiaris
ENSPKIP00000025038	ENSPKIG00000008054	Paramormyrops_kingsleyae
ENSEEUP00000002298	ENSEEUG00000002506	Erinaceus_europaeus
ENSMMOP00000025798	ENSMMOG00000019559	Mola_mola
ENSPCIP00000039160	ENSPCIG00000028751	Phascolarctos_cinereus
ENSNSUP00000026083	ENSNSUG00000018743	Notechis_scutatus
ENSSDUP00000008665	ENSSDUG00000006365	Seriola_dumerili
ENSCABP00000004681	ENSCABG00000003527	Chelonoidis_abingdonii	ENSCABT00000005086
ENSGWIP00000028811	ENSGWIG00000015041	Gouania_willdenowi
ENSPTEP00000023934	ENSPTEG00000024539	Piliocolobus_tephrosceles
ENSMMUP00000004223	ENSMMUG00000003157	Macaca_mulatta
ENSCSAVP00000012914	ENSCSAVG00000007585	Ciona_savignyi
ENSMEUP00000007629	ENSMEUG00000008336	Notamacropus_eugenii
ENSAMEP00000006977	ENSAMEG00000006615	Ailuropoda_melanoleuca
ENSNLEP00000017040	ENSNLEG00000013973	Nomascus_leucogenys
ENSRROP00000024003	ENSRROG00000035824	Rhinopithecus_roxellana
ENSHGLP00100000554	ENSHGLG00100000467	Heterocephalus_glaber_HetGla_1.0
ENSGMOP00000011623	ENSGMOG00000010872	Gadus_morhua
ENSLCRP00005018410	ENSLCRG00005007584	Larimichthys_crocea
ENSMUSP00000047720	ENSMUSG00000004561	Mus_musculus_strain_reference_(CL57BL6)
ENSSPUP00000010953	ENSSPUG00000008423	Sphenodon_punctatus
ENSPLAP00000005108	ENSPLAG00000006941	Poecilia_latipinna
ENSCCNP00000004680	ENSCCNG00000004963	Castor_canadensis
ENSGAGP00000006287	ENSGAGG00000005060	Gopherus_agassizii
ENSOMEP00000020886	ENSOMEG00000000790	Oryzias_melastigma
ENSFDAP00000000223	ENSFDAG00000010537	Fukomys_damarensis
ENSEEEP00000027166	ENSEEEG00000013108	Electrophorus_electricus
ENSMUGP00000021331	ENSMUGG00000017935	Meriones_unguiculatus
ENSTGEP00000018825	ENSTGEG00000015157	Theropithecus_gelada
ENSPSMP00000017402	ENSPSMG00000012402	Prolemur_simus
ENSPCOP00000024840	ENSPCOG00000024629	Propithecus_coquereli
ENSOANP00000032838	ENSOANG00000029038	Ornithorhynchus_anatinus
ENSGWIP00000044192	ENSGWIG00000022012	Gouania_willdenowi
ENSVVUP00000012318	ENSVVUG00000009081	Vulpes_vulpes
ENSDORP00000007655	ENSDORG00000008161	Dipodomys_ordii
ENSATEP00000025118	ENSATEG00000017426	Anabas_testudineus
ENSTNIP00000008667	ENSTNIG00000005933	Tetraodon_nigroviridis
ENSHGLP00000003011	ENSHGLG00000002249	Heterocephalus_glaber_HetGla_female_1.0
ENSIPUP00000022666	ENSIPUG00000015340	Ictalurus_punctatus
ENSPPYP00000006349	ENSPPYG00000005582	Pongo_abelii
ENSVPAP00000007798	ENSVPAG00000008383	Vicugna_pacos
ENSCATP00000035228	ENSCATG00000040494	Cercocebus_atys
ENSPTEP00000008761	ENSPTEG00000009946	Piliocolobus_tephrosceles
ENSCGOP00000056695	ENSCGOG00000024599	Cottoperca_gobio
ENSCHIP00000007520	ENSCHIG00000010994	Capra_hircus
ENSSFOP00015019249	ENSSFOG00015012393	Scleropages_formosus
ENSMFAP00000024275	ENSMFAG00000043736	Macaca_fascicularis
ENSPANP00000014585	ENSPANG00000021109	Papio_anubis
ENSVURP00010026068	ENSVURG00010019979	Vombatus_ursinus
ENSECRP00000002689	ENSECRG00000001830	Erpetoichthys_calabaricus
ENSELUP00000027684	ENSELUG00000003981	Esox_lucius
ENSAMXP00005016899	ENSAMXG00005008797	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPRNP00000056604	ENSPRNG00000026433	Parambassis_ranga
ENSRNOP00000062157	ENSRNOG00000025512	Rattus_norvegicus
ENSOANP00000002528	ENSOANG00000001585	Ornithorhynchus_anatinus
ENSONIP00000019120	ENSONIG00000015190	Oreochromis_niloticus
ENSPMGP00000005999	ENSPMGG00000005044	Periophthalmus_magnuspinnatus
ENSOCUP00000047457	ENSOCUG00000007094	Oryctolagus_cuniculus
ENSPEMP00000037036	ENSPEMG00000022743	Peromyscus_maniculatus_bairdii
ENSCGRP00000021387	ENSCGRG00000015526	Cricetulus_griseus_CriGri_1.0
ENSAMXP00000040779	ENSAMXG00000043327	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSORLP00015027648	ENSORLG00015009853	Oryzias_latipes_ASM223469v1
ENSCCAP00000036065	ENSCCAG00000035947	Cebus_capucinus_imitator
ENSOPRP00000004391	ENSOPRG00000004764	Ochotona_princeps
ENSPMEP00000020135	ENSPMEG00000023219	Poecilia_mexicana
ENSTSYP00000003151	ENSTSYG00000003442	Carlito_syrichta
ENSHHUP00000008782	ENSHHUG00000005340	Hucho_hucho
ENSHCOP00000009745	ENSHCOG00000012231	Hippocampus_comes
ENSMOCP00000018362	ENSMOCG00000016682	Microtus_ochrogaster
ENSPREP00000001947	ENSPREG00000001337	Poecilia_reticulata
MGP_PahariEiJ_P0084637	MGP_PahariEiJ_G0030247	Mus_pahari_strain_PAHARI_EIJ
ENSAOCP00000004112	ENSAOCG00000007493	Amphiprion_ocellaris
ENSCHOP00000007919	ENSCHOG00000008953	Choloepus_hoffmanni
ENSCINP00000014738	ENSCING00000007187	Ciona_intestinalis
MGP_CAROLIEiJ_P0036520	MGP_CAROLIEiJ_G0019226	Mus_caroli_strain_CAROLI_EIJ
ENSSMAP00000016991	ENSSMAG00000010421	Scophthalmus_maximus
ENSCSAP00000012706	ENSCSAG00000016646	Chlorocebus_sabaeus
ENSEBUP00000014303	ENSEBUG00000009009	Eptatretus_burgeri
ENSFHEP00000003821	ENSFHEG00000004706	Fundulus_heteroclitus
ENSCJAP00000017648	ENSCJAG00000009609	Callithrix_jacchus
ENSPVAP00000001515	ENSPVAG00000001607	Pteropus_vampyrus
ENSRBIP00000014763	ENSRBIG00000031488	Rhinopithecus_bieti
ENSACAP00000007716	ENSACAG00000007865	Anolis_carolinensis
ENSCPOP00000002460	ENSCPOG00000002710	Cavia_porcellus
ENSBMUP00000025701	ENSBMUG00000019263	Bos_mutus
ENSOARP00000021175	ENSOARG00000019714	Ovis_aries
ENSPTIP00000004925	ENSPTIG00000007288	Panthera_tigris_altaica
ENSFCAP00000013803	ENSFCAG00000014881	Felis_catus
ENSBSLP00000044727	ENSBSLG00000021200	Betta_splendens
ENSUMAP00000004251	ENSUMAG00000003450	Ursus_maritimus
ENSLCAP00010001201	ENSLCAG00010000735	Lates_calcarifer
ENSLAFP00000005951	ENSLAFG00000007078	Loxodonta_africana
ENSBIXP00000038347	ENSBIXG00000022145	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSDCDP00000003320	ENSDCDG00000001708	Denticeps_clupeoides
ENSPFOP00000003803	ENSPFOG00000003796	Poecilia_formosa
ENSTBEP00000013168	ENSTBEG00000015144	Tupaia_belangeri
ENSSMRP00000008474	ENSSMRG00000006788	Salvator_merianae
ENSMMMP00000016878	ENSMMMG00000014998	Marmota_marmota_marmota
ENSAPEP00000028500	ENSAPEG00000020247	Amphiprion_percula
ENSP00000372445	ENSG00000165792	Homo_sapiens
ENSLBEP00000006366	ENSLBEG00000004908	Labrus_bergylta
ENSMSIP00000026657	ENSMSIG00000022464	Mus_spicilegus
ENSNGAP00000022389	ENSNGAG00000021270	Nannospalax_galili
ENSAPOP00000005829	ENSAPOG00000007576	Acanthochromis_polyacanthus
ENSEASP00005014789	ENSEASG00005010223	Equus_asinus_asinus
ENSPPAP00000017875	ENSPPAG00000032050	Pan_paniscus
ENSGACP00000023533	ENSGACG00000017799	Gasterosteus_aculeatus
ENSACLP00000007899	ENSACLG00000005351	Astatotilapia_calliptera
ENSODEP00000000146	ENSODEG00000000134	Octodon_degus
