ENSCPBP00000032169	ENSCPBG00000022567	Chrysemys_picta_bellii
ENSOGAP00000020855	ENSOGAG00000025715	Otolemur_garnettii
ENSDNOP00000001065	ENSDNOG00000001382	Dasypus_novemcinctus
ENSMSIP00000005040	ENSMSIG00000004587	Mus_spicilegus
ENSCANP00000013979	ENSCANG00000030410	Colobus_angolensis_palliatus
ENSPCOP00000004408	ENSPCOG00000012745	Propithecus_coquereli
ENSMOCP00000026183	ENSMOCG00000022077	Microtus_ochrogaster
ENSSMRP00000026194	ENSSMRG00000020238	Salvator_merianae	ENSSMRT00000030641
ENSGMOP00000010393	ENSGMOG00000009731	Gadus_morhua
ENSSPAP00000005656	ENSSPAG00000004382	Stegastes_partitus
ENSLAFP00000029418	ENSLAFG00000018116	Loxodonta_africana
ENSXETP00000005992	ENSXETG00000009406	Xenopus_tropicalis
ENSCSAVP00000015438	ENSCSAVG00000009060	Ciona_savignyi	ENSCSAVT00000015616
ENSMLUP00000013281	ENSMLUG00000014597	Myotis_lucifugus
ENSXCOP00000011878	ENSXCOG00000008989	Xiphophorus_couchianus
ENSLACP00000009972	ENSLACG00000008788	Latimeria_chalumnae
ENSDCDP00000039109	ENSDCDG00000026076	Denticeps_clupeoides
ENSCCNP00000025044	ENSCCNG00000024471	Castor_canadensis
ENSOPRP00000008175	ENSOPRG00000008951	Ochotona_princeps
ENSMNEP00000005844	ENSMNEG00000026313	Macaca_nemestrina
ENSMPUP00000002995	ENSMPUG00000003025	Mustela_putorius_furo
ENSJJAP00000017011	ENSJJAG00000018704	Jaculus_jaculus
ENSCGRP00000017182	ENSCGRG00000012492	Cricetulus_griseus_CriGri_1.0
ENSPCIP00000010353	ENSPCIG00000008430	Phascolarctos_cinereus
ENSXMAP00000014721	ENSXMAG00000014705	Xiphophorus_maculatus
ENSMZEP00005027970	ENSMZEG00005020868	Maylandia_zebra
ENSHGLP00000017022	ENSHGLG00000012183	Heterocephalus_glaber_HetGla_female_1.0
ENSONIP00000016377	ENSONIG00000013022	Oreochromis_niloticus
ENSRBIP00000026804	ENSRBIG00000037265	Rhinopithecus_bieti
ENSACIP00000000281	ENSACIG00000000268	Amphilophus_citrinellus
ENSBBBP00000028708	ENSBBBG00000025476	Bison_bison_bison
MGP_PahariEiJ_P0020573	MGP_PahariEiJ_G0014026	Mus_pahari_strain_PAHARI_EIJ
ENSCVAP00000027538	ENSCVAG00000013942	Cyprinodon_variegatus
ENSMEUP00000003771	ENSMEUG00000004139	Notamacropus_eugenii
ENSOCUP00000019725	ENSOCUG00000027387	Oryctolagus_cuniculus
ENSUAMP00000035524	ENSUAMG00000026976	Ursus_americanus
ENSPMGP00000015949	ENSPMGG00000013082	Periophthalmus_magnuspinnatus
ENSSPUP00000010424	ENSSPUG00000008034	Sphenodon_punctatus	ENSSPUT00000011121
ENSMUSP00000158273	ENSMUSG00000117789	Mus_musculus_strain_reference_(CL57BL6)
ENSRNOP00000067194	ENSRNOG00000046904	Rattus_norvegicus
ENSAMXP00000047303	ENSAMXG00000036615	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSHHUP00000073874	ENSHHUG00000043343	Hucho_hucho
ENSLOCP00000001909	ENSLOCG00000001655	Lepisosteus_oculatus
