ENSCAPP00000010803	ENSCAPG00000011988	Cavia_aperea
ENSSFOP00015027814	ENSSFOG00015017856	Scleropages_formosus
ENSCAFP00000003758	ENSCAFG00000002586	Canis_lupus_familiaris
ENSPPRP00000004356	ENSPPRG00000000478	Panthera_pardus
ENSGAGP00000016706	ENSGAGG00000012488	Gopherus_agassizii
ENSLCOP00000005994	ENSLCOG00000004442	Lepidothrix_coronata
ENSPTRP00000036226	ENSPTRG00000021197	Pan_troglodytes
ENSPSMP00000022510	ENSPSMG00000015916	Prolemur_simus
ENSEEEP00000004955	ENSEEEG00000002579	Electrophorus_electricus
ENSSMRP00000026826	ENSSMRG00000020709	Salvator_merianae
ENSNBRP00000013427	ENSNBRG00000010422	Neolamprologus_brichardi
ENSOCUP00000011759	ENSOCUG00000013668	Oryctolagus_cuniculus
ENSCCAP00000009444	ENSCCAG00000022446	Cebus_capucinus_imitator
ENSCPRP00005021541	ENSCPRG00005014972	Crocodylus_porosus
ENSPMEP00000026584	ENSPMEG00000010354	Poecilia_mexicana
ENSMICP00000010405	ENSMICG00000035820	Microcebus_murinus
ENSEASP00005033417	ENSEASG00005022883	Equus_asinus_asinus
ENSSTOP00000001408	ENSSTOG00000001576	Ictidomys_tridecemlineatus
ENSCAFP00020024632	ENSCAFG00020019377	Canis_lupus_dingo
ENSRNOP00000071374	ENSRNOG00000007575	Rattus_norvegicus
ENSCPUP00000026134	ENSCPUG00000017608	Calidris_pugnax
ENSPCIP00000012719	ENSPCIG00000010120	Phascolarctos_cinereus
ENSDNOP00000014547	ENSDNOG00000018740	Dasypus_novemcinctus
ENSECAP00000005700	ENSECAG00000007401	Equus_caballus
ENSAOCP00000020784	ENSAOCG00000005131	Amphiprion_ocellaris
ENSACAP00000017155	ENSACAG00000017418	Anolis_carolinensis
ENSSHAP00000015137	ENSSHAG00000012916	Sarcophilus_harrisii
ENSPMGP00000017023	ENSPMGG00000013945	Periophthalmus_magnuspinnatus
ENSGACP00000023525	ENSGACG00000017793	Gasterosteus_aculeatus
ENSCJPP00005001206	ENSCJPG00005001266	Coturnix_japonica	ENSCJPT00005002063
ENSCPBP00000012709	ENSCPBG00000009570	Chrysemys_picta_bellii
ENSLCRP00005064614	ENSLCRG00005023634	Larimichthys_crocea
ENSMMUP00000039582	ENSMMUG00000001827	Macaca_mulatta
ENSPCAP00000006940	ENSPCAG00000007433	Procavia_capensis
ENSBTAP00000004081	ENSBTAG00000003137	Bos_taurus
ENSP00000364008	ENSG00000148123	Homo_sapiens
ENSBIXP00000039635	ENSBIXG00000023548	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSONIP00000005159	ENSONIG00000004093	Oreochromis_niloticus
ENSVPAP00000002073	ENSVPAG00000002241	Vicugna_pacos
ENSSCAP00000006337	ENSSCAG00000004941	Serinus_canaria
ENSPANP00000019032	ENSPANG00000025678	Papio_anubis
ENSMZEP00005022080	ENSMZEG00005016560	Maylandia_zebra
ENSRROP00000004086	ENSRROG00000016480	Rhinopithecus_roxellana
ENSMPUP00000006783	ENSMPUG00000006837	Mustela_putorius_furo
ENSHBUP00000004223	ENSHBUG00000005537	Haplochromis_burtoni
ENSODEP00000006927	ENSODEG00000005164	Octodon_degus
ENSMMOP00000027887	ENSMMOG00000021077	Mola_mola
ENSKMAP00000019812	ENSKMAG00000014724	Kryptolebias_marmoratus
ENSHHUP00000003035	ENSHHUG00000001896	Hucho_hucho
ENSVURP00010003455	ENSVURG00010002769	Vombatus_ursinus
ENSCLAP00000020713	ENSCLAG00000014192	Chinchilla_lanigera
ENSNLEP00000026884	ENSNLEG00000034605	Nomascus_leucogenys
ENSLOCP00000003289	ENSLOCG00000002781	Lepisosteus_oculatus
ENSLAFP00000013195	ENSLAFG00000015730	Loxodonta_africana
ENSMNEP00000035551	ENSMNEG00000040931	Macaca_nemestrina
ENSPFOP00000003057	ENSPFOG00000003123	Poecilia_formosa
ENSMUNP00000005401	ENSMUNG00000004449	Melopsittacus_undulatus
ENSEEUP00000014305	ENSEEUG00000015667	Erinaceus_europaeus
ENSTTRP00000006223	ENSTTRG00000006580	Tursiops_truncatus
MGP_CAROLIEiJ_P0062340	MGP_CAROLIEiJ_G0026007	Mus_caroli_strain_CAROLI_EIJ
ENSCANP00000027299	ENSCANG00000037056	Colobus_angolensis_palliatus
ENSXCOP00000006731	ENSXCOG00000005209	Xiphophorus_couchianus
ENSABRP00000016297	ENSABRG00000014297	Anser_brachyrhynchus	ENSABRT00000023210
ENSGAFP00000006763	ENSGAFG00000004599	Gambusia_affinis
ENSCATP00000026646	ENSCATG00000036719	Cercocebus_atys
ENSPMJP00000006910	ENSPMJG00000005754	Parus_major
ENSDARP00000141852	ENSDARG00000100642	Danio_rerio
ENSNPEP00000021223	ENSNPEG00000015744	Nothoprocta_perdicaria
ENSXMAP00000028839	ENSXMAG00000002242	Xiphophorus_maculatus
ENSOGAP00000009265	ENSOGAG00000010358	Otolemur_garnettii
ENSTBEP00000002934	ENSTBEG00000003392	Tupaia_belangeri
ENSDCDP00000020467	ENSDCDG00000016284	Denticeps_clupeoides
ENSOANP00000029825	ENSOANG00000028588	Ornithorhynchus_anatinus
ENSMLEP00000002915	ENSMLEG00000012163	Mandrillus_leucophaeus
ENSPVAP00000006666	ENSPVAG00000007067	Pteropus_vampyrus
ENSIPUP00000037217	ENSIPUG00000024909	Ictalurus_punctatus
ENSGWIP00000020704	ENSGWIG00000011208	Gouania_willdenowi
ENSCHIP00000007381	ENSCHIG00000010910	Capra_hircus
MGP_PahariEiJ_P0077478	MGP_PahariEiJ_G0028343	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000027270	ENSMUGG00000022701	Meriones_unguiculatus
ENSAMEP00000000698	ENSAMEG00000000671	Ailuropoda_melanoleuca
ENSMLUP00000001463	ENSMLUG00000001593	Myotis_lucifugus
ENSFHEP00000028680	ENSFHEG00000012961	Fundulus_heteroclitus
ENSNVIP00000018552	ENSNVIG00000014520	Neovison_vison
ENSSARP00000002950	ENSSARG00000003286	Sorex_araneus
ENSAPEP00000004582	ENSAPEG00000003305	Amphiprion_percula
ENSMOCP00000025635	ENSMOCG00000021681	Microtus_ochrogaster
ENSATEP00000000143	ENSATEG00000000116	Anabas_testudineus
ENSANAP00000018034	ENSANAG00000026880	Aotus_nancymaae
ENSCCEP00000012380	ENSCCEG00000011971	Cyanistes_caeruleus
ENSMGAP00000003905	ENSMGAG00000004120	Meleagris_gallopavo
ENSAPOP00000016424	ENSAPOG00000000717	Acanthochromis_polyacanthus
ENSLBEP00000028638	ENSLBEG00000021686	Labrus_bergylta
ENSAMXP00005027916	ENSAMXG00005013976	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSNMEP00000009837	ENSNMEG00000009429	Numida_meleagris	ENSNMET00000015604
ENSMVIP00005026948	ENSMVIG00005018764	Manacus_vitellinus
ENSLACP00000012046	ENSLACG00000010605	Latimeria_chalumnae
ENSCJAP00000029964	ENSCJAG00000016264	Callithrix_jacchus
ENSZALP00000013699	ENSZALG00000011410	Zonotrichia_albicollis
ENSPSIP00000006476	ENSPSIG00000005981	Pelodiscus_sinensis
ENSORLP00000033916	ENSORLG00000011674	Oryzias_latipes_ASM223467v1
ENSOANP00000007765	ENSOANG00000004901	Ornithorhynchus_anatinus
ENSFCAP00000029134	ENSFCAG00000001413	Felis_catus
ENSAPLP00000023727	ENSAPLG00000006758	Anas_platyrhynchos_platyrhynchos
ENSPPAP00000036777	ENSPPAG00000041143	Pan_paniscus
ENSCSEP00000031522	ENSCSEG00000020186	Cynoglossus_semilaevis
ENSARWP00000012365	ENSARWG00000008551	Apteryx_rowi
ENSPKIP00000007455	ENSPKIG00000023329	Paramormyrops_kingsleyae
ENSCGRP00000005924	ENSCGRG00000004346	Cricetulus_griseus_CriGri_1.0
ENSCPGP00000021031	ENSCPGG00000014688	Calidris_pygmaea
ENSPPYP00000021793	ENSPPYG00000019449	Pongo_abelii
ENSLACP00000011283	ENSLACG00000009926	Latimeria_chalumnae
ENSXETP00000003408	ENSXETG00000004811	Xenopus_tropicalis
ENSCABP00000024488	ENSCABG00000018031	Chelonoidis_abingdonii
ENSLSDP00000021485	ENSLSDG00000015190	Lonchura_striata_domestica
ENSNGAP00000026080	ENSNGAG00000023835	Nannospalax_galili
ENSORLP00015000053	ENSORLG00015023265	Oryzias_latipes_ASM223469v1
ENSMUSP00000075966	ENSMUSG00000063446	Mus_musculus_strain_reference_(CL57BL6)
ENSNSUP00000013766	ENSNSUG00000010229	Notechis_scutatus
ENSCMIP00000044465	ENSCMIG00000018401	Callorhinchus_milii
ENSBMUP00000002966	ENSBMUG00000002351	Bos_mutus
ENSCGRP00015037092	ENSCGRG00015027823	Cricetulus_griseus_CriGri-PICR
ENSSBOP00000007742	ENSSBOG00000020787	Saimiri_boliviensis_boliviensis
ENSHCOP00000005190	ENSHCOG00000006858	Hippocampus_comes
ENSDNVP00000023754	ENSDNVG00000016503	Dromaius_novaehollandiae
ENSTGEP00000002174	ENSTGEG00000001917	Theropithecus_gelada
ENSOMEP00000034386	ENSOMEG00000020977	Oryzias_melastigma
ENSGMOP00000014246	ENSGMOG00000013319	Gadus_morhua
ENSAHAP00000011892	ENSAHAG00000008620	Apteryx_haastii
ENSETEP00000013017	ENSETEG00000016049	Echinops_telfairi
ENSFALP00000000242	ENSFALG00000000236	Ficedula_albicollis
ENSDORP00000011506	ENSDORG00000012237	Dipodomys_ordii
ENSHHUP00000024189	ENSHHUG00000015175	Hucho_hucho
ENSLCAP00010060513	ENSLCAG00010028172	Lates_calcarifer
ENSMMMP00000004635	ENSMMMG00000004212	Marmota_marmota_marmota
ENSCCNP00000022169	ENSCCNG00000021843	Castor_canadensis
ENSUPAP00010019132	ENSUPAG00010015166	Urocitellus_parryii
ENSACLP00000037029	ENSACLG00000025059	Astatotilapia_calliptera
ENSSDAP00000008382	ENSSDAG00000007650	Spermophilus_dauricus
ENSMAUP00000009058	ENSMAUG00000010325	Mesocricetus_auratus
ENSCHAP00000027620	ENSCHAG00000013372	Clupea_harengus
ENSCGOP00000023220	ENSCGOG00000011076	Cottoperca_gobio
ENSPCOP00000001666	ENSPCOG00000005256	Propithecus_coquereli
ENSPNYP00000013946	ENSPNYG00000010573	Pundamilia_nyererei
ENSMEUP00000004905	ENSMEUG00000005364	Notamacropus_eugenii
ENSORLP00020026919	ENSORLG00020009662	Oryzias_latipes_ASM223471v1
ENSRBIP00000018363	ENSRBIG00000033163	Rhinopithecus_bieti
ENSCPOP00000028747	ENSCPOG00000006791	Cavia_porcellus
ENSJJAP00000011237	ENSJJAG00000014625	Jaculus_jaculus
ENSHGLP00000011846	ENSHGLG00000008477	Heterocephalus_glaber_HetGla_female_1.0
ENSSPAP00000014023	ENSSPAG00000010603	Stegastes_partitus
ENSPRNP00000008043	ENSPRNG00000004805	Parambassis_ranga
ENSGALP00000049527	ENSGALG00000015542	Gallus_gallus	ENSGALT00000061657
ENSPVIP00000020742	ENSPVIG00000015805	Pogona_vitticeps
ENSBSLP00000034572	ENSBSLG00000016812	Betta_splendens
ENSMODP00000017995	ENSMODG00000014394	Monodelphis_domestica
ENSTRUP00000006536	ENSTRUG00000002807	Takifugu_rubripes
ENSELUP00000013514	ENSELUG00000013637	Esox_lucius
ENSPNAP00000030113	ENSPNAG00000005876	Pygocentrus_nattereri
ENSPLAP00000030581	ENSPLAG00000021781	Poecilia_latipinna
ENSCHOP00000004838	ENSCHOG00000005468	Choloepus_hoffmanni
ENSVVUP00000026256	ENSVVUG00000019263	Vulpes_vulpes
ENSSMAP00000028787	ENSSMAG00000017619	Scophthalmus_maximus
ENSBIXP00005009404	ENSBIXG00005014325	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCGRP00001024744	ENSCGRG00001022554	Cricetulus_griseus_CHOK1GS_HDv1
ENSSLDP00000018382	ENSSLDG00000014463	Seriola_lalandi_dorsalis
ENSAOWP00000016354	ENSAOWG00000011151	Apteryx_owenii
ENSPEMP00000011958	ENSPEMG00000012426	Peromyscus_maniculatus_bairdii
ENSACIP00000030966	ENSACIG00000023955	Amphilophus_citrinellus
ENSCSAP00000007392	ENSCSAG00000011175	Chlorocebus_sabaeus
ENSOARP00000008122	ENSOARG00000007570	Ovis_aries
ENSSPUP00000010937	ENSSPUG00000008411	Sphenodon_punctatus
ENSFDAP00000014696	ENSFDAG00000002086	Fukomys_damarensis
ENSTSYP00000000368	ENSTSYG00000000402	Carlito_syrichta
ENSCVAP00000028170	ENSCVAG00000015038	Cyprinodon_variegatus
ENSTNIP00000006551	ENSTNIG00000003943	Tetraodon_nigroviridis
ENSTGUP00000000657	ENSTGUG00000000645	Taeniopygia_guttata
ENSMAMP00000008424	ENSMAMG00000005715	Mastacembelus_armatus
ENSECRP00000013449	ENSECRG00000008963	Erpetoichthys_calabaricus
ENSUAMP00000027112	ENSUAMG00000020930	Ursus_americanus
ENSUMAP00000017536	ENSUMAG00000012867	Ursus_maritimus
ENSPREP00000007840	ENSPREG00000005369	Poecilia_reticulata
ENSMALP00000009695	ENSMALG00000006882	Monopterus_albus
ENSSDUP00000026866	ENSSDUG00000019465	Seriola_dumerili
ENSPTEP00000037536	ENSPTEG00000035092	Piliocolobus_tephrosceles
ENSSSCP00000047884	ENSSSCG00000005393	Sus_scrofa_strain_reference
ENSBBBP00000006043	ENSBBBG00000014654	Bison_bison_bison
ENSHGLP00100009247	ENSHGLG00100006852	Heterocephalus_glaber_HetGla_1.0
ENSAMXP00000021891	ENSAMXG00000021269	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSGGOP00000019581	ENSGGOG00000001281	Gorilla_gorilla
ENSMFAP00000001432	ENSMFAG00000036301	Macaca_fascicularis
ENSPTIP00000017714	ENSPTIG00000016065	Panthera_tigris_altaica
