ENSABRP00000022279	ENSABRG00000018889	Anser_brachyrhynchus	ENSABRT00000031341
ENSAPLP00000012250	ENSAPLG00000012462	Anas_platyrhynchos_platyrhynchos
ENSGALP00000043725	ENSGALG00000013720	Gallus_gallus
ENSCJPP00005008181	ENSCJPG00005007363	Coturnix_japonica
ENSMGAP00000008443	ENSMGAG00000008242	Meleagris_gallopavo
ENSNMEP00000005267	ENSNMEG00000005517	Numida_meleagris
ENSMVIP00005001944	ENSMVIG00005001539	Manacus_vitellinus
ENSLCOP00000022475	ENSLCOG00000015810	Lepidothrix_coronata
ENSZALP00000001011	ENSZALG00000001243	Zonotrichia_albicollis
ENSJHYP00000019981	ENSJHYG00000015158	Junco_hyemalis
ENSSCAP00000009936	ENSSCAG00000007578	Serinus_canaria
ENSLSDP00000019033	ENSLSDG00000013581	Lonchura_striata_domestica
ENSTGUP00000009463	ENSTGUG00000009178	Taeniopygia_guttata
ENSFALP00000004824	ENSFALG00000004632	Ficedula_albicollis
ENSPMJP00000019085	ENSPMJG00000014326	Parus_major
ENSCCEP00000013253	ENSCCEG00000012769	Cyanistes_caeruleus
ENSMUNP00000004142	ENSMUNG00000003459	Melopsittacus_undulatus
ENSCPGP00000005057	ENSCPGG00000003641	Calidris_pygmaea
ENSCPUP00000009125	ENSCPUG00000006506	Calidris_pugnax
ENSAOWP00000015260	ENSAOWG00000010393	Apteryx_owenii
ENSAHAP00000003833	ENSAHAG00000003013	Apteryx_haastii
ENSARWP00000005901	ENSARWG00000004209	Apteryx_rowi
ENSDNVP00000020953	ENSDNVG00000014678	Dromaius_novaehollandiae
ENSNPEP00000014018	ENSNPEG00000010474	Nothoprocta_perdicaria
ENSCPRP00005007883	ENSCPRG00005005597	Crocodylus_porosus
ENSGAGP00000019664	ENSGAGG00000014510	Gopherus_agassizii
ENSCABP00000030160	ENSCABG00000022105	Chelonoidis_abingdonii
ENSCPBP00000041468	ENSCPBG00000028436	Chrysemys_picta_bellii
ENSPSIP00000003201	ENSPSIG00000003070	Pelodiscus_sinensis
ENSPVIP00000022202	ENSPVIG00000016788	Pogona_vitticeps
ENSACAP00000003676	ENSACAG00000003780	Anolis_carolinensis
ENSNSUP00000018486	ENSNSUG00000013515	Notechis_scutatus
ENSSMRP00000004929	ENSSMRG00000004054	Salvator_merianae
ENSSPUP00000000372	ENSSPUG00000000288	Sphenodon_punctatus
ENSVURP00010025761	ENSVURG00010019742	Vombatus_ursinus
ENSPCIP00000007637	ENSPCIG00000006410	Phascolarctos_cinereus
ENSMEUP00000001451	ENSMEUG00000001592	Notamacropus_eugenii
ENSMODP00000051755	ENSMODG00000012399	Monodelphis_domestica
ENSPVAP00000007931	ENSPVAG00000008397	Pteropus_vampyrus
ENSMLUP00000010405	ENSMLUG00000011427	Myotis_lucifugus
ENSCAFP00020019704	ENSCAFG00020015651	Canis_lupus_dingo
ENSCAFP00000000044	ENSCAFG00000000029	Canis_lupus_familiaris
ENSVVUP00000025377	ENSVVUG00000018608	Vulpes_vulpes
ENSNVIP00000014996	ENSNVIG00000011734	Neovison_vison
ENSMPUP00000016519	ENSMPUG00000016622	Mustela_putorius_furo
ENSUMAP00000005807	ENSUMAG00000004592	Ursus_maritimus
ENSUAMP00000035295	ENSUAMG00000026789	Ursus_americanus
ENSAMEP00000014317	ENSAMEG00000013571	Ailuropoda_melanoleuca
ENSPPRP00000021587	ENSPPRG00000012358	Panthera_pardus
ENSPTIP00000011267	ENSPTIG00000011735	Panthera_tigris_altaica
ENSFCAP00000009542	ENSFCAG00000010279	Felis_catus
ENSEASP00005033702	ENSEASG00005023066	Equus_asinus_asinus
ENSECAP00000038786	ENSECAG00000016377	Equus_caballus
ENSBIXP00000027255	ENSBIXG00000028526	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005018636	ENSBIXG00005021977	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000012776	ENSBTAG00000009686	Bos_taurus
ENSBMUP00000026824	ENSBMUG00000020110	Bos_mutus
ENSBBBP00000006413	ENSBBBG00000001118	Bison_bison_bison
ENSOARP00000005093	ENSOARG00000004759	Ovis_aries
ENSCHIP00000000598	ENSCHIG00000000420	Capra_hircus
ENSTTRP00000007287	ENSTTRG00000007702	Tursiops_truncatus
ENSSSCP00000005244	ENSSSCG00000004873	Sus_scrofa_strain_reference
ENSSARP00000005901	ENSSARG00000006500	Sorex_araneus
ENSEEUP00000006909	ENSEEUG00000007599	Erinaceus_europaeus
ENSMSIP00000028708	ENSMSIG00000024100	Mus_spicilegus
ENSMUSP00000045925	ENSMUSG00000034391	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0049261	MGP_SPRETEiJ_G0023369	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0047307	MGP_CAROLIEiJ_G0022455	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0039862	MGP_PahariEiJ_G0019182	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000055000	ENSRNOG00000038225	Rattus_norvegicus
ENSMUGP00000029583	ENSMUGG00000024557	Meriones_unguiculatus
ENSCGRP00001000416	ENSCGRG00001000344	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015019889	ENSCGRG00015015246	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000013135	ENSCGRG00000009554	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000025281	ENSMAUG00000021871	Mesocricetus_auratus
ENSMOCP00000019055	ENSMOCG00000017161	Microtus_ochrogaster
ENSPEMP00000002669	ENSPEMG00000003160	Peromyscus_maniculatus_bairdii
ENSNGAP00000018089	ENSNGAG00000018318	Nannospalax_galili
ENSCCNP00000019149	ENSCCNG00000019283	Castor_canadensis
ENSHGLP00000002259	ENSHGLG00000001715	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100014234	ENSHGLG00100010521	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000008386	ENSFDAG00000016662	Fukomys_damarensis
ENSCPOP00000005983	ENSCPOG00000006644	Cavia_porcellus
ENSODEP00000003524	ENSODEG00000002700	Octodon_degus
ENSCLAP00000014601	ENSCLAG00000010080	Chinchilla_lanigera
ENSSDAP00000021721	ENSSDAG00000019743	Spermophilus_dauricus
ENSMMMP00000021199	ENSMMMG00000018675	Marmota_marmota_marmota
ENSUPAP00010019545	ENSUPAG00010015463	Urocitellus_parryii
ENSSTOP00000012667	ENSSTOG00000014142	Ictidomys_tridecemlineatus
ENSOPRP00000000395	ENSOPRG00000000432	Ochotona_princeps
ENSOCUP00000010010	ENSOCUG00000011641	Oryctolagus_cuniculus
ENSTBEP00000012677	ENSTBEG00000014610	Tupaia_belangeri
ENSMMUP00000030668	ENSMMUG00000023298	Macaca_mulatta
ENSMNEP00000044369	ENSMNEG00000044788	Macaca_nemestrina
ENSMFAP00000017358	ENSMFAG00000031818	Macaca_fascicularis
ENSPANP00000002099	ENSPANG00000012550	Papio_anubis
ENSTGEP00000006904	ENSTGEG00000005635	Theropithecus_gelada
ENSCATP00000008395	ENSCATG00000025306	Cercocebus_atys
ENSMLEP00000031509	ENSMLEG00000039973	Mandrillus_leucophaeus
ENSCSAP00000014239	ENSCSAG00000018223	Chlorocebus_sabaeus
ENSPTEP00000031174	ENSPTEG00000030191	Piliocolobus_tephrosceles
ENSCANP00000006904	ENSCANG00000023034	Colobus_angolensis_palliatus
ENSRBIP00000028488	ENSRBIG00000038134	Rhinopithecus_bieti
ENSRROP00000014705	ENSRROG00000031542	Rhinopithecus_roxellana
ENSPPAP00000001945	ENSPPAG00000008805	Pan_paniscus
ENSPTRP00000063186	ENSPTRG00000010109	Pan_troglodytes
ENSP00000393154	ENSG00000141665	Homo_sapiens
ENSGGOP00000013154	ENSGGOG00000013486	Gorilla_gorilla
ENSPPYP00000010366	ENSPPYG00000009238	Pongo_abelii
ENSNLEP00000011228	ENSNLEG00000009214	Nomascus_leucogenys
ENSCCAP00000015974	ENSCCAG00000025771	Cebus_capucinus_imitator
ENSSBOP00000039907	ENSSBOG00000035966	Saimiri_boliviensis_boliviensis
ENSCJAP00000069396	ENSCJAG00000003151	Callithrix_jacchus
ENSANAP00000011709	ENSANAG00000023790	Aotus_nancymaae
ENSTSYP00000011608	ENSTSYG00000012653	Carlito_syrichta
ENSMICP00000025589	ENSMICG00000035240	Microcebus_murinus
ENSPCOP00000013709	ENSPCOG00000018497	Propithecus_coquereli
ENSPSMP00000028218	ENSPSMG00000019651	Prolemur_simus
ENSOGAP00000010373	ENSOGAG00000011591	Otolemur_garnettii
ENSLAFP00000015617	ENSLAFG00000018628	Loxodonta_africana
ENSPCAP00000001352	ENSPCAG00000001449	Procavia_capensis
ENSETEP00000013402	ENSETEG00000016520	Echinops_telfairi
ENSCHOP00000001060	ENSCHOG00000001196	Choloepus_hoffmanni
ENSDNOP00000012986	ENSDNOG00000016761	Dasypus_novemcinctus
ENSOANP00000017034	ENSOANG00000010741	Ornithorhynchus_anatinus
ENSXETP00000026747	ENSXETG00000009662	Xenopus_tropicalis
ENSLACP00000018325	ENSLACG00000016141	Latimeria_chalumnae
ENSAMXP00000020877	ENSAMXG00000020242	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005019574	ENSAMXG00005010156	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000034037	ENSPNAG00000023045	Pygocentrus_nattereri
ENSIPUP00000011190	ENSIPUG00000007619	Ictalurus_punctatus
ENSEEEP00000020281	ENSEEEG00000009904	Electrophorus_electricus
ENSDARP00000042942	ENSDARG00000016897	Danio_rerio
ENSAMXP00005023251	ENSAMXG00005011940	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000006228	ENSAMXG00000006066	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000025483	ENSPNAG00000001410	Pygocentrus_nattereri
ENSIPUP00000025825	ENSIPUG00000017487	Ictalurus_punctatus
ENSEEEP00000044295	ENSEEEG00000020929	Electrophorus_electricus
ENSDARP00000043955	ENSDARG00000029848	Danio_rerio
ENSDCDP00000028353	ENSDCDG00000020463	Denticeps_clupeoides
ENSCHAP00000027393	ENSCHAG00000013299	Clupea_harengus
ENSHHUP00000002529	ENSHHUG00000001625	Hucho_hucho
ENSELUP00000026260	ENSELUG00000002086	Esox_lucius
ENSHHUP00000033710	ENSHHUG00000021271	Hucho_hucho
ENSELUP00000010661	ENSELUG00000011126	Esox_lucius
ENSCGOP00000030524	ENSCGOG00000014167	Cottoperca_gobio
ENSGACP00000003519	ENSGACG00000002686	Gasterosteus_aculeatus
ENSLBEP00000018052	ENSLBEG00000013913	Labrus_bergylta
ENSTNIP00000010996	ENSTNIG00000008170	Tetraodon_nigroviridis
ENSSMAP00000028180	ENSSMAG00000017242	Scophthalmus_maximus
ENSCSEP00000016141	ENSCSEG00000010388	Cynoglossus_semilaevis
ENSSDUP00000016709	ENSSDUG00000012200	Seriola_dumerili
ENSSLDP00000009716	ENSSLDG00000007722	Seriola_lalandi_dorsalis
ENSFHEP00000017132	ENSFHEG00000018837	Fundulus_heteroclitus
ENSCVAP00000011359	ENSCVAG00000013660	Cyprinodon_variegatus
ENSXCOP00000009117	ENSXCOG00000006954	Xiphophorus_couchianus
ENSXMAP00000007325	ENSXMAG00000007298	Xiphophorus_maculatus
ENSGAFP00000013478	ENSGAFG00000009087	Gambusia_affinis
ENSPFOP00000000464	ENSPFOG00000000442	Poecilia_formosa
ENSPMEP00000014367	ENSPMEG00000016770	Poecilia_mexicana
ENSPLAP00000023704	ENSPLAG00000009286	Poecilia_latipinna
ENSPREP00000020566	ENSPREG00000013899	Poecilia_reticulata
ENSKMAP00000008475	ENSKMAG00000006361	Kryptolebias_marmoratus
ENSORLP00020031880	ENSORLG00020017147	Oryzias_latipes_ASM223471v1
ENSORLP00015016686	ENSORLG00015017671	Oryzias_latipes_ASM223469v1
ENSORLP00000045351	ENSORLG00000026830	Oryzias_latipes_ASM223467v1
ENSOMEP00000010141	ENSOMEG00000011379	Oryzias_melastigma
ENSMZEP00005028687	ENSMZEG00005021393	Maylandia_zebra
ENSACLP00000035005	ENSACLG00000023714	Astatotilapia_calliptera
ENSHBUP00000033786	ENSHBUG00000020908	Haplochromis_burtoni
ENSPNYP00000000871	ENSPNYG00000000708	Pundamilia_nyererei
ENSNBRP00000001447	ENSNBRG00000001105	Neolamprologus_brichardi
ENSONIP00000018032	ENSONIG00000014341	Oreochromis_niloticus
ENSACIP00000001789	ENSACIG00000001453	Amphilophus_citrinellus
ENSAOCP00000025442	ENSAOCG00000013006	Amphiprion_ocellaris
ENSAPEP00000031710	ENSAPEG00000022497	Amphiprion_percula
ENSAPOP00000017334	ENSAPOG00000020516	Acanthochromis_polyacanthus
ENSSPAP00000029186	ENSSPAG00000021946	Stegastes_partitus
ENSPRNP00000046006	ENSPRNG00000022230	Parambassis_ranga
ENSMALP00000002865	ENSMALG00000002139	Monopterus_albus
ENSMAMP00000034210	ENSMAMG00000022987	Mastacembelus_armatus
ENSBSLP00000031670	ENSBSLG00000015605	Betta_splendens
ENSATEP00000019955	ENSATEG00000013909	Anabas_testudineus
ENSHCOP00000010382	ENSHCOG00000012983	Hippocampus_comes
ENSPMGP00000006677	ENSPMGG00000005586	Periophthalmus_magnuspinnatus
ENSLCAP00010017261	ENSLCAG00010008192	Lates_calcarifer
ENSLCAP00010002734	ENSLCAG00010001504	Lates_calcarifer
ENSSMAP00000014856	ENSSMAG00000009100	Scophthalmus_maximus
ENSSDUP00000020776	ENSSDUG00000015130	Seriola_dumerili
ENSSLDP00000021925	ENSSLDG00000017120	Seriola_lalandi_dorsalis
ENSATEP00000033975	ENSATEG00000023359	Anabas_testudineus
ENSACIP00000018581	ENSACIG00000014494	Amphilophus_citrinellus
ENSPRNP00000013997	ENSPRNG00000007641	Parambassis_ranga
ENSMAMP00000030378	ENSMAMG00000020470	Mastacembelus_armatus
ENSMALP00000016204	ENSMALG00000011367	Monopterus_albus
ENSCSEP00000006554	ENSCSEG00000004244	Cynoglossus_semilaevis
ENSPMEP00000033292	ENSPMEG00000021707	Poecilia_mexicana
ENSPFOP00000001459	ENSPFOG00000001426	Poecilia_formosa
ENSPLAP00000029477	ENSPLAG00000019728	Poecilia_latipinna
ENSPREP00000007603	ENSPREG00000005208	Poecilia_reticulata
ENSXCOP00000017138	ENSXCOG00000012917	Xiphophorus_couchianus
ENSXMAP00000006572	ENSXMAG00000006556	Xiphophorus_maculatus
ENSGAFP00000001175	ENSGAFG00000000807	Gambusia_affinis
ENSCVAP00000021046	ENSCVAG00000002842	Cyprinodon_variegatus
ENSORLP00000021691	ENSORLG00000017343	Oryzias_latipes_ASM223467v1
ENSORLP00015004057	ENSORLG00015004797	Oryzias_latipes_ASM223469v1
ENSORLP00020024191	ENSORLG00020005453	Oryzias_latipes_ASM223471v1
ENSOMEP00000021090	ENSOMEG00000022987	Oryzias_melastigma
ENSACLP00000017468	ENSACLG00000011935	Astatotilapia_calliptera
ENSMZEP00005026023	ENSMZEG00005019407	Maylandia_zebra
ENSHBUP00000002678	ENSHBUG00000003887	Haplochromis_burtoni
ENSPNYP00000015567	ENSPNYG00000011784	Pundamilia_nyererei
ENSNBRP00000018389	ENSNBRG00000014171	Neolamprologus_brichardi
ENSONIP00000022708	ENSONIG00000018020	Oreochromis_niloticus
ENSAOCP00000020497	ENSAOCG00000004651	Amphiprion_ocellaris
ENSAPEP00000033450	ENSAPEG00000023761	Amphiprion_percula
ENSAPOP00000006189	ENSAPOG00000008008	Acanthochromis_polyacanthus
ENSSPAP00000021781	ENSSPAG00000016441	Stegastes_partitus
ENSMMOP00000007807	ENSMMOG00000006072	Mola_mola
ENSPMGP00000020205	ENSPMGG00000016365	Periophthalmus_magnuspinnatus
ENSGACP00000000929	ENSGACG00000000717	Gasterosteus_aculeatus
ENSTNIP00000001620	ENSTNIG00000001333	Tetraodon_nigroviridis
ENSHCOP00000004583	ENSHCOG00000006064	Hippocampus_comes
ENSGMOP00000020980	ENSGMOG00000019500	Gadus_morhua
ENSSFOP00015019278	ENSSFOG00015012415	Scleropages_formosus
ENSPKIP00000021929	ENSPKIG00000006139	Paramormyrops_kingsleyae
ENSLOCP00000004108	ENSLOCG00000003459	Lepisosteus_oculatus
ENSECRP00000006903	ENSECRG00000004590	Erpetoichthys_calabaricus
ENSCMIP00000013085	ENSCMIG00000006612	Callorhinchus_milii
