ENSCPGP00000002376	ENSCPGG00000001763	Calidris_pygmaea
ENSCPUP00000012344	ENSCPUG00000008736	Calidris_pugnax
ENSGALP00000026286	ENSGALG00000016325	Gallus_gallus
ENSCJPP00005008890	ENSCJPG00005007886	Coturnix_japonica
ENSNMEP00000002047	ENSNMEG00000002586	Numida_meleagris
ENSGALP00000030998	ENSGALG00000028551	Gallus_gallus
ENSCJPP00005008951	ENSCJPG00005007914	Coturnix_japonica
ENSMGAP00000019387	ENSMGAG00000013937	Meleagris_gallopavo
ENSNMEP00000025014	ENSNMEG00000021206	Numida_meleagris
ENSCJPP00005008996	ENSCJPG00005007935	Coturnix_japonica
ENSMGAP00000014748	ENSMGAG00000013940	Meleagris_gallopavo
ENSGALP00000045827	ENSGALG00000038652	Gallus_gallus
ENSABRP00000024697	ENSABRG00000020746	Anser_brachyrhynchus
ENSMVIP00005026299	ENSMVIG00005018335	Manacus_vitellinus
ENSMVIP00005005747	ENSMVIG00005004397	Manacus_vitellinus
ENSMVIP00005007017	ENSMVIG00005005273	Manacus_vitellinus
ENSMVIP00005017308	ENSMVIG00005012370	Manacus_vitellinus
ENSMVIP00005007007	ENSMVIG00005005264	Manacus_vitellinus
ENSTGUP00000013263	ENSTGUG00000012881	Taeniopygia_guttata
ENSLSDP00000018133	ENSLSDG00000012947	Lonchura_striata_domestica
ENSSCAP00000015503	ENSSCAG00000011367	Serinus_canaria
ENSSCAP00000015512	ENSSCAG00000011375	Serinus_canaria
ENSZALP00000006590	ENSZALG00000005934	Zonotrichia_albicollis
ENSZALP00000006532	ENSZALG00000005933	Zonotrichia_albicollis
ENSCCEP00000001372	ENSCCEG00000001624	Cyanistes_caeruleus
ENSFALP00000001950	ENSFALG00000001874	Ficedula_albicollis
ENSMUNP00000017863	ENSMUNG00000013678	Melopsittacus_undulatus
ENSARWP00000016459	ENSARWG00000011254	Apteryx_rowi
ENSAOWP00000016174	ENSAOWG00000011022	Apteryx_owenii
ENSAHAP00000020356	ENSAHAG00000014183	Apteryx_haastii
ENSNPEP00000007337	ENSNPEG00000005113	Nothoprocta_perdicaria
ENSNPEP00000006772	ENSNPEG00000005105	Nothoprocta_perdicaria
ENSDNVP00000008620	ENSDNVG00000006130	Dromaius_novaehollandiae
ENSCPRP00005014925	ENSCPRG00005010362	Crocodylus_porosus
ENSCABP00000026798	ENSCABG00000019612	Chelonoidis_abingdonii
ENSGAGP00000025116	ENSGAGG00000018372	Gopherus_agassizii
ENSCPBP00000021326	ENSCPBG00000015328	Chrysemys_picta_bellii
ENSPSIP00000017363	ENSPSIG00000015454	Pelodiscus_sinensis
ENSSPUP00000009177	ENSSPUG00000007108	Sphenodon_punctatus
ENSACAP00000017900	ENSACAG00000021110	Anolis_carolinensis
ENSACAP00000022240	ENSACAG00000001664	Anolis_carolinensis
ENSACAP00000008839	ENSACAG00000009032	Anolis_carolinensis
ENSACAP00000008814	ENSACAG00000008898	Anolis_carolinensis
ENSPVIP00000005802	ENSPVIG00000004728	Pogona_vitticeps
ENSPVIP00000022676	ENSPVIG00000017005	Pogona_vitticeps
ENSPVIP00000004839	ENSPVIG00000003148	Pogona_vitticeps
ENSPVIP00000003847	ENSPVIG00000003073	Pogona_vitticeps
ENSNSUP00000009871	ENSNSUG00000007527	Notechis_scutatus
ENSSMRP00000000576	ENSSMRG00000000531	Salvator_merianae
ENSSMRP00000014481	ENSSMRG00000011284	Salvator_merianae
ENSSMRP00000003387	ENSSMRG00000002834	Salvator_merianae
ENSPMJP00000005446	ENSPMJG00000004714	Parus_major
ENSLAFP00000029268	ENSLAFG00000031720	Loxodonta_africana
ENSLAFP00000026887	ENSLAFG00000027205	Loxodonta_africana
ENSPCAP00000007864	ENSPCAG00000008428	Procavia_capensis
ENSDNOP00000029510	ENSDNOG00000042449	Dasypus_novemcinctus
ENSOPRP00000014645	ENSOPRG00000016033	Ochotona_princeps
ENSOPRP00000004874	ENSOPRG00000005310	Ochotona_princeps
ENSOPRP00000005079	ENSOPRG00000005538	Ochotona_princeps
ENSOPRP00000012072	ENSOPRG00000013228	Ochotona_princeps
ENSOCUP00000011098	ENSOCUG00000012895	Oryctolagus_cuniculus
ENSCGRP00001022511	ENSCGRG00001021036	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000005732	ENSCGRG00000004196	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000000370	ENSMAUG00000000323	Mesocricetus_auratus
ENSMAUP00000013979	ENSMAUG00000013867	Mesocricetus_auratus
ENSPEMP00000028078	ENSPEMG00000023708	Peromyscus_maniculatus_bairdii
ENSMOCP00000005997	ENSMOCG00000005557	Microtus_ochrogaster
ENSRNOP00000031201	ENSRNOG00000033402	Rattus_norvegicus
ENSNGAP00000001445	ENSNGAG00000001075	Nannospalax_galili
ENSCCNP00000021067	ENSCCNG00000020940	Castor_canadensis
ENSPTEP00000005686	ENSPTEG00000006593	Piliocolobus_tephrosceles
ENSOGAP00000022586	ENSOGAG00000026926	Otolemur_garnettii
ENSPCOP00000029241	ENSPCOG00000027305	Propithecus_coquereli
ENSMICP00000042077	ENSMICG00000026922	Microcebus_murinus
ENSPCOP00000013556	ENSPCOG00000018411	Propithecus_coquereli
ENSMICP00000049754	ENSMICG00000001561	Microcebus_murinus
ENSPSMP00000023300	ENSPSMG00000016493	Prolemur_simus
ENSPSMP00000004955	ENSPSMG00000003857	Prolemur_simus
ENSMICP00000040739	ENSMICG00000041824	Microcebus_murinus
ENSOGAP00000013171	ENSOGAG00000014699	Otolemur_garnettii
ENSOGAP00000003310	ENSOGAG00000003726	Otolemur_garnettii
ENSTSYP00000018458	ENSTSYG00000026054	Carlito_syrichta
ENSTBEP00000001216	ENSTBEG00000001413	Tupaia_belangeri
ENSTBEP00000008975	ENSTBEG00000010388	Tupaia_belangeri
ENSCCNP00000030860	ENSCCNG00000029475	Castor_canadensis
ENSCCNP00000030855	ENSCCNG00000029474	Castor_canadensis
ENSCCNP00000030854	ENSCCNG00000029473	Castor_canadensis
ENSDORP00000019566	ENSDORG00000029294	Dipodomys_ordii
ENSDORP00000013609	ENSDORG00000014473	Dipodomys_ordii
