ENSCABP00000006015	ENSCABG00000004524	Chelonoidis_abingdonii
ENSGAGP00000021857	ENSGAGG00000015997	Gopherus_agassizii
ENSCPBP00000028099	ENSCPBG00000019870	Chrysemys_picta_bellii
ENSCPGP00000025289	ENSCPGG00000017441	Calidris_pygmaea
ENSCPUP00000015095	ENSCPUG00000010524	Calidris_pugnax
ENSFALP00000003013	ENSFALG00000002892	Ficedula_albicollis
ENSLCOP00000015072	ENSLCOG00000010790	Lepidothrix_coronata
ENSTGUP00000006470	ENSTGUG00000006284	Taeniopygia_guttata
ENSLSDP00000003438	ENSLSDG00000002622	Lonchura_striata_domestica
ENSGALP00000068228	ENSGALG00000054336	Gallus_gallus
ENSCJPP00005007377	ENSCJPG00005006810	Coturnix_japonica
ENSMGAP00000008426	ENSMGAG00000008236	Meleagris_gallopavo
ENSNMEP00000013694	ENSNMEG00000012427	Numida_meleagris
ENSABRP00000013883	ENSABRG00000012309	Anser_brachyrhynchus
ENSARWP00000020414	ENSARWG00000013980	Apteryx_rowi
ENSAOWP00000014565	ENSAOWG00000009914	Apteryx_owenii
ENSNPEP00000011315	ENSNPEG00000008492	Nothoprocta_perdicaria
ENSDNVP00000020875	ENSDNVG00000014610	Dromaius_novaehollandiae	ENSDNVT00000025171
ENSPVIP00000027829	ENSPVIG00000020664	Pogona_vitticeps
ENSACAP00000014666	ENSACAG00000014818	Anolis_carolinensis
ENSSMRP00000019618	ENSSMRG00000015294	Salvator_merianae
ENSSPUP00000020155	ENSSPUG00000015321	Sphenodon_punctatus
ENSVURP00010016062	ENSVURG00010012311	Vombatus_ursinus
ENSPCIP00000034345	ENSPCIG00000025406	Phascolarctos_cinereus
ENSMEUP00000002127	ENSMEUG00000002328	Notamacropus_eugenii
ENSSHAP00000016402	ENSSHAG00000013956	Sarcophilus_harrisii
ENSTTRP00000008971	ENSTTRG00000009463	Tursiops_truncatus
ENSSSCP00000050117	ENSSSCG00000007151	Sus_scrofa_strain_reference
ENSCHIP00000006682	ENSCHIG00000010437	Capra_hircus
ENSCHIP00000014553	ENSCHIG00000015422	Capra_hircus
ENSOARP00000001326	ENSOARG00000001274	Ovis_aries
ENSBIXP00000036262	ENSBIXG00000019702	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005009732	ENSBIXG00005014701	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000068685	ENSBTAG00000008436	Bos_taurus
ENSBMUP00000028255	ENSBMUG00000021164	Bos_mutus
ENSBBBP00000011955	ENSBBBG00000008018	Bison_bison_bison
ENSAMEP00000011325	ENSAMEG00000010721	Ailuropoda_melanoleuca
ENSUAMP00000035471	ENSUAMG00000026913	Ursus_americanus
ENSMPUP00000008643	ENSMPUG00000008713	Mustela_putorius_furo
ENSNVIP00000024898	ENSNVIG00000019210	Neovison_vison
ENSCAFP00020001999	ENSCAFG00020001737	Canis_lupus_dingo
ENSCAFP00000009275	ENSCAFG00000006175	Canis_lupus_familiaris
ENSVVUP00000033913	ENSVVUG00000024457	Vulpes_vulpes
ENSPPRP00000015567	ENSPPRG00000008321	Panthera_pardus
ENSPTIP00000003726	ENSPTIG00000006344	Panthera_tigris_altaica
ENSFCAP00000061851	ENSFCAG00000019152	Felis_catus
ENSEEUP00000011444	ENSEEUG00000012534	Erinaceus_europaeus
ENSPVAP00000012028	ENSPVAG00000012752	Pteropus_vampyrus
ENSMLUP00000007482	ENSMLUG00000008182	Myotis_lucifugus
ENSECAP00000037838	ENSECAG00000025092	Equus_caballus
ENSEASP00005001418	ENSEASG00005001177	Equus_asinus_asinus
ENSMUSP00000028804	ENSMUSG00000027330	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0056824	MGP_SPRETEiJ_G0025244	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000016814	ENSMSIG00000014383	Mus_spicilegus
MGP_CAROLIEiJ_P0054713	MGP_CAROLIEiJ_G0024324	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0065691	MGP_PahariEiJ_G0025769	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000051129	ENSRNOG00000021248	Rattus_norvegicus
ENSMUGP00000013986	ENSMUGG00000012103	Meriones_unguiculatus
ENSCGRP00001016801	ENSCGRG00001017028	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000011578	ENSCGRG00000008443	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015015291	ENSCGRG00015011685	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000013326	ENSMAUG00000013356	Mesocricetus_auratus
ENSMOCP00000000483	ENSMOCG00000000383	Microtus_ochrogaster
ENSPEMP00000012772	ENSPEMG00000012973	Peromyscus_maniculatus_bairdii
ENSNGAP00000006844	ENSNGAG00000010157	Nannospalax_galili
ENSJJAP00000010923	ENSJJAG00000014354	Jaculus_jaculus
ENSJJAP00000011371	ENSJJAG00000014721	Jaculus_jaculus
ENSCCNP00000015101	ENSCCNG00000015486	Castor_canadensis
ENSDORP00000020618	ENSDORG00000003852	Dipodomys_ordii
ENSSTOP00000022499	ENSSTOG00000024587	Ictidomys_tridecemlineatus
ENSSTOP00000019332	ENSSTOG00000027732	Ictidomys_tridecemlineatus
ENSUPAP00010002308	ENSUPAG00010001922	Urocitellus_parryii
ENSSDAP00000010746	ENSSDAG00000009678	Spermophilus_dauricus
ENSMMMP00000027432	ENSMMMG00000023949	Marmota_marmota_marmota
ENSCLAP00000015549	ENSCLAG00000010691	Chinchilla_lanigera
ENSODEP00000006785	ENSODEG00000005076	Octodon_degus
ENSCPOP00000006509	ENSCPOG00000007223	Cavia_porcellus
ENSCAPP00000009532	ENSCAPG00000010975	Cavia_aperea
ENSHGLP00000021762	ENSHGLG00000015547	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100018000	ENSHGLG00100013270	Heterocephalus_glaber_HetGla_1.0
