ENSDARP00000004160	ENSDARG00000019487	Danio_rerio
ENSPMAP00000003502	ENSPMAG00000003195	Petromyzon_marinus
ENSCCAP00000021222	ENSCCAG00000028445	Cebus_capucinus_imitator
ENSFDAP00000020102	ENSFDAG00000008684	Fukomys_damarensis
ENSLACP00000017278	ENSLACG00000015219	Latimeria_chalumnae
ENSAOCP00000013938	ENSAOCG00000018550	Amphiprion_ocellaris
ENSORLP00015000325	ENSORLG00015022995	Oryzias_latipes_ASM223469v1
ENSAMXP00005038844	ENSAMXG00005018382	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSANAP00000039871	ENSANAG00000037311	Aotus_nancymaae
ENSCCAP00000039527	ENSCCAG00000037586	Cebus_capucinus_imitator
ENSAOWP00000001601	ENSAOWG00000001151	Apteryx_owenii
ENSLCRP00005041654	ENSLCRG00005016000	Larimichthys_crocea
ENSAMEP00000015865	ENSAMEG00000015041	Ailuropoda_melanoleuca
ENSCANP00000019097	ENSCANG00000032984	Colobus_angolensis_palliatus
ENSABRP00000011087	ENSABRG00000009971	Anser_brachyrhynchus
ENSGAGP00000034373	ENSGAGG00000024424	Gopherus_agassizii
ENSARWP00000011422	ENSARWG00000007929	Apteryx_rowi
ENSDCDP00000000028	ENSDCDG00000000016	Denticeps_clupeoides
ENSPCIP00000026478	ENSPCIG00000019850	Phascolarctos_cinereus	ENSPCIT00000032585
ENSCCNP00000026118	ENSCCNG00000025385	Castor_canadensis
ENSXETP00000038613	ENSXETG00000001122	Xenopus_tropicalis
ENSMZEP00005016559	ENSMZEG00005012439	Maylandia_zebra
ENSPSMP00000013500	ENSPSMG00000009690	Prolemur_simus
ENSOANP00000022011	ENSOANG00000013964	Ornithorhynchus_anatinus
ENSUMAP00000001318	ENSUMAG00000001268	Ursus_maritimus
ENSPVIP00000021295	ENSPVIG00000015886	Pogona_vitticeps
ENSLCOP00000015895	ENSLCOG00000011350	Lepidothrix_coronata
ENSETEP00000016076	ENSETEG00000019789	Echinops_telfairi
ENSPREP00000025621	ENSPREG00000017301	Poecilia_reticulata
ENSPFOP00000016354	ENSPFOG00000016274	Poecilia_formosa
ENSGALP00000031806	ENSGALG00000020340	Gallus_gallus
ENSSARP00000003691	ENSSARG00000004077	Sorex_araneus
ENSPNYP00000011746	ENSPNYG00000008919	Pundamilia_nyererei
ENSMMUP00000002540	ENSMMUG00000001901	Macaca_mulatta
ENSORLP00020003278	ENSORLG00020004057	Oryzias_latipes_ASM223471v1
ENSCGRP00000023867	ENSCGRG00000017293	Cricetulus_griseus_CriGri_1.0
ENSANAP00000009882	ENSANAG00000022924	Aotus_nancymaae
ENSDNOP00000025903	ENSDNOG00000044818	Dasypus_novemcinctus
ENSPKIP00000005529	ENSPKIG00000022169	Paramormyrops_kingsleyae
ENSGAFP00000027426	ENSGAFG00000018530	Gambusia_affinis
ENSNLEP00000015025	ENSNLEG00000012362	Nomascus_leucogenys
ENSSBOP00000032831	ENSSBOG00000032600	Saimiri_boliviensis_boliviensis
ENSAMXP00000038635	ENSAMXG00000031685	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSDCDP00000000012	ENSDCDG00000000008	Denticeps_clupeoides
ENSPTRP00000010747	ENSPTRG00000006339	Pan_troglodytes
ENSCCEP00000001166	ENSCCEG00000001433	Cyanistes_caeruleus
ENSSDUP00000009728	ENSSDUG00000007157	Seriola_dumerili
ENSIPUP00000029371	ENSIPUG00000019849	Ictalurus_punctatus
ENSMOCP00000009809	ENSMOCG00000010006	Microtus_ochrogaster
ENSTNIP00000022530	ENSTNIG00000019328	Tetraodon_nigroviridis
ENSODEP00000015642	ENSODEG00000011543	Octodon_degus
ENSFALP00000001983	ENSFALG00000001908	Ficedula_albicollis
ENSPMEP00000022686	ENSPMEG00000003737	Poecilia_mexicana
ENSCHIP00000019887	ENSCHIG00000018735	Capra_hircus	ENSCHIT00000027710
ENSAPLP00000030932	ENSAPLG00000025218	Anas_platyrhynchos_platyrhynchos
ENSPMJP00000015693	ENSPMJG00000011903	Parus_major
ENSSHAP00000004749	ENSSHAG00000004170	Sarcophilus_harrisii	ENSSHAT00000004797
MGP_SPRETEiJ_P0033956	MGP_SPRETEiJ_G0018665	Mus_spretus_strain_SPRET/EiJ
ENSORLP00000011153	ENSORLG00000008892	Oryzias_latipes_ASM223467v1
ENSPMJP00000015694	ENSPMJG00000011904	Parus_major
ENSCPUP00000027941	ENSCPUG00000018796	Calidris_pugnax
ENSKMAP00000023869	ENSKMAG00000017699	Kryptolebias_marmoratus
ENSLCAP00010053093	ENSLCAG00010024694	Lates_calcarifer
ENSBIXP00005040595	ENSBIXG00005023289	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMMOP00000013172	ENSMMOG00000010099	Mola_mola
ENSCANP00000007564	ENSCANG00000024812	Colobus_angolensis_palliatus
ENSECRP00000020756	ENSECRG00000013962	Erpetoichthys_calabaricus
ENSCABP00000008629	ENSCABG00000006519	Chelonoidis_abingdonii
ENSPCOP00000003104	ENSPCOG00000009417	Propithecus_coquereli
ENSBMUP00000006672	ENSBMUG00000005288	Bos_mutus
ENSOPRP00000002002	ENSOPRG00000002179	Ochotona_princeps
ENSPPRP00000006062	ENSPPRG00000001600	Panthera_pardus
MGP_CAROLIEiJ_P0032457	MGP_CAROLIEiJ_G0017820	Mus_caroli_strain_CAROLI_EIJ
ENSVVUP00000041812	ENSVVUG00000029745	Vulpes_vulpes
ENSPMGP00000002478	ENSPMGG00000002176	Periophthalmus_magnuspinnatus
ENSPANP00000016864	ENSPANG00000024493	Papio_anubis
ENSPTEP00000042886	ENSPTEG00000039144	Piliocolobus_tephrosceles
ENSUPAP00010001715	ENSUPAG00010001455	Urocitellus_parryii
ENSBTAP00000014908	ENSBTAG00000011225	Bos_taurus
ENSMLUP00000005252	ENSMLUG00000005745	Myotis_lucifugus
ENSLSDP00000003953	ENSLSDG00000003076	Lonchura_striata_domestica
ENSTBEP00000003699	ENSTBEG00000004278	Tupaia_belangeri
ENSRBIP00000027517	ENSRBIG00000037627	Rhinopithecus_bieti
ENSEEUP00000007528	ENSEEUG00000008276	Erinaceus_europaeus
ENSCLAP00000018175	ENSCLAG00000012466	Chinchilla_lanigera
ENSCHOP00000009999	ENSCHOG00000011305	Choloepus_hoffmanni
ENSPTRP00000081103	ENSPTRG00000051971	Pan_troglodytes
ENSCATP00000038562	ENSCATG00000041956	Cercocebus_atys
ENSANAP00000008547	ENSANAG00000022304	Aotus_nancymaae
ENSCPOP00000032674	ENSCPOG00000031959	Cavia_porcellus
ENSMSIP00000035161	ENSMSIG00000029286	Mus_spicilegus
ENSNPEP00000020256	ENSNPEG00000015060	Nothoprocta_perdicaria
ENSGMOP00000004592	ENSGMOG00000004328	Gadus_morhua
ENSOMEP00000021409	ENSOMEG00000023272	Oryzias_melastigma
ENSMFAP00000013102	ENSMFAG00000027945	Macaca_fascicularis
ENSNSUP00000021157	ENSNSUG00000015369	Notechis_scutatus
ENSCGRP00001017907	ENSCGRG00001017821	Cricetulus_griseus_CHOK1GS_HDv1
ENSHHUP00000090638	ENSHHUG00000052329	Hucho_hucho
ENSELUP00000018931	ENSELUG00000000771	Esox_lucius
ENSPPAP00000031806	ENSPPAG00000038812	Pan_paniscus
ENSFHEP00000002777	ENSFHEG00000003585	Fundulus_heteroclitus
ENSSFOP00015005378	ENSSFOG00015003536	Scleropages_formosus
ENSVPAP00000000692	ENSVPAG00000000752	Vicugna_pacos
ENSSPAP00000024219	ENSSPAG00000018255	Stegastes_partitus
ENSGWIP00000035821	ENSGWIG00000018491	Gouania_willdenowi
ENSCHIP00000005195	ENSCHIG00000009308	Capra_hircus	ENSCHIT00000012810
ENSSSCP00000070041	ENSSSCG00000038422	Sus_scrofa_strain_reference
ENSCPBP00000029982	ENSCPBG00000021130	Chrysemys_picta_bellii
ENSTGUP00000013531	ENSTGUG00000013139	Taeniopygia_guttata
ENSEBUP00000018051	ENSEBUG00000011278	Eptatretus_burgeri
ENSMMMP00000000800	ENSMMMG00000000761	Marmota_marmota_marmota
ENSTRUP00000018284	ENSTRUG00000007397	Takifugu_rubripes
ENSSFOP00015014783	ENSSFOG00015009516	Scleropages_formosus
ENSOGAP00000005746	ENSOGAG00000006427	Otolemur_garnettii
ENSCPGP00000012595	ENSCPGG00000008945	Calidris_pygmaea
ENSACIP00000012549	ENSACIG00000009789	Amphilophus_citrinellus
ENSAPOP00000018099	ENSAPOG00000021393	Acanthochromis_polyacanthus
ENSXCOP00000005030	ENSXCOG00000003949	Xiphophorus_couchianus
ENSUAMP00000003939	ENSUAMG00000003635	Ursus_americanus
ENSHHUP00000062968	ENSHHUG00000037192	Hucho_hucho
ENSNBRP00000008435	ENSNBRG00000006607	Neolamprologus_brichardi
ENSRROP00000035327	ENSRROG00000041170	Rhinopithecus_roxellana
ENSEASP00005011897	ENSEASG00005008326	Equus_asinus_asinus
ENSBSLP00000035623	ENSBSLG00000017406	Betta_splendens
ENSVURP00010022770	ENSVURG00010017450	Vombatus_ursinus	ENSVURT00010025917
ENSPRNP00000016989	ENSPRNG00000009035	Parambassis_ranga
ENSDNVP00000009814	ENSDNVG00000006937	Dromaius_novaehollandiae
ENSCAPP00000007022	ENSCAPG00000009067	Cavia_aperea
ENSFCAP00000043829	ENSFCAG00000041427	Felis_catus
ENSHBUP00000015252	ENSHBUG00000017152	Haplochromis_burtoni
ENSODEP00000011380	ENSODEG00000008463	Octodon_degus
ENSSCAP00000002079	ENSSCAG00000001808	Serinus_canaria
ENSMUGP00000023108	ENSMUGG00000019354	Meriones_unguiculatus
ENSSDAP00000017804	ENSSDAG00000016208	Spermophilus_dauricus
ENSMNEP00000025047	ENSMNEG00000036032	Macaca_nemestrina
ENSHGLP00100018496	ENSHGLG00100013634	Heterocephalus_glaber_HetGla_1.0
ENSCCNP00000012293	ENSCCNG00000012750	Castor_canadensis
ENSPCAP00000011475	ENSPCAG00000012315	Procavia_capensis
ENSLOCP00000014721	ENSLOCG00000011971	Lepisosteus_oculatus
ENSCJAP00000067314	ENSCJAG00000048070	Callithrix_jacchus
ENSMEUP00000004652	ENSMEUG00000005094	Notamacropus_eugenii	ENSMEUT00000005098
ENSAHAP00000000550	ENSAHAG00000000435	Apteryx_haastii
ENSCAFP00020024217	ENSCAFG00020019064	Canis_lupus_dingo
ENSNVIP00000002132	ENSNVIG00000001705	Neovison_vison
ENSMUNP00000011412	ENSMUNG00000008967	Melopsittacus_undulatus
ENSBIXP00000037146	ENSBIXG00000020660	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSDORP00000013777	ENSDORG00000014646	Dipodomys_ordii
ENSSLDP00000003472	ENSSLDG00000002755	Seriola_lalandi_dorsalis
ENSNGAP00000016560	ENSNGAG00000017261	Nannospalax_galili
ENSPTIP00000007114	ENSPTIG00000008851	Panthera_tigris_altaica
ENSJHYP00000004950	ENSJHYG00000004062	Junco_hyemalis
ENSCSEP00000011350	ENSCSEG00000007298	Cynoglossus_semilaevis
ENSMLEP00000013097	ENSMLEG00000030724	Mandrillus_leucophaeus
ENSONIP00000000702	ENSONIG00000000553	Oreochromis_niloticus
ENSMICP00000007913	ENSMICG00000008688	Microcebus_murinus
ENSTTRP00000006576	ENSTTRG00000006948	Tursiops_truncatus
ENSCGOP00000005225	ENSCGOG00000002735	Cottoperca_gobio
ENSSMRP00000009450	ENSSMRG00000007540	Salvator_merianae
ENSBBBP00000021518	ENSBBBG00000015156	Bison_bison_bison
ENSMODP00000016514	ENSMODG00000013196	Monodelphis_domestica	ENSMODT00000016818
ENSACLP00000003483	ENSACLG00000002382	Astatotilapia_calliptera
ENSSBOP00000000706	ENSSBOG00000003211	Saimiri_boliviensis_boliviensis
ENSSPUP00000004807	ENSSPUG00000003725	Sphenodon_punctatus
ENSACAP00000003838	ENSACAG00000003935	Anolis_carolinensis
ENSMFAP00000001126	ENSMFAG00000042769	Macaca_fascicularis
ENSLAFP00000011086	ENSLAFG00000013251	Loxodonta_africana
