ENSAOWP00000014874	ENSAOWG00000010154	Apteryx_owenii	ENSAOWT00000016870
ENSAHAP00000007878	ENSAHAG00000005853	Apteryx_haastii	ENSAHAT00000008768
ENSARWP00000003683	ENSARWG00000002739	Apteryx_rowi	ENSARWT00000004271
ENSDNVP00000005159	ENSDNVG00000003699	Dromaius_novaehollandiae	ENSDNVT00000006214
ENSNPEP00000004286	ENSNPEG00000003285	Nothoprocta_perdicaria
ENSABRP00000017636	ENSABRG00000015241	Anser_brachyrhynchus
ENSAPLP00000006205	ENSAPLG00000006586	Anas_platyrhynchos_platyrhynchos
ENSGALP00000012493	ENSGALG00000007716	Gallus_gallus
ENSMGAP00000003980	ENSMGAG00000004192	Meleagris_gallopavo
ENSCJPP00005014267	ENSCJPG00005011922	Coturnix_japonica
ENSNMEP00000002723	ENSNMEG00000003365	Numida_meleagris
ENSLSDP00000010381	ENSLSDG00000007653	Lonchura_striata_domestica
ENSTGUP00000000037	ENSTGUG00000000036	Taeniopygia_guttata
ENSZALP00000014716	ENSZALG00000012183	Zonotrichia_albicollis
ENSJHYP00000011268	ENSJHYG00000008829	Junco_hyemalis
ENSSCAP00000023984	ENSSCAG00000017169	Serinus_canaria
ENSCCEP00000020726	ENSCCEG00000018824	Cyanistes_caeruleus
ENSPMJP00000009408	ENSPMJG00000007530	Parus_major
ENSFALP00000010274	ENSFALG00000009850	Ficedula_albicollis
ENSMVIP00005000645	ENSMVIG00005000545	Manacus_vitellinus
ENSLCOP00000005068	ENSLCOG00000003806	Lepidothrix_coronata
ENSMUNP00000012531	ENSMUNG00000009830	Melopsittacus_undulatus
ENSCPUP00000026668	ENSCPUG00000017942	Calidris_pugnax
ENSCPGP00000003627	ENSCPGG00000002655	Calidris_pygmaea
ENSCPRP00005009572	ENSCPRG00005006804	Crocodylus_porosus
ENSCABP00000014405	ENSCABG00000010757	Chelonoidis_abingdonii
ENSGAGP00000000494	ENSGAGG00000000410	Gopherus_agassizii
ENSCPBP00000005478	ENSCPBG00000004385	Chrysemys_picta_bellii
ENSPSIP00000003593	ENSPSIG00000003418	Pelodiscus_sinensis
ENSSPUP00000005552	ENSSPUG00000004242	Sphenodon_punctatus
ENSPVIP00000012276	ENSPVIG00000009570	Pogona_vitticeps
ENSACAP00000013808	ENSACAG00000014010	Anolis_carolinensis
ENSNSUP00000008760	ENSNSUG00000006744	Notechis_scutatus
ENSSMRP00000028247	ENSSMRG00000021720	Salvator_merianae
ENSMLUP00000004337	ENSMLUG00000004764	Myotis_lucifugus
ENSEEUP00000013415	ENSEEUG00000014705	Erinaceus_europaeus
ENSUMAP00000000556	ENSUMAG00000000659	Ursus_maritimus
ENSUAMP00000036622	ENSUAMG00000027740	Ursus_americanus
ENSAMEP00000000046	ENSAMEG00000000046	Ailuropoda_melanoleuca
ENSNVIP00000004846	ENSNVIG00000003883	Neovison_vison
ENSMPUP00000004945	ENSMPUG00000004984	Mustela_putorius_furo
ENSCAFP00000040270	ENSCAFG00000012380	Canis_lupus_familiaris
ENSCAFP00020016285	ENSCAFG00020013069	Canis_lupus_dingo
ENSVVUP00000033294	ENSVVUG00000024087	Vulpes_vulpes
ENSPPRP00000024602	ENSPPRG00000014816	Panthera_pardus
ENSPTIP00000018512	ENSPTIG00000016616	Panthera_tigris_altaica
ENSFCAP00000026158	ENSFCAG00000001153	Felis_catus
ENSPVAP00000011780	ENSPVAG00000012496	Pteropus_vampyrus
ENSCHIP00000030719	ENSCHIG00000025373	Capra_hircus
ENSOARP00000013264	ENSOARG00000012381	Ovis_aries
ENSBIXP00000003600	ENSBIXG00000010022	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005024945	ENSBIXG00005006949	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000058973	ENSBTAG00000008077	Bos_taurus
ENSBMUP00000015168	ENSBMUG00000011501	Bos_mutus
ENSBBBP00000025368	ENSBBBG00000020557	Bison_bison_bison
ENSTTRP00000002796	ENSTTRG00000002984	Tursiops_truncatus
ENSSSCP00000059301	ENSSSCG00000015105	Sus_scrofa_strain_reference
ENSECAP00000026461	ENSECAG00000006892	Equus_caballus
ENSPSMP00000003796	ENSPSMG00000002966	Prolemur_simus
ENSMICP00000047369	ENSMICG00000002696	Microcebus_murinus
ENSPCOP00000025777	ENSPCOG00000025147	Propithecus_coquereli
ENSOGAP00000008584	ENSOGAG00000009595	Otolemur_garnettii
ENSPTRP00000085996	ENSPTRG00000049421	Pan_troglodytes
ENSPPAP00000025309	ENSPPAG00000035786	Pan_paniscus
ENSP00000476176	ENSG00000137700	Homo_sapiens
ENSGGOP00000002612	ENSGGOG00000002650	Gorilla_gorilla
ENSPPYP00000004524	ENSPPYG00000003950	Pongo_abelii
ENSNLEP00000009001	ENSNLEG00000007380	Nomascus_leucogenys
ENSPTEP00000016726	ENSPTEG00000018329	Piliocolobus_tephrosceles
ENSCANP00000037806	ENSCANG00000042566	Colobus_angolensis_palliatus
ENSRBIP00000000758	ENSRBIG00000003785	Rhinopithecus_bieti
ENSRROP00000022328	ENSRROG00000035027	Rhinopithecus_roxellana
ENSMMUP00000022206	ENSMMUG00000016890	Macaca_mulatta
ENSMNEP00000042344	ENSMNEG00000043903	Macaca_nemestrina
ENSMFAP00000036406	ENSMFAG00000034499	Macaca_fascicularis
ENSCSAP00000015499	ENSCSAG00000002544	Chlorocebus_sabaeus
ENSMLEP00000027053	ENSMLEG00000037711	Mandrillus_leucophaeus
ENSCATP00000037950	ENSCATG00000041679	Cercocebus_atys
ENSPANP00000033947	ENSPANG00000016062	Papio_anubis
ENSTGEP00000030551	ENSTGEG00000024508	Theropithecus_gelada
ENSCCAP00000039505	ENSCCAG00000037570	Cebus_capucinus_imitator
