ENSLOCP00000017737	ENSLOCG00000014401	Lepisosteus_oculatus
ENSSFOP00015036576	ENSSFOG00015023255	Scleropages_formosus
ENSDCDP00000057692	ENSDCDG00000033466	Denticeps_clupeoides
ENSCHAP00000010737	ENSCHAG00000005778	Clupea_harengus
ENSAMXP00000001414	ENSAMXG00000001381	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005016845	ENSAMXG00005008755	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000025827	ENSPNAG00000001515	Pygocentrus_nattereri
ENSEEEP00000041287	ENSEEEG00000019537	Electrophorus_electricus
ENSDARP00000115298	ENSDARG00000060368	Danio_rerio
ENSMAMP00000009062	ENSMAMG00000006082	Mastacembelus_armatus
ENSMALP00000029129	ENSMALG00000020153	Monopterus_albus
ENSSMAP00000006683	ENSSMAG00000004106	Scophthalmus_maximus
ENSGACP00000015827	ENSGACG00000011961	Gasterosteus_aculeatus
ENSCGOP00000012288	ENSCGOG00000006037	Cottoperca_gobio
ENSLCRP00005011809	ENSLCRG00005005289	Larimichthys_crocea
ENSSLDP00000016248	ENSSLDG00000012872	Seriola_lalandi_dorsalis
ENSSLDP00000009811	ENSSLDG00000007821	Seriola_lalandi_dorsalis
ENSSDUP00000031035	ENSSDUG00000022260	Seriola_dumerili
ENSLCAP00010052881	ENSLCAG00010024601	Lates_calcarifer
ENSATEP00000030412	ENSATEG00000020901	Anabas_testudineus
ENSBSLP00000045516	ENSBSLG00000021649	Betta_splendens
ENSACLP00000019474	ENSACLG00000013192	Astatotilapia_calliptera
ENSMZEP00005012600	ENSMZEG00005009439	Maylandia_zebra
ENSPNYP00000025083	ENSPNYG00000018914	Pundamilia_nyererei
ENSHBUP00000013581	ENSHBUG00000000453	Haplochromis_burtoni
ENSNBRP00000009965	ENSNBRG00000007453	Neolamprologus_brichardi
ENSONIP00000013691	ENSONIG00000010881	Oreochromis_niloticus
ENSACIP00000026983	ENSACIG00000020852	Amphilophus_citrinellus
ENSPRNP00000003460	ENSPRNG00000002045	Parambassis_ranga
ENSAPEP00000014641	ENSAPEG00000010433	Amphiprion_percula
ENSAOCP00000015119	ENSAOCG00000019861	Amphiprion_ocellaris
ENSAPOP00000017499	ENSAPOG00000020702	Acanthochromis_polyacanthus
ENSSPAP00000016412	ENSSPAG00000012123	Stegastes_partitus
ENSTNIP00000007581	ENSTNIG00000004917	Tetraodon_nigroviridis
ENSTRUP00000019328	ENSTRUG00000007778	Takifugu_rubripes
ENSMMOP00000020543	ENSMMOG00000015621	Mola_mola
ENSLBEP00000030866	ENSLBEG00000023269	Labrus_bergylta
ENSPFOP00000017337	ENSPFOG00000017213	Poecilia_formosa
ENSPMEP00000021295	ENSPMEG00000001429	Poecilia_mexicana
ENSPLAP00000025334	ENSPLAG00000012355	Poecilia_latipinna
ENSPREP00000016289	ENSPREG00000010845	Poecilia_reticulata
ENSXMAP00000015109	ENSXMAG00000015071	Xiphophorus_maculatus
ENSXCOP00000020713	ENSXCOG00000015519	Xiphophorus_couchianus
ENSGAFP00000013147	ENSGAFG00000008259	Gambusia_affinis
ENSCVAP00000027524	ENSCVAG00000014129	Cyprinodon_variegatus
ENSFHEP00000000919	ENSFHEG00000001678	Fundulus_heteroclitus
ENSKMAP00000002848	ENSKMAG00000002191	Kryptolebias_marmoratus
ENSORLP00000016523	ENSORLG00000013182	Oryzias_latipes_ASM223467v1
ENSORLP00015016155	ENSORLG00015017143	Oryzias_latipes_ASM223469v1
ENSORLP00020002276	ENSORLG00020003038	Oryzias_latipes_ASM223471v1
ENSOMEP00000012496	ENSOMEG00000000935	Oryzias_melastigma
ENSHCOP00000012109	ENSHCOG00000015107	Hippocampus_comes
ENSCSEP00000028469	ENSCSEG00000018189	Cynoglossus_semilaevis
ENSGWIP00000013322	ENSGWIG00000007623	Gouania_willdenowi
ENSPMGP00000028731	ENSPMGG00000023124	Periophthalmus_magnuspinnatus
ENSGMOP00000006779	ENSGMOG00000006369	Gadus_morhua
ENSHHUP00000033015	ENSHHUG00000020868	Hucho_hucho
ENSHHUP00000030210	ENSHHUG00000019160	Hucho_hucho
ENSELUP00000019749	ENSELUG00000019036	Esox_lucius
ENSPKIP00000018761	ENSPKIG00000004211	Paramormyrops_kingsleyae
ENSECRP00000015237	ENSECRG00000010162	Erpetoichthys_calabaricus
ENSLACP00000008139	ENSLACG00000007207	Latimeria_chalumnae
ENSCMIP00000005371	ENSCMIG00000003127	Callorhinchus_milii
