ENSARWP00000008069	ENSARWG00000005653	Apteryx_rowi
ENSAHAP00000021992	ENSAHAG00000015458	Apteryx_haastii
ENSAOWP00000028704	ENSAOWG00000019336	Apteryx_owenii
ENSDNVP00000006895	ENSDNVG00000004937	Dromaius_novaehollandiae
ENSCPGP00000009741	ENSCPGG00000006930	Calidris_pygmaea
ENSCPRP00005020583	ENSCPRG00005014296	Crocodylus_porosus
ENSCABP00000003959	ENSCABG00000002990	Chelonoidis_abingdonii
ENSGAGP00000034042	ENSGAGG00000024188	Gopherus_agassizii
ENSCPBP00000039687	ENSCPBG00000027330	Chrysemys_picta_bellii
ENSPSIP00000008385	ENSPSIG00000007678	Pelodiscus_sinensis
ENSPSIP00000001318	ENSPSIG00000001320	Pelodiscus_sinensis
ENSAPLP00000018627	ENSAPLG00000022835	Anas_platyrhynchos_platyrhynchos
ENSABRP00000018591	ENSABRG00000015984	Anser_brachyrhynchus
ENSCPUP00000028151	ENSCPUG00000018964	Calidris_pugnax
ENSACAP00000001207	ENSACAG00000001302	Anolis_carolinensis
ENSNSUP00000027833	ENSNSUG00000019871	Notechis_scutatus
ENSMODP00000042604	ENSMODG00000042718	Monodelphis_domestica
ENSPCIP00000031767	ENSPCIG00000023578	Phascolarctos_cinereus
ENSCCAP00000008082	ENSCCAG00000021797	Cebus_capucinus_imitator
ENSCCAP00000035192	ENSCCAG00000035516	Cebus_capucinus_imitator
ENSSBOP00000002986	ENSSBOG00000015130	Saimiri_boliviensis_boliviensis
ENSCSAP00000013806	ENSCSAG00000017786	Chlorocebus_sabaeus
ENSTSYP00000023551	ENSTSYG00000036408	Carlito_syrichta
ENSPCOP00000022680	ENSPCOG00000023455	Propithecus_coquereli
ENSPSMP00000017373	ENSPSMG00000012376	Prolemur_simus
ENSPEMP00000031830	ENSPEMG00000025747	Peromyscus_maniculatus_bairdii
ENSNGAP00000001316	ENSNGAG00000000982	Nannospalax_galili
ENSJJAP00000014092	ENSJJAG00000016642	Jaculus_jaculus
ENSDORP00000017684	ENSDORG00000028513	Dipodomys_ordii
ENSFDAP00000021491	ENSFDAG00000007666	Fukomys_damarensis
ENSHGLP00100019197	ENSHGLG00100014152	Heterocephalus_glaber_HetGla_1.0
ENSCPOP00000007445	ENSCPOG00000008281	Cavia_porcellus
ENSSTOP00000016446	ENSSTOG00000015498	Ictidomys_tridecemlineatus
ENSUMAP00000029666	ENSUMAG00000021463	Ursus_maritimus
ENSUAMP00000013795	ENSUAMG00000011094	Ursus_americanus
ENSVVUP00000018449	ENSVVUG00000013568	Vulpes_vulpes
ENSCAFP00020017854	ENSCAFG00020014305	Canis_lupus_dingo
ENSBBBP00000012307	ENSBBBG00000020139	Bison_bison_bison
ENSCHIP00000005223	ENSCHIG00000009351	Capra_hircus
ENSDNOP00000031025	ENSDNOG00000040624	Dasypus_novemcinctus
MGP_SPRETEiJ_P0048005	MGP_SPRETEiJ_G0022922	Mus_spretus_strain_SPRET/EiJ	MGP_SPRETEiJ_T0048005
ENSMSIP00000008120	ENSMSIG00000007159	Mus_spicilegus	ENSMSIT00000010321
ENSMUSP00000140870	ENSMUSG00000024430	Mus_musculus_strain_reference_(CL57BL6)	ENSMUST00000186263
MGP_CAROLIEiJ_P0046078	MGP_CAROLIEiJ_G0022008	Mus_caroli_strain_CAROLI_EIJ	MGP_CAROLIEiJ_T0046078
MGP_PahariEiJ_P0038692	MGP_PahariEiJ_G0018745	Mus_pahari_strain_PAHARI_EIJ	MGP_PahariEiJ_T0038692
ENSRNOP00000065843	ENSRNOG00000047436	Rattus_norvegicus	ENSRNOT00000071392
ENSMUGP00000009205	ENSMUGG00000008236	Meriones_unguiculatus	ENSMUGT00000010814
ENSMUGP00000008953	ENSMUGG00000007975	Meriones_unguiculatus	ENSMUGT00000010531
ENSCGRP00015010718	ENSCGRG00015008239	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001007714	ENSCGRG00001010088	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000007841	ENSCGRG00000005722	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000007566	ENSMAUG00000009212	Mesocricetus_auratus
ENSMOCP00000019393	ENSMOCG00000017399	Microtus_ochrogaster
ENSCCNP00000003235	ENSCCNG00000003467	Castor_canadensis
