ENSUMAP00000025071	ENSUMAG00000018269	Ursus_maritimus
ENSHGLP00100005357	ENSHGLG00100004067	Heterocephalus_glaber_HetGla_1.0
ENSRNOP00000010121	ENSRNOG00000007652	Rattus_norvegicus
ENSHGLP00000019100	ENSHGLG00000013692	Heterocephalus_glaber_HetGla_female_1.0
ENSSDAP00000022509	ENSSDAG00000020451	Spermophilus_dauricus
ENSMLUP00000015100	ENSMLUG00000016573	Myotis_lucifugus
ENSUAMP00000005581	ENSUAMG00000004947	Ursus_americanus
ENSFDAP00000001492	ENSFDAG00000011450	Fukomys_damarensis
ENSANAP00000038276	ENSANAG00000036597	Aotus_nancymaae
ENSNVIP00000022674	ENSNVIG00000017686	Neovison_vison
ENSMOCP00000011053	ENSMOCG00000011299	Microtus_ochrogaster
ENSBIXP00005036356	ENSBIXG00005006869	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCAPP00000003127	ENSCAPG00000005978	Cavia_aperea
ENSECAP00000007732	ENSECAG00000009732	Equus_caballus
ENSBTAP00000021212	ENSBTAG00000015953	Bos_taurus
ENSDORP00000001119	ENSDORG00000001196	Dipodomys_ordii
ENSSSCP00000030285	ENSSSCG00000014281	Sus_scrofa_strain_reference
ENSCHIP00000021940	ENSCHIG00000020082	Capra_hircus
ENSMUSP00000020650	ENSMUSG00000020383	Mus_musculus_strain_reference_(CL57BL6)
ENSP00000304915	ENSG00000169194	Homo_sapiens
ENSUPAP00010020282	ENSUPAG00010016041	Urocitellus_parryii
MGP_PahariEiJ_P0033418	MGP_PahariEiJ_G0017477	Mus_pahari_strain_PAHARI_EIJ
ENSVURP00010007495	ENSVURG00010005777	Vombatus_ursinus
ENSCAFP00000001250	ENSCAFG00000000878	Canis_lupus_familiaris
ENSVVUP00000034019	ENSVVUG00000024578	Vulpes_vulpes
ENSTGEP00000023441	ENSTGEG00000018976	Theropithecus_gelada
ENSPVAP00000014301	ENSPVAG00000015174	Pteropus_vampyrus
ENSOGAP00000013882	ENSOGAG00000015504	Otolemur_garnettii
ENSSTOP00000007125	ENSSTOG00000007967	Ictidomys_tridecemlineatus
ENSCAFP00020017857	ENSCAFG00020014310	Canis_lupus_dingo
ENSCANP00000022595	ENSCANG00000034729	Colobus_angolensis_palliatus
ENSGGOP00000004605	ENSGGOG00000004704	Gorilla_gorilla
ENSOPRP00000010726	ENSOPRG00000011765	Ochotona_princeps
ENSMFAP00000015652	ENSMFAG00000031033	Macaca_fascicularis
ENSSBOP00000017212	ENSSBOG00000025273	Saimiri_boliviensis_boliviensis
ENSMNEP00000004502	ENSMNEG00000020765	Macaca_nemestrina
ENSRBIP00000009386	ENSRBIG00000028591	Rhinopithecus_bieti
ENSMMUP00000004185	ENSMMUG00000003131	Macaca_mulatta
ENSMMMP00000017921	ENSMMMG00000015896	Marmota_marmota_marmota
ENSBMUP00000019183	ENSBMUG00000014514	Bos_mutus
ENSPTRP00000044414	ENSPTRG00000017219	Pan_troglodytes
ENSCCAP00000030734	ENSCCAG00000033417	Cebus_capucinus_imitator
ENSPTEP00000001223	ENSPTEG00000001336	Piliocolobus_tephrosceles
ENSODEP00000013875	ENSODEG00000010260	Octodon_degus
ENSCLAP00000023821	ENSCLAG00000016355	Chinchilla_lanigera
MGP_SPRETEiJ_P0028019	MGP_SPRETEiJ_G0017187	Mus_spretus_strain_SPRET/EiJ
ENSPTRP00000089132	ENSPTRG00000052345	Pan_troglodytes
ENSTTRP00000002439	ENSTTRG00000002601	Tursiops_truncatus
ENSPANP00000009476	ENSPANG00000005704	Papio_anubis
ENSJJAP00000000712	ENSJJAG00000000582	Jaculus_jaculus
ENSLAFP00000007442	ENSLAFG00000008861	Loxodonta_africana	ENSLAFT00000008861
ENSMLEP00000005198	ENSMLEG00000023325	Mandrillus_leucophaeus
ENSSARP00000008830	ENSSARG00000009774	Sorex_araneus
ENSTBEP00000015012	ENSTBEG00000017274	Tupaia_belangeri
ENSCSAP00000009932	ENSCSAG00000013781	Chlorocebus_sabaeus
ENSETEP00000008379	ENSETEG00000010319	Echinops_telfairi
ENSMSIP00000020850	ENSMSIG00000017705	Mus_spicilegus
ENSTSYP00000001426	ENSTSYG00000001534	Carlito_syrichta
ENSCCNP00000018109	ENSCCNG00000018403	Castor_canadensis
ENSCJAP00000024002	ENSCJAG00000013071	Callithrix_jacchus
ENSPSMP00000033539	ENSPSMG00000023129	Prolemur_simus
ENSAMEP00000018719	ENSAMEG00000017722	Ailuropoda_melanoleuca
ENSCATP00000013676	ENSCATG00000030939	Cercocebus_atys
ENSCGRP00001020779	ENSCGRG00001019822	Cricetulus_griseus_CHOK1GS_HDv1
ENSEASP00005026211	ENSEASG00005017869	Equus_asinus_asinus
ENSFCAP00000035894	ENSFCAG00000032683	Felis_catus
ENSOARP00000016026	ENSOARG00000014937	Ovis_aries
ENSPCOP00000009675	ENSPCOG00000016239	Propithecus_coquereli
ENSOANP00000025322	ENSOANG00000019951	Ornithorhynchus_anatinus
ENSMUGP00000022019	ENSMUGG00000018497	Meriones_unguiculatus
ENSBIXP00000039611	ENSBIXG00000006724	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPTIP00000018389	ENSPTIG00000016535	Panthera_tigris_altaica
ENSPCAP00000002031	ENSPCAG00000002187	Procavia_capensis
ENSPPAP00000015240	ENSPPAG00000030757	Pan_paniscus
ENSPEMP00000002917	ENSPEMG00000003732	Peromyscus_maniculatus_bairdii
ENSPPRP00000016417	ENSPPRG00000008703	Panthera_pardus
ENSCGRP00000012658	ENSCGRG00000009190	Cricetulus_griseus_CriGri_1.0
ENSMPUP00000010430	ENSMPUG00000010507	Mustela_putorius_furo
ENSOCUP00000000136	ENSOCUG00000000154	Oryctolagus_cuniculus
ENSBBBP00000016992	ENSBBBG00000025394	Bison_bison_bison
ENSNLEP00000030432	ENSNLEG00000036144	Nomascus_leucogenys
ENSMAUP00000007096	ENSMAUG00000008859	Mesocricetus_auratus
ENSPPYP00000017631	ENSPPYG00000015765	Pongo_abelii
ENSMICP00000043529	ENSMICG00000030495	Microcebus_murinus
ENSCGRP00015031878	ENSCGRG00015024060	Cricetulus_griseus_CriGri-PICR
MGP_CAROLIEiJ_P0026644	MGP_CAROLIEiJ_G0016343	Mus_caroli_strain_CAROLI_EIJ
ENSNGAP00000007095	ENSNGAG00000010419	Nannospalax_galili
ENSRROP00000029441	ENSRROG00000038522	Rhinopithecus_roxellana
ENSCPOP00000019140	ENSCPOG00000027078	Cavia_porcellus
