ENSBIXP00005024738	ENSBIXG00005004743	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPCIP00000053356	ENSPCIG00000019859	Phascolarctos_cinereus	ENSPCIT00000057316
ENSCMIP00000045010	ENSCMIG00000018589	Callorhinchus_milii	ENSCMIT00000045655
ENSNBRP00000029879	ENSNBRG00000022746	Neolamprologus_brichardi
ENSORLP00015006875	ENSORLG00015007737	Oryzias_latipes_ASM223469v1
ENSSMRP00000019667	ENSSMRG00000015338	Salvator_merianae
ENSCAFP00020030243	ENSCAFG00020023578	Canis_lupus_dingo
ENSXETP00000053527	ENSXETG00000019158	Xenopus_tropicalis
ENSOGAP00000013335	ENSOGAG00000014886	Otolemur_garnettii
ENSAOWP00000018159	ENSAOWG00000012393	Apteryx_owenii
ENSLCAP00010022749	ENSLCAG00010010673	Lates_calcarifer
ENSMFAP00000023638	ENSMFAG00000043431	Macaca_fascicularis
ENSSSCP00000060823	ENSSSCG00000001964	Sus_scrofa_strain_reference
ENSSMRP00000016623	ENSSMRG00000012956	Salvator_merianae
ENSNVIP00000003778	ENSNVIG00000002999	Neovison_vison
ENSMZEP00005001298	ENSMZEG00005001072	Maylandia_zebra
ENSTSYP00000016485	ENSTSYG00000036681	Carlito_syrichta
ENSACAP00000002506	ENSACAG00000002620	Anolis_carolinensis
ENSCPOP00000006291	ENSCPOG00000006976	Cavia_porcellus
ENSBMUP00000010903	ENSBMUG00000008339	Bos_mutus
ENSEBUP00000013420	ENSEBUG00000008463	Eptatretus_burgeri	ENSEBUT00000013995
ENSBBBP00000024760	ENSBBBG00000007628	Bison_bison_bison
ENSPRNP00000006074	ENSPRNG00000003636	Parambassis_ranga
ENSGALP00000059132	ENSGALG00000029022	Gallus_gallus
ENSPRNP00000006076	ENSPRNG00000003640	Parambassis_ranga
ENSCPRP00005004612	ENSCPRG00005003280	Crocodylus_porosus
ENSMMUP00000047575	ENSMMUG00000014839	Macaca_mulatta
ENSCVAP00000015002	ENSCVAG00000017759	Cyprinodon_variegatus
ENSTTRP00000003062	ENSTTRG00000003266	Tursiops_truncatus
ENSTBEP00000013948	ENSTBEG00000016041	Tupaia_belangeri
ENSCCAP00000026570	ENSCCAG00000031058	Cebus_capucinus_imitator
ENSPTEP00000024603	ENSPTEG00000025035	Piliocolobus_tephrosceles
ENSNPEP00000008056	ENSNPEG00000006026	Nothoprocta_perdicaria
ENSMODP00000058404	ENSMODG00000017620	Monodelphis_domestica	ENSMODT00000078873
ENSPVIP00000024813	ENSPVIG00000018656	Pogona_vitticeps
ENSEBUP00000022346	ENSEBUG00000013757	Eptatretus_burgeri
ENSMICP00000046525	ENSMICG00000031841	Microcebus_murinus
ENSLCOP00000015744	ENSLCOG00000011237	Lepidothrix_coronata
ENSDNVP00000016348	ENSDNVG00000011461	Dromaius_novaehollandiae
ENSCGOP00000028458	ENSCGOG00000013332	Cottoperca_gobio
ENSOANP00000022146	ENSOANG00000014044	Ornithorhynchus_anatinus
ENSMAUP00000001447	ENSMAUG00000001084	Mesocricetus_auratus
ENSCPBP00000037797	ENSCPBG00000026185	Chrysemys_picta_bellii
ENSCJPP00005022001	ENSCJPG00005017573	Coturnix_japonica
ENSSHAP00000003903	ENSSHAG00000003437	Sarcophilus_harrisii
ENSPMJP00000022487	ENSPMJG00000016650	Parus_major
ENSEEUP00000005993	ENSEEUG00000006528	Erinaceus_europaeus
ENSTGEP00000002130	ENSTGEG00000001800	Theropithecus_gelada
ENSMALP00000009314	ENSMALG00000006610	Monopterus_albus
ENSAPLP00000021389	ENSAPLG00000015085	Anas_platyrhynchos_platyrhynchos
ENSCMIP00000005687	ENSCMIG00000003270	Callorhinchus_milii
ENSETEP00000013471	ENSETEG00000016603	Echinops_telfairi
ENSSDUP00000014487	ENSSDUG00000010568	Seriola_dumerili
ENSECAP00000029012	ENSECAG00000021888	Equus_caballus
ENSTNIP00000005412	ENSTNIG00000002847	Tetraodon_nigroviridis	ENSTNIT00000005558
ENSMLEP00000038246	ENSMLEG00000043179	Mandrillus_leucophaeus
ENSCANP00000032626	ENSCANG00000039951	Colobus_angolensis_palliatus
ENSHCOP00000017147	ENSHCOG00000021038	Hippocampus_comes
ENSCATP00000011540	ENSCATG00000029945	Cercocebus_atys
ENSFDAP00000023021	ENSFDAG00000021269	Fukomys_damarensis
ENSLACP00000004424	ENSLACG00000003934	Latimeria_chalumnae
ENSHGLP00100006369	ENSHGLG00100004774	Heterocephalus_glaber_HetGla_1.0
ENSOCUP00000016794	ENSOCUG00000010632	Oryctolagus_cuniculus
ENSGAGP00000027349	ENSGAGG00000019884	Gopherus_agassizii
ENSCPUP00000003436	ENSCPUG00000002624	Calidris_pugnax
ENSANAP00000010119	ENSANAG00000023028	Aotus_nancymaae
ENSPANP00000038087	ENSPANG00000021333	Papio_anubis
ENSHHUP00000042946	ENSHHUG00000026414	Hucho_hucho
ENSDARP00000157103	ENSDARG00000109820	Danio_rerio
ENSPVAP00000004590	ENSPVAG00000004849	Pteropus_vampyrus
ENSNGAP00000018193	ENSNGAG00000018400	Nannospalax_galili
ENSPMEP00000001894	ENSPMEG00000002930	Poecilia_mexicana
ENSCGRP00000001362	ENSCGRG00000001047	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001012660	ENSCGRG00001014006	Cricetulus_griseus_CHOK1GS_HDv1
ENSMVIP00005002857	ENSMVIG00005002230	Manacus_vitellinus
ENSLAFP00000006034	ENSLAFG00000007169	Loxodonta_africana
ENSPTRP00000075056	ENSPTRG00000006249	Pan_troglodytes
ENSMAMP00000000039	ENSMAMG00000000032	Mastacembelus_armatus
ENSUMAP00000014079	ENSUMAG00000010286	Ursus_maritimus
MGP_PahariEiJ_P0082371	MGP_PahariEiJ_G0029501	Mus_pahari_strain_PAHARI_EIJ
ENSPLAP00000018980	ENSPLAG00000023911	Poecilia_latipinna
ENSPCAP00000006923	ENSPCAG00000007391	Procavia_capensis
ENSUPAP00010002274	ENSUPAG00010001878	Urocitellus_parryii
ENSBTAP00000056885	ENSBTAG00000004462	Bos_taurus
ENSAMXP00005028478	ENSAMXG00005013800	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCAFP00000050015	ENSCAFG00000049790	Canis_lupus_familiaris
ENSCGRP00015015802	ENSCGRG00015012062	Cricetulus_griseus_CriGri-PICR
ENSVPAP00000001022	ENSVPAG00000001108	Vicugna_pacos
ENSPPRP00000018280	ENSPPRG00000010049	Panthera_pardus
ENSNLEP00000025939	ENSNLEG00000032055	Nomascus_leucogenys
ENSCPGP00000007723	ENSCPGG00000005515	Calidris_pygmaea
ENSLCRP00005026433	ENSLCRG00005010444	Larimichthys_crocea
ENSMSIP00000005032	ENSMSIG00000004473	Mus_spicilegus
ENSGAFP00000010122	ENSGAFG00000006864	Gambusia_affinis
ENSOPRP00000007506	ENSOPRG00000008184	Ochotona_princeps
ENSXCOP00000006989	ENSXCOG00000005401	Xiphophorus_couchianus
ENSPSMP00000026997	ENSPSMG00000018919	Prolemur_simus
ENSP00000348460	ENSG00000151322	Homo_sapiens
ENSRROP00000034334	ENSRROG00000040719	Rhinopithecus_roxellana
ENSXMAP00000000071	ENSXMAG00000000074	Xiphophorus_maculatus
ENSFCAP00000049311	ENSFCAG00000041731	Felis_catus
ENSPMGP00000016253	ENSPMGG00000013340	Periophthalmus_magnuspinnatus
ENSGWIP00000038198	ENSGWIG00000019460	Gouania_willdenowi
ENSTRUP00000009657	ENSTRUG00000004071	Takifugu_rubripes
ENSHHUP00000087987	ENSHHUG00000050875	Hucho_hucho
ENSOARP00000007101	ENSOARG00000006629	Ovis_aries
ENSSTOP00000013206	ENSSTOG00000014736	Ictidomys_tridecemlineatus
ENSODEP00000010594	ENSODEG00000007900	Octodon_degus
ENSMNEP00000021894	ENSMNEG00000034614	Macaca_nemestrina
ENSPMAP00000010187	ENSPMAG00000009263	Petromyzon_marinus
ENSAMEP00000019837	ENSAMEG00000018786	Ailuropoda_melanoleuca
ENSPMAP00000010632	ENSPMAG00000009669	Petromyzon_marinus
ENSECRP00000024797	ENSECRG00000016667	Erpetoichthys_calabaricus
ENSMMOP00000017488	ENSMMOG00000013290	Mola_mola
ENSEEEP00000009275	ENSEEEG00000004757	Electrophorus_electricus
ENSPREP00000004043	ENSPREG00000002851	Poecilia_reticulata
ENSLBEP00000006225	ENSLBEG00000004799	Labrus_bergylta
ENSSPUP00000017757	ENSSPUG00000013629	Sphenodon_punctatus
ENSJHYP00000013269	ENSJHYG00000010301	Junco_hyemalis
ENSMMMP00000007586	ENSMMMG00000006799	Marmota_marmota_marmota
ENSPTIP00000017172	ENSPTIG00000015688	Panthera_tigris_altaica
ENSDORP00000000807	ENSDORG00000000860	Dipodomys_ordii
ENSAMXP00000008203	ENSAMXG00000007972	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSTGUP00000012275	ENSTGUG00000011912	Taeniopygia_guttata
ENSOMEP00000024871	ENSOMEG00000005794	Oryzias_melastigma
ENSPNYP00000019055	ENSPNYG00000014398	Pundamilia_nyererei
ENSEASP00005007963	ENSEASG00005005778	Equus_asinus_asinus
ENSCABP00000028103	ENSCABG00000020599	Chelonoidis_abingdonii
ENSMLUP00000015476	ENSMLUG00000016973	Myotis_lucifugus
ENSAHAP00000013905	ENSAHAG00000009996	Apteryx_haastii
ENSAPOP00000007683	ENSAPOG00000000276	Acanthochromis_polyacanthus
ENSELUP00000027368	ENSELUG00000003567	Esox_lucius
MGP_SPRETEiJ_P0033746	MGP_SPRETEiJ_G0018591	Mus_spretus_strain_SPRET/EiJ
ENSSCAP00000014638	ENSSCAG00000010750	Serinus_canaria
ENSLSDP00000003000	ENSLSDG00000002320	Lonchura_striata_domestica
ENSCHIP00000020910	ENSCHIG00000019397	Capra_hircus
ENSMPUP00000001037	ENSMPUG00000001045	Mustela_putorius_furo
ENSPCOP00000018142	ENSPCOG00000020941	Propithecus_coquereli
