ENSAOWP00000009181	ENSAOWG00000006303	Apteryx_owenii	ENSAOWT00000010411
ENSAHAP00000007749	ENSAHAG00000005778	Apteryx_haastii	ENSAHAT00000008633
ENSARWP00000022256	ENSARWG00000015167	Apteryx_rowi	ENSARWT00000025217
ENSDNVP00000007214	ENSDNVG00000005139	Dromaius_novaehollandiae	ENSDNVT00000008727
ENSNPEP00000004918	ENSNPEG00000003754	Nothoprocta_perdicaria
ENSCPUP00000005534	ENSCPUG00000004061	Calidris_pugnax
ENSCPGP00000001348	ENSCPGG00000001063	Calidris_pygmaea
ENSMUNP00000002715	ENSMUNG00000002364	Melopsittacus_undulatus
ENSLSDP00000023940	ENSLSDG00000016838	Lonchura_striata_domestica
ENSTGUP00000013249	ENSTGUG00000012866	Taeniopygia_guttata
ENSSCAP00000008610	ENSSCAG00000006565	Serinus_canaria
ENSFALP00000002982	ENSFALG00000002862	Ficedula_albicollis
ENSPMJP00000000408	ENSPMJG00000000386	Parus_major
ENSCCEP00000015911	ENSCCEG00000014977	Cyanistes_caeruleus
ENSJHYP00000015712	ENSJHYG00000012051	Junco_hyemalis
ENSZALP00000006794	ENSZALG00000006131	Zonotrichia_albicollis
ENSLCOP00000008491	ENSLCOG00000006220	Lepidothrix_coronata
ENSMVIP00005010594	ENSMVIG00005007795	Manacus_vitellinus
ENSABRP00000013315	ENSABRG00000011837	Anser_brachyrhynchus
ENSAPLP00000001405	ENSAPLG00000001982	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000016328	ENSMGAG00000015387	Meleagris_gallopavo
ENSGALP00000057492	ENSGALG00000031062	Gallus_gallus
ENSCJPP00005002620	ENSCJPG00005002943	Coturnix_japonica
ENSNMEP00000018776	ENSNMEG00000016263	Numida_meleagris
ENSCPRP00005022733	ENSCPRG00005015845	Crocodylus_porosus
ENSGAGP00000030544	ENSGAGG00000021995	Gopherus_agassizii
ENSCABP00000028624	ENSCABG00000021037	Chelonoidis_abingdonii
ENSCPBP00000028751	ENSCPBG00000020285	Chrysemys_picta_bellii
ENSPSIP00000001476	ENSPSIG00000001478	Pelodiscus_sinensis
ENSPVIP00000008795	ENSPVIG00000007067	Pogona_vitticeps
ENSACAP00000010403	ENSACAG00000010605	Anolis_carolinensis
ENSNSUP00000023678	ENSNSUG00000017137	Notechis_scutatus
ENSSMRP00000002541	ENSSMRG00000002208	Salvator_merianae
ENSSPUP00000005592	ENSSPUG00000004310	Sphenodon_punctatus
ENSUAMP00000015059	ENSUAMG00000012094	Ursus_americanus
ENSAMEP00000020964	ENSAMEG00000019908	Ailuropoda_melanoleuca
ENSNVIP00000016710	ENSNVIG00000013106	Neovison_vison
ENSMPUP00000019040	ENSMPUG00000019163	Mustela_putorius_furo
ENSCAFP00000027001	ENSCAFG00000018279	Canis_lupus_familiaris
ENSCAFP00020010772	ENSCAFG00020008719	Canis_lupus_dingo
ENSVVUP00000000854	ENSVVUG00000000764	Vulpes_vulpes
ENSPPRP00000025146	ENSPPRG00000015369	Panthera_pardus
ENSFCAP00000025200	ENSFCAG00000029879	Felis_catus
ENSEASP00005005595	ENSEASG00005004134	Equus_asinus_asinus
ENSECAP00000004371	ENSECAG00000006244	Equus_caballus
ENSPVAP00000011888	ENSPVAG00000012608	Pteropus_vampyrus
ENSSSCP00000059201	ENSSSCG00000037197	Sus_scrofa_strain_reference
ENSCHIP00000008834	ENSCHIG00000011895	Capra_hircus
ENSOARP00000014965	ENSOARG00000013945	Ovis_aries
ENSBIXP00000031387	ENSBIXG00000013639	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005008320	ENSBIXG00005013374	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000027916	ENSBMUG00000020916	Bos_mutus
ENSBBBP00000028243	ENSBBBG00000006546	Bison_bison_bison
ENSEEUP00000007229	ENSEEUG00000007961	Erinaceus_europaeus
ENSPPAP00000004352	ENSPPAG00000018351	Pan_paniscus
ENSPTRP00000011532	ENSPTRG00000006758	Pan_troglodytes
ENSP00000338814	ENSG00000166170	Homo_sapiens
ENSGGOP00000022510	ENSGGOG00000001790	Gorilla_gorilla
ENSPPYP00000007014	ENSPPYG00000006173	Pongo_abelii
ENSNLEP00000019643	ENSNLEG00000016206	Nomascus_leucogenys
ENSMMUP00000022372	ENSMMUG00000017005	Macaca_mulatta
ENSMFAP00000040188	ENSMFAG00000046271	Macaca_fascicularis
ENSMNEP00000035541	ENSMNEG00000040925	Macaca_nemestrina
ENSCATP00000021191	ENSCATG00000034339	Cercocebus_atys
ENSMLEP00000018020	ENSMLEG00000033188	Mandrillus_leucophaeus
ENSPANP00000013293	ENSPANG00000017498	Papio_anubis
ENSTGEP00000012270	ENSTGEG00000010006	Theropithecus_gelada
ENSCSAP00000006284	ENSCSAG00000010051	Chlorocebus_sabaeus
ENSCANP00000026294	ENSCANG00000036574	Colobus_angolensis_palliatus
ENSPTEP00000006244	ENSPTEG00000007163	Piliocolobus_tephrosceles
ENSRROP00000037666	ENSRROG00000042247	Rhinopithecus_roxellana
ENSRBIP00000035553	ENSRBIG00000041428	Rhinopithecus_bieti
ENSCCAP00000024483	ENSCCAG00000030035	Cebus_capucinus_imitator
ENSSBOP00000000299	ENSSBOG00000001198	Saimiri_boliviensis_boliviensis
ENSCJAP00000031469	ENSCJAG00000017123	Callithrix_jacchus
ENSANAP00000036030	ENSANAG00000035539	Aotus_nancymaae
ENSTSYP00000024594	ENSTSYG00000013072	Carlito_syrichta
ENSTSYP00000022056	ENSTSYG00000035097	Carlito_syrichta
ENSMICP00000022269	ENSMICG00000029228	Microcebus_murinus
ENSMICP00000003556	ENSMICG00000003903	Microcebus_murinus
ENSPCOP00000025948	ENSPCOG00000025264	Propithecus_coquereli
ENSPSMP00000012282	ENSPSMG00000008861	Prolemur_simus
ENSOGAP00000022523	ENSOGAG00000031671	Otolemur_garnettii
ENSHGLP00000016156	ENSHGLG00000011561	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100000490	ENSHGLG00100000412	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100008143	ENSHGLG00100006057	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000028459	ENSHGLG00000020730	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000014176	ENSHGLG00000010129	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100006424	ENSHGLG00100004815	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100007484	ENSHGLG00100005601	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000010626	ENSHGLG00000007615	Heterocephalus_glaber_HetGla_female_1.0
ENSODEP00000026512	ENSODEG00000019950	Octodon_degus
ENSODEP00000002540	ENSODEG00000001980	Octodon_degus
ENSCLAP00000011532	ENSCLAG00000007950	Chinchilla_lanigera
ENSCAPP00000009971	ENSCAPG00000011330	Cavia_aperea
ENSCPOP00000014429	ENSCPOG00000024833	Cavia_porcellus
ENSCCNP00000005021	ENSCCNG00000005364	Castor_canadensis
ENSMOCP00000016209	ENSMOCG00000015176	Microtus_ochrogaster
ENSPEMP00000035573	ENSPEMG00000030905	Peromyscus_maniculatus_bairdii
ENSCGRP00000007863	ENSCGRG00000005735	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015026070	ENSCGRG00015019795	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001013022	ENSCGRG00001014270	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000012251	ENSMAUG00000012615	Mesocricetus_auratus
ENSRNOP00000071757	ENSRNOG00000058841	Rattus_norvegicus
ENSRNOP00000015333	ENSRNOG00000011527	Rattus_norvegicus
MGP_SPRETEiJ_P0034958	MGP_SPRETEiJ_G0018987	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000012221	ENSMSIG00000010672	Mus_spicilegus
ENSMUSP00000051049	ENSMUSG00000049792	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0033418	MGP_CAROLIEiJ_G0018138	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0083536	MGP_PahariEiJ_G0029895	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000007462	ENSMUGG00000006826	Meriones_unguiculatus
ENSNGAP00000021832	ENSNGAG00000020903	Nannospalax_galili
ENSJJAP00000000856	ENSJJAG00000000717	Jaculus_jaculus
ENSUPAP00010022898	ENSUPAG00010018162	Urocitellus_parryii
ENSSTOP00000023914	ENSSTOG00000027571	Ictidomys_tridecemlineatus
ENSSDAP00000021818	ENSSDAG00000019845	Spermophilus_dauricus
ENSMMMP00000004934	ENSMMMG00000004510	Marmota_marmota_marmota
ENSDORP00000014024	ENSDORG00000014907	Dipodomys_ordii
ENSTTRP00000006112	ENSTTRG00000006457	Tursiops_truncatus
ENSVPAP00000007047	ENSVPAG00000007577	Vicugna_pacos
ENSDNOP00000015160	ENSDNOG00000019551	Dasypus_novemcinctus
ENSDNOP00000027943	ENSDNOG00000032357	Dasypus_novemcinctus
ENSLAFP00000025917	ENSLAFG00000023130	Loxodonta_africana
ENSPCAP00000010758	ENSPCAG00000011568	Procavia_capensis
ENSVURP00010006320	ENSVURG00010004901	Vombatus_ursinus
ENSPCIP00000021059	ENSPCIG00000016008	Phascolarctos_cinereus
ENSSHAP00000018861	ENSSHAG00000016010	Sarcophilus_harrisii
ENSMODP00000031856	ENSMODG00000023834	Monodelphis_domestica
ENSOANP00000000981	ENSOANG00000000627	Ornithorhynchus_anatinus
ENSXETP00000049175	ENSXETG00000012026	Xenopus_tropicalis
ENSLACP00000011489	ENSLACG00000010107	Latimeria_chalumnae
ENSAOCP00000012496	ENSAOCG00000016964	Amphiprion_ocellaris
ENSAPEP00000004866	ENSAPEG00000003511	Amphiprion_percula
ENSAPOP00000003116	ENSAPOG00000000113	Acanthochromis_polyacanthus
ENSSPAP00000022838	ENSSPAG00000017253	Stegastes_partitus
ENSGWIP00000047959	ENSGWIG00000023559	Gouania_willdenowi
ENSTRUP00000050544	ENSTRUG00000021724	Takifugu_rubripes
ENSTNIP00000015358	ENSTNIG00000012390	Tetraodon_nigroviridis
ENSBSLP00000051793	ENSBSLG00000024519	Betta_splendens
ENSSDUP00000006611	ENSSDUG00000004877	Seriola_dumerili
ENSSLDP00000017959	ENSSLDG00000014145	Seriola_lalandi_dorsalis
ENSLCAP00010010522	ENSLCAG00010005026	Lates_calcarifer
ENSSMAP00000009207	ENSSMAG00000005674	Scophthalmus_maximus
ENSMZEP00005002383	ENSMZEG00005001887	Maylandia_zebra
ENSACLP00000015757	ENSACLG00000010740	Astatotilapia_calliptera
ENSPNYP00000022500	ENSPNYG00000016976	Pundamilia_nyererei
ENSHBUP00000020430	ENSHBUG00000022695	Haplochromis_burtoni
ENSNBRP00000031175	ENSNBRG00000023682	Neolamprologus_brichardi
