ENSPVAP00000000837	ENSPVAG00000000884	Pteropus_vampyrus
ENSMLUP00000002614	ENSMLUG00000002877	Myotis_lucifugus
ENSUAMP00000012091	ENSUAMG00000009816	Ursus_americanus
ENSUMAP00000035157	ENSUMAG00000025266	Ursus_maritimus
ENSAMEP00000007448	ENSAMEG00000007006	Ailuropoda_melanoleuca
ENSCAFP00020008108	ENSCAFG00020006550	Canis_lupus_dingo
ENSCAFP00000016344	ENSCAFG00000011094	Canis_lupus_familiaris
ENSVVUP00000030499	ENSVVUG00000022255	Vulpes_vulpes
ENSNVIP00000014909	ENSNVIG00000011662	Neovison_vison
ENSMPUP00000008313	ENSMPUG00000008376	Mustela_putorius_furo
ENSPPRP00000012873	ENSPPRG00000006305	Panthera_pardus
ENSPTIP00000022230	ENSPTIG00000019087	Panthera_tigris_altaica
ENSFCAP00000005662	ENSFCAG00000006092	Felis_catus
ENSEEUP00000004137	ENSEEUG00000004541	Erinaceus_europaeus
ENSBIXP00000018211	ENSBIXG00000022071	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005006953	ENSBIXG00005005385	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000026059	ENSBTAG00000019557	Bos_taurus
ENSBMUP00000000211	ENSBMUG00000000218	Bos_mutus
ENSBBBP00000007668	ENSBBBG00000015694	Bison_bison_bison
ENSCHIP00000008145	ENSCHIG00000011418	Capra_hircus
ENSOARP00000021280	ENSOARG00000019817	Ovis_aries
ENSTTRP00000015785	ENSTTRG00000016650	Tursiops_truncatus
ENSSSCP00000012669	ENSSSCG00000011890	Sus_scrofa_strain_reference
ENSVPAP00000008661	ENSVPAG00000009309	Vicugna_pacos
ENSECAP00000007024	ENSECAG00000008728	Equus_caballus
ENSEASP00005018114	ENSEASG00005012507	Equus_asinus_asinus
ENSPPAP00000011195	ENSPPAG00000028796	Pan_paniscus	ENSPPAT00000033850
ENSPTRP00000071628	ENSPTRG00000015263	Pan_troglodytes	ENSPTRT00000088579
