F56C11.3.1	WBGene00018955	Caenorhabditis_elegans_strain_N2	F56C11.3.1
FBpp0304151	FBgn0031068	Drosophila_melanogaster	FBtr0331763
ENSNSUP00000021314	ENSNSUG00000015488	Notechis_scutatus
ENSACAP00000011852	ENSACAG00000012106	Anolis_carolinensis
ENSSMRP00000021776	ENSSMRG00000016940	Salvator_merianae
ENSSMRP00000021775	ENSSMRG00000016939	Salvator_merianae
ENSPVIP00000023727	ENSPVIG00000017918	Pogona_vitticeps
ENSSPUP00000016695	ENSSPUG00000012920	Sphenodon_punctatus
ENSAHAP00000018546	ENSAHAG00000013131	Apteryx_haastii
ENSARWP00000004095	ENSARWG00000003003	Apteryx_rowi
ENSAOWP00000005931	ENSAOWG00000004064	Apteryx_owenii
ENSNPEP00000019145	ENSNPEG00000014261	Nothoprocta_perdicaria
ENSDNVP00000019273	ENSDNVG00000013508	Dromaius_novaehollandiae
ENSTGUP00000006759	ENSTGUG00000006583	Taeniopygia_guttata
ENSTGUP00000016367	ENSTGUG00000016046	Taeniopygia_guttata
ENSLSDP00000014628	ENSLSDG00000010566	Lonchura_striata_domestica
ENSFALP00000003588	ENSFALG00000003448	Ficedula_albicollis
ENSCCEP00000026316	ENSCCEG00000023152	Cyanistes_caeruleus
ENSJHYP00000004912	ENSJHYG00000004035	Junco_hyemalis
ENSZALP00000002903	ENSZALG00000002993	Zonotrichia_albicollis
ENSSCAP00000007938	ENSSCAG00000006086	Serinus_canaria
ENSPMJP00000023974	ENSPMJG00000017654	Parus_major
ENSLCOP00000017877	ENSLCOG00000012636	Lepidothrix_coronata
ENSMVIP00005009457	ENSMVIG00005006977	Manacus_vitellinus
ENSGALP00000060623	ENSGALG00000005579	Gallus_gallus
ENSCPGP00000021018	ENSCPGG00000014680	Calidris_pygmaea
ENSAPLP00000030892	ENSAPLG00000026677	Anas_platyrhynchos_platyrhynchos
ENSABRP00000016028	ENSABRG00000014055	Anser_brachyrhynchus
ENSNMEP00000013218	ENSNMEG00000012093	Numida_meleagris
ENSCJPP00005005948	ENSCJPG00005005619	Coturnix_japonica
ENSCPUP00000017715	ENSCPUG00000012204	Calidris_pugnax
ENSMUNP00000018257	ENSMUNG00000013965	Melopsittacus_undulatus
ENSPCIP00000029296	ENSPCIG00000021815	Phascolarctos_cinereus
ENSVURP00010014103	ENSVURG00010010826	Vombatus_ursinus
ENSMEUP00000013560	ENSMEUG00000014862	Notamacropus_eugenii
ENSSHAP00000018201	ENSSHAG00000015452	Sarcophilus_harrisii
ENSMOCP00000004196	ENSMOCG00000003379	Microtus_ochrogaster
ENSPEMP00000031865	ENSPEMG00000024300	Peromyscus_maniculatus_bairdii
ENSCGRP00001026203	ENSCGRG00001023595	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015018119	ENSCGRG00015013912	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000019701	ENSCGRG00000014349	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000002215	ENSMAUG00000001778	Mesocricetus_auratus
MGP_SPRETEiJ_P0045016	MGP_SPRETEiJ_G0022108	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000009056	ENSMSIG00000008048	Mus_spicilegus
ENSMUSP00000049186	ENSMUSG00000040888	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0043099	MGP_CAROLIEiJ_G0021197	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0055403	MGP_PahariEiJ_G0023514	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000075368	ENSRNOG00000058498	Rattus_norvegicus
ENSRNOP00000017917	ENSRNOG00000013370	Rattus_norvegicus
ENSMUGP00000030836	ENSMUGG00000025647	Meriones_unguiculatus
ENSNGAP00000026598	ENSNGAG00000024200	Nannospalax_galili
ENSJJAP00000001806	ENSJJAG00000002661	Jaculus_jaculus
ENSCCNP00000033198	ENSCCNG00000031442	Castor_canadensis
ENSHGLP00000002949	ENSHGLG00000002198	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100012044	ENSHGLG00100008924	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000003014	ENSFDAG00000012562	Fukomys_damarensis
ENSCLAP00000019068	ENSCLAG00000013056	Chinchilla_lanigera
ENSCPOP00000010470	ENSCPOG00000011642	Cavia_porcellus
ENSCAPP00000016771	ENSCAPG00000016597	Cavia_aperea
ENSODEP00000019569	ENSODEG00000014439	Octodon_degus
ENSSTOP00000022333	ENSSTOG00000023807	Ictidomys_tridecemlineatus
ENSUPAP00010021336	ENSUPAG00010016968	Urocitellus_parryii
ENSSDAP00000014371	ENSSDAG00000012964	Spermophilus_dauricus
ENSMMMP00000012161	ENSMMMG00000010878	Marmota_marmota_marmota
ENSOPRP00000014233	ENSOPRG00000015593	Ochotona_princeps
ENSMICP00000034264	ENSMICG00000027083	Microcebus_murinus
ENSPCOP00000006645	ENSPCOG00000014504	Propithecus_coquereli
ENSPSMP00000035058	ENSPSMG00000024165	Prolemur_simus
ENSOGAP00000015138	ENSOGAG00000016907	Otolemur_garnettii
ENSGGOP00000006687	ENSGGOG00000006835	Gorilla_gorilla
ENSP00000248114	ENSG00000127554	Homo_sapiens
ENSPTRP00000069216	ENSPTRG00000045515	Pan_troglodytes
ENSPPAP00000004594	ENSPPAG00000019230	Pan_paniscus
