ENSACAP00000002128	ENSACAG00000002245	Anolis_carolinensis
ENSPVIP00000004251	ENSPVIG00000003453	Pogona_vitticeps
ENSNSUP00000016586	ENSNSUG00000012231	Notechis_scutatus
ENSSMRP00000018544	ENSSMRG00000014424	Salvator_merianae
ENSSPUP00000023920	ENSSPUG00000018343	Sphenodon_punctatus
ENSCPGP00000023937	ENSCPGG00000016549	Calidris_pygmaea
ENSCPUP00000028527	ENSCPUG00000019185	Calidris_pugnax
ENSMUNP00000005065	ENSMUNG00000004197	Melopsittacus_undulatus
ENSMVIP00005015278	ENSMVIG00005010997	Manacus_vitellinus
ENSLCOP00000014351	ENSLCOG00000010304	Lepidothrix_coronata
ENSLSDP00000022634	ENSLSDG00000016001	Lonchura_striata_domestica
ENSTGUP00000000591	ENSTGUG00000000583	Taeniopygia_guttata
ENSSCAP00000009391	ENSSCAG00000007159	Serinus_canaria
ENSPMJP00000005682	ENSPMJG00000004913	Parus_major
ENSCCEP00000006522	ENSCCEG00000006968	Cyanistes_caeruleus
ENSJHYP00000005403	ENSJHYG00000004414	Junco_hyemalis
ENSZALP00000001216	ENSZALG00000001459	Zonotrichia_albicollis
ENSFALP00000007106	ENSFALG00000006815	Ficedula_albicollis
ENSABRP00000023949	ENSABRG00000020123	Anser_brachyrhynchus
ENSAPLP00000013517	ENSAPLG00000013707	Anas_platyrhynchos_platyrhynchos
ENSGALP00000044062	ENSGALG00000019690	Gallus_gallus
ENSMGAP00000004353	ENSMGAG00000004543	Meleagris_gallopavo
ENSCJPP00005000042	ENSCJPG00005000087	Coturnix_japonica
ENSNMEP00000005713	ENSNMEG00000005908	Numida_meleagris
ENSAHAP00000011093	ENSAHAG00000008019	Apteryx_haastii
ENSAOWP00000004158	ENSAOWG00000002910	Apteryx_owenii
ENSARWP00000006775	ENSARWG00000004768	Apteryx_rowi
ENSNPEP00000010556	ENSNPEG00000007932	Nothoprocta_perdicaria
ENSDNVP00000027316	ENSDNVG00000018960	Dromaius_novaehollandiae
ENSCPRP00005006551	ENSCPRG00005004680	Crocodylus_porosus
ENSCABP00000006744	ENSCABG00000005105	Chelonoidis_abingdonii
ENSGAGP00000014472	ENSGAGG00000010999	Gopherus_agassizii
ENSCPBP00000025759	ENSCPBG00000018290	Chrysemys_picta_bellii
