ENSPVAP00000000513	ENSPVAG00000000544	Pteropus_vampyrus
ENSLCAP00010023067	ENSLCAG00010010823	Lates_calcarifer
ENSAMEP00000017610	ENSAMEG00000016675	Ailuropoda_melanoleuca
ENSSDAP00000025793	ENSSDAG00000023389	Spermophilus_dauricus
ENSLACP00000014490	ENSLACG00000012750	Latimeria_chalumnae
ENSHHUP00000035319	ENSHHUG00000022226	Hucho_hucho
ENSDNVP00000025654	ENSDNVG00000017840	Dromaius_novaehollandiae
ENSOANP00000024593	ENSOANG00000015610	Ornithorhynchus_anatinus
ENSPPAP00000028686	ENSPPAG00000037340	Pan_paniscus	ENSPPAT00000051534
ENSMODP00000054892	ENSMODG00000015995	Monodelphis_domestica	ENSMODT00000085325
ENSNGAP00000025964	ENSNGAG00000023743	Nannospalax_galili
ENSNPEP00000000455	ENSNPEG00000000394	Nothoprocta_perdicaria
ENSPPRP00000023507	ENSPPRG00000013999	Panthera_pardus
ENSPMEP00000005513	ENSPMEG00000006987	Poecilia_mexicana
ENSCAFP00020032109	ENSCAFG00020024966	Canis_lupus_dingo
ENSHHUP00000019140	ENSHHUG00000011946	Hucho_hucho
ENSCAFP00000018878	ENSCAFG00000012816	Canis_lupus_familiaris
ENSTGUP00000006467	ENSTGUG00000006290	Taeniopygia_guttata
ENSPMJP00000018006	ENSPMJG00000013496	Parus_major
ENSNLEP00000016634	ENSNLEG00000013708	Nomascus_leucogenys
ENSMZEP00005012093	ENSMZEG00005009089	Maylandia_zebra
ENSSPUP00000012134	ENSSPUG00000009285	Sphenodon_punctatus
ENSMAUP00000018980	ENSMAUG00000017367	Mesocricetus_auratus
ENSGAGP00000002478	ENSGAGG00000002007	Gopherus_agassizii
ENSXETP00000047388	ENSXETG00000019314	Xenopus_tropicalis
ENSBIXP00005037682	ENSBIXG00005019613	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPTRP00000022456	ENSPTRG00000013115	Pan_troglodytes	ENSPTRT00000024341
ENSCPBP00000020020	ENSCPBG00000014402	Chrysemys_picta_bellii
ENSZALP00000003547	ENSZALG00000003507	Zonotrichia_albicollis
ENSTTRP00000014431	ENSTTRG00000015215	Tursiops_truncatus
ENSLSDP00000012046	ENSLSDG00000008774	Lonchura_striata_domestica
ENSGGOP00000012454	ENSGGOG00000012750	Gorilla_gorilla
MGP_SPRETEiJ_P0020213	MGP_SPRETEiJ_G0015255	Mus_spretus_strain_SPRET/EiJ
ENSHHUP00000005817	ENSHHUG00000003599	Hucho_hucho
ENSRNOP00000022290	ENSRNOG00000023548	Rattus_norvegicus
ENSVURP00010027485	ENSVURG00010020936	Vombatus_ursinus	ENSVURT00010031309
ENSMMMP00000008053	ENSMMMG00000007168	Marmota_marmota_marmota
ENSMAMP00000014090	ENSMAMG00000009538	Mastacembelus_armatus
ENSFALP00000003626	ENSFALG00000003468	Ficedula_albicollis
ENSPREP00000022673	ENSPREG00000015245	Poecilia_reticulata
ENSCLAP00000003659	ENSCLAG00000002607	Chinchilla_lanigera
ENSRROP00000022379	ENSRROG00000035035	Rhinopithecus_roxellana
ENSMUGP00000013794	ENSMUGG00000011943	Meriones_unguiculatus
ENSSHAP00000013100	ENSSHAG00000011201	Sarcophilus_harrisii	ENSSHAT00000013206
ENSNMEP00000017484	ENSNMEG00000015282	Numida_meleagris
ENSCSAP00000002156	ENSCSAG00000005891	Chlorocebus_sabaeus
ENSHGLP00000005025	ENSHGLG00000003686	Heterocephalus_glaber_HetGla_female_1.0
ENSAPEP00000029830	ENSAPEG00000021096	Amphiprion_percula
ENSSTOP00000030389	ENSSTOG00000031779	Ictidomys_tridecemlineatus
ENSSBOP00000037802	ENSSBOG00000034978	Saimiri_boliviensis_boliviensis
ENSVVUP00000031525	ENSVVUG00000022810	Vulpes_vulpes
ENSFHEP00000007486	ENSFHEG00000008688	Fundulus_heteroclitus
ENSELUP00000029962	ENSELUG00000007071	Esox_lucius
ENSACIP00000008899	ENSACIG00000006896	Amphilophus_citrinellus
ENSOGAP00000000657	ENSOGAG00000000732	Otolemur_garnettii
ENSPSMP00000031960	ENSPSMG00000022158	Prolemur_simus
ENSPLAP00000017611	ENSPLAG00000022108	Poecilia_latipinna
ENSECRP00000013325	ENSECRG00000008856	Erpetoichthys_calabaricus
ENSMOCP00000003289	ENSMOCG00000002594	Microtus_ochrogaster
ENSHGLP00100021119	ENSHGLG00100015554	Heterocephalus_glaber_HetGla_1.0
ENSPNYP00000026810	ENSPNYG00000020123	Pundamilia_nyererei
ENSDORP00000019563	ENSDORG00000023816	Dipodomys_ordii
ENSMNEP00000038587	ENSMNEG00000042251	Macaca_nemestrina
ENSDNOP00000028080	ENSDNOG00000036050	Dasypus_novemcinctus
ENSUMAP00000014654	ENSUMAG00000010780	Ursus_maritimus
ENSCSEP00000004888	ENSCSEG00000003155	Cynoglossus_semilaevis
ENSHHUP00000024093	ENSHHUG00000015117	Hucho_hucho
ENSMUNP00000011106	ENSMUNG00000008712	Melopsittacus_undulatus
ENSLCRP00005033823	ENSLCRG00005013276	Larimichthys_crocea
ENSUAMP00000024349	ENSUAMG00000019039	Ursus_americanus
ENSCMIP00000024335	ENSCMIG00000010795	Callorhinchus_milii
ENSBTAP00000018790	ENSBTAG00000014132	Bos_taurus
ENSGAFP00000025543	ENSGAFG00000017249	Gambusia_affinis
ENSLCOP00000009151	ENSLCOG00000006569	Lepidothrix_coronata
ENSDCDP00000037235	ENSDCDG00000024981	Denticeps_clupeoides
ENSCCNP00000022696	ENSCCNG00000022287	Castor_canadensis
ENSNSUP00000018708	ENSNSUG00000013673	Notechis_scutatus
ENSFDAP00000002737	ENSFDAG00000012380	Fukomys_damarensis
ENSPCOP00000008733	ENSPCOG00000015668	Propithecus_coquereli
ENSRBIP00000027207	ENSRBIG00000037462	Rhinopithecus_bieti
ENSMPUP00000000144	ENSMPUG00000000147	Mustela_putorius_furo
ENSAOCP00000001148	ENSAOCG00000004129	Amphiprion_ocellaris
ENSBBBP00000006699	ENSBBBG00000003695	Bison_bison_bison
ENSCCEP00000001786	ENSCCEG00000001091	Cyanistes_caeruleus
ENSGALP00000069406	ENSGALG00000043596	Gallus_gallus
ENSOMEP00000030011	ENSOMEG00000014086	Oryzias_melastigma
ENSPANP00000010962	ENSPANG00000012985	Papio_anubis
ENSLBEP00000036089	ENSLBEG00000027018	Labrus_bergylta
ENSCABP00000020879	ENSCABG00000015398	Chelonoidis_abingdonii
ENSNVIP00000022818	ENSNVIG00000017789	Neovison_vison
ENSPMGP00000018739	ENSPMGG00000015282	Periophthalmus_magnuspinnatus
ENSPCIP00000020289	ENSPCIG00000015443	Phascolarctos_cinereus	ENSPCIT00000025018
ENSACLP00000037283	ENSACLG00000025257	Astatotilapia_calliptera
ENSPEMP00000006299	ENSPEMG00000008505	Peromyscus_maniculatus_bairdii
ENSETEP00000009713	ENSETEG00000011967	Echinops_telfairi
MGP_CAROLIEiJ_P0019193	MGP_CAROLIEiJ_G0014451	Mus_caroli_strain_CAROLI_EIJ
ENSACAP00000019585	ENSACAG00000002050	Anolis_carolinensis
ENSCAPP00000004578	ENSCAPG00000007063	Cavia_aperea
ENSPVIP00000017805	ENSPVIG00000013654	Pogona_vitticeps
ENSANAP00000027323	ENSANAG00000031412	Aotus_nancymaae
ENSGACP00000004861	ENSGACG00000003698	Gasterosteus_aculeatus
ENSLAFP00000003113	ENSLAFG00000003732	Loxodonta_africana
ENSKMAP00000021014	ENSKMAG00000015626	Kryptolebias_marmoratus
ENSODEP00000012198	ENSODEG00000009052	Octodon_degus
ENSSPAP00000023257	ENSSPAG00000017548	Stegastes_partitus
ENSNBRP00000018000	ENSNBRG00000013777	Neolamprologus_brichardi
ENSTGEP00000033634	ENSTGEG00000026845	Theropithecus_gelada
ENSGWIP00000035748	ENSGWIG00000018472	Gouania_willdenowi
ENSCCAP00000018658	ENSCCAG00000027118	Cebus_capucinus_imitator
ENSOPRP00000002103	ENSOPRG00000002224	Ochotona_princeps
ENSSSCP00000060289	ENSSSCG00000016381	Sus_scrofa_strain_reference
