ENSDCDP00000001379	ENSDCDG00000000755	Denticeps_clupeoides
ENSCHAP00000028151	ENSCHAG00000013611	Clupea_harengus
ENSAMXP00005002869	ENSAMXG00005001753	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000051557	ENSAMXG00000042824	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000057975
ENSPNAP00000017682	ENSPNAG00000003803	Pygocentrus_nattereri
ENSIPUP00000034923	ENSIPUG00000023467	Ictalurus_punctatus
ENSEEEP00000027321	ENSEEEG00000013181	Electrophorus_electricus
ENSDARP00000092960	ENSDARG00000012763	Danio_rerio
ENSHCOP00000020226	ENSHCOG00000006106	Hippocampus_comes
ENSPMGP00000005466	ENSPMGG00000004584	Periophthalmus_magnuspinnatus
ENSPRNP00000014505	ENSPRNG00000007842	Parambassis_ranga
ENSPRNP00000014499	ENSPRNG00000007840	Parambassis_ranga
ENSPRNP00000014498	ENSPRNG00000007839	Parambassis_ranga
ENSOMEP00000009000	ENSOMEG00000010187	Oryzias_melastigma
ENSLCRP00005045898	ENSLCRG00005017496	Larimichthys_crocea
ENSMMOP00000013360	ENSMMOG00000010253	Mola_mola
ENSSMAP00000025273	ENSSMAG00000015450	Scophthalmus_maximus
ENSCSEP00000008211	ENSCSEG00000005258	Cynoglossus_semilaevis
ENSXMAP00000002090	ENSXMAG00000002089	Xiphophorus_maculatus
ENSGAFP00000000034	ENSGAFG00000000025	Gambusia_affinis
ENSXCOP00000022695	ENSXCOG00000016955	Xiphophorus_couchianus
ENSPFOP00000005323	ENSPFOG00000005379	Poecilia_formosa
ENSPMEP00000029570	ENSPMEG00000015387	Poecilia_mexicana
ENSPLAP00000023384	ENSPLAG00000008699	Poecilia_latipinna
ENSPREP00000009259	ENSPREG00000006291	Poecilia_reticulata
ENSCVAP00000000602	ENSCVAG00000001545	Cyprinodon_variegatus
ENSFHEP00000014497	ENSFHEG00000016049	Fundulus_heteroclitus
