ENSACAP00000005463	ENSACAG00000005567	Anolis_carolinensis
ENSPVIP00000030925	ENSPVIG00000022732	Pogona_vitticeps
ENSNSUP00000024475	ENSNSUG00000017675	Notechis_scutatus
ENSSMRP00000012220	ENSSMRG00000009555	Salvator_merianae
ENSSPUP00000002627	ENSSPUG00000002009	Sphenodon_punctatus
ENSCABP00000023043	ENSCABG00000016958	Chelonoidis_abingdonii
ENSCPBP00000030451	ENSCPBG00000021428	Chrysemys_picta_bellii
ENSGAGP00000029714	ENSGAGG00000021444	Gopherus_agassizii
ENSPSIP00000017281	ENSPSIG00000015381	Pelodiscus_sinensis
ENSCPRP00005025355	ENSCPRG00005017571	Crocodylus_porosus
ENSARWP00000002667	ENSARWG00000002002	Apteryx_rowi	ENSARWT00000003104
ENSAOWP00000002355	ENSAOWG00000001689	Apteryx_owenii	ENSAOWT00000002699
ENSAHAP00000019547	ENSAHAG00000013823	Apteryx_haastii	ENSAHAT00000021595
ENSDNVP00000002172	ENSDNVG00000001581	Dromaius_novaehollandiae
ENSNPEP00000011122	ENSNPEG00000008348	Nothoprocta_perdicaria
ENSABRP00000017894	ENSABRG00000015458	Anser_brachyrhynchus
ENSAPLP00000017941	ENSAPLG00000002285	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005021952	ENSCJPG00005017516	Coturnix_japonica
ENSGALP00000068967	ENSGALG00000009491	Gallus_gallus
ENSMGAP00000012489	ENSMGAG00000011906	Meleagris_gallopavo
ENSNMEP00000023618	ENSNMEG00000020124	Numida_meleagris
ENSCPGP00000010466	ENSCPGG00000007458	Calidris_pygmaea
ENSCPUP00000010726	ENSCPUG00000007620	Calidris_pugnax
ENSMUNP00000012985	ENSMUNG00000010153	Melopsittacus_undulatus
ENSTGUP00000011847	ENSTGUG00000011497	Taeniopygia_guttata
ENSLSDP00000014960	ENSLSDG00000010776	Lonchura_striata_domestica
ENSSCAP00000018152	ENSSCAG00000013145	Serinus_canaria
ENSZALP00000007624	ENSZALG00000006758	Zonotrichia_albicollis
ENSJHYP00000004479	ENSJHYG00000003692	Junco_hyemalis
ENSFALP00000005311	ENSFALG00000005107	Ficedula_albicollis
ENSPMJP00000020216	ENSPMJG00000015058	Parus_major
ENSCCEP00000015062	ENSCCEG00000014303	Cyanistes_caeruleus
ENSLSDP00000014955	ENSLSDG00000010773	Lonchura_striata_domestica
ENSLCOP00000023330	ENSLCOG00000016367	Lepidothrix_coronata
ENSMVIP00005015277	ENSMVIG00005010996	Manacus_vitellinus
ENSPCAP00000012864	ENSPCAG00000013774	Procavia_capensis
ENSLAFP00000012636	ENSLAFG00000015089	Loxodonta_africana
ENSETEP00000008672	ENSETEG00000010674	Echinops_telfairi
MGP_SPRETEiJ_P0034161	MGP_SPRETEiJ_G0018737	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000078490	ENSMUSG00000059060	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000018221	ENSMSIG00000015466	Mus_spicilegus
MGP_CAROLIEiJ_P0032653	MGP_CAROLIEiJ_G0017892	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0082763	MGP_PahariEiJ_G0029648	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000068685	ENSRNOG00000059245	Rattus_norvegicus
ENSMUGP00000031733	ENSMUGG00000026380	Meriones_unguiculatus
