ENSPMAP00000007657	ENSPMAG00000006951	Petromyzon_marinus
ENSEBUP00000010614	ENSEBUG00000006829	Eptatretus_burgeri
ENSACAP00000016329	ENSACAG00000016611	Anolis_carolinensis	ENSACAT00000016653
ENSPVIP00000024258	ENSPVIG00000018277	Pogona_vitticeps	ENSPVIT00000029958
ENSNSUP00000002079	ENSNSUG00000001765	Notechis_scutatus	ENSNSUT00000002244
ENSSMRP00000019578	ENSSMRG00000015257	Salvator_merianae
ENSSPUP00000003288	ENSSPUG00000002528	Sphenodon_punctatus
ENSGAGP00000024894	ENSGAGG00000018195	Gopherus_agassizii
ENSCPBP00000005848	ENSCPBG00000004665	Chrysemys_picta_bellii
ENSABRP00000004386	ENSABRG00000004060	Anser_brachyrhynchus
ENSAPLP00000030407	ENSAPLG00000029492	Anas_platyrhynchos_platyrhynchos
ENSGALP00000066897	ENSGALG00000051594	Gallus_gallus
ENSCJPP00005002256	ENSCJPG00005002458	Coturnix_japonica
ENSCPGP00000009449	ENSCPGG00000006723	Calidris_pygmaea
ENSCPUP00000002897	ENSCPUG00000002205	Calidris_pugnax
ENSVURP00010005218	ENSVURG00010004100	Vombatus_ursinus
ENSVURP00010028030	ENSVURG00010021462	Vombatus_ursinus
ENSPCIP00000030931	ENSPCIG00000022988	Phascolarctos_cinereus
ENSMODP00000039225	ENSMODG00000028665	Monodelphis_domestica
ENSJJAP00000007170	ENSJJAG00000011631	Jaculus_jaculus
ENSDORP00000024864	ENSDORG00000029689	Dipodomys_ordii
ENSPCOP00000000100	ENSPCOG00000000122	Propithecus_coquereli
ENSPSMP00000036000	ENSPSMG00000024762	Prolemur_simus
ENSMICP00000031661	ENSMICG00000028138	Microcebus_murinus
ENSOGAP00000017011	ENSOGAG00000033472	Otolemur_garnettii
ENSMFAP00000021136	ENSMFAG00000004080	Macaca_fascicularis
ENSMNEP00000006715	ENSMNEG00000027865	Macaca_nemestrina
ENSMMUP00000065657	ENSMMUG00000021360	Macaca_mulatta
ENSPANP00000009706	ENSPANG00000002640	Papio_anubis
ENSCATP00000006226	ENSCATG00000019580	Cercocebus_atys
ENSTGEP00000026779	ENSTGEG00000021582	Theropithecus_gelada
ENSCSAP00000019123	ENSCSAG00000019627	Chlorocebus_sabaeus
ENSRBIP00000002767	ENSRBIG00000013409	Rhinopithecus_bieti
ENSRROP00000007581	ENSRROG00000027737	Rhinopithecus_roxellana
ENSPTEP00000040709	ENSPTEG00000037463	Piliocolobus_tephrosceles
ENSCANP00000004339	ENSCANG00000015199	Colobus_angolensis_palliatus
ENSPTRP00000060177	ENSPTRG00000038848	Pan_troglodytes
ENSPPAP00000005495	ENSPPAG00000022797	Pan_paniscus
ENSP00000410007	ENSG00000177051	Homo_sapiens
ENSGGOP00000020260	ENSGGOG00000027287	Gorilla_gorilla
ENSCCAP00000000747	ENSCCAG00000004615	Cebus_capucinus_imitator
ENSCCAP00000026922	ENSCCAG00000031258	Cebus_capucinus_imitator
ENSSBOP00000003416	ENSSBOG00000016576	Saimiri_boliviensis_boliviensis
ENSCJAP00000022666	ENSCJAG00000012379	Callithrix_jacchus
ENSANAP00000002880	ENSANAG00000019304	Aotus_nancymaae
ENSEASP00005020668	ENSEASG00005014213	Equus_asinus_asinus
ENSECAP00000043822	ENSECAG00000032958	Equus_caballus
ENSMLUP00000020945	ENSMLUG00000025419	Myotis_lucifugus
ENSBIXP00000034484	ENSBIXG00000017487	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005040506	ENSBIXG00005003957	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000074344	ENSBTAG00000048966	Bos_taurus
ENSBBBP00000006498	ENSBBBG00000001009	Bison_bison_bison
ENSCHIP00000004320	ENSCHIG00000008535	Capra_hircus
ENSSSCP00000041933	ENSSSCG00000038367	Sus_scrofa_strain_reference
ENSUAMP00000030197	ENSUAMG00000023171	Ursus_americanus
ENSUMAP00000032885	ENSUMAG00000023690	Ursus_maritimus
ENSAMEP00000000819	ENSAMEG00000000788	Ailuropoda_melanoleuca
ENSNVIP00000011514	ENSNVIG00000009137	Neovison_vison
ENSMPUP00000019247	ENSMPUG00000019374	Mustela_putorius_furo
ENSCAFP00020004271	ENSCAFG00020003524	Canis_lupus_dingo
ENSCAFP00000006544	ENSCAFG00000004395	Canis_lupus_familiaris
ENSVVUP00000004020	ENSVVUG00000003160	Vulpes_vulpes
ENSPPRP00000024855	ENSPPRG00000015053	Panthera_pardus
ENSFCAP00000057523	ENSFCAG00000007335	Felis_catus
ENSDNOP00000022857	ENSDNOG00000032421	Dasypus_novemcinctus
ENSLAFP00000025904	ENSLAFG00000027244	Loxodonta_africana
ENSCGRP00001013074	ENSCGRG00001014313	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015010290	ENSCGRG00015007939	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000022185	ENSMAUG00000019697	Mesocricetus_auratus
ENSPEMP00000012152	ENSPEMG00000012576	Peromyscus_maniculatus_bairdii
ENSMOCP00000023176	ENSMOCG00000019977	Microtus_ochrogaster
ENSMSIP00000005581	ENSMSIG00000005049	Mus_spicilegus
ENSMUSP00000055692	ENSMUSG00000050428	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0081013	MGP_SPRETEiJ_G0030357	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0077704	MGP_CAROLIEiJ_G0029273	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0046056	MGP_PahariEiJ_G0021133	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000012082	ENSRNOG00000008815	Rattus_norvegicus
