ENSCHAP00000056299	ENSCHAG00000024838	Clupea_harengus
ENSMOCP00000018581	ENSMOCG00000016833	Microtus_ochrogaster
ENSOCUP00000022330	ENSOCUG00000015110	Oryctolagus_cuniculus
ENSAOWP00000004659	ENSAOWG00000003255	Apteryx_owenii
ENSPPYP00000016998	ENSPPYG00000015215	Pongo_abelii
ENSBIXP00000005607	ENSBIXG00000011806	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSHBUP00000017971	ENSHBUG00000020053	Haplochromis_burtoni
ENSPMEP00000010796	ENSPMEG00000012835	Poecilia_mexicana
ENSMMUP00000034511	ENSMMUG00000013730	Macaca_mulatta
ENSPLAP00000024915	ENSPLAG00000011525	Poecilia_latipinna
ENSTSYP00000003767	ENSTSYG00000004096	Carlito_syrichta
ENSHGLP00000019427	ENSHGLG00000013909	Heterocephalus_glaber_HetGla_female_1.0
ENSGWIP00000001380	ENSGWIG00000000786	Gouania_willdenowi
ENSTRUP00000025077	ENSTRUG00000009967	Takifugu_rubripes
ENSONIP00000008512	ENSONIG00000006739	Oreochromis_niloticus
ENSLCRP00005039935	ENSLCRG00005014632	Larimichthys_crocea
ENSCAFP00020028700	ENSCAFG00020022458	Canis_lupus_dingo
ENSORLP00015035653	ENSORLG00015022377	Oryzias_latipes_ASM223469v1
ENSPMJP00000001992	ENSPMJG00000001630	Parus_major
ENSXCOP00000013553	ENSXCOG00000010267	Xiphophorus_couchianus
ENSBBBP00000009149	ENSBBBG00000017383	Bison_bison_bison
ENSOMEP00000011066	ENSOMEG00000012379	Oryzias_melastigma
ENSXCOP00000013555	ENSXCOG00000010268	Xiphophorus_couchianus
ENSMLEP00000028927	ENSMLEG00000038665	Mandrillus_leucophaeus
ENSOGAP00000010931	ENSOGAG00000012212	Otolemur_garnettii
ENSAMXP00000020601	ENSAMXG00000019994	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCGOP00000034491	ENSCGOG00000015219	Cottoperca_gobio
ENSUAMP00000004042	ENSUAMG00000003707	Ursus_americanus	ENSUAMT00000004601
ENSLSDP00000013504	ENSLSDG00000009791	Lonchura_striata_domestica
ENSSARP00000004876	ENSSARG00000005330	Sorex_araneus	ENSSART00000005384
ENSSDAP00000008105	ENSSDAG00000007082	Spermophilus_dauricus
ENSCPUP00000009815	ENSCPUG00000006686	Calidris_pugnax
ENSECRP00000025011	ENSECRG00000016860	Erpetoichthys_calabaricus
ENSSCAP00000013782	ENSSCAG00000010175	Serinus_canaria
ENSPNYP00000001822	ENSPNYG00000001375	Pundamilia_nyererei
ENSXETP00000013702	ENSXETG00000000922	Xenopus_tropicalis
ENSMICP00000001808	ENSMICG00000001970	Microcebus_murinus
ENSCMIP00000006273	ENSCMIG00000003311	Callorhinchus_milii
ENSOANP00000005692	ENSOANG00000003590	Ornithorhynchus_anatinus
ENSAMEP00000009270	ENSAMEG00000008799	Ailuropoda_melanoleuca	ENSAMET00000009669
ENSARWP00000027776	ENSARWG00000018762	Apteryx_rowi
ENSMZEP00005018107	ENSMZEG00005013598	Maylandia_zebra
ENSEBUP00000026840	ENSEBUG00000016514	Eptatretus_burgeri
ENSSPAP00000031163	ENSSPAG00000023360	Stegastes_partitus
ENSRNOP00000065064	ENSRNOG00000048847	Rattus_norvegicus
ENSCCEP00000000279	ENSCCEG00000000310	Cyanistes_caeruleus
ENSPTRP00000028501	ENSPTRG00000016611	Pan_troglodytes
ENSPANP00000005313	ENSPANG00000018056	Papio_anubis
ENSSFOP00015031287	ENSSFOG00015020006	Scleropages_formosus
ENSPSIP00000011113	ENSPSIG00000009824	Pelodiscus_sinensis
ENSSDUP00000007715	ENSSDUG00000005654	Seriola_dumerili
ENSCATP00000006299	ENSCATG00000019324	Cercocebus_atys
ENSCSAVP00000013571	ENSCSAVG00000007952	Ciona_savignyi
