ENSPVIP00000032180	ENSPVIG00000023586	Pogona_vitticeps
ENSACAP00000021463	ENSACAG00000009390	Anolis_carolinensis
ENSSMRP00000018054	ENSSMRG00000014059	Salvator_merianae
ENSSPUP00000004216	ENSSPUG00000003228	Sphenodon_punctatus	ENSSPUT00000004480
ENSPSIP00000016905	ENSPSIG00000015042	Pelodiscus_sinensis
ENSPSIP00000018496	ENSPSIG00000016435	Pelodiscus_sinensis
ENSPSIP00000018424	ENSPSIG00000016375	Pelodiscus_sinensis	ENSPSIT00000018510
ENSCPBP00000020981	ENSCPBG00000015068	Chrysemys_picta_bellii
ENSCPRP00005014079	ENSCPRG00005009916	Crocodylus_porosus
ENSABRP00000004492	ENSABRG00000004159	Anser_brachyrhynchus
ENSAPLP00000020100	ENSAPLG00000023464	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000007511	ENSMGAG00000007397	Meleagris_gallopavo
ENSMGAP00000007519	ENSMGAG00000007404	Meleagris_gallopavo
ENSGALP00000013830	ENSGALG00000008498	Gallus_gallus
ENSCJPP00005004054	ENSCJPG00005004109	Coturnix_japonica
ENSNMEP00000010288	ENSNMEG00000009745	Numida_meleagris
ENSCPGP00000015918	ENSCPGG00000011195	Calidris_pygmaea
ENSCPUP00000014433	ENSCPUG00000010146	Calidris_pugnax
ENSMUNP00000007520	ENSMUNG00000006014	Melopsittacus_undulatus
ENSFALP00000007709	ENSFALG00000007386	Ficedula_albicollis
ENSFALP00000007702	ENSFALG00000007379	Ficedula_albicollis
ENSCCEP00000015720	ENSCCEG00000014825	Cyanistes_caeruleus
ENSPMJP00000008283	ENSPMJG00000006730	Parus_major
ENSZALP00000019685	ENSZALG00000015561	Zonotrichia_albicollis
ENSJHYP00000013267	ENSJHYG00000010295	Junco_hyemalis
ENSSCAP00000014039	ENSSCAG00000010320	Serinus_canaria
ENSLSDP00000012184	ENSLSDG00000008895	Lonchura_striata_domestica
ENSLCOP00000003711	ENSLCOG00000002794	Lepidothrix_coronata
ENSMVIP00005008897	ENSMVIG00005006563	Manacus_vitellinus
ENSDNVP00000001741	ENSDNVG00000001251	Dromaius_novaehollandiae	ENSDNVT00000002098
ENSNPEP00000003370	ENSNPEG00000002560	Nothoprocta_perdicaria
ENSTGUP00000001266	ENSTGUG00000001229	Taeniopygia_guttata
ENSTGUP00000001271	ENSTGUG00000001231	Taeniopygia_guttata
ENSTGUP00000001267	ENSTGUG00000001230	Taeniopygia_guttata
