ENSMSIP00000008827	ENSMSIG00000007819	Mus_spicilegus
MGP_SPRETEiJ_P0074385	MGP_SPRETEiJ_G0028891	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000127076	ENSMUSG00000079165	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0071570	MGP_CAROLIEiJ_G0027886	Mus_caroli_strain_CAROLI_EIJ
ENSRNOP00000072688	ENSRNOG00000051023	Rattus_norvegicus
ENSMUGP00000017901	ENSMUGG00000015174	Meriones_unguiculatus
ENSCGRP00001008792	ENSCGRG00001010999	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015014010	ENSCGRG00015010769	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000013937	ENSCGRG00000010099	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000008044	ENSMAUG00000009553	Mesocricetus_auratus
ENSPEMP00000011964	ENSPEMG00000012433	Peromyscus_maniculatus_bairdii
ENSMOCP00000021005	ENSMOCG00000018509	Microtus_ochrogaster
ENSNGAP00000015833	ENSNGAG00000016739	Nannospalax_galili
ENSJJAP00000022726	ENSJJAG00000022701	Jaculus_jaculus
ENSSTOP00000006849	ENSSTOG00000007653	Ictidomys_tridecemlineatus
ENSUPAP00010022459	ENSUPAG00010017831	Urocitellus_parryii
ENSMMMP00000013813	ENSMMMG00000012306	Marmota_marmota_marmota
ENSSDAP00000023971	ENSSDAG00000021851	Spermophilus_dauricus
ENSHGLP00100011734	ENSHGLG00100008708	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000025698	ENSHGLG00000018294	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000006644	ENSFDAG00000015357	Fukomys_damarensis
ENSCLAP00000002072	ENSCLAG00000001506	Chinchilla_lanigera
ENSOCUP00000048237	ENSOCUG00000027938	Oryctolagus_cuniculus
ENSPCOP00000029902	ENSPCOG00000027656	Propithecus_coquereli	ENSPCOT00000040848
ENSPSMP00000002147	ENSPSMG00000001641	Prolemur_simus	ENSPSMT00000002529
ENSMICP00000011437	ENSMICG00000012542	Microcebus_murinus	ENSMICT00000012556
ENSOGAP00000009555	ENSOGAG00000010677	Otolemur_garnettii	ENSOGAT00000010681
ENSCCAP00000001580	ENSCCAG00000010146	Cebus_capucinus_imitator	ENSCCAT00000010895
ENSCCAP00000002359	ENSCCAG00000014355	Cebus_capucinus_imitator	ENSCCAT00000015408
ENSCJAP00000069319	ENSCJAG00000066704	Callithrix_jacchus
ENSSBOP00000038731	ENSSBOG00000035430	Saimiri_boliviensis_boliviensis
ENSCJAP00000028133	ENSCJAG00000015273	Callithrix_jacchus
ENSCJAP00000076348	ENSCJAG00000060137	Callithrix_jacchus
ENSANAP00000018172	ENSANAG00000026948	Aotus_nancymaae
ENSPTRP00000033371	ENSPTRG00000019495	Pan_troglodytes
ENSPTRP00000082974	ENSPTRG00000050117	Pan_troglodytes
ENSPPAP00000011286	ENSPPAG00000028852	Pan_paniscus
ENSP00000481773	ENSG00000205307	Homo_sapiens
ENSGGOP00000013366	ENSGGOG00000013708	Gorilla_gorilla
ENSGGOP00000031062	ENSGGOG00000042574	Gorilla_gorilla
ENSPTRP00000072405	ENSPTRG00000049821	Pan_troglodytes
ENSNLEP00000036944	ENSNLEG00000031380	Nomascus_leucogenys
ENSMNEP00000017560	ENSMNEG00000032763	Macaca_nemestrina
ENSMMUP00000051190	ENSMMUG00000046847	Macaca_mulatta
ENSMFAP00000029487	ENSMFAG00000042005	Macaca_fascicularis
ENSCATP00000020136	ENSCATG00000033843	Cercocebus_atys
ENSTGEP00000012538	ENSTGEG00000010235	Theropithecus_gelada
ENSPANP00000039055	ENSPANG00000018109	Papio_anubis
ENSMLEP00000003981	ENSMLEG00000017738	Mandrillus_leucophaeus
ENSCSAP00000013936	ENSCSAG00000017917	Chlorocebus_sabaeus
ENSRROP00000016388	ENSRROG00000032342	Rhinopithecus_roxellana
ENSRBIP00000005582	ENSRBIG00000024532	Rhinopithecus_bieti
ENSCANP00000025386	ENSCANG00000036115	Colobus_angolensis_palliatus
ENSUMAP00000014618	ENSUMAG00000010752	Ursus_maritimus
ENSUAMP00000037270	ENSUAMG00000028227	Ursus_americanus
ENSAMEP00000015793	ENSAMEG00000014992	Ailuropoda_melanoleuca
ENSNVIP00000001276	ENSNVIG00000000995	Neovison_vison
ENSMPUP00000015573	ENSMPUG00000015682	Mustela_putorius_furo
ENSCAFP00020017469	ENSCAFG00020013983	Canis_lupus_dingo
ENSCAFP00000066177	ENSCAFG00000014343	Canis_lupus_familiaris
ENSPPRP00000003099	ENSPPRG00000022993	Panthera_pardus
ENSECAP00000041430	ENSECAG00000023213	Equus_caballus
ENSEASP00005025056	ENSEASG00005017040	Equus_asinus_asinus
ENSBIXP00000000484	ENSBIXG00000029781	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000069159	ENSBTAG00000039601	Bos_taurus
ENSBMUP00000000387	ENSBMUG00000000358	Bos_mutus
ENSBBBP00000015323	ENSBBBG00000023146	Bison_bison_bison
ENSBIXP00005032189	ENSBIXG00005012641	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSSSCP00000050559	ENSSSCG00000046279	Sus_scrofa_strain_reference
ENSVPAP00000006561	ENSVPAG00000007054	Vicugna_pacos
ENSMLUP00000009019	ENSMLUG00000009823	Myotis_lucifugus
ENSLAFP00000019343	ENSLAFG00000030856	Loxodonta_africana
ENSDNOP00000000069	ENSDNOG00000000095	Dasypus_novemcinctus
