ENSCABP00000017626	ENSCABG00000013105	Chelonoidis_abingdonii
ENSGAGP00000027691	ENSGAGG00000020125	Gopherus_agassizii
ENSCPBP00000017398	ENSCPBG00000012746	Chrysemys_picta_bellii
ENSPSIP00000001849	ENSPSIG00000001856	Pelodiscus_sinensis
ENSACAP00000012134	ENSACAG00000012391	Anolis_carolinensis
ENSPVIP00000022178	ENSPVIG00000016760	Pogona_vitticeps
ENSNSUP00000007188	ENSNSUG00000005681	Notechis_scutatus
ENSSMRP00000019010	ENSSMRG00000014814	Salvator_merianae
ENSAHAP00000002324	ENSAHAG00000001912	Apteryx_haastii
ENSAOWP00000016480	ENSAOWG00000011221	Apteryx_owenii
ENSARWP00000013011	ENSARWG00000009021	Apteryx_rowi
ENSDNVP00000009430	ENSDNVG00000006661	Dromaius_novaehollandiae
ENSNPEP00000002973	ENSNPEG00000002287	Nothoprocta_perdicaria
ENSCPUP00000007265	ENSCPUG00000005235	Calidris_pugnax
ENSCPGP00000014046	ENSCPGG00000009927	Calidris_pygmaea
ENSSCAP00000019801	ENSSCAG00000014299	Serinus_canaria
ENSJHYP00000010453	ENSJHYG00000008211	Junco_hyemalis
ENSTGUP00000007469	ENSTGUG00000007257	Taeniopygia_guttata
ENSLSDP00000019720	ENSLSDG00000014010	Lonchura_striata_domestica
ENSPMJP00000019055	ENSPMJG00000014301	Parus_major
ENSLCOP00000016318	ENSLCOG00000011635	Lepidothrix_coronata
ENSABRP00000014289	ENSABRG00000012664	Anser_brachyrhynchus
ENSAPLP00000000097	ENSAPLG00000000690	Anas_platyrhynchos_platyrhynchos
ENSGALP00000013259	ENSGALG00000008165	Gallus_gallus
ENSMGAP00000002183	ENSMGAG00000002586	Meleagris_gallopavo
ENSCJPP00005019658	ENSCJPG00005015919	Coturnix_japonica
ENSNMEP00000012997	ENSNMEG00000011917	Numida_meleagris
ENSCPRP00005020641	ENSCPRG00005014333	Crocodylus_porosus
ENSCAFP00020034124	ENSCAFG00020026490	Canis_lupus_dingo
ENSMPUP00000010638	ENSMPUG00000010723	Mustela_putorius_furo
ENSNVIP00000011832	ENSNVIG00000009359	Neovison_vison
ENSUMAP00000018715	ENSUMAG00000013744	Ursus_maritimus
ENSUAMP00000009963	ENSUAMG00000008235	Ursus_americanus
ENSAMEP00000020290	ENSAMEG00000019237	Ailuropoda_melanoleuca
ENSMLUP00000016697	ENSMLUG00000014051	Myotis_lucifugus
ENSECAP00000002156	ENSECAG00000003142	Equus_caballus
ENSEASP00005000022	ENSEASG00005000024	Equus_asinus_asinus
ENSPVAP00000005053	ENSPVAG00000005338	Pteropus_vampyrus
ENSBIXP00005037042	ENSBIXG00005018758	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000034119	ENSBIXG00000017066	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000000111	ENSBTAG00000000102	Bos_taurus
ENSBMUP00000029728	ENSBMUG00000022221	Bos_mutus
ENSBBBP00000001100	ENSBBBG00000010237	Bison_bison_bison
ENSCHIP00000004904	ENSCHIG00000009039	Capra_hircus
ENSOARP00000017299	ENSOARG00000016114	Ovis_aries
ENSTTRP00000006914	ENSTTRG00000007307	Tursiops_truncatus
ENSSSCP00000042911	ENSSSCG00000008413	Sus_scrofa_strain_reference
ENSPTIP00000000238	ENSPTIG00000000621	Panthera_tigris_altaica
ENSPPRP00000028715	ENSPPRG00000020956	Panthera_pardus
ENSFCAP00000012394	ENSFCAG00000013366	Felis_catus
ENSEEUP00000008369	ENSEEUG00000009213	Erinaceus_europaeus
ENSCHOP00000000483	ENSCHOG00000000546	Choloepus_hoffmanni
ENSDNOP00000034862	ENSDNOG00000006165	Dasypus_novemcinctus
