ENSCABP00000014519	ENSCABG00000010845	Chelonoidis_abingdonii	ENSCABT00000015910
ENSGAGP00000003800	ENSGAGG00000003094	Gopherus_agassizii	ENSGAGT00000004398
ENSSMRP00000002939	ENSSMRG00000002498	Salvator_merianae
ENSECAP00000020040	ENSECAG00000022619	Equus_caballus
ENSEASP00005030436	ENSEASG00005020729	Equus_asinus_asinus
ENSCHIP00000007634	ENSCHIG00000011074	Capra_hircus
ENSOARP00000001169	ENSOARG00000001127	Ovis_aries
ENSBIXP00005038337	ENSBIXG00005020340	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000012403	ENSBIXG00000000759	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000063864	ENSBTAG00000012333	Bos_taurus
ENSBBBP00000015451	ENSBBBG00000000361	Bison_bison_bison
ENSSSCP00000072020	ENSSSCG00000024661	Sus_scrofa_strain_reference
ENSUAMP00000024815	ENSUAMG00000019354	Ursus_americanus
ENSUMAP00000034175	ENSUMAG00000024591	Ursus_maritimus
ENSAMEP00000019959	ENSAMEG00000018908	Ailuropoda_melanoleuca
ENSNVIP00000015841	ENSNVIG00000012431	Neovison_vison
ENSCAFP00020019456	ENSCAFG00020015474	Canis_lupus_dingo
ENSVVUP00000009439	ENSVVUG00000007013	Vulpes_vulpes
ENSPPRP00000027343	ENSPPRG00000018722	Panthera_pardus
ENSPSMP00000010924	ENSPSMG00000007895	Prolemur_simus
ENSPCOP00000001457	ENSPCOG00000004661	Propithecus_coquereli
ENSMICP00000024270	ENSMICG00000029589	Microcebus_murinus
ENSOGAP00000010496	ENSOGAG00000011731	Otolemur_garnettii
ENSP00000466907	ENSG00000171443	Homo_sapiens
ENSPTRP00000019808	ENSPTRG00000011519	Pan_troglodytes
ENSGGOP00000010478	ENSGGOG00000010748	Gorilla_gorilla
ENSPPYP00000011682	ENSPPYG00000010424	Pongo_abelii
ENSRROP00000000279	ENSRROG00000000770	Rhinopithecus_roxellana
ENSRBIP00000002110	ENSRBIG00000010601	Rhinopithecus_bieti
ENSPTEP00000043712	ENSPTEG00000039754	Piliocolobus_tephrosceles
ENSCANP00000000079	ENSCANG00000000257	Colobus_angolensis_palliatus
ENSTGEP00000016242	ENSTGEG00000013136	Theropithecus_gelada
ENSPANP00000004559	ENSPANG00000025646	Papio_anubis
ENSMFAP00000012322	ENSMFAG00000023561	Macaca_fascicularis
ENSMMUP00000008912	ENSMMUG00000006774	Macaca_mulatta
ENSMNEP00000004156	ENSMNEG00000019307	Macaca_nemestrina
ENSMLEP00000001966	ENSMLEG00000007779	Mandrillus_leucophaeus
ENSCATP00000007775	ENSCATG00000023063	Cercocebus_atys
ENSCSAP00000016301	ENSCSAG00000001727	Chlorocebus_sabaeus
ENSCGRP00001000957	ENSCGRG00001000738	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015036443	ENSCGRG00015027324	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000003921	ENSMAUG00000004637	Mesocricetus_auratus
ENSPEMP00000027822	ENSPEMG00000023517	Peromyscus_maniculatus_bairdii
ENSMOCP00000011786	ENSMOCG00000012047	Microtus_ochrogaster
ENSMUSP00000147233	ENSMUSG00000109129	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000146921	ENSMUSG00000051184	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000015239	ENSMSIG00000013074	Mus_spicilegus
MGP_SPRETEiJ_P0080571	MGP_SPRETEiJ_G0030195	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0077306	MGP_CAROLIEiJ_G0029142	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0045669	MGP_PahariEiJ_G0021010	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000069116	ENSRNOG00000016565	Rattus_norvegicus
ENSMUGP00000005390	ENSMUGG00000004968	Meriones_unguiculatus
ENSNGAP00000009661	ENSNGAG00000012292	Nannospalax_galili
ENSJJAP00000016965	ENSJJAG00000018662	Jaculus_jaculus
ENSCCNP00000011818	ENSCCNG00000012269	Castor_canadensis
ENSCLAP00000002427	ENSCLAG00000001761	Chinchilla_lanigera
ENSODEP00000015387	ENSODEG00000011352	Octodon_degus
ENSFDAP00000019821	ENSFDAG00000008878	Fukomys_damarensis
ENSCPOP00000017360	ENSCPOG00000019987	Cavia_porcellus
ENSCAPP00000011459	ENSCAPG00000012527	Cavia_aperea
ENSSTOP00000016484	ENSSTOG00000001503	Ictidomys_tridecemlineatus
ENSUPAP00010002326	ENSUPAG00010001979	Urocitellus_parryii
ENSSDAP00000008140	ENSSDAG00000007428	Spermophilus_dauricus
ENSMMMP00000001591	ENSMMMG00000001464	Marmota_marmota_marmota
ENSDNOP00000028832	ENSDNOG00000031876	Dasypus_novemcinctus
ENSPCIP00000023826	ENSPCIG00000018023	Phascolarctos_cinereus
ENSPCIP00000043593	ENSPCIG00000035790	Phascolarctos_cinereus
ENSVURP00010004026	ENSVURG00010003224	Vombatus_ursinus
ENSSHAP00000004186	ENSSHAG00000003689	Sarcophilus_harrisii
ENSMODP00000048350	ENSMODG00000043037	Monodelphis_domestica
ENSXETP00000036294	ENSXETG00000013596	Xenopus_tropicalis
