ENSACAP00000021812	ENSACAG00000028583	Anolis_carolinensis
ENSPVIP00000028067	ENSPVIG00000020840	Pogona_vitticeps
ENSNSUP00000017004	ENSNSUG00000012534	Notechis_scutatus
ENSSMRP00000019718	ENSSMRG00000015383	Salvator_merianae
ENSSPUP00000015194	ENSSPUG00000011705	Sphenodon_punctatus
ENSCABP00000010433	ENSCABG00000007826	Chelonoidis_abingdonii
ENSCABP00000010434	ENSCABG00000007828	Chelonoidis_abingdonii
ENSGAGP00000026355	ENSGAGG00000019217	Gopherus_agassizii
ENSCPBP00000008907	ENSCPBG00000006889	Chrysemys_picta_bellii
ENSPSIP00000015484	ENSPSIG00000013840	Pelodiscus_sinensis
ENSTBEP00000001789	ENSTBEG00000002078	Tupaia_belangeri
ENSEEUP00000001210	ENSEEUG00000001345	Erinaceus_europaeus
ENSCAFP00020027180	ENSCAFG00020021338	Canis_lupus_dingo
ENSVVUP00000007366	ENSVVUG00000005588	Vulpes_vulpes
ENSNVIP00000007615	ENSNVIG00000005936	Neovison_vison
ENSAMEP00000014963	ENSAMEG00000014188	Ailuropoda_melanoleuca
ENSUMAP00000011791	ENSUMAG00000008824	Ursus_maritimus
ENSUAMP00000027179	ENSUAMG00000021029	Ursus_americanus
ENSPTIP00000017186	ENSPTIG00000015708	Panthera_tigris_altaica
ENSPPRP00000007301	ENSPPRG00000002486	Panthera_pardus
ENSFCAP00000042776	ENSFCAG00000043201	Felis_catus
ENSCHIP00000022401	ENSCHIG00000020390	Capra_hircus
ENSOARP00000018796	ENSOARG00000017512	Ovis_aries
ENSBIXP00005016652	ENSBIXG00005003367	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000002754	ENSBIXG00000009209	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000016647	ENSBTAG00000012541	Bos_taurus
ENSBMUP00000022949	ENSBMUG00000017241	Bos_mutus
ENSBBBP00000012012	ENSBBBG00000019901	Bison_bison_bison
ENSSSCP00000044450	ENSSSCG00000034827	Sus_scrofa_strain_reference
ENSEASP00005025883	ENSEASG00005017665	Equus_asinus_asinus
ENSECAP00000040551	ENSECAG00000017525	Equus_caballus
ENSCCNP00000022181	ENSCCNG00000021857	Castor_canadensis
ENSDORP00000011615	ENSDORG00000012355	Dipodomys_ordii
MGP_SPRETEiJ_P0085368	MGP_SPRETEiJ_G0031535	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000033887	ENSMSIG00000028289	Mus_spicilegus
