ENSCHAP00000015822	ENSCHAG00000008456	Clupea_harengus	ENSCHAT00000017460
ENSCHAP00000015911	ENSCHAG00000008471	Clupea_harengus	ENSCHAT00000017556
ENSDCDP00000041762	ENSDCDG00000027129	Denticeps_clupeoides	ENSDCDT00000052783
ENSCHAP00000015690	ENSCHAG00000008392	Clupea_harengus	ENSCHAT00000017315
ENSCHAP00000015549	ENSCHAG00000007988	Clupea_harengus	ENSCHAT00000017165
ENSIPUP00000033279	ENSIPUG00000022366	Ictalurus_punctatus	ENSIPUT00000034587
ENSEEEP00000035915	ENSEEEG00000017081	Electrophorus_electricus	ENSEEET00000036337
ENSPNAP00000012025	ENSPNAG00000017720	Pygocentrus_nattereri	ENSPNAT00000019172
ENSPNAP00000001389	ENSPNAG00000008147	Pygocentrus_nattereri	ENSPNAT00000012235
ENSAMXP00000033032	ENSAMXG00000041157	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000057678
ENSDARP00000062517	ENSDARG00000042620	Danio_rerio
ENSCGOP00000013295	ENSCGOG00000006493	Cottoperca_gobio
ENSCGOP00000013325	ENSCGOG00000006519	Cottoperca_gobio
ENSCGOP00000013330	ENSCGOG00000006522	Cottoperca_gobio
ENSGACP00000009987	ENSGACG00000007518	Gasterosteus_aculeatus
ENSLBEP00000030508	ENSLBEG00000023026	Labrus_bergylta
ENSSDUP00000004284	ENSSDUG00000003207	Seriola_dumerili
ENSSLDP00000009784	ENSSLDG00000007784	Seriola_lalandi_dorsalis
ENSLCAP00010023991	ENSLCAG00010011250	Lates_calcarifer
ENSLCAP00010054052	ENSLCAG00010025162	Lates_calcarifer
ENSMAMP00000009620	ENSMAMG00000006481	Mastacembelus_armatus
ENSMALP00000023676	ENSMALG00000016509	Monopterus_albus
ENSBSLP00000010057	ENSBSLG00000005068	Betta_splendens
ENSBSLP00000010023	ENSBSLG00000005040	Betta_splendens
ENSATEP00000004832	ENSATEG00000003406	Anabas_testudineus
ENSATEP00000004869	ENSATEG00000003422	Anabas_testudineus
ENSXMAP00000006930	ENSXMAG00000006919	Xiphophorus_maculatus
ENSXCOP00000025475	ENSXCOG00000019034	Xiphophorus_couchianus
ENSPFOP00000015474	ENSPFOG00000015417	Poecilia_formosa
ENSPMEP00000034020	ENSPMEG00000022904	Poecilia_mexicana
ENSPLAP00000000951	ENSPLAG00000001885	Poecilia_latipinna
ENSPREP00000028200	ENSPREG00000019089	Poecilia_reticulata
ENSGAFP00000023490	ENSGAFG00000015863	Gambusia_affinis
ENSFHEP00000002981	ENSFHEG00000003813	Fundulus_heteroclitus
ENSCVAP00000028182	ENSCVAG00000000387	Cyprinodon_variegatus
ENSKMAP00000024069	ENSKMAG00000017819	Kryptolebias_marmoratus
ENSORLP00000027900	ENSORLG00000022681	Oryzias_latipes_ASM223467v1
ENSORLP00015027533	ENSORLG00015009670	Oryzias_latipes_ASM223469v1
ENSORLP00020020326	ENSORLG00020021359	Oryzias_latipes_ASM223471v1
ENSOMEP00000029037	ENSOMEG00000012424	Oryzias_melastigma
ENSOMEP00000011169	ENSOMEG00000012462	Oryzias_melastigma
ENSPRNP00000000657	ENSPRNG00000000443	Parambassis_ranga
ENSMZEP00005014561	ENSMZEG00005010954	Maylandia_zebra
ENSHBUP00000024212	ENSHBUG00000005474	Haplochromis_burtoni
ENSACLP00000005345	ENSACLG00000003597	Astatotilapia_calliptera
ENSPNYP00000000566	ENSPNYG00000000384	Pundamilia_nyererei
ENSONIP00000005955	ENSONIG00000004729	Oreochromis_niloticus
ENSACLP00000005369	ENSACLG00000003611	Astatotilapia_calliptera
ENSACLP00000005390	ENSACLG00000003618	Astatotilapia_calliptera
ENSMZEP00005014578	ENSMZEG00005010966	Maylandia_zebra
ENSNBRP00000025764	ENSNBRG00000019704	Neolamprologus_brichardi
ENSACIP00000030124	ENSACIG00000023315	Amphilophus_citrinellus
ENSACLP00000005405	ENSACLG00000003638	Astatotilapia_calliptera
ENSMZEP00005014591	ENSMZEG00005010976	Maylandia_zebra
ENSPNYP00000000597	ENSPNYG00000000474	Pundamilia_nyererei
ENSHBUP00000004130	ENSHBUG00000005425	Haplochromis_burtoni
ENSONIP00000022403	ENSONIG00000017770	Oreochromis_niloticus
ENSACLP00000005430	ENSACLG00000003654	Astatotilapia_calliptera
ENSMZEP00005014613	ENSMZEG00005010994	Maylandia_zebra
ENSPNYP00000000619	ENSPNYG00000000487	Pundamilia_nyererei
ENSHBUP00000024175	ENSHBUG00000005412	Haplochromis_burtoni
ENSNBRP00000026276	ENSNBRG00000019802	Neolamprologus_brichardi
ENSACIP00000030116	ENSACIG00000023309	Amphilophus_citrinellus
ENSGWIP00000021679	ENSGWIG00000011683	Gouania_willdenowi
ENSAPEP00000030044	ENSAPEG00000021352	Amphiprion_percula
ENSAOCP00000019226	ENSAOCG00000024477	Amphiprion_ocellaris
ENSAOCP00000014576	ENSAOCG00000001380	Amphiprion_ocellaris
ENSAPOP00000006854	ENSAPOG00000008733	Acanthochromis_polyacanthus
ENSAPOP00000005069	ENSAPOG00000006704	Acanthochromis_polyacanthus
ENSAPEP00000029988	ENSAPEG00000021299	Amphiprion_percula
ENSAOCP00000029133	ENSAOCG00000019249	Amphiprion_ocellaris
ENSAOCP00000029168	ENSAOCG00000019263	Amphiprion_ocellaris
ENSAPOP00000021780	ENSAPOG00000002552	Acanthochromis_polyacanthus
ENSAPOP00000001254	ENSAPOG00000002532	Acanthochromis_polyacanthus
ENSAPOP00000021797	ENSAPOG00000002590	Acanthochromis_polyacanthus
ENSAPOP00000001240	ENSAPOG00000002507	Acanthochromis_polyacanthus
ENSAOCP00000029164	ENSAOCG00000019298	Amphiprion_ocellaris
ENSAPEP00000000502	ENSAPEG00000000378	Amphiprion_percula
ENSAOCP00000019236	ENSAOCG00000024487	Amphiprion_ocellaris
ENSAOCP00000019242	ENSAOCG00000024491	Amphiprion_ocellaris
ENSAOCP00000000356	ENSAOCG00000003190	Amphiprion_ocellaris
ENSAPEP00000030119	ENSAPEG00000021407	Amphiprion_percula
ENSAPOP00000025581	ENSAPOG00000000233	Acanthochromis_polyacanthus
ENSAPOP00000005110	ENSAPOG00000006875	Acanthochromis_polyacanthus
ENSSPAP00000025900	ENSSPAG00000019542	Stegastes_partitus
ENSSPAP00000025995	ENSSPAG00000019574	Stegastes_partitus
ENSTRUP00000037870	ENSTRUG00000019544	Takifugu_rubripes
ENSTNIP00000012095	ENSTNIG00000009230	Tetraodon_nigroviridis
ENSMMOP00000027807	ENSMMOG00000021021	Mola_mola
ENSCSEP00000015660	ENSCSEG00000010061	Cynoglossus_semilaevis
ENSHCOP00000003305	ENSHCOG00000004621	Hippocampus_comes
ENSPMGP00000006475	ENSPMGG00000005438	Periophthalmus_magnuspinnatus
ENSPNYP00000002560	ENSPNYG00000002029	Pundamilia_nyererei
ENSNBRP00000025809	ENSNBRG00000019740	Neolamprologus_brichardi
ENSNBRP00000025822	ENSNBRG00000019758	Neolamprologus_brichardi
ENSCVAP00000012715	ENSCVAG00000015151	Cyprinodon_variegatus
ENSXCOP00000014033	ENSXCOG00000010623	Xiphophorus_couchianus
ENSHBUP00000024165	ENSHBUG00000005388	Haplochromis_burtoni
ENSSMAP00000033952	ENSSMAG00000020764	Scophthalmus_maximus
ENSSMAP00000033955	ENSSMAG00000020765	Scophthalmus_maximus
ENSLCRP00005033750	ENSLCRG00005013245	Larimichthys_crocea
ENSTRUP00000037867	ENSTRUG00000014824	Takifugu_rubripes
ENSLCAP00010024011	ENSLCAG00010011272	Lates_calcarifer
ENSLCAP00010054028	ENSLCAG00010025153	Lates_calcarifer
ENSAPEP00000000535	ENSAPEG00000000439	Amphiprion_percula
ENSAOCP00000019656	ENSAOCG00000003205	Amphiprion_ocellaris
ENSAPOP00000016654	ENSAPOG00000020230	Acanthochromis_polyacanthus
ENSSPAP00000026747	ENSSPAG00000019695	Stegastes_partitus
ENSPRNP00000000664	ENSPRNG00000000451	Parambassis_ranga
ENSMZEP00005014718	ENSMZEG00005011075	Maylandia_zebra
ENSACLP00000005557	ENSACLG00000003737	Astatotilapia_calliptera
ENSPNYP00000000719	ENSPNYG00000000570	Pundamilia_nyererei
ENSHBUP00000016412	ENSHBUG00000000546	Haplochromis_burtoni
ENSNBRP00000026382	ENSNBRG00000020154	Neolamprologus_brichardi
ENSONIP00000005970	ENSONIG00000004741	Oreochromis_niloticus
ENSACIP00000022789	ENSACIG00000017728	Amphilophus_citrinellus
ENSPMEP00000019954	ENSPMEG00000023021	Poecilia_mexicana
ENSPLAP00000019482	ENSPLAG00000001660	Poecilia_latipinna
ENSPREP00000028068	ENSPREG00000018992	Poecilia_reticulata
ENSXCOP00000014028	ENSXCOG00000010619	Xiphophorus_couchianus
ENSXMAP00000034562	ENSXMAG00000023909	Xiphophorus_maculatus
ENSPREP00000028112	ENSPREG00000019025	Poecilia_reticulata
ENSPMEP00000034053	ENSPMEG00000022976	Poecilia_mexicana
ENSPLAP00000019537	ENSPLAG00000001844	Poecilia_latipinna
ENSPFOP00000015396	ENSPFOG00000015361	Poecilia_formosa
ENSPMEP00000019939	ENSPMEG00000022993	Poecilia_mexicana
ENSPLAP00000000770	ENSPLAG00000001715	Poecilia_latipinna
ENSPREP00000028091	ENSPREG00000019005	Poecilia_reticulata
ENSGAFP00000027444	ENSGAFG00000018540	Gambusia_affinis
ENSXMAP00000000817	ENSXMAG00000000819	Xiphophorus_maculatus
ENSFHEP00000021124	ENSFHEG00000023121	Fundulus_heteroclitus
ENSCVAP00000028232	ENSCVAG00000015141	Cyprinodon_variegatus
ENSKMAP00000023961	ENSKMAG00000017761	Kryptolebias_marmoratus
ENSORLP00020020237	ENSORLG00020021243	Oryzias_latipes_ASM223471v1
ENSORLP00020034673	ENSORLG00020021254	Oryzias_latipes_ASM223471v1
ENSORLP00000017207	ENSORLG00000013718	Oryzias_latipes_ASM223467v1
ENSORLP00015008639	ENSORLG00015009485	Oryzias_latipes_ASM223469v1
ENSATEP00000005944	ENSATEG00000003479	Anabas_testudineus
ENSCGOP00000013256	ENSCGOG00000006483	Cottoperca_gobio
ENSGACP00000010000	ENSGACG00000007537	Gasterosteus_aculeatus
ENSLCRP00005033751	ENSLCRG00005013247	Larimichthys_crocea
ENSLBEP00000030542	ENSLBEG00000023069	Labrus_bergylta
ENSMMOP00000027809	ENSMMOG00000021023	Mola_mola
ENSLCAP00010024004	ENSLCAG00010011264	Lates_calcarifer
ENSLCAP00010054041	ENSLCAG00010025158	Lates_calcarifer
ENSSDUP00000004268	ENSSDUG00000002663	Seriola_dumerili
ENSSLDP00000009818	ENSSLDG00000007811	Seriola_lalandi_dorsalis
ENSACLP00000005497	ENSACLG00000003695	Astatotilapia_calliptera
ENSMZEP00005014660	ENSMZEG00005011028	Maylandia_zebra
ENSPNYP00000000656	ENSPNYG00000000519	Pundamilia_nyererei
ENSHBUP00000004068	ENSHBUG00000005364	Haplochromis_burtoni
ENSACLP00000005531	ENSACLG00000003725	Astatotilapia_calliptera
ENSMZEP00005014676	ENSMZEG00005011039	Maylandia_zebra
ENSPNYP00000000672	ENSPNYG00000000539	Pundamilia_nyererei
ENSACLP00000005542	ENSACLG00000003731	Astatotilapia_calliptera
ENSMZEP00005014700	ENSMZEG00005011057	Maylandia_zebra
ENSNBRP00000026359	ENSNBRG00000020130	Neolamprologus_brichardi
ENSONIP00000005968	ENSONIG00000004739	Oreochromis_niloticus
ENSACIP00000022806	ENSACIG00000017745	Amphilophus_citrinellus
ENSMZEP00005014639	ENSMZEG00005011014	Maylandia_zebra
ENSACLP00000005457	ENSACLG00000003668	Astatotilapia_calliptera
ENSPNYP00000000640	ENSPNYG00000000502	Pundamilia_nyererei
ENSNBRP00000026326	ENSNBRG00000020114	Neolamprologus_brichardi
ENSONIP00000005960	ENSONIG00000004733	Oreochromis_niloticus
ENSACIP00000022833	ENSACIG00000017773	Amphilophus_citrinellus
ENSGWIP00000021682	ENSGWIG00000011684	Gouania_willdenowi
ENSXMAP00000035055	ENSXMAG00000025404	Xiphophorus_maculatus
ENSXCOP00000025473	ENSXCOG00000019032	Xiphophorus_couchianus
ENSPLAP00000019618	ENSPLAG00000001872	Poecilia_latipinna
ENSPFOP00000015449	ENSPFOG00000015366	Poecilia_formosa
ENSPMEP00000034044	ENSPMEG00000022945	Poecilia_mexicana
ENSPREP00000028134	ENSPREG00000019044	Poecilia_reticulata
ENSGAFP00000027436	ENSGAFG00000018537	Gambusia_affinis
ENSFHEP00000035093	ENSFHEG00000023185	Fundulus_heteroclitus
ENSCVAP00000028207	ENSCVAG00000015120	Cyprinodon_variegatus
ENSCVAP00000012647	ENSCVAG00000015091	Cyprinodon_variegatus
ENSFHEP00000035153	ENSFHEG00000023205	Fundulus_heteroclitus
ENSXCOP00000025474	ENSXCOG00000019033	Xiphophorus_couchianus
ENSXMAP00000006925	ENSXMAG00000006918	Xiphophorus_maculatus
ENSGAFP00000027432	ENSGAFG00000018534	Gambusia_affinis
ENSPFOP00000015451	ENSPFOG00000015412	Poecilia_formosa
ENSPMEP00000019876	ENSPMEG00000022936	Poecilia_mexicana
ENSPLAP00000000950	ENSPLAG00000001879	Poecilia_latipinna
ENSPREP00000028168	ENSPREG00000019058	Poecilia_reticulata
ENSKMAP00000023999	ENSKMAG00000017789	Kryptolebias_marmoratus
ENSAOCP00000019669	ENSAOCG00000003196	Amphiprion_ocellaris
ENSAPEP00000000527	ENSAPEG00000000411	Amphiprion_percula
ENSAPEP00000000443	ENSAPEG00000000336	Amphiprion_percula
ENSAOCP00000032262	ENSAOCG00000024504	Amphiprion_ocellaris
ENSAPEP00000030099	ENSAPEG00000021376	Amphiprion_percula
ENSAOCP00000019232	ENSAOCG00000024480	Amphiprion_ocellaris
ENSAPOP00000025540	ENSAPOG00000008723	Acanthochromis_polyacanthus
ENSSPAP00000026038	ENSSPAG00000019641	Stegastes_partitus
ENSAPOP00000025572	ENSAPOG00000008745	Acanthochromis_polyacanthus
ENSPRNP00000000662	ENSPRNG00000000447	Parambassis_ranga
ENSATEP00000004895	ENSATEG00000003454	Anabas_testudineus
ENSBSLP00000009984	ENSBSLG00000004961	Betta_splendens
ENSTRUP00000048700	ENSTRUG00000023684	Takifugu_rubripes
ENSTNIP00000012096	ENSTNIG00000009231	Tetraodon_nigroviridis
