ENSUMAP00000023341	ENSUMAG00000017000	Ursus_maritimus
ENSCAFP00020032330	ENSCAFG00020025175	Canis_lupus_dingo
ENSPTIP00000008928	ENSPTIG00000010147	Panthera_tigris_altaica
ENSPPRP00000020184	ENSPPRG00000011363	Panthera_pardus
ENSPPAP00000014225	ENSPPAG00000030264	Pan_paniscus
ENSTSYP00000014824	ENSTSYG00000034627	Carlito_syrichta
ENSDNOP00000026116	ENSDNOG00000031252	Dasypus_novemcinctus
ENSODEP00000008072	ENSODEG00000006016	Octodon_degus
ENSPCIP00000029786	ENSPCIG00000022165	Phascolarctos_cinereus
ENSNSUP00000010420	ENSNSUG00000007904	Notechis_scutatus
ENSCMIP00000038608	ENSCMIG00000016195	Callorhinchus_milii
ENSDCDP00000055608	ENSDCDG00000032848	Denticeps_clupeoides
ENSCHAP00000050753	ENSCHAG00000023239	Clupea_harengus
ENSAMXP00000000180	ENSAMXG00000000159	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005053630	ENSAMXG00005024009	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000031380	ENSPNAG00000018753	Pygocentrus_nattereri
ENSIPUP00000029108	ENSIPUG00000019620	Ictalurus_punctatus
ENSEEEP00000026271	ENSEEEG00000012700	Electrophorus_electricus
ENSDARP00000134625	ENSDARG00000105215	Danio_rerio
ENSCSEP00000007523	ENSCSEG00000004859	Cynoglossus_semilaevis
ENSTNIP00000019939	ENSTNIG00000016825	Tetraodon_nigroviridis
ENSHCOP00000002877	ENSHCOG00000004114	Hippocampus_comes
ENSPMGP00000021966	ENSPMGG00000017777	Periophthalmus_magnuspinnatus
ENSCGOP00000015154	ENSCGOG00000007344	Cottoperca_gobio
ENSGACP00000022613	ENSGACG00000017117	Gasterosteus_aculeatus
ENSLBEP00000010332	ENSLBEG00000007923	Labrus_bergylta
ENSMMOP00000002517	ENSMMOG00000002043	Mola_mola
ENSTRUP00000026447	ENSTRUG00000010487	Takifugu_rubripes
ENSLCRP00005050546	ENSLCRG00005019060	Larimichthys_crocea
ENSSDUP00000025606	ENSSDUG00000018531	Seriola_dumerili
ENSSLDP00000029372	ENSSLDG00000022617	Seriola_lalandi_dorsalis
ENSSMAP00000026483	ENSSMAG00000016149	Scophthalmus_maximus
ENSLCAP00010042366	ENSLCAG00010019788	Lates_calcarifer
