ENSPVAP00000000862	ENSPVAG00000000910	Pteropus_vampyrus
ENSMLUP00000006928	ENSMLUG00000007598	Myotis_lucifugus
ENSEEUP00000013218	ENSEEUG00000014495	Erinaceus_europaeus
ENSEASP00005022509	ENSEASG00005015381	Equus_asinus_asinus
ENSECAP00000001660	ENSECAG00000002496	Equus_caballus
ENSCAFP00000042785	ENSCAFG00000028732	Canis_lupus_familiaris
ENSCAFP00020014022	ENSCAFG00020011334	Canis_lupus_dingo
ENSVVUP00000038475	ENSVVUG00000027439	Vulpes_vulpes
ENSUAMP00000005258	ENSUAMG00000004702	Ursus_americanus
ENSUMAP00000018469	ENSUMAG00000013566	Ursus_maritimus
ENSAMEP00000020249	ENSAMEG00000019195	Ailuropoda_melanoleuca
ENSMPUP00000010959	ENSMPUG00000011049	Mustela_putorius_furo
ENSNVIP00000024757	ENSNVIG00000019162	Neovison_vison
ENSPPRP00000024876	ENSPPRG00000015077	Panthera_pardus
ENSPTIP00000001610	ENSPTIG00000004164	Panthera_tigris_altaica
ENSFCAP00000054024	ENSFCAG00000040246	Felis_catus
ENSBIXP00000008949	ENSBIXG00000014665	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005027133	ENSBIXG00005029165	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000004817	ENSBTAG00000003699	Bos_taurus
ENSBMUP00000007334	ENSBMUG00000005766	Bos_mutus
ENSBBBP00000005014	ENSBBBG00000002965	Bison_bison_bison
ENSOARP00000004577	ENSOARG00000004280	Ovis_aries
ENSCHIP00000028575	ENSCHIG00000024044	Capra_hircus
ENSTTRP00000010341	ENSTTRG00000010922	Tursiops_truncatus
ENSPEMP00000017972	ENSPEMG00000016714	Peromyscus_maniculatus_bairdii
ENSMOCP00000022267	ENSMOCG00000019359	Microtus_ochrogaster
ENSCGRP00000015708	ENSCGRG00000011384	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015005076	ENSCGRG00015004006	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001019927	ENSCGRG00001019231	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000010884	ENSMAUG00000011636	Mesocricetus_auratus
ENSMSIP00000029222	ENSMSIG00000024539	Mus_spicilegus
ENSMUSP00000054020	ENSMUSG00000043602	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0029311	MGP_SPRETEiJ_G0017487	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0027930	MGP_CAROLIEiJ_G0016651	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0034674	MGP_PahariEiJ_G0017782	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000006641	ENSRNOG00000005009	Rattus_norvegicus
ENSMUGP00000028235	ENSMUGG00000023429	Meriones_unguiculatus
ENSNGAP00000013146	ENSNGAG00000014808	Nannospalax_galili
ENSJJAP00000009580	ENSJJAG00000013410	Jaculus_jaculus
ENSDORP00000013119	ENSDORG00000013955	Dipodomys_ordii
ENSCLAP00000017067	ENSCLAG00000011713	Chinchilla_lanigera	ENSCLAT00000017235
ENSCLAP00000011063	ENSCLAG00000007638	Chinchilla_lanigera	ENSCLAT00000011198
ENSODEP00000026903	ENSODEG00000020398	Octodon_degus	ENSODET00000027463
ENSCPOP00000023698	ENSCPOG00000040109	Cavia_porcellus	ENSCPOT00000031698
ENSHGLP00000024843	ENSHGLG00000017714	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100022535	ENSHGLG00100016572	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000000960	ENSFDAG00000011067	Fukomys_damarensis
ENSSTOP00000017931	ENSSTOG00000021828	Ictidomys_tridecemlineatus
ENSUPAP00010008270	ENSUPAG00010006646	Urocitellus_parryii
ENSSDAP00000003315	ENSSDAG00000003163	Spermophilus_dauricus
ENSMMMP00000020920	ENSMMMG00000018465	Marmota_marmota_marmota
ENSOCUP00000046995	ENSOCUG00000034911	Oryctolagus_cuniculus
ENSOPRP00000010192	ENSOPRG00000011176	Ochotona_princeps
ENSPSMP00000026226	ENSPSMG00000018404	Prolemur_simus
ENSOGAP00000016078	ENSOGAG00000027676	Otolemur_garnettii
ENSPTRP00000072212	ENSPTRG00000052066	Pan_troglodytes
ENSPPAP00000006608	ENSPPAG00000025379	Pan_paniscus
ENSGGOP00000018122	ENSGGOG00000023389	Gorilla_gorilla
ENSP00000320347	ENSG00000180787	Homo_sapiens
ENSPPYP00000008848	ENSPPYG00000007859	Pongo_abelii
ENSNLEP00000030877	ENSNLEG00000032092	Nomascus_leucogenys
ENSRROP00000004130	ENSRROG00000016740	Rhinopithecus_roxellana
ENSRBIP00000012779	ENSRBIG00000030368	Rhinopithecus_bieti
ENSCANP00000029650	ENSCANG00000038456	Colobus_angolensis_palliatus
ENSPTEP00000019372	ENSPTEG00000020710	Piliocolobus_tephrosceles
ENSMFAP00000013801	ENSMFAG00000029855	Macaca_fascicularis
ENSMMUP00000061279	ENSMMUG00000056095	Macaca_mulatta
ENSMNEP00000005350	ENSMNEG00000024399	Macaca_nemestrina
ENSTGEP00000025136	ENSTGEG00000020276	Theropithecus_gelada
ENSPANP00000008425	ENSPANG00000012200	Papio_anubis
ENSMLEP00000006089	ENSMLEG00000025892	Mandrillus_leucophaeus
ENSCATP00000001910	ENSCATG00000008687	Cercocebus_atys
ENSCSAP00000017435	ENSCSAG00000000570	Chlorocebus_sabaeus
ENSSBOP00000003672	ENSSBOG00000017379	Saimiri_boliviensis_boliviensis
ENSCJAP00000078841	ENSCJAG00000057438	Callithrix_jacchus
ENSCCAP00000004358	ENSCCAG00000019666	Cebus_capucinus_imitator
ENSANAP00000003673	ENSANAG00000019832	Aotus_nancymaae
ENSLAFP00000002450	ENSLAFG00000002940	Loxodonta_africana
ENSPCAP00000009404	ENSPCAG00000010125	Procavia_capensis
ENSDNOP00000027305	ENSDNOG00000012978	Dasypus_novemcinctus
ENSCHOP00000005294	ENSCHOG00000005995	Choloepus_hoffmanni
