R10F2.5.1	WBGene00019996	Caenorhabditis_elegans_strain_N2	R10F2.5.1
FBpp0087126	FBgn0033685	Drosophila_melanogaster	FBtr0088019
ENSACAP00000001110	ENSACAG00000001106	Anolis_carolinensis
ENSPVIP00000021334	ENSPVIG00000016203	Pogona_vitticeps
ENSNSUP00000016606	ENSNSUG00000012246	Notechis_scutatus
ENSSMRP00000020479	ENSSMRG00000015938	Salvator_merianae
ENSSPUP00000001771	ENSSPUG00000001212	Sphenodon_punctatus
ENSARWP00000013666	ENSARWG00000009444	Apteryx_rowi
ENSAOWP00000014301	ENSAOWG00000009762	Apteryx_owenii
ENSAHAP00000025484	ENSAHAG00000017764	Apteryx_haastii
ENSDNVP00000015127	ENSDNVG00000010653	Dromaius_novaehollandiae
ENSNPEP00000007063	ENSNPEG00000005299	Nothoprocta_perdicaria
ENSCJPP00005021260	ENSCJPG00005016941	Coturnix_japonica
ENSMGAP00000003319	ENSMGAG00000003573	Meleagris_gallopavo
ENSGALP00000003312	ENSGALG00000002123	Gallus_gallus
ENSNMEP00000006152	ENSNMEG00000006293	Numida_meleagris
ENSABRP00000025084	ENSABRG00000021050	Anser_brachyrhynchus
ENSAPLP00000022772	ENSAPLG00000008275	Anas_platyrhynchos_platyrhynchos
ENSLSDP00000020915	ENSLSDG00000014799	Lonchura_striata_domestica
ENSTGUP00000001647	ENSTGUG00000001590	Taeniopygia_guttata
ENSJHYP00000006574	ENSJHYG00000005292	Junco_hyemalis
ENSZALP00000014290	ENSZALG00000011861	Zonotrichia_albicollis
ENSSCAP00000021353	ENSSCAG00000015356	Serinus_canaria
ENSPMJP00000008308	ENSPMJG00000006764	Parus_major
ENSCCEP00000004817	ENSCCEG00000005300	Cyanistes_caeruleus
ENSFALP00000000890	ENSFALG00000000855	Ficedula_albicollis
ENSMVIP00005017948	ENSMVIG00005012779	Manacus_vitellinus
ENSMVIP00005017945	ENSMVIG00005012772	Manacus_vitellinus
ENSLCOP00000000439	ENSLCOG00000000400	Lepidothrix_coronata
ENSMUNP00000009190	ENSMUNG00000007256	Melopsittacus_undulatus
ENSCPGP00000012970	ENSCPGG00000009204	Calidris_pygmaea
ENSCPUP00000027684	ENSCPUG00000018634	Calidris_pugnax
ENSCPRP00005003409	ENSCPRG00005002504	Crocodylus_porosus
ENSGAGP00000034949	ENSGAGG00000024847	Gopherus_agassizii
ENSCABP00000020649	ENSCABG00000015236	Chelonoidis_abingdonii
ENSCPBP00000026088	ENSCPBG00000018516	Chrysemys_picta_bellii
ENSPSIP00000010972	ENSPSIG00000009947	Pelodiscus_sinensis
ENSPCIP00000019447	ENSPCIG00000014866	Phascolarctos_cinereus	ENSPCIT00000024030
ENSVURP00010003842	ENSVURG00010003056	Vombatus_ursinus	ENSVURT00010004352
ENSMEUP00000005767	ENSMEUG00000006316	Notamacropus_eugenii	ENSMEUT00000006332
ENSSHAP00000021329	ENSSHAG00000018077	Sarcophilus_harrisii	ENSSHAT00000021502
ENSMODP00000051649	ENSMODG00000017817	Monodelphis_domestica	ENSMODT00000075037
ENSCLAP00000012756	ENSCLAG00000008808	Chinchilla_lanigera
ENSODEP00000007009	ENSODEG00000005227	Octodon_degus
ENSCPOP00000009768	ENSCPOG00000010874	Cavia_porcellus
ENSCAPP00000004023	ENSCAPG00000006652	Cavia_aperea
ENSHGLP00000016546	ENSHGLG00000011822	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100002342	ENSHGLG00100001824	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000009314	ENSFDAG00000017341	Fukomys_damarensis
ENSOCUP00000020124	ENSOCUG00000005337	Oryctolagus_cuniculus
ENSUAMP00000026109	ENSUAMG00000020264	Ursus_americanus
ENSUMAP00000001511	ENSUMAG00000001369	Ursus_maritimus
ENSAMEP00000001530	ENSAMEG00000001437	Ailuropoda_melanoleuca
ENSUMAP00000010132	ENSUMAG00000007623	Ursus_maritimus
ENSUAMP00000032628	ENSUAMG00000024901	Ursus_americanus
ENSNVIP00000016160	ENSNVIG00000012600	Neovison_vison
ENSMPUP00000014665	ENSMPUG00000014774	Mustela_putorius_furo
ENSCAFP00020011019	ENSCAFG00020008914	Canis_lupus_dingo
ENSCAFP00000031930	ENSCAFG00000003380	Canis_lupus_familiaris
ENSVVUP00000031948	ENSVVUG00000023202	Vulpes_vulpes
ENSPPRP00000001478	ENSPPRG00000024092	Panthera_pardus
ENSPTIP00000026431	ENSPTIG00000021848	Panthera_tigris_altaica
ENSFCAP00000044364	ENSFCAG00000005258	Felis_catus
ENSMUSP00000045241	ENSMUSG00000042616	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0066865	MGP_SPRETEiJ_G0027445	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000018717	ENSMSIG00000015894	Mus_spicilegus
MGP_CAROLIEiJ_P0064361	MGP_CAROLIEiJ_G0026466	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0079453	MGP_PahariEiJ_G0028797	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000034112	ENSRNOG00000026978	Rattus_norvegicus
ENSMUGP00000022250	ENSMUGG00000018677	Meriones_unguiculatus
ENSMUGP00000002041	ENSMUGG00000001929	Meriones_unguiculatus
ENSCGRP00000007736	ENSCGRG00000005635	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001011281	ENSCGRG00001012967	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015008689	ENSCGRG00015006742	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000004092	ENSMAUG00000004945	Mesocricetus_auratus
ENSMOCP00000001903	ENSMOCG00000001484	Microtus_ochrogaster
ENSPEMP00000024541	ENSPEMG00000021248	Peromyscus_maniculatus_bairdii
ENSNGAP00000014728	ENSNGAG00000015958	Nannospalax_galili
ENSJJAP00000024335	ENSJJAG00000023834	Jaculus_jaculus
ENSDORP00000007110	ENSDORG00000007580	Dipodomys_ordii
ENSCCNP00000005004	ENSCCNG00000005343	Castor_canadensis
ENSSDAP00000015355	ENSSDAG00000013801	Spermophilus_dauricus
ENSMMMP00000006886	ENSMMMG00000006174	Marmota_marmota_marmota
ENSSTOP00000029606	ENSSTOG00000000607	Ictidomys_tridecemlineatus
ENSUPAP00010021968	ENSUPAG00010017454	Urocitellus_parryii
ENSTBEP00000014505	ENSTBEG00000016688	Tupaia_belangeri
ENSCHIP00000009292	ENSCHIG00000012198	Capra_hircus
ENSOARP00000021162	ENSOARG00000019703	Ovis_aries
ENSBIXP00005025267	ENSBIXG00005027790	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000066125	ENSBTAG00000007994	Bos_taurus
ENSBIXP00000022992	ENSBIXG00000002014	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000006858	ENSBMUG00000005431	Bos_mutus
ENSBBBP00000026403	ENSBBBG00000022249	Bison_bison_bison
ENSSSCP00000045636	ENSSSCG00000036709	Sus_scrofa_strain_reference
ENSSARP00000008297	ENSSARG00000009165	Sorex_araneus
ENSPVAP00000008159	ENSPVAG00000008646	Pteropus_vampyrus
ENSMLUP00000005911	ENSMLUG00000006472	Myotis_lucifugus
ENSEEUP00000013254	ENSEEUG00000014514	Erinaceus_europaeus
ENSEASP00005017629	ENSEASG00005012195	Equus_asinus_asinus
ENSECAP00000024835	ENSECAG00000008850	Equus_caballus
ENSVPAP00000000558	ENSVPAG00000000606	Vicugna_pacos
ENSTTRP00000011326	ENSTTRG00000011942	Tursiops_truncatus
ENSMFAP00000023670	ENSMFAG00000043477	Macaca_fascicularis
ENSMMUP00000026891	ENSMMUG00000020432	Macaca_mulatta
ENSMNEP00000041321	ENSMNEG00000043487	Macaca_nemestrina
ENSTGEP00000024245	ENSTGEG00000019601	Theropithecus_gelada
ENSPANP00000008368	ENSPANG00000009801	Papio_anubis
ENSMLEP00000004201	ENSMLEG00000018880	Mandrillus_leucophaeus
ENSCATP00000031719	ENSCATG00000038966	Cercocebus_atys
ENSCSAP00000016911	ENSCSAG00000001102	Chlorocebus_sabaeus
ENSCANP00000030384	ENSCANG00000038857	Colobus_angolensis_palliatus
ENSPTEP00000024178	ENSPTEG00000024720	Piliocolobus_tephrosceles
ENSRBIP00000017141	ENSRBIG00000032588	Rhinopithecus_bieti
ENSRROP00000016608	ENSRROG00000032439	Rhinopithecus_roxellana
ENSGGOP00000006891	ENSGGOG00000007041	Gorilla_gorilla
ENSP00000349052	ENSG00000116885	Homo_sapiens
ENSPPAP00000017994	ENSPPAG00000032111	Pan_paniscus
ENSPTRP00000065279	ENSPTRG00000000540	Pan_troglodytes
ENSPPYP00000001774	ENSPPYG00000001538	Pongo_abelii
ENSNLEP00000013929	ENSNLEG00000011442	Nomascus_leucogenys
ENSSBOP00000002972	ENSSBOG00000014944	Saimiri_boliviensis_boliviensis
ENSCCAP00000014519	ENSCCAG00000025052	Cebus_capucinus_imitator
ENSCJAP00000003305	ENSCJAG00000001826	Callithrix_jacchus
ENSANAP00000017405	ENSANAG00000026578	Aotus_nancymaae
ENSTSYP00000023258	ENSTSYG00000025604	Carlito_syrichta
ENSTSYP00000010043	ENSTSYG00000010954	Carlito_syrichta
ENSPSMP00000009974	ENSPSMG00000007256	Prolemur_simus
ENSMICP00000007236	ENSMICG00000007944	Microcebus_murinus
ENSPCOP00000018394	ENSPCOG00000021088	Propithecus_coquereli
ENSOGAP00000002375	ENSOGAG00000002654	Otolemur_garnettii
ENSOPRP00000001577	ENSOPRG00000001704	Ochotona_princeps
ENSDNOP00000019112	ENSDNOG00000040997	Dasypus_novemcinctus
ENSLAFP00000017806	ENSLAFG00000021988	Loxodonta_africana
ENSPCAP00000002380	ENSPCAG00000002532	Procavia_capensis
ENSETEP00000004638	ENSETEG00000005704	Echinops_telfairi
ENSOANP00000003270	ENSOANG00000002064	Ornithorhynchus_anatinus
ENSXETP00000053391	ENSXETG00000018644	Xenopus_tropicalis
ENSLACP00000013131	ENSLACG00000011564	Latimeria_chalumnae
ENSHHUP00000037086	ENSHHUG00000023235	Hucho_hucho
ENSHHUP00000066892	ENSHHUG00000039437	Hucho_hucho
ENSELUP00000018355	ENSELUG00000017885	Esox_lucius
ENSGWIP00000010474	ENSGWIG00000006148	Gouania_willdenowi
ENSHCOP00000020207	ENSHCOG00000006119	Hippocampus_comes
ENSCSEP00000029647	ENSCSEG00000019001	Cynoglossus_semilaevis
ENSTRUP00000027912	ENSTRUG00000011056	Takifugu_rubripes
ENSTNIP00000015155	ENSTNIG00000012191	Tetraodon_nigroviridis
ENSLBEP00000011713	ENSLBEG00000009007	Labrus_bergylta
ENSMMOP00000000568	ENSMMOG00000000485	Mola_mola
ENSCGOP00000030964	ENSCGOG00000014351	Cottoperca_gobio
ENSGACP00000018210	ENSGACG00000013774	Gasterosteus_aculeatus
ENSLCRP00005013482	ENSLCRG00005005741	Larimichthys_crocea
