ENSABRP00000021801	ENSABRG00000018048	Anser_brachyrhynchus
ENSAPLP00000009379	ENSAPLG00000009643	Anas_platyrhynchos_platyrhynchos
ENSGALP00000052800	ENSGALG00000005468	Gallus_gallus
ENSMGAP00000008257	ENSMGAG00000008060	Meleagris_gallopavo
ENSCJPP00005023505	ENSCJPG00005018465	Coturnix_japonica
ENSNMEP00000012050	ENSNMEG00000010082	Numida_meleagris
ENSCPGP00000023078	ENSCPGG00000015999	Calidris_pygmaea
ENSCPUP00000017146	ENSCPUG00000011830	Calidris_pugnax
ENSLCOP00000014433	ENSLCOG00000010355	Lepidothrix_coronata
ENSMVIP00005027818	ENSMVIG00005019382	Manacus_vitellinus
ENSTGUP00000008546	ENSTGUG00000008265	Taeniopygia_guttata
ENSLSDP00000018260	ENSLSDG00000013012	Lonchura_striata_domestica
ENSSCAP00000015577	ENSSCAG00000011420	Serinus_canaria
ENSPMJP00000027267	ENSPMJG00000019854	Parus_major
ENSCCEP00000023287	ENSCCEG00000020584	Cyanistes_caeruleus
ENSFALP00000005437	ENSFALG00000005200	Ficedula_albicollis
ENSJHYP00000019316	ENSJHYG00000014686	Junco_hyemalis
ENSZALP00000017512	ENSZALG00000013433	Zonotrichia_albicollis
ENSMUNP00000005801	ENSMUNG00000004712	Melopsittacus_undulatus
ENSAHAP00000013911	ENSAHAG00000009948	Apteryx_haastii
ENSARWP00000010662	ENSARWG00000007398	Apteryx_rowi
ENSAOWP00000021126	ENSAOWG00000014281	Apteryx_owenii
ENSDNVP00000000145	ENSDNVG00000000103	Dromaius_novaehollandiae
ENSCPRP00005014684	ENSCPRG00005010334	Crocodylus_porosus
ENSNPEP00000014101	ENSNPEG00000010546	Nothoprocta_perdicaria
ENSCPBP00000013003	ENSCPBG00000009769	Chrysemys_picta_bellii
ENSCABP00000022315	ENSCABG00000015959	Chelonoidis_abingdonii
ENSPSIP00000011768	ENSPSIG00000010631	Pelodiscus_sinensis
ENSPVIP00000028880	ENSPVIG00000021352	Pogona_vitticeps
ENSACAP00000005265	ENSACAG00000005381	Anolis_carolinensis
ENSNSUP00000018323	ENSNSUG00000012496	Notechis_scutatus
ENSSMRP00000018330	ENSSMRG00000014254	Salvator_merianae
ENSSPUP00000000863	ENSSPUG00000000509	Sphenodon_punctatus
ENSVURP00010015344	ENSVURG00010011652	Vombatus_ursinus
ENSPCIP00000023418	ENSPCIG00000017742	Phascolarctos_cinereus
ENSMEUP00000005843	ENSMEUG00000006377	Notamacropus_eugenii
ENSSHAP00000015969	ENSSHAG00000013596	Sarcophilus_harrisii
ENSMODP00000003075	ENSMODG00000002531	Monodelphis_domestica
ENSCCNP00000016094	ENSCCNG00000016335	Castor_canadensis
ENSDORP00000027056	ENSDORG00000004275	Dipodomys_ordii
ENSMSIP00000013812	ENSMSIG00000011874	Mus_spicilegus
ENSMUSP00000090510	ENSMUSG00000034940	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0030268	MGP_SPRETEiJ_G0017734	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0028860	MGP_CAROLIEiJ_G0016889	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0035581	MGP_PahariEiJ_G0018019	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000070454	ENSRNOG00000053814	Rattus_norvegicus
ENSMUGP00000006576	ENSMUGG00000005428	Meriones_unguiculatus
ENSCGRP00015014771	ENSCGRG00015010550	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001023575	ENSCGRG00001021744	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000003012	ENSCGRG00000002206	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000016386	ENSMAUG00000015507	Mesocricetus_auratus
ENSMOCP00000024675	ENSMOCG00000021006	Microtus_ochrogaster
ENSPEMP00000033801	ENSPEMG00000025919	Peromyscus_maniculatus_bairdii
ENSNGAP00000000441	ENSNGAG00000000321	Nannospalax_galili
ENSJJAP00000021507	ENSJJAG00000021827	Jaculus_jaculus
ENSUPAP00010014904	ENSUPAG00010011623	Urocitellus_parryii
ENSSDAP00000023653	ENSSDAG00000021462	Spermophilus_dauricus
ENSSTOP00000026990	ENSSTOG00000002530	Ictidomys_tridecemlineatus
ENSMMMP00000022083	ENSMMMG00000019201	Marmota_marmota_marmota
ENSHGLP00100021779	ENSHGLG00100016031	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000006060	ENSHGLG00000004431	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000011352	ENSFDAG00000018957	Fukomys_damarensis
ENSCPOP00000004184	ENSCPOG00000004643	Cavia_porcellus
ENSCAPP00000000946	ENSCAPG00000001406	Cavia_aperea
ENSCLAP00000019028	ENSCLAG00000013031	Chinchilla_lanigera
ENSODEP00000018797	ENSODEG00000013858	Octodon_degus
ENSOCUP00000016322	ENSOCUG00000014519	Oryctolagus_cuniculus
ENSOPRP00000003560	ENSOPRG00000003846	Ochotona_princeps
ENSPTRP00000015437	ENSPTRG00000009057	Pan_troglodytes
ENSPPAP00000019073	ENSPPAG00000032385	Pan_paniscus
ENSGGOP00000029712	ENSGGOG00000040471	Gorilla_gorilla
ENSP00000483453	ENSG00000275066	Homo_sapiens
ENSPPYP00000009238	ENSPPYG00000008220	Pongo_abelii
ENSNLEP00000003422	ENSNLEG00000002737	Nomascus_leucogenys
ENSCSAP00000002412	ENSCSAG00000006116	Chlorocebus_sabaeus
ENSMLEP00000027589	ENSMLEG00000037827	Mandrillus_leucophaeus
ENSTGEP00000022098	ENSTGEG00000017826	Theropithecus_gelada
ENSPANP00000020450	ENSPANG00000022120	Papio_anubis
ENSMFAP00000027054	ENSMFAG00000044562	Macaca_fascicularis
ENSMMUP00000059593	ENSMMUG00000002976	Macaca_mulatta
ENSMNEP00000006437	ENSMNEG00000026198	Macaca_nemestrina
ENSCATP00000014592	ENSCATG00000031190	Cercocebus_atys
ENSCANP00000006543	ENSCANG00000019556	Colobus_angolensis_palliatus
ENSPTEP00000039371	ENSPTEG00000036393	Piliocolobus_tephrosceles
ENSRROP00000032835	ENSRROG00000040002	Rhinopithecus_roxellana
ENSRBIP00000038152	ENSRBIG00000042474	Rhinopithecus_bieti
ENSSBOP00000021022	ENSSBOG00000026903	Saimiri_boliviensis_boliviensis
ENSCCAP00000021452	ENSCCAG00000028418	Cebus_capucinus_imitator
ENSCJAP00000028122	ENSCJAG00000015209	Callithrix_jacchus
ENSANAP00000031657	ENSANAG00000033433	Aotus_nancymaae
ENSTSYP00000030217	ENSTSYG00000000250	Carlito_syrichta
ENSPSMP00000015606	ENSPSMG00000011045	Prolemur_simus
ENSPCOP00000002136	ENSPCOG00000006433	Propithecus_coquereli
ENSMICP00000018822	ENSMICG00000004272	Microcebus_murinus
ENSOGAP00000000773	ENSOGAG00000000867	Otolemur_garnettii
ENSTBEP00000003851	ENSTBEG00000004436	Tupaia_belangeri
ENSBTAP00000013601	ENSBTAG00000010292	Bos_taurus
ENSBIXP00005039798	ENSBIXG00005022316	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000002543	ENSBIXG00000000214	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000007349	ENSBMUG00000005619	Bos_mutus
ENSBBBP00000020757	ENSBBBG00000014660	Bison_bison_bison
ENSOARP00000002618	ENSOARG00000002452	Ovis_aries
