ENSVURP00010015133	ENSVURG00010011574	Vombatus_ursinus
ENSPCIP00000037830	ENSPCIG00000027851	Phascolarctos_cinereus
ENSMEUP00000006976	ENSMEUG00000007629	Notamacropus_eugenii
ENSSHAP00000004823	ENSSHAG00000004233	Sarcophilus_harrisii
ENSMODP00000036285	ENSMODG00000000245	Monodelphis_domestica
ENSBIXP00000025527	ENSBIXG00000027608	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005031777	ENSBIXG00005012202	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000015510	ENSBTAG00000011682	Bos_taurus
ENSBMUP00000025070	ENSBMUG00000018831	Bos_mutus
ENSBBBP00000006318	ENSBBBG00000001239	Bison_bison_bison
ENSCHIP00000017959	ENSCHIG00000017600	Capra_hircus
ENSOARP00000013985	ENSOARG00000013052	Ovis_aries
ENSBTAP00000060141	ENSBTAG00000051422	Bos_taurus
ENSTTRP00000001934	ENSTTRG00000002058	Tursiops_truncatus
ENSSSCP00000016673	ENSSSCG00000015733	Sus_scrofa_strain_reference
ENSEASP00005018962	ENSEASG00005013053	Equus_asinus_asinus
ENSECAP00000042959	ENSECAG00000008016	Equus_caballus
ENSVVUP00000025166	ENSVVUG00000018458	Vulpes_vulpes
ENSPVAP00000002384	ENSPVAG00000002518	Pteropus_vampyrus
ENSMPUP00000000979	ENSMPUG00000000986	Mustela_putorius_furo
ENSNVIP00000004258	ENSNVIG00000003379	Neovison_vison
ENSUAMP00000005526	ENSUAMG00000004897	Ursus_americanus
ENSUMAP00000017795	ENSUMAG00000013070	Ursus_maritimus
ENSAMEP00000009217	ENSAMEG00000008708	Ailuropoda_melanoleuca
ENSCAFP00020017165	ENSCAFG00020013712	Canis_lupus_dingo
ENSCAFP00000007216	ENSCAFG00000004821	Canis_lupus_familiaris
ENSFCAP00000041067	ENSFCAG00000046390	Felis_catus
ENSFCAP00000054681	ENSFCAG00000050811	Felis_catus
