ENSCPGP00000009960	ENSCPGG00000007097	Calidris_pygmaea
ENSCPUP00000018920	ENSCPUG00000012997	Calidris_pugnax
ENSMUNP00000016161	ENSMUNG00000012436	Melopsittacus_undulatus
ENSLSDP00000016170	ENSLSDG00000011649	Lonchura_striata_domestica
ENSTGUP00000012475	ENSTGUG00000012112	Taeniopygia_guttata
ENSSCAP00000017957	ENSSCAG00000013032	Serinus_canaria
ENSJHYP00000021365	ENSJHYG00000016181	Junco_hyemalis
ENSZALP00000003758	ENSZALG00000003649	Zonotrichia_albicollis
ENSFALP00000008779	ENSFALG00000008423	Ficedula_albicollis
ENSPMJP00000020023	ENSPMJG00000014938	Parus_major
ENSCCEP00000010226	ENSCCEG00000010223	Cyanistes_caeruleus
ENSMVIP00005011318	ENSMVIG00005008288	Manacus_vitellinus
ENSLCOP00000010125	ENSLCOG00000007362	Lepidothrix_coronata
ENSGALP00000029498	ENSGALG00000017012	Gallus_gallus
ENSCJPP00005025192	ENSCJPG00005019795	Coturnix_japonica
ENSMGAP00000015928	ENSMGAG00000015022	Meleagris_gallopavo
ENSNMEP00000007237	ENSNMEG00000007297	Numida_meleagris
ENSABRP00000006151	ENSABRG00000005718	Anser_brachyrhynchus
ENSAPLP00000019757	ENSAPLG00000025822	Anas_platyrhynchos_platyrhynchos
ENSAOWP00000011420	ENSAOWG00000007840	Apteryx_owenii
ENSAHAP00000018932	ENSAHAG00000013417	Apteryx_haastii
ENSARWP00000010746	ENSARWG00000007450	Apteryx_rowi
ENSDNVP00000019458	ENSDNVG00000013623	Dromaius_novaehollandiae
ENSNPEP00000007774	ENSNPEG00000005826	Nothoprocta_perdicaria
ENSCPRP00005003077	ENSCPRG00005002260	Crocodylus_porosus
ENSGAGP00000019670	ENSGAGG00000014514	Gopherus_agassizii
ENSCABP00000007641	ENSCABG00000005761	Chelonoidis_abingdonii
ENSCPBP00000011302	ENSCPBG00000008627	Chrysemys_picta_bellii
ENSPSIP00000002234	ENSPSIG00000002223	Pelodiscus_sinensis
ENSPVIP00000029641	ENSPVIG00000021851	Pogona_vitticeps
ENSACAP00000013546	ENSACAG00000013818	Anolis_carolinensis
ENSNSUP00000001347	ENSNSUG00000001177	Notechis_scutatus
ENSSPUP00000008770	ENSSPUG00000006820	Sphenodon_punctatus
ENSPVAP00000015264	ENSPVAG00000016177	Pteropus_vampyrus
ENSMLUP00000007409	ENSMLUG00000008136	Myotis_lucifugus
ENSUAMP00000011795	ENSUAMG00000009571	Ursus_americanus
ENSAMEP00000005073	ENSAMEG00000004813	Ailuropoda_melanoleuca
ENSUMAP00000025347	ENSUMAG00000018468	Ursus_maritimus
ENSVVUP00000039484	ENSVVUG00000028128	Vulpes_vulpes
ENSNVIP00000015102	ENSNVIG00000011840	Neovison_vison
ENSCAFP00020027488	ENSCAFG00020021574	Canis_lupus_dingo
ENSPPRP00000022669	ENSPPRG00000013117	Panthera_pardus
ENSPTIP00000016108	ENSPTIG00000014997	Panthera_tigris_altaica
ENSFCAP00000022621	ENSFCAG00000031784	Felis_catus
ENSOARP00000009293	ENSOARG00000008666	Ovis_aries
ENSCHIP00000005448	ENSCHIG00000009570	Capra_hircus
ENSBTAP00000010748	ENSBTAG00000008176	Bos_taurus
ENSBIXP00000027443	ENSBIXG00000008293	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000002565	ENSBMUG00000002009	Bos_mutus
ENSBBBP00000006985	ENSBBBG00000003771	Bison_bison_bison
ENSTTRP00000005959	ENSTTRG00000006303	Tursiops_truncatus
ENSVPAP00000010604	ENSVPAG00000011385	Vicugna_pacos
ENSSSCP00000010019	ENSSSCG00000009388	Sus_scrofa_strain_reference
ENSEASP00005025414	ENSEASG00005017300	Equus_asinus_asinus
ENSECAP00000006250	ENSECAG00000008284	Equus_caballus
ENSEEUP00000009595	ENSEEUG00000010546	Erinaceus_europaeus
ENSSARP00000007178	ENSSARG00000007945	Sorex_araneus
ENSMSIP00000029413	ENSMSIG00000024715	Mus_spicilegus
