ENSORLP00020010653	ENSORLG00020011582	Oryzias_latipes_ASM223471v1
ENSTGUP00000002985	ENSTGUG00000002880	Taeniopygia_guttata
ENSSSCP00000026165	ENSSSCG00000027299	Sus_scrofa_strain_reference
ENSELUP00000010412	ENSELUG00000010957	Esox_lucius
ENSCAPP00000011128	ENSCAPG00000012229	Cavia_aperea
ENSMALP00000004239	ENSMALG00000003057	Monopterus_albus
ENSCAFP00000028705	ENSCAFG00000019416	Canis_lupus_familiaris
ENSLOCP00000005764	ENSLOCG00000004790	Lepisosteus_oculatus
ENSSBOP00000037978	ENSSBOG00000035066	Saimiri_boliviensis_boliviensis
ENSAPOP00000016976	ENSAPOG00000020170	Acanthochromis_polyacanthus
ENSPMGP00000009297	ENSPMGG00000007708	Periophthalmus_magnuspinnatus
ENSCGRP00015017487	ENSCGRG00015013395	Cricetulus_griseus_CriGri-PICR
ENSPMJP00000017766	ENSPMJG00000013341	Parus_major
ENSSHAP00000016746	ENSSHAG00000014248	Sarcophilus_harrisii
ENSTGEP00000021997	ENSTGEG00000017772	Theropithecus_gelada
ENSAHAP00000021442	ENSAHAG00000014955	Apteryx_haastii
ENSSLDP00000025870	ENSSLDG00000020098	Seriola_lalandi_dorsalis
FBpp0303016	FBgn0031682	Drosophila_melanogaster
ENSP00000498888	ENSG00000157881	Homo_sapiens
ENSONIP00000000752	ENSONIG00000000594	Oreochromis_niloticus
ENSUPAP00010005240	ENSUPAG00010004247	Urocitellus_parryii
ENSCSEP00000028554	ENSCSEG00000018228	Cynoglossus_semilaevis
ENSXMAP00000031907	ENSXMAG00000006201	Xiphophorus_maculatus
ENSCJPP00005010989	ENSCJPG00005009501	Coturnix_japonica
ENSRROP00000027205	ENSRROG00000037379	Rhinopithecus_roxellana
ENSXCOP00000018860	ENSXCOG00000014194	Xiphophorus_couchianus
ENSMOCP00000017482	ENSMOCG00000016061	Microtus_ochrogaster
ENSVVUP00000038075	ENSVVUG00000027167	Vulpes_vulpes
ENSAPEP00000029140	ENSAPEG00000020675	Amphiprion_percula
ENSCPUP00000008153	ENSCPUG00000005881	Calidris_pugnax
ENSBBBP00000009697	ENSBBBG00000017861	Bison_bison_bison
ENSHGLP00100017289	ENSHGLG00100012751	Heterocephalus_glaber_HetGla_1.0
ENSMMOP00000017700	ENSMMOG00000013441	Mola_mola	ENSMMOT00000017991
ENSCCNP00000003404	ENSCCNG00000003582	Castor_canadensis
ENSHBUP00000029268	ENSHBUG00000013640	Haplochromis_burtoni
ENSOANP00000004679	ENSOANG00000002947	Ornithorhynchus_anatinus
ENSSPUP00000020305	ENSSPUG00000015585	Sphenodon_punctatus
ENSGWIP00000000372	ENSGWIG00000000247	Gouania_willdenowi
ENSGACP00000005715	ENSGACG00000004331	Gasterosteus_aculeatus	ENSGACT00000005731
ENSFALP00000009958	ENSFALG00000009550	Ficedula_albicollis
ENSHHUP00000089461	ENSHHUG00000051632	Hucho_hucho
ENSPVIP00000028209	ENSPVIG00000020804	Pogona_vitticeps
ENSGAFP00000022678	ENSGAFG00000015331	Gambusia_affinis
ENSMSIP00000019175	ENSMSIG00000016251	Mus_spicilegus
ENSEEUP00000007454	ENSEEUG00000008154	Erinaceus_europaeus
ENSFHEP00000002332	ENSFHEG00000003135	Fundulus_heteroclitus
ENSJHYP00000014714	ENSJHYG00000011379	Junco_hyemalis
ENSPMGP00000005143	ENSPMGG00000004252	Periophthalmus_magnuspinnatus
ENSTNIP00000008993	ENSTNIG00000006240	Tetraodon_nigroviridis
ENSOGAP00000021531	ENSOGAG00000010479	Otolemur_garnettii
ENSUMAP00000014163	ENSUMAG00000010431	Ursus_maritimus
ENSMMMP00000021537	ENSMMMG00000018933	Marmota_marmota_marmota
ENSPSIP00000004288	ENSPSIG00000004017	Pelodiscus_sinensis
ENSLAFP00000006002	ENSLAFG00000007137	Loxodonta_africana
ENSSFOP00015010130	ENSSFOG00015006524	Scleropages_formosus
ENSRNOP00000019028	ENSRNOG00000014044	Rattus_norvegicus
ENSFDAP00000003508	ENSFDAG00000012959	Fukomys_damarensis
ENSNBRP00000015227	ENSNBRG00000011751	Neolamprologus_brichardi
ENSSTOP00000012031	ENSSTOG00000013425	Ictidomys_tridecemlineatus
ENSAPLP00000007704	ENSAPLG00000008017	Anas_platyrhynchos_platyrhynchos
ENSPCOP00000002116	ENSPCOG00000006531	Propithecus_coquereli
ENSMUNP00000020925	ENSMUNG00000015831	Melopsittacus_undulatus
ENSMODP00000050520	ENSMODG00000008199	Monodelphis_domestica
ENSCHAP00000054650	ENSCHAG00000024661	Clupea_harengus
ENSJJAP00000016374	ENSJJAG00000018242	Jaculus_jaculus
ENSTSYP00000024332	ENSTSYG00000029651	Carlito_syrichta
ENSCHIP00000019803	ENSCHIG00000018619	Capra_hircus
ENSBMUP00000031103	ENSBMUG00000023214	Bos_mutus
ENSABRP00000006982	ENSABRG00000006428	Anser_brachyrhynchus
MGP_PahariEiJ_P0081325	MGP_PahariEiJ_G0029228	Mus_pahari_strain_PAHARI_EIJ
ENSTTRP00000003549	ENSTTRG00000003778	Tursiops_truncatus
ENSPEMP00000020935	ENSPEMG00000018726	Peromyscus_maniculatus_bairdii
ENSCCEP00000019715	ENSCCEG00000017888	Cyanistes_caeruleus
ENSIPUP00000007677	ENSIPUG00000005278	Ictalurus_punctatus
ENSPPYP00000002291	ENSPPYG00000001977	Pongo_abelii
ENSTGEP00000015728	ENSTGEG00000012715	Theropithecus_gelada
ENSPPRP00000022063	ENSPPRG00000012716	Panthera_pardus
ENSUAMP00000034355	ENSUAMG00000025873	Ursus_americanus
ENSMGAP00000001641	ENSMGAG00000002022	Meleagris_gallopavo
ENSMAUP00000004834	ENSMAUG00000006368	Mesocricetus_auratus
ENSPCIP00000030354	ENSPCIG00000021406	Phascolarctos_cinereus
