ENSUAMP00000011372	ENSUAMG00000009286	Ursus_americanus
ENSOANP00000032158	ENSOANG00000028434	Ornithorhynchus_anatinus
ENSETEP00000007450	ENSETEG00000009173	Echinops_telfairi
ENSSPUP00000002370	ENSSPUG00000001838	Sphenodon_punctatus
ENSSMRP00000009806	ENSSMRG00000007796	Salvator_merianae
ENSCABP00000025773	ENSCABG00000018956	Chelonoidis_abingdonii
ENSOANP00000018352	ENSOANG00000011584	Ornithorhynchus_anatinus
ENSCSEP00000020639	ENSCSEG00000013153	Cynoglossus_semilaevis
ENSHCOP00000012640	ENSHCOG00000015724	Hippocampus_comes
ENSPMGP00000015923	ENSPMGG00000013057	Periophthalmus_magnuspinnatus
ENSPREP00000014798	ENSPREG00000009998	Poecilia_reticulata
ENSORLP00015013300	ENSORLG00015014193	Oryzias_latipes_ASM223469v1
ENSTNIP00000019307	ENSTNIG00000016214	Tetraodon_nigroviridis
ENSGMOP00000011235	ENSGMOG00000010475	Gadus_morhua
ENSHHUP00000080600	ENSHHUG00000046920	Hucho_hucho
ENSHHUP00000036091	ENSHHUG00000022660	Hucho_hucho
ENSAMXP00000050994	ENSAMXG00000039109	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005004239	ENSAMXG00005002595	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000001816	ENSPNAG00000008411	Pygocentrus_nattereri
ENSIPUP00000005938	ENSIPUG00000004116	Ictalurus_punctatus
ENSIPUP00000005899	ENSIPUG00000004096	Ictalurus_punctatus
ENSEEEP00000001723	ENSEEEG00000001100	Electrophorus_electricus
ENSPKIP00000024461	ENSPKIG00000007673	Paramormyrops_kingsleyae
ENSSFOP00015007376	ENSSFOG00015004867	Scleropages_formosus
ENSPKIP00000032596	ENSPKIG00000012640	Paramormyrops_kingsleyae
ENSCHAP00000003083	ENSCHAG00000001965	Clupea_harengus
ENSDCDP00000034260	ENSDCDG00000022313	Denticeps_clupeoides
ENSIPUP00000014524	ENSIPUG00000009808	Ictalurus_punctatus
ENSEEEP00000040841	ENSEEEG00000019347	Electrophorus_electricus
ENSAMXP00000025067	ENSAMXG00000024365	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005039737	ENSAMXG00005018703	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000028696	ENSPNAG00000003146	Pygocentrus_nattereri
ENSDARP00000135456	ENSDARG00000089101	Danio_rerio
ENSECRP00000012604	ENSECRG00000008402	Erpetoichthys_calabaricus
ENSCMIP00000043548	ENSCMIG00000018057	Callorhinchus_milii
ENSPMAP00000008731	ENSPMAG00000007940	Petromyzon_marinus
ENSCSAVP00000001680	ENSCSAVG00000000972	Ciona_savignyi
ENSCINP00000032340	ENSCING00000022728	Ciona_intestinalis
ENSTRUP00000047313	ENSTRUG00000018480	Takifugu_rubripes
ENSPMGP00000022612	ENSPMGG00000018231	Periophthalmus_magnuspinnatus
ENSHHUP00000005237	ENSHHUG00000003196	Hucho_hucho
ENSMMOP00000021481	ENSMMOG00000016325	Mola_mola
ENSDORP00000025178	ENSDORG00000029116	Dipodomys_ordii
ENSMOCP00000009340	ENSMOCG00000009476	Microtus_ochrogaster
ENSPTEP00000011246	ENSPTEG00000012689	Piliocolobus_tephrosceles
ENSPMAP00000003217	ENSPMAG00000002952	Petromyzon_marinus
ENSCINP00000032629	ENSCING00000021485	Ciona_intestinalis
ENSCINP00000031782	ENSCING00000021346	Ciona_intestinalis
FBpp0304106	FBgn0003218	Drosophila_melanogaster
M01F1.7.1	WBGene00010813	Caenorhabditis_elegans_strain_N2
