ENSPNAP00000007019	ENSPNAG00000012953	Pygocentrus_nattereri	ENSPNAT00000002550
ENSAMXP00000048051	ENSAMXG00000032668	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000037035
ENSEEEP00000041208	ENSEEEG00000019501	Electrophorus_electricus	ENSEEET00000041686
ENSIPUP00000032733	ENSIPUG00000021995	Ictalurus_punctatus	ENSIPUT00000034024
ENSDARP00000036893	ENSDARG00000037267	Danio_rerio
ENSCHAP00000056699	ENSCHAG00000025650	Clupea_harengus
ENSHHUP00000078195	ENSHHUG00000045642	Hucho_hucho
ENSHHUP00000082048	ENSHHUG00000047683	Hucho_hucho
ENSELUP00000032378	ENSELUG00000010288	Esox_lucius
ENSTNIP00000018148	ENSTNIG00000015094	Tetraodon_nigroviridis
ENSTRUP00000053077	ENSTRUG00000023337	Takifugu_rubripes
ENSMMOP00000006600	ENSMMOG00000005151	Mola_mola
ENSLCRP00005017338	ENSLCRG00005007155	Larimichthys_crocea
ENSLBEP00000016818	ENSLBEG00000012941	Labrus_bergylta
ENSCGOP00000030642	ENSCGOG00000014220	Cottoperca_gobio
ENSSMAP00000002171	ENSSMAG00000001327	Scophthalmus_maximus
ENSCSEP00000001952	ENSCSEG00000001313	Cynoglossus_semilaevis
ENSLCAP00010040821	ENSLCAG00010019112	Lates_calcarifer
ENSSDUP00000015745	ENSSDUG00000011498	Seriola_dumerili
ENSSLDP00000010644	ENSSLDG00000008428	Seriola_lalandi_dorsalis
ENSMAMP00000006417	ENSMAMG00000004352	Mastacembelus_armatus
ENSMALP00000024812	ENSMALG00000017259	Monopterus_albus
ENSATEP00000030940	ENSATEG00000021345	Anabas_testudineus
ENSBSLP00000044218	ENSBSLG00000021001	Betta_splendens
ENSAOCP00000023220	ENSAOCG00000009194	Amphiprion_ocellaris
ENSAPEP00000031293	ENSAPEG00000022216	Amphiprion_percula
ENSAPOP00000024476	ENSAPOG00000006929	Acanthochromis_polyacanthus
ENSSPAP00000026634	ENSSPAG00000020077	Stegastes_partitus
ENSPRNP00000042829	ENSPRNG00000020927	Parambassis_ranga
ENSGWIP00000041472	ENSGWIG00000020903	Gouania_willdenowi
ENSXMAP00000036690	ENSXMAG00000010739	Xiphophorus_maculatus
ENSXCOP00000008700	ENSXCOG00000006643	Xiphophorus_couchianus
ENSGAFP00000015670	ENSGAFG00000010594	Gambusia_affinis
ENSPFOP00000011198	ENSPFOG00000011077	Poecilia_formosa
ENSPMEP00000008881	ENSPMEG00000010708	Poecilia_mexicana
ENSPLAP00000007546	ENSPLAG00000009937	Poecilia_latipinna
ENSPREP00000032571	ENSPREG00000022068	Poecilia_reticulata
ENSFHEP00000035140	ENSFHEG00000023231	Fundulus_heteroclitus
ENSCVAP00000019471	ENSCVAG00000022869	Cyprinodon_variegatus
ENSKMAP00000007985	ENSKMAG00000005985	Kryptolebias_marmoratus
ENSORLP00020026553	ENSORLG00020009085	Oryzias_latipes_ASM223471v1
ENSORLP00000008845	ENSORLG00000007039	Oryzias_latipes_ASM223467v1
ENSORLP00015000979	ENSORLG00015000027	Oryzias_latipes_ASM223469v1
ENSOMEP00000017280	ENSOMEG00000018964	Oryzias_melastigma
ENSMZEP00005036505	ENSMZEG00005027242	Maylandia_zebra
ENSACLP00000005492	ENSACLG00000003680	Astatotilapia_calliptera
ENSHBUP00000035467	ENSHBUG00000023682	Haplochromis_burtoni
ENSPNYP00000028541	ENSPNYG00000021483	Pundamilia_nyererei
ENSNBRP00000019275	ENSNBRG00000014821	Neolamprologus_brichardi
ENSONIP00000015090	ENSONIG00000011988	Oreochromis_niloticus
ENSACIP00000030155	ENSACIG00000023336	Amphilophus_citrinellus
ENSGACP00000011384	ENSGACG00000008620	Gasterosteus_aculeatus
ENSHCOP00000020634	ENSHCOG00000000201	Hippocampus_comes
ENSPMGP00000029091	ENSPMGG00000023422	Periophthalmus_magnuspinnatus
ENSGMOP00000008877	ENSGMOG00000008297	Gadus_morhua
ENSSFOP00015003394	ENSSFOG00015002183	Scleropages_formosus
ENSLOCP00000017587	ENSLOCG00000014277	Lepisosteus_oculatus
