ENSCABP00000023773	ENSCABG00000017504	Chelonoidis_abingdonii
ENSGAGP00000011603	ENSGAGG00000008966	Gopherus_agassizii
ENSCPBP00000009598	ENSCPBG00000007420	Chrysemys_picta_bellii
ENSPSIP00000020056	ENSPSIG00000017760	Pelodiscus_sinensis
ENSCPGP00000017306	ENSCPGG00000012153	Calidris_pygmaea
ENSCPUP00000017121	ENSCPUG00000011810	Calidris_pugnax
ENSLCOP00000012714	ENSLCOG00000009199	Lepidothrix_coronata
ENSMVIP00005011294	ENSMVIG00005008272	Manacus_vitellinus
ENSTGUP00000007154	ENSTGUG00000006951	Taeniopygia_guttata
ENSLSDP00000017254	ENSLSDG00000012388	Lonchura_striata_domestica
ENSZALP00000010132	ENSZALG00000008611	Zonotrichia_albicollis
ENSJHYP00000022439	ENSJHYG00000016919	Junco_hyemalis
ENSPMJP00000022377	ENSPMJG00000016577	Parus_major
ENSCCEP00000022643	ENSCCEG00000020419	Cyanistes_caeruleus
ENSSCAP00000007111	ENSSCAG00000005493	Serinus_canaria
ENSFALP00000014004	ENSFALG00000013419	Ficedula_albicollis
ENSGALP00000073630	ENSGALG00000006649	Gallus_gallus
ENSCJPP00005024331	ENSCJPG00005019193	Coturnix_japonica
ENSABRP00000024254	ENSABRG00000020370	Anser_brachyrhynchus
ENSDNVP00000013499	ENSDNVG00000009505	Dromaius_novaehollandiae
ENSNPEP00000000680	ENSNPEG00000000555	Nothoprocta_perdicaria
ENSAOWP00000000831	ENSAOWG00000000630	Apteryx_owenii
ENSARWP00000014176	ENSARWG00000009802	Apteryx_rowi
ENSAHAP00000021479	ENSAHAG00000015072	Apteryx_haastii
ENSMGAP00000001880	ENSMGAG00000002319	Meleagris_gallopavo
ENSNMEP00000016728	ENSNMEG00000014706	Numida_meleagris
ENSCPRP00005013081	ENSCPRG00005009260	Crocodylus_porosus
ENSPVIP00000029488	ENSPVIG00000021748	Pogona_vitticeps
ENSSMRP00000028737	ENSSMRG00000022092	Salvator_merianae
ENSSPUP00000021756	ENSSPUG00000016699	Sphenodon_punctatus
ENSEASP00005020077	ENSEASG00005013857	Equus_asinus_asinus
ENSECAP00000012075	ENSECAG00000014355	Equus_caballus
ENSMLUP00000004322	ENSMLUG00000004749	Myotis_lucifugus
ENSSSCP00000026103	ENSSSCG00000025921	Sus_scrofa_strain_reference
ENSBBBP00000013075	ENSBBBG00000020713	Bison_bison_bison
ENSFCAP00000004975	ENSFCAG00000005366	Felis_catus
ENSPTIP00000021774	ENSPTIG00000018828	Panthera_tigris_altaica
ENSCCNP00000021116	ENSCCNG00000020984	Castor_canadensis
ENSDORP00000026226	ENSDORG00000026873	Dipodomys_ordii
ENSCGRP00000011597	ENSCGRG00000008454	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001026817	ENSCGRG00001024021	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000019676	ENSMAUG00000017908	Mesocricetus_auratus
ENSMOCP00000000424	ENSMOCG00000000347	Microtus_ochrogaster
ENSMUGP00000026871	ENSMUGG00000022372	Meriones_unguiculatus
ENSNGAP00000015792	ENSNGAG00000016716	Nannospalax_galili
ENSJJAP00000012424	ENSJJAG00000015465	Jaculus_jaculus
ENSCPOP00000022588	ENSCPOG00000036340	Cavia_porcellus
ENSCAPP00000017353	ENSCAPG00000017038	Cavia_aperea
ENSHGLP00000026999	ENSHGLG00000019199	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100022610	ENSHGLG00100016625	Heterocephalus_glaber_HetGla_1.0
ENSSTOP00000001771	ENSSTOG00000001995	Ictidomys_tridecemlineatus
ENSUPAP00010002614	ENSUPAG00010002185	Urocitellus_parryii
ENSMMMP00000009636	ENSMMMG00000008592	Marmota_marmota_marmota
ENSOCUP00000016487	ENSOCUG00000026127	Oryctolagus_cuniculus
ENSPSMP00000027715	ENSPSMG00000019334	Prolemur_simus
ENSMICP00000051001	ENSMICG00000049227	Microcebus_murinus
ENSPCOP00000021418	ENSPCOG00000022730	Propithecus_coquereli
ENSOGAP00000019095	ENSOGAG00000033822	Otolemur_garnettii
ENSPPAP00000011089	ENSPPAG00000028753	Pan_paniscus
ENSPTRP00000027015	ENSPTRG00000015701	Pan_troglodytes
ENSP00000406885	ENSG00000163900	Homo_sapiens
ENSGGOP00000039973	ENSGGOG00000037311	Gorilla_gorilla
ENSPPYP00000016068	ENSPPYG00000014366	Pongo_abelii
ENSRROP00000006853	ENSRROG00000026544	Rhinopithecus_roxellana
ENSRBIP00000031644	ENSRBIG00000039643	Rhinopithecus_bieti
ENSCANP00000005349	ENSCANG00000018341	Colobus_angolensis_palliatus
ENSTGEP00000026696	ENSTGEG00000021529	Theropithecus_gelada
ENSMFAP00000037392	ENSMFAG00000037943	Macaca_fascicularis
ENSCATP00000017690	ENSCATG00000032720	Cercocebus_atys
ENSMLEP00000036542	ENSMLEG00000042391	Mandrillus_leucophaeus
ENSPANP00000015212	ENSPANG00000018544	Papio_anubis
ENSCSAP00000010134	ENSCSAG00000013993	Chlorocebus_sabaeus
ENSCCAP00000039491	ENSCCAG00000037561	Cebus_capucinus_imitator
ENSSBOP00000018642	ENSSBOG00000025942	Saimiri_boliviensis_boliviensis
ENSCJAP00000061629	ENSCJAG00000046285	Callithrix_jacchus
ENSANAP00000010474	ENSANAG00000023228	Aotus_nancymaae
ENSANAP00000003201	ENSANAG00000019516	Aotus_nancymaae
ENSLAFP00000017476	ENSLAFG00000022129	Loxodonta_africana
ENSPCAP00000001668	ENSPCAG00000001806	Procavia_capensis
ENSDNOP00000008023	ENSDNOG00000010372	Dasypus_novemcinctus
ENSCHOP00000010180	ENSCHOG00000011514	Choloepus_hoffmanni
ENSETEP00000005542	ENSETEG00000006828	Echinops_telfairi
ENSVURP00010000844	ENSVURG00010000735	Vombatus_ursinus
ENSXETP00000003840	ENSXETG00000004470	Xenopus_tropicalis
ENSLACP00000005341	ENSLACG00000004749	Latimeria_chalumnae
ENSGACP00000015789	ENSGACG00000011933	Gasterosteus_aculeatus
ENSHCOP00000012768	ENSHCOG00000015826	Hippocampus_comes
ENSGWIP00000047967	ENSGWIG00000023566	Gouania_willdenowi
ENSBSLP00000040832	ENSBSLG00000019735	Betta_splendens
ENSCSEP00000026158	ENSCSEG00000016702	Cynoglossus_semilaevis
ENSXMAP00000018787	ENSXMAG00000018720	Xiphophorus_maculatus
ENSXCOP00000018710	ENSXCOG00000014083	Xiphophorus_couchianus
ENSGAFP00000013326	ENSGAFG00000008984	Gambusia_affinis
ENSPLAP00000001930	ENSPLAG00000003087	Poecilia_latipinna
ENSPLAP00000016123	ENSPLAG00000020245	Poecilia_latipinna
ENSPFOP00000019657	ENSPFOG00000019536	Poecilia_formosa
ENSPMEP00000019742	ENSPMEG00000022801	Poecilia_mexicana
ENSPREP00000010064	ENSPREG00000006861	Poecilia_reticulata
ENSCVAP00000022920	ENSCVAG00000005919	Cyprinodon_variegatus
ENSFHEP00000010111	ENSFHEG00000011397	Fundulus_heteroclitus
ENSKMAP00000021582	ENSKMAG00000016045	Kryptolebias_marmoratus
ENSORLP00000039795	ENSORLG00000023287	Oryzias_latipes_ASM223467v1
ENSORLP00020002372	ENSORLG00020003124	Oryzias_latipes_ASM223471v1
ENSORLP00015009012	ENSORLG00015009815	Oryzias_latipes_ASM223469v1
ENSOMEP00000000655	ENSOMEG00000001535	Oryzias_melastigma
ENSACLP00000039846	ENSACLG00000026863	Astatotilapia_calliptera
ENSMZEP00005036632	ENSMZEG00005027321	Maylandia_zebra
ENSHBUP00000015924	ENSHBUG00000017882	Haplochromis_burtoni
ENSPNYP00000009430	ENSPNYG00000007133	Pundamilia_nyererei
ENSNBRP00000012219	ENSNBRG00000009547	Neolamprologus_brichardi
ENSONIP00000001670	ENSONIG00000001320	Oreochromis_niloticus
ENSACIP00000017423	ENSACIG00000013588	Amphilophus_citrinellus
ENSAOCP00000025820	ENSAOCG00000013667	Amphiprion_ocellaris
ENSAOCP00000002189	ENSAOCG00000005282	Amphiprion_ocellaris
ENSAPEP00000013024	ENSAPEG00000009264	Amphiprion_percula
ENSAPOP00000012924	ENSAPOG00000015702	Acanthochromis_polyacanthus
ENSSPAP00000018415	ENSSPAG00000013911	Stegastes_partitus
ENSPRNP00000019170	ENSPRNG00000010017	Parambassis_ranga
ENSMAMP00000033258	ENSMAMG00000022373	Mastacembelus_armatus
ENSMALP00000031519	ENSMALG00000021746	Monopterus_albus
ENSATEP00000023457	ENSATEG00000016253	Anabas_testudineus
ENSSDUP00000028834	ENSSDUG00000020800	Seriola_dumerili
ENSSLDP00000008388	ENSSLDG00000006648	Seriola_lalandi_dorsalis
ENSLBEP00000008240	ENSLBEG00000006364	Labrus_bergylta
ENSLCRP00005021255	ENSLCRG00005008639	Larimichthys_crocea
ENSCGOP00000040779	ENSCGOG00000018577	Cottoperca_gobio
ENSMMOP00000008924	ENSMMOG00000006891	Mola_mola
