ENSEASP00005008247	ENSEASG00005005960	Equus_asinus_asinus
ENSPVAP00000008108	ENSPVAG00000008586	Pteropus_vampyrus
ENSBMUP00000029173	ENSBMUG00000021831	Bos_mutus
ENSBIXP00005017605	ENSBIXG00005021109	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000018645	ENSBBBG00000011688	Bison_bison_bison
ENSCHIP00000012372	ENSCHIG00000014133	Capra_hircus
ENSBTAP00000061249	ENSBTAG00000051210	Bos_taurus
ENSOARP00000014106	ENSOARG00000013165	Ovis_aries
ENSTTRP00000003517	ENSTTRG00000003746	Tursiops_truncatus
ENSVPAP00000007444	ENSVPAG00000008003	Vicugna_pacos
ENSUMAP00000017764	ENSUMAG00000013053	Ursus_maritimus
ENSAMEP00000001087	ENSAMEG00000001020	Ailuropoda_melanoleuca
ENSMPUP00000003996	ENSMPUG00000004029	Mustela_putorius_furo
ENSNVIP00000016429	ENSNVIG00000012875	Neovison_vison
ENSCAFP00000016702	ENSCAFG00000011349	Canis_lupus_familiaris
ENSCAFP00020001953	ENSCAFG00020001675	Canis_lupus_dingo
ENSVVUP00000014028	ENSVVUG00000010240	Vulpes_vulpes
ENSCAFP00020010660	ENSCAFG00020008637	Canis_lupus_dingo
ENSCAFP00000038387	ENSCAFG00000019307	Canis_lupus_familiaris
ENSCAFP00020030044	ENSCAFG00020023404	Canis_lupus_dingo
ENSCAFP00000053071	ENSCAFG00000008551	Canis_lupus_familiaris
ENSCAFP00000047590	ENSCAFG00000011827	Canis_lupus_familiaris
ENSCAFP00020008376	ENSCAFG00020006794	Canis_lupus_dingo
ENSCAFP00000039484	ENSCAFG00000011452	Canis_lupus_familiaris
ENSVVUP00000010230	ENSVVUG00000007542	Vulpes_vulpes
ENSVVUP00000035275	ENSVVUG00000025381	Vulpes_vulpes
ENSCAFP00000035062	ENSCAFG00000010648	Canis_lupus_familiaris
ENSCAFP00020000919	ENSCAFG00020000890	Canis_lupus_dingo
ENSCAFP00000062866	ENSCAFG00000046068	Canis_lupus_familiaris
ENSVVUP00000030009	ENSVVUG00000021922	Vulpes_vulpes
ENSAMEP00000000707	ENSAMEG00000000681	Ailuropoda_melanoleuca
ENSPTIP00000026749	ENSPTIG00000022063	Panthera_tigris_altaica
ENSPPRP00000013902	ENSPPRG00000006958	Panthera_pardus
ENSFCAP00000057548	ENSFCAG00000001755	Felis_catus
ENSAMEP00000001189	ENSAMEG00000001130	Ailuropoda_melanoleuca
ENSMPUP00000007953	ENSMPUG00000008011	Mustela_putorius_furo
ENSCCAP00000039948	ENSCCAG00000037776	Cebus_capucinus_imitator
ENSCJAP00000069842	ENSCJAG00000000879	Callithrix_jacchus
ENSPTEP00000034437	ENSPTEG00000032674	Piliocolobus_tephrosceles
ENSCANP00000040064	ENSCANG00000043708	Colobus_angolensis_palliatus
ENSRBIP00000013454	ENSRBIG00000030746	Rhinopithecus_bieti
ENSNLEP00000007855	ENSNLEG00000006448	Nomascus_leucogenys
ENSTSYP00000025368	ENSTSYG00000026600	Carlito_syrichta
ENSTSYP00000019705	ENSTSYG00000027413	Carlito_syrichta
ENSOGAP00000001664	ENSOGAG00000001869	Otolemur_garnettii
ENSSARP00000008104	ENSSARG00000008962	Sorex_araneus
ENSETEP00000016557	ENSETEG00000020376	Echinops_telfairi
ENSETEP00000015159	ENSETEG00000018654	Echinops_telfairi
ENSMEUP00000007298	ENSMEUG00000008001	Notamacropus_eugenii
ENSACAP00000003843	ENSACAG00000003940	Anolis_carolinensis
ENSPVIP00000031287	ENSPVIG00000022995	Pogona_vitticeps
ENSNSUP00000023142	ENSNSUG00000016766	Notechis_scutatus
ENSSPUP00000002227	ENSSPUG00000001733	Sphenodon_punctatus
ENSDARP00000138645	ENSDARG00000104068	Danio_rerio
ENSDCDP00000049051	ENSDCDG00000030214	Denticeps_clupeoides
ENSGMOP00000013398	ENSGMOG00000012518	Gadus_morhua
ENSPKIP00000015073	ENSPKIG00000001898	Paramormyrops_kingsleyae
ENSLOCP00000014939	ENSLOCG00000012144	Lepisosteus_oculatus
ENSLOCP00000014947	ENSLOCG00000012152	Lepisosteus_oculatus
ENSELUP00000039342	ENSELUG00000019492	Esox_lucius
ENSECRP00000011529	ENSECRG00000007672	Erpetoichthys_calabaricus
