ENSACAP00000011603	ENSACAG00000011834	Anolis_carolinensis
ENSPVIP00000008340	ENSPVIG00000006737	Pogona_vitticeps
ENSNSUP00000009515	ENSNSUG00000007279	Notechis_scutatus
ENSSMRP00000029149	ENSSMRG00000022413	Salvator_merianae
ENSSPUP00000007165	ENSSPUG00000005537	Sphenodon_punctatus
ENSARWP00000014965	ENSARWG00000010360	Apteryx_rowi
ENSAOWP00000013271	ENSAOWG00000009047	Apteryx_owenii
ENSAHAP00000016607	ENSAHAG00000011836	Apteryx_haastii
ENSDNVP00000022912	ENSDNVG00000015936	Dromaius_novaehollandiae
ENSNPEP00000005111	ENSNPEG00000003881	Nothoprocta_perdicaria
ENSZALP00000009211	ENSZALG00000007950	Zonotrichia_albicollis
ENSJHYP00000024097	ENSJHYG00000018110	Junco_hyemalis
ENSSCAP00000022791	ENSSCAG00000016349	Serinus_canaria
ENSTGUP00000015896	ENSTGUG00000015562	Taeniopygia_guttata
ENSTGUP00000010979	ENSTGUG00000010642	Taeniopygia_guttata
ENSLSDP00000022094	ENSLSDG00000015603	Lonchura_striata_domestica
ENSFALP00000004304	ENSFALG00000004133	Ficedula_albicollis
ENSPMJP00000000084	ENSPMJG00000000116	Parus_major
ENSCCEP00000020467	ENSCCEG00000018567	Cyanistes_caeruleus
ENSLCOP00000004960	ENSLCOG00000003726	Lepidothrix_coronata
ENSMVIP00005026431	ENSMVIG00005018422	Manacus_vitellinus
ENSMUNP00000003352	ENSMUNG00000002858	Melopsittacus_undulatus
ENSCPGP00000020860	ENSCPGG00000014577	Calidris_pygmaea
ENSCPUP00000009036	ENSCPUG00000006436	Calidris_pugnax
ENSGALP00000070544	ENSGALG00000016717	Gallus_gallus
ENSCJPP00005022984	ENSCJPG00005018266	Coturnix_japonica
ENSMGAP00000015632	ENSMGAG00000014752	Meleagris_gallopavo
ENSNMEP00000018121	ENSNMEG00000015776	Numida_meleagris
ENSABRP00000020943	ENSABRG00000017811	Anser_brachyrhynchus
ENSAPLP00000005156	ENSAPLG00000005592	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005010373	ENSCPRG00005007374	Crocodylus_porosus
ENSCABP00000000914	ENSCABG00000000773	Chelonoidis_abingdonii
ENSGAGP00000029945	ENSGAGG00000021606	Gopherus_agassizii
ENSCPBP00000009752	ENSCPBG00000007520	Chrysemys_picta_bellii
ENSPSIP00000014690	ENSPSIG00000013117	Pelodiscus_sinensis
ENSVURP00010020697	ENSVURG00010015834	Vombatus_ursinus
ENSPCIP00000021713	ENSPCIG00000016456	Phascolarctos_cinereus
ENSMEUP00000001242	ENSMEUG00000001355	Notamacropus_eugenii
ENSMODP00000000388	ENSMODG00000000326	Monodelphis_domestica
ENSSHAP00000018345	ENSSHAG00000015570	Sarcophilus_harrisii
ENSOANP00000011164	ENSOANG00000007007	Ornithorhynchus_anatinus
ENSCHOP00000011414	ENSCHOG00000012888	Choloepus_hoffmanni
ENSDNOP00000034156	ENSDNOG00000039508	Dasypus_novemcinctus
ENSETEP00000004911	ENSETEG00000006052	Echinops_telfairi
ENSCLAP00000000030	ENSCLAG00000000054	Chinchilla_lanigera
ENSODEP00000001329	ENSODEG00000001052	Octodon_degus
ENSHGLP00000000200	ENSHGLG00000000207	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100000380	ENSHGLG00100000320	Heterocephalus_glaber_HetGla_1.0
ENSMSIP00000002838	ENSMSIG00000002618	Mus_spicilegus
MGP_SPRETEiJ_P0072350	MGP_SPRETEiJ_G0028534	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000076458	ENSMUSG00000033434	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0069677	MGP_CAROLIEiJ_G0027536	Mus_caroli_strain_CAROLI_EIJ
ENSRNOP00000053471	ENSRNOG00000037426	Rattus_norvegicus
ENSRNOP00000059157	ENSRNOG00000048168	Rattus_norvegicus
ENSMUGP00000031429	ENSMUGG00000026143	Meriones_unguiculatus
ENSCGRP00001024527	ENSCGRG00001022411	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000010509	ENSCGRG00000007715	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015008409	ENSCGRG00015006531	Cricetulus_griseus_CriGri-PICR
ENSNGAP00000008706	ENSNGAG00000011609	Nannospalax_galili
ENSMMMP00000004792	ENSMMMG00000004361	Marmota_marmota_marmota
ENSSDAP00000020283	ENSSDAG00000018481	Spermophilus_dauricus
ENSUPAP00010005063	ENSUPAG00010004111	Urocitellus_parryii
ENSOCUP00000007124	ENSOCUG00000008245	Oryctolagus_cuniculus
ENSPSMP00000017819	ENSPSMG00000012669	Prolemur_simus
ENSMICP00000043852	ENSMICG00000044435	Microcebus_murinus
ENSPCOP00000006035	ENSPCOG00000014096	Propithecus_coquereli
ENSOGAP00000010144	ENSOGAG00000011327	Otolemur_garnettii
ENSPTRP00000066379	ENSPTRG00000050696	Pan_troglodytes
ENSPPAP00000010366	ENSPPAG00000028400	Pan_paniscus
ENSGGOP00000002749	ENSGGOG00000002792	Gorilla_gorilla
ENSP00000316598	ENSG00000178605	Homo_sapiens
ENSPPYP00000024085	ENSPPYG00000029723	Pongo_abelii
ENSPPYP00000022450	ENSPPYG00000020075	Pongo_abelii
ENSPANP00000015984	ENSPANG00000011580	Papio_anubis
ENSTGEP00000013832	ENSTGEG00000011223	Theropithecus_gelada
ENSCATP00000008300	ENSCATG00000024945	Cercocebus_atys
ENSMLEP00000013158	ENSMLEG00000030758	Mandrillus_leucophaeus
ENSMFAP00000041664	ENSMFAG00000041568	Macaca_fascicularis
ENSRROP00000018956	ENSRROG00000033503	Rhinopithecus_roxellana
ENSRBIP00000007299	ENSRBIG00000027538	Rhinopithecus_bieti
ENSCSAP00000014381	ENSCSAG00000018371	Chlorocebus_sabaeus
ENSMNEP00000032576	ENSMNEG00000039609	Macaca_nemestrina
ENSPTEP00000020508	ENSPTEG00000021739	Piliocolobus_tephrosceles
ENSPTEP00000020388	ENSPTEG00000021635	Piliocolobus_tephrosceles
ENSPTEP00000020180	ENSPTEG00000021449	Piliocolobus_tephrosceles
ENSPTEP00000020062	ENSPTEG00000021356	Piliocolobus_tephrosceles
ENSPTEP00000020220	ENSPTEG00000021478	Piliocolobus_tephrosceles
ENSPTEP00000020140	ENSPTEG00000021418	Piliocolobus_tephrosceles
ENSMMUP00000072439	ENSMMUG00000063577	Macaca_mulatta
ENSCCAP00000029669	ENSCCAG00000032874	Cebus_capucinus_imitator
ENSCJAP00000023965	ENSCJAG00000013056	Callithrix_jacchus
ENSSSCP00000040822	ENSSSCG00000037491	Sus_scrofa_strain_reference
ENSSSCP00000043310	ENSSSCG00000033858	Sus_scrofa_strain_reference
ENSCHIP00000000153	ENSCHIG00000000121	Capra_hircus
ENSOARP00000000982	ENSOARG00000000946	Ovis_aries
ENSBIXP00005032005	ENSBIXG00005001335	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000000708	ENSBIXG00000029461	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000060010	ENSBTAG00000054315	Bos_taurus
ENSBMUP00000000481	ENSBMUG00000000399	Bos_mutus
ENSUMAP00000025860	ENSUMAG00000018848	Ursus_maritimus
ENSAMEP00000002068	ENSAMEG00000001958	Ailuropoda_melanoleuca
ENSCAFP00020013432	ENSCAFG00020010766	Canis_lupus_dingo
ENSCAFP00020001455	ENSCAFG00020001279	Canis_lupus_dingo
ENSCAFP00000058126	ENSCAFG00000010931	Canis_lupus_familiaris
ENSVVUP00000011113	ENSVVUG00000008199	Vulpes_vulpes
ENSMPUP00000001521	ENSMPUG00000001536	Mustela_putorius_furo
ENSNVIP00000020330	ENSNVIG00000015805	Neovison_vison
ENSPPRP00000010921	ENSPPRG00000004932	Panthera_pardus
ENSPPRP00000013536	ENSPPRG00000006710	Panthera_pardus
ENSFCAP00000009571	ENSFCAG00000013263	Felis_catus
ENSECAP00000026799	ENSECAG00000032734	Equus_caballus
ENSEASP00005010005	ENSEASG00005007092	Equus_asinus_asinus
ENSOANP00000022502	ENSOANG00000014278	Ornithorhynchus_anatinus
ENSXETP00000025467	ENSXETG00000003682	Xenopus_tropicalis
ENSCMIP00000039378	ENSCMIG00000016483	Callorhinchus_milii
ENSCHAP00000042190	ENSCHAG00000019675	Clupea_harengus
ENSDCDP00000036331	ENSDCDG00000024139	Denticeps_clupeoides
ENSAMXP00000012857	ENSAMXG00000012493	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000012857
ENSAMXP00005026015	ENSAMXG00005013109	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000026769	ENSPNAG00000002094	Pygocentrus_nattereri
ENSEEEP00000009977	ENSEEEG00000005053	Electrophorus_electricus
ENSIPUP00000033517	ENSIPUG00000022531	Ictalurus_punctatus
ENSDARP00000128458	ENSDARG00000061091	Danio_rerio
ENSCSEP00000011343	ENSCSEG00000007271	Cynoglossus_semilaevis
ENSHCOP00000009906	ENSHCOG00000012544	Hippocampus_comes
ENSMAMP00000018757	ENSMAMG00000012631	Mastacembelus_armatus
ENSMALP00000021432	ENSMALG00000014993	Monopterus_albus
ENSATEP00000018384	ENSATEG00000012768	Anabas_testudineus
ENSSDUP00000002832	ENSSDUG00000002202	Seriola_dumerili
ENSSLDP00000030704	ENSSLDG00000023633	Seriola_lalandi_dorsalis
ENSLCAP00010030261	ENSLCAG00010014236	Lates_calcarifer
