ENSSMRP00000014922	ENSSMRG00000011621	Salvator_merianae
ENSPSIP00000009326	ENSPSIG00000008506	Pelodiscus_sinensis
ENSCATP00000024211	ENSCATG00000035623	Cercocebus_atys
ENSCSAP00000000892	ENSCSAG00000004559	Chlorocebus_sabaeus
ENSMLEP00000040551	ENSMLEG00000044295	Mandrillus_leucophaeus
ENSTGEP00000016504	ENSTGEG00000013355	Theropithecus_gelada
ENSCJAP00000078814	ENSCJAG00000054779	Callithrix_jacchus
ENSOPRP00000016218	ENSOPRG00000006114	Ochotona_princeps
ENSECAP00000040707	ENSECAG00000039740	Equus_caballus
ENSCABP00000017458	ENSCABG00000012972	Chelonoidis_abingdonii
ENSCABP00000017454	ENSCABG00000012968	Chelonoidis_abingdonii
ENSOCUP00000019170	ENSOCUG00000011695	Oryctolagus_cuniculus
ENSPTEP00000018857	ENSPTEG00000020260	Piliocolobus_tephrosceles
ENSPVAP00000000464	ENSPVAG00000000494	Pteropus_vampyrus
ENSPCIP00000053412	ENSPCIG00000032428	Phascolarctos_cinereus
ENSOANP00000020829	ENSOANG00000013184	Ornithorhynchus_anatinus
ENSPSIP00000009597	ENSPSIG00000008736	Pelodiscus_sinensis
ENSNSUP00000022477	ENSNSUG00000016341	Notechis_scutatus
ENSNSUP00000022476	ENSNSUG00000016340	Notechis_scutatus
ENSCABP00000017451	ENSCABG00000012967	Chelonoidis_abingdonii
ENSCABP00000017456	ENSCABG00000012970	Chelonoidis_abingdonii
ENSGAGP00000002910	ENSGAGG00000002321	Gopherus_agassizii
ENSCPBP00000008717	ENSCPBG00000006776	Chrysemys_picta_bellii
ENSVURP00010030608	ENSVURG00010023412	Vombatus_ursinus
ENSVURP00010030613	ENSVURG00010023414	Vombatus_ursinus
ENSPCIP00000044725	ENSPCIG00000035675	Phascolarctos_cinereus
ENSMEUP00000014482	ENSMEUG00000015855	Notamacropus_eugenii
ENSSHAP00000006370	ENSSHAG00000005544	Sarcophilus_harrisii
ENSMODP00000056160	ENSMODG00000039335	Monodelphis_domestica
ENSMODP00000054390	ENSMODG00000041694	Monodelphis_domestica
ENSCPBP00000008706	ENSCPBG00000006768	Chrysemys_picta_bellii
ENSCHOP00000001807	ENSCHOG00000002046	Choloepus_hoffmanni
ENSCPBP00000008691	ENSCPBG00000006755	Chrysemys_picta_bellii
ENSOANP00000028761	ENSOANG00000001691	Ornithorhynchus_anatinus
ENSCMIP00000024223	ENSCMIG00000010764	Callorhinchus_milii
