ENSPMAP00000009228	ENSPMAG00000008370	Petromyzon_marinus	ENSPMAT00000009268
ENSEBUP00000018284	ENSEBUG00000011409	Eptatretus_burgeri	ENSEBUT00000018860
ENSAOWP00000025120	ENSAOWG00000017007	Apteryx_owenii	ENSAOWT00000028484
ENSAHAP00000000608	ENSAHAG00000000547	Apteryx_haastii	ENSAHAT00000000698
ENSARWP00000002772	ENSARWG00000002082	Apteryx_rowi	ENSARWT00000003228
ENSDNVP00000022285	ENSDNVG00000015517	Dromaius_novaehollandiae	ENSDNVT00000026873
ENSNPEP00000017721	ENSNPEG00000013176	Nothoprocta_perdicaria
ENSCPGP00000003068	ENSCPGG00000002258	Calidris_pygmaea
ENSCPUP00000008097	ENSCPUG00000005850	Calidris_pugnax
ENSMUNP00000003107	ENSMUNG00000002561	Melopsittacus_undulatus
ENSZALP00000001804	ENSZALG00000002175	Zonotrichia_albicollis
ENSJHYP00000018367	ENSJHYG00000013994	Junco_hyemalis
ENSSCAP00000009213	ENSSCAG00000006913	Serinus_canaria
ENSLSDP00000024370	ENSLSDG00000017091	Lonchura_striata_domestica
ENSTGUP00000008831	ENSTGUG00000008552	Taeniopygia_guttata
ENSFALP00000005348	ENSFALG00000005125	Ficedula_albicollis
ENSPMJP00000018629	ENSPMJG00000013985	Parus_major
ENSCCEP00000014337	ENSCCEG00000013302	Cyanistes_caeruleus
ENSMVIP00005003724	ENSMVIG00005002728	Manacus_vitellinus
ENSLCOP00000015392	ENSLCOG00000010958	Lepidothrix_coronata
ENSABRP00000003776	ENSABRG00000003540	Anser_brachyrhynchus
ENSAPLP00000008401	ENSAPLG00000008710	Anas_platyrhynchos_platyrhynchos
ENSGALP00000044465	ENSGALG00000039034	Gallus_gallus
ENSCJPP00005007608	ENSCJPG00005006969	Coturnix_japonica
ENSMGAP00000007461	ENSMGAG00000007303	Meleagris_gallopavo
ENSNMEP00000009449	ENSNMEG00000009154	Numida_meleagris
ENSCPRP00005020003	ENSCPRG00005013943	Crocodylus_porosus
ENSCABP00000008039	ENSCABG00000006063	Chelonoidis_abingdonii
ENSGAGP00000028114	ENSGAGG00000020432	Gopherus_agassizii
ENSCPBP00000007404	ENSCPBG00000005830	Chrysemys_picta_bellii
ENSPSIP00000010382	ENSPSIG00000009430	Pelodiscus_sinensis
ENSPVIP00000021494	ENSPVIG00000016325	Pogona_vitticeps
ENSACAP00000002075	ENSACAG00000002071	Anolis_carolinensis
ENSNSUP00000013475	ENSNSUG00000010026	Notechis_scutatus
ENSSMRP00000019445	ENSSMRG00000015164	Salvator_merianae
ENSSPUP00000018072	ENSSPUG00000013862	Sphenodon_punctatus
ENSVURP00010028708	ENSVURG00010021915	Vombatus_ursinus
ENSPCIP00000022353	ENSPCIG00000016951	Phascolarctos_cinereus
ENSMEUP00000008223	ENSMEUG00000008990	Notamacropus_eugenii
ENSSHAP00000002160	ENSSHAG00000001922	Sarcophilus_harrisii
ENSMODP00000000519	ENSMODG00000000436	Monodelphis_domestica
ENSCHOP00000005056	ENSCHOG00000005702	Choloepus_hoffmanni
ENSDNOP00000007438	ENSDNOG00000009587	Dasypus_novemcinctus
ENSLAFP00000016400	ENSLAFG00000022688	Loxodonta_africana
ENSPCAP00000013913	ENSPCAG00000014855	Procavia_capensis
ENSETEP00000008432	ENSETEG00000010378	Echinops_telfairi
ENSPVAP00000008661	ENSPVAG00000009181	Pteropus_vampyrus
ENSMLUP00000007723	ENSMLUG00000008443	Myotis_lucifugus
ENSEEUP00000001309	ENSEEUG00000001446	Erinaceus_europaeus
ENSSARP00000002314	ENSSARG00000002531	Sorex_araneus
ENSCHIP00000016279	ENSCHIG00000016582	Capra_hircus
ENSOARP00000005858	ENSOARG00000005455	Ovis_aries
ENSBTAP00000025227	ENSBTAG00000018954	Bos_taurus
ENSBIXP00000001920	ENSBIXG00000008468	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005037960	ENSBIXG00005020049	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000018918	ENSBMUG00000014261	Bos_mutus
ENSBBBP00000000279	ENSBBBG00000009432	Bison_bison_bison
ENSVPAP00000001519	ENSVPAG00000001643	Vicugna_pacos
ENSSSCP00000019467	ENSSSCG00000020898	Sus_scrofa_strain_reference
ENSTTRP00000006742	ENSTTRG00000007108	Tursiops_truncatus
ENSECAP00000008385	ENSECAG00000010226	Equus_caballus
ENSEASP00005024410	ENSEASG00005016579	Equus_asinus_asinus
ENSUMAP00000002351	ENSUMAG00000002115	Ursus_maritimus
ENSUAMP00000021412	ENSUAMG00000016782	Ursus_americanus
ENSAMEP00000000942	ENSAMEG00000000879	Ailuropoda_melanoleuca
ENSMPUP00000001116	ENSMPUG00000001125	Mustela_putorius_furo
ENSNVIP00000026757	ENSNVIG00000020672	Neovison_vison
ENSCAFP00020014334	ENSCAFG00020011507	Canis_lupus_dingo
ENSCAFP00000046098	ENSCAFG00000017840	Canis_lupus_familiaris
ENSVVUP00000038821	ENSVVUG00000027611	Vulpes_vulpes
ENSPTIP00000001121	ENSPTIG00000002104	Panthera_tigris_altaica
ENSPPRP00000001223	ENSPPRG00000024191	Panthera_pardus
ENSFCAP00000040355	ENSFCAG00000025491	Felis_catus
ENSPTRP00000063445	ENSPTRG00000009977	Pan_troglodytes
ENSPPAP00000012075	ENSPPAG00000029226	Pan_paniscus
ENSP00000414851	ENSG00000134759	Homo_sapiens
ENSGGOP00000004589	ENSGGOG00000004679	Gorilla_gorilla
ENSPPYP00000010234	ENSPPYG00000009113	Pongo_abelii
ENSNLEP00000034514	ENSNLEG00000006165	Nomascus_leucogenys
ENSRROP00000044527	ENSRROG00000045202	Rhinopithecus_roxellana
ENSRBIP00000009713	ENSRBIG00000028678	Rhinopithecus_bieti
ENSCANP00000001757	ENSCANG00000005844	Colobus_angolensis_palliatus
ENSPTEP00000024018	ENSPTEG00000024568	Piliocolobus_tephrosceles
ENSTGEP00000027552	ENSTGEG00000022185	Theropithecus_gelada
ENSPANP00000041653	ENSPANG00000011823	Papio_anubis
ENSMLEP00000037718	ENSMLEG00000042891	Mandrillus_leucophaeus
ENSCATP00000035225	ENSCATG00000040464	Cercocebus_atys
ENSMNEP00000043075	ENSMNEG00000044174	Macaca_nemestrina
ENSMFAP00000003530	ENSMFAG00000001408	Macaca_fascicularis
ENSMMUP00000054578	ENSMMUG00000018785	Macaca_mulatta
ENSCSAP00000013940	ENSCSAG00000017919	Chlorocebus_sabaeus
ENSCCAP00000029702	ENSCCAG00000032811	Cebus_capucinus_imitator
ENSSBOP00000020598	ENSSBOG00000026755	Saimiri_boliviensis_boliviensis
ENSCJAP00000039235	ENSCJAG00000021063	Callithrix_jacchus
ENSANAP00000022856	ENSANAG00000029157	Aotus_nancymaae
ENSTSYP00000022300	ENSTSYG00000004763	Carlito_syrichta
ENSMICP00000028441	ENSMICG00000029486	Microcebus_murinus
ENSPCOP00000023246	ENSPCOG00000023744	Propithecus_coquereli
ENSPSMP00000004882	ENSPSMG00000003603	Prolemur_simus
ENSOGAP00000007332	ENSOGAG00000008189	Otolemur_garnettii
ENSTBEP00000007863	ENSTBEG00000009065	Tupaia_belangeri
ENSCLAP00000016955	ENSCLAG00000011638	Chinchilla_lanigera
ENSODEP00000025086	ENSODEG00000018360	Octodon_degus
ENSCAPP00000012616	ENSCAPG00000013427	Cavia_aperea
ENSCPOP00000005068	ENSCPOG00000005622	Cavia_porcellus
ENSHGLP00100006544	ENSHGLG00100004907	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000002431	ENSHGLG00000001838	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000003809	ENSFDAG00000013176	Fukomys_damarensis
ENSSDAP00000020508	ENSSDAG00000018674	Spermophilus_dauricus
ENSMMMP00000008467	ENSMMMG00000007530	Marmota_marmota_marmota
ENSUPAP00010018895	ENSUPAG00010014926	Urocitellus_parryii
ENSSTOP00000030990	ENSSTOG00000030520	Ictidomys_tridecemlineatus
ENSDORP00000022237	ENSDORG00000028849	Dipodomys_ordii
ENSMUSP00000157109	ENSMUSG00000024271	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0048113	MGP_SPRETEiJ_G0022963	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000026258	ENSMSIG00000022128	Mus_spicilegus
MGP_CAROLIEiJ_P0046189	MGP_CAROLIEiJ_G0022052	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0038795	MGP_PahariEiJ_G0018786	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000020601	ENSRNOG00000015301	Rattus_norvegicus
