ENSAOWP00000010954	ENSAOWG00000007543	Apteryx_owenii
ENSARWP00000021039	ENSARWG00000014381	Apteryx_rowi
ENSDNVP00000011567	ENSDNVG00000008153	Dromaius_novaehollandiae
ENSAHAP00000020113	ENSAHAG00000014172	Apteryx_haastii
ENSNPEP00000014794	ENSNPEG00000011058	Nothoprocta_perdicaria
ENSNMEP00000018049	ENSNMEG00000015703	Numida_meleagris
ENSGALP00000049430	ENSGALG00000037709	Gallus_gallus
ENSCJPP00005013773	ENSCJPG00005011575	Coturnix_japonica
ENSAPLP00000001667	ENSAPLG00000002242	Anas_platyrhynchos_platyrhynchos
ENSMUNP00000002444	ENSMUNG00000002168	Melopsittacus_undulatus
ENSCPGP00000010594	ENSCPGG00000007542	Calidris_pygmaea
ENSCPUP00000029913	ENSCPUG00000020030	Calidris_pugnax
ENSTGUP00000006260	ENSTGUG00000006097	Taeniopygia_guttata
ENSSCAP00000009615	ENSSCAG00000007318	Serinus_canaria
ENSCCEP00000006235	ENSCCEG00000006731	Cyanistes_caeruleus
ENSMVIP00005015408	ENSMVIG00005011098	Manacus_vitellinus
ENSPMJP00000026068	ENSPMJG00000019067	Parus_major
ENSLSDP00000018514	ENSLSDG00000013232	Lonchura_striata_domestica
ENSZALP00000020081	ENSZALG00000015838	Zonotrichia_albicollis
ENSJHYP00000010002	ENSJHYG00000007862	Junco_hyemalis
ENSLCOP00000015436	ENSLCOG00000011014	Lepidothrix_coronata
ENSFALP00000006673	ENSFALG00000006398	Ficedula_albicollis
ENSCPRP00005022643	ENSCPRG00005015791	Crocodylus_porosus
ENSCABP00000011101	ENSCABG00000008301	Chelonoidis_abingdonii
ENSGAGP00000022826	ENSGAGG00000016733	Gopherus_agassizii
ENSCPBP00000028776	ENSCPBG00000020302	Chrysemys_picta_bellii
ENSPSIP00000006779	ENSPSIG00000006269	Pelodiscus_sinensis
ENSPVIP00000022722	ENSPVIG00000017144	Pogona_vitticeps
ENSSPUP00000008060	ENSSPUG00000006242	Sphenodon_punctatus
ENSVURP00010013507	ENSVURG00010010398	Vombatus_ursinus
ENSMEUP00000007739	ENSMEUG00000008484	Notamacropus_eugenii
ENSPCIP00000023680	ENSPCIG00000017942	Phascolarctos_cinereus
ENSMODP00000024077	ENSMODG00000019289	Monodelphis_domestica
ENSSHAP00000016891	ENSSHAG00000014367	Sarcophilus_harrisii
ENSCJAP00000068975	ENSCJAG00000063635	Callithrix_jacchus
ENSSBOP00000036718	ENSSBOG00000034484	Saimiri_boliviensis_boliviensis
ENSCCAP00000015289	ENSCCAG00000025436	Cebus_capucinus_imitator
ENSANAP00000019517	ENSANAG00000027555	Aotus_nancymaae
ENSP00000247020	ENSG00000132581	Homo_sapiens
ENSPPAP00000031898	ENSPPAG00000038851	Pan_paniscus
ENSGGOP00000033449	ENSGGOG00000016686	Gorilla_gorilla
ENSPPYP00000009112	ENSPPYG00000008104	Pongo_abelii
ENSNLEP00000003287	ENSNLEG00000002717	Nomascus_leucogenys
ENSCANP00000038178	ENSCANG00000042779	Colobus_angolensis_palliatus
ENSPTEP00000032390	ENSPTEG00000031145	Piliocolobus_tephrosceles
ENSRROP00000006644	ENSRROG00000025947	Rhinopithecus_roxellana
ENSRBIP00000031163	ENSRBIG00000039426	Rhinopithecus_bieti
ENSMFAP00000007983	ENSMFAG00000037309	Macaca_fascicularis
ENSMMUP00000069941	ENSMMUG00000053611	Macaca_mulatta
ENSMNEP00000040382	ENSMNEG00000043076	Macaca_nemestrina
ENSCATP00000010214	ENSCATG00000029378	Cercocebus_atys
ENSMLEP00000025823	ENSMLEG00000037112	Mandrillus_leucophaeus
ENSPANP00000047396	ENSPANG00000034856	Papio_anubis
ENSTGEP00000010275	ENSTGEG00000008437	Theropithecus_gelada
ENSCSAP00000003468	ENSCSAG00000007196	Chlorocebus_sabaeus
ENSCANP00000019541	ENSCANG00000033202	Colobus_angolensis_palliatus
ENSTSYP00000023609	ENSTSYG00000036072	Carlito_syrichta
ENSPSMP00000036089	ENSPSMG00000024829	Prolemur_simus
ENSPCOP00000025902	ENSPCOG00000025237	Propithecus_coquereli
ENSMICP00000043781	ENSMICG00000045271	Microcebus_murinus
ENSOGAP00000006387	ENSOGAG00000007130	Otolemur_garnettii
ENSCCNP00000001624	ENSCCNG00000001825	Castor_canadensis
ENSDORP00000020426	ENSDORG00000026112	Dipodomys_ordii
ENSHGLP00000024928	ENSHGLG00000017764	Heterocephalus_glaber_HetGla_female_1.0
