ENSTGUP00000010567	ENSTGUG00000010232	Taeniopygia_guttata
ENSLSDP00000020664	ENSLSDG00000014627	Lonchura_striata_domestica
ENSSCAP00000004308	ENSSCAG00000003525	Serinus_canaria
ENSJHYP00000014122	ENSJHYG00000010946	Junco_hyemalis
ENSZALP00000016767	ENSZALG00000013577	Zonotrichia_albicollis
ENSCCEP00000001966	ENSCCEG00000002301	Cyanistes_caeruleus
ENSPMJP00000000387	ENSPMJG00000000356	Parus_major
ENSFALP00000012900	ENSFALG00000012325	Ficedula_albicollis
ENSMVIP00005011512	ENSMVIG00005008445	Manacus_vitellinus
ENSLCOP00000018306	ENSLCOG00000012928	Lepidothrix_coronata
ENSMUNP00000019533	ENSMUNG00000014929	Melopsittacus_undulatus
ENSCPGP00000024965	ENSCPGG00000017203	Calidris_pygmaea
ENSCPUP00000018285	ENSCPUG00000012591	Calidris_pugnax
ENSABRP00000020757	ENSABRG00000017680	Anser_brachyrhynchus
ENSAPLP00000018105	ENSAPLG00000007401	Anas_platyrhynchos_platyrhynchos
ENSGALP00000069447	ENSGALG00000033730	Gallus_gallus
ENSCJPP00005012720	ENSCJPG00005010821	Coturnix_japonica
ENSMGAP00000010902	ENSMGAG00000010485	Meleagris_gallopavo
ENSNMEP00000009849	ENSNMEG00000009441	Numida_meleagris
ENSAHAP00000025178	ENSAHAG00000017565	Apteryx_haastii
ENSAOWP00000006671	ENSAOWG00000004591	Apteryx_owenii
ENSARWP00000024455	ENSARWG00000016662	Apteryx_rowi
ENSDNVP00000005754	ENSDNVG00000004128	Dromaius_novaehollandiae
ENSNPEP00000015252	ENSNPEG00000011380	Nothoprocta_perdicaria
ENSCPRP00005016272	ENSCPRG00005011338	Crocodylus_porosus
ENSGAGP00000020670	ENSGAGG00000015226	Gopherus_agassizii
ENSCABP00000000476	ENSCABG00000000432	Chelonoidis_abingdonii
ENSCPBP00000017118	ENSCPBG00000012580	Chrysemys_picta_bellii
ENSPSIP00000013448	ENSPSIG00000011971	Pelodiscus_sinensis
ENSACAP00000013917	ENSACAG00000014115	Anolis_carolinensis
ENSPVIP00000017733	ENSPVIG00000013605	Pogona_vitticeps
ENSNSUP00000011787	ENSNSUG00000008869	Notechis_scutatus
ENSSMRP00000006217	ENSSMRG00000005022	Salvator_merianae
ENSSPUP00000005945	ENSSPUG00000004597	Sphenodon_punctatus
ENSXETP00000000709	ENSXETG00000002753	Xenopus_tropicalis
ENSOANP00000027902	ENSOANG00000021887	Ornithorhynchus_anatinus
ENSOANP00000014657	ENSOANG00000009207	Ornithorhynchus_anatinus
ENSPCIP00000021554	ENSPCIG00000016360	Phascolarctos_cinereus
ENSVURP00010015002	ENSVURG00010011462	Vombatus_ursinus
